,lt,age,ndev,sexp,entrophy,la,ns,fix,nuc
0,0.012643678160919557,0.06896551724137936,0.0,0.00402298850574716,-0.006321839080459713,-0.01436781609195401,0.0,0.0,0.0
1,0.0,0.02898550724637683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.062350119904076684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.02532981530343008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.007272727272727275,0.11563636363636365,0.0,0.0,0.0850909090909091,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.08975265017667844,0.010600706713780928,0.0,0.0,0.0
6,0.016216216216216228,0.0,0.0,0.0,0.0,0.020147420147420148,0.0,0.0,0.0
7,0.014418604651162781,0.008837209302325589,0.0,0.03023255813953487,0.029302325581395318,0.016744186046511622,0.0,0.0,-0.0032558139534883956
8,0.009999999999999964,0.14769230769230765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.135632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.14387351778656127,0.0,0.0,0.0,0.0
11,0.0,0.13109243697478998,0.0,0.0,0.015126050420168147,0.0,0.0,0.0,0.0
12,0.0,0.025125628140703536,0.0,-0.039195979899497455,0.003015075376884435,-0.015075376884422054,0.0,0.0,-0.016080402010050232
13,0.0007782101167315147,0.08171206225680927,0.0,0.0,0.0,0.03579766536964977,0.0,0.0,0.0
14,0.027848101265822822,0.07721518987341776,0.0,0.005063291139240533,0.0,0.03417721518987345,0.0,0.0,0.0
15,0.06725663716814158,0.0017699115044247816,0.0,-0.008849557522123908,0.0,0.04955752212389382,0.0,0.0,-0.03716814159292037
16,-0.04099378881987574,0.004968944099378913,0.0,0.0,-0.07453416149068322,-0.031055900621118005,0.0,0.0,0.0
17,0.0,0.03170731707317072,-0.003658536585365857,0.0,0.0,-0.0060975609756097615,0.0,0.0,0.0
18,0.010294117647058853,0.032352941176470626,0.0044117647058823815,0.0,0.0,0.007352941176470606,0.0,0.0,-0.04558823529411764
19,0.0,0.043636363636363674,0.014545454545454573,0.0,0.0,0.0,0.0,0.0,-0.034545454545454504
20,0.06428571428571435,0.0,0.0,0.0,0.0,0.03571428571428577,0.0,0.0,0.0
21,-0.021621621621621644,-4.4408920985006264e-17,0.037837837837837784,-0.002702702702702764,-0.005405405405405417,0.0,0.0,-0.008108108108108159,0.07027027027027025
22,0.027102803738317794,0.0074766355140187144,0.03738317757009348,0.0,0.0,0.0,0.0,0.0,-0.0056074766355139975
23,0.0015094339622641728,0.0,0.0,0.0,0.012830188679245302,0.0,0.0,0.0,0.0
24,0.009053497942386812,0.0,0.0,0.07407407407407406,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0027649769585253335,0.0,0.12073732718894008,0.0,0.0,0.0
26,0.02678571428571421,0.026785714285714236,0.0,0.06249999999999996,0.0,0.06785714285714281,0.0,0.05535714285714281,0.010714285714285631
27,2.2204460492503132e-17,0.0,-0.06206896551724139,0.08275862068965517,0.0,0.02758620689655176,0.0,0.048275862068965544,0.048275862068965544
28,0.0,0.06666666666666665,0.028571428571428536,0.0,0.08571428571428567,0.028571428571428515,0.0,0.0,-0.01904761904761907
29,0.0,0.0,0.028571428571428602,0.0,0.0,0.11836734693877556,0.0,0.028571428571428602,0.03265306122448981
30,0.0,0.0,0.0,0.10149253731343291,0.0,0.03880597014925376,0.0,0.0,0.02686567164179108
31,-0.03096774193548386,0.00903225806451613,0.0,0.002580645161290329,0.0,0.0,0.0,0.0,0.024516129032258072
32,0.0,0.0,0.0,0.0,0.0,0.010389610389610383,0.0,0.0,0.0
33,0.0129032258064516,0.06451612903225803,0.0,0.0,0.0,0.0021505376344086004,0.0,0.0,-0.0021505376344086004
