,entrophy,rexp,ns,fix,nuc,ld,ndev,sexp,age
0,0.00528846153846152,-0.021634615384615398,0.0,-0.009615384615384604,0.027884615384615376,0.05721153846153848,-0.0038461538461538325,-0.039423076923076915,-0.01826923076923077
1,-0.0013223140495867368,0.01057851239669425,0.0,0.0046280991735537565,0.0062809917355372445,0.022148760330578554,-0.006611570247933884,0.029752066115702514,-0.004297520661157006
2,0.005663716814159314,-0.007787610619469021,0.0,-0.006725663716814156,-0.0031858407079645933,0.014513274336283199,0.003539823008849541,-0.012389380530973448,0.010265486725663719
3,0.016500000000000004,-0.027000000000000024,0.0,-0.0034999999999999697,0.008000000000000007,0.0115,0.00900000000000003,0.014500000000000023,-0.005499999999999972
4,-0.008536585365853666,-0.01585365853658538,0.0,0.0,0.003658536585365857,0.10975609756097564,0.006707317073170738,-0.0030487804878048586,0.010365853658536595
5,-0.01796407185628741,0.040718562874251504,0.0,0.004790419161676662,-0.06946107784431137,0.037125748502993994,0.013173652694610793,0.02634730538922152,0.0023952095808383424
6,0.007547169811320753,0.018867924528301883,0.0,-0.037735849056603765,0.03396226415094339,-0.0792452830188679,0.0,0.026415094339622636,-0.030188679245283012
7,0.08888888888888884,0.02222222222222221,0.0,0.0,0.11111111111111105,0.06666666666666662,0.06666666666666662,0.0,0.1333333333333333
8,0.04081632653061222,0.01224489795918362,0.0,-0.012244897959183687,0.07755102040816324,0.08163265306122444,0.004081632653061207,0.08163265306122447,0.07755102040816324
9,0.022580645161290304,0.0032258064516129,0.0,0.0129032258064516,0.06129032258064513,0.05483870967741933,0.0064516129032258,0.058064516129032205,0.08387096774193545
10,-0.016470588235294126,-0.06823529411764703,0.0,0.009411764705882342,-0.054117647058823534,-0.11764705882352944,0.0,-0.011764705882352944,0.009411764705882331
11,-0.010204081632653007,-0.004081632653061162,0.0,0.010204081632653073,0.016326530612244938,0.061224489795918415,0.0,-0.014285714285714212,0.12040816326530616
12,-0.0020202020202020774,0.01616161616161611,0.0,-0.0060606060606061,0.014141414141414099,0.05656565656565653,0.0,0.008080808080808044,0.0747474747474747
13,-0.0357142857142857,-0.07142857142857142,0.0,0.0,-0.00714285714285714,-0.0357142857142857,0.0,0.01428571428571428,0.06428571428571428
14,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05
