,lt,age,ndev,sexp,entrophy,rexp,la,ns,ld,fix,nuc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.12134831460674153,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.09438202247191015,0.0,0.0,0.0,0.0
3,0.06818181818181812,0.0,0.0,0.07121212121212114,0.0704545454545454,0.0,0.14696969696969692,0.0,0.0,0.0,0.0
4,0.005232558139534804,0.0,0.0,0.009883720930232487,0.0,0.0,0.08023255813953484,0.0,-0.002906976744186074,0.0,0.023255813953488302
5,0.010576923076923062,0.0,0.0,0.0,0.0,0.0009615384615384581,0.08173076923076923,0.0,0.0,0.0,0.0
6,0.04222222222222225,0.0,0.057777777777777796,0.0,0.0,0.0,0.1488888888888889,0.0,0.11333333333333337,0.0,-0.0011111111111110628
7,-0.004205607476635498,0.0,0.0,0.0,0.0,0.0,0.10794392523364486,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.010222222222222221,0.0,0.005333333333333324,0.14222222222222222,0.0,0.004444444444444473,0.0,0.0031111111111111088
9,0.0,0.0,0.0,-0.017073170731707332,-0.017073170731707332,0.0,0.01585365853658538,0.0,0.09634146341463412,0.0,0.0
10,-0.02758620689655169,0.01379310344827589,0.0,0.06206896551724141,0.0,0.0,0.05862068965517244,0.0,0.024137931034482807,0.0,0.010344827586206917
11,0.0,0.0,0.0,0.0,0.0,0.0,0.17638888888888887,0.0,0.08333333333333329,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.07698412698412702,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.11699604743083006,0.0,0.0,0.0,0.0
14,0.04256756756756754,-0.0013513513513514041,0.0,0.018918918918918927,0.03716216216216213,0.0,0.007432432432432412,0.0,0.018918918918918903,0.0,0.06148648648648647
15,0.0,0.0,0.0,0.0,0.0,0.0,0.12887029288702934,0.0,0.0,0.0,0.0
16,-0.001171875,0.005078125,0.001171875,0.051953125,0.003515625,-0.001953125,0.03828125,0.0,-0.027734375,-0.008984375,0.013671875
17,0.00721153846153848,-0.01009615384615381,0.004807692307692291,0.0024038461538461453,-0.009615384615384581,0.0038461538461538546,0.06923076923076925,0.0,-0.0014423076923076872,0.0,0.03173076923076923
18,-0.050331125827814606,0.0,0.0,-0.01788079470198676,0.0,0.0,0.0,0.0,-0.044370860927152346,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050724637681159424,0.0,0.0
20,0.02760736196319018,-0.0012269938650306678,0.007361963190184029,0.013496932515337411,0.007361963190184029,-0.0006134969325153339,0.05214723926380367,0.0,0.06625766871165642,0.0,0.0233128834355828
21,-0.010096153846153876,0.0028846153846153744,0.0,0.04038461538461535,0.015384615384615353,0.0,0.03653846153846154,0.0,-0.02067307692307694,0.0,-0.0024038461538461453
22,0.0,0.0,0.0,0.0,0.0,0.0,0.03645833333333337,0.0,0.0,0.0,0.0
23,0.04452554744525548,0.0,0.0,-0.0029197080291970766,0.062043795620438005,0.0,0.07810218978102193,0.0,0.0,0.0,0.04306569343065696
24,-0.008275862068965512,0.0,0.0,0.011034482758620711,0.017241379310344862,0.0,0.09793103448275864,0.0,0.04275862068965519,0.0,0.0
25,0.0,0.0,0.0,0.0548223350253807,0.0,0.0,0.06802030456852795,0.0,0.0,0.0,0.0
26,-0.043506493506493514,0.0,0.013636363636363646,-0.01103896103896107,0.01883116883116882,0.0,0.062337662337662324,0.0,-0.006493506493506529,0.0,0.023376623376623384
27,0.0,0.0,0.0,0.0,0.0060975609756097615,0.0,0.06951219512195117,0.0,0.0,0.0,0.026219512195121863
28,0.05188679245283021,0.0,-0.013836477987421358,-0.010377358490566002,0.055031446540880505,0.0,0.02515723270440253,0.0,0.01572327044025159,0.0,0.0
29,0.10028409090909088,0.0,-0.011931818181818188,0.0008522727272727071,0.02386363636363631,0.0048295454545454145,0.028977272727272685,0.0028409090909090606,0.026988636363636354,0.005681818181818144,0.01789772727272725
30,0.04224924012158049,0.0,0.015197568389057703,0.025835866261398156,-2.2204460492503132e-17,0.0,0.013069908814589627,0.0,0.02887537993920968,0.0,0.00395136778115499
31,0.007142857142857095,0.0,-0.003061224489795955,0.005102040816326481,-0.0091836734693878,0.0,-2.2204460492503132e-17,0.0,-0.0035714285714286255,0.0,0.05204081632653059
32,0.004887218045112806,0.0018796992481203256,0.00939849624060154,0.025187969924812027,0.021804511278195493,0.0,0.04849624060150377,0.0,0.02518796992481207,0.0,0.02067669172932334
33,0.018834080717488776,0.0,0.0011210762331838487,0.023318385650224215,0.0,0.0,0.08946188340807178,0.0,-0.0011210762331838263,0.0,0.02242152466367715
34,0.0,0.0,0.0,0.0,0.0,0.0,0.16629213483146071,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.09779735682819382,0.0,0.0,0.0,0.0
36,0.01725352112676055,0.0,0.0,0.0,0.0,0.0,0.08943661971830988,-0.00035211267605632645,0.0647887323943662,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.16962457337883954,0.0,0.01501706484641634,0.027645051194539215,0.0
38,0.03423423423423429,0.0,0.0,-0.0021021021021020436,0.002402402402402437,0.0,0.12222222222222227,0.0,0.011411411411411465,-0.009009009009008983,0.00900900900900905
39,0.019808306709265235,0.0,0.0,0.034824281150159744,0.0,0.0,0.03418530351437703,0.0,0.032268370607028786,0.0,0.0
40,0.03809523809523814,0.0,0.0,0.010544217687074874,0.0,0.0,0.021768707482993244,0.0,0.009523809523809578,0.0,0.0
41,0.036653386454183236,0.001195219123505975,0.02589641434262946,-0.006374501992031867,0.013944223107569709,0.0,0.05099601593625493,0.0,0.11155378486055774,0.0,0.005179282868525892
42,0.0,0.0,0.0,0.014832535885167508,0.0,0.0,-0.008612440191387538,0.0,0.04880382775119618,0.0,0.010047846889952172
43,0.0,0.0,0.0,0.0,0.0,0.0,-0.004234527687296419,0.0,0.019869706840390845,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041269841269841276,0.0,0.012301587301587303
45,-0.013768115942028957,0.0,0.0,0.034782608695652216,0.0,0.0,0.0021739130434782926,0.0,-0.016666666666666653,0.0,0.026086956521739136
46,0.0,0.0,0.0,0.021698113207547175,0.0,0.0,0.0792452830188679,0.0,0.0,0.0,0.0
47,0.015200000000000014,0.0,-0.01120000000000001,0.006000000000000005,0.0,0.005600000000000005,0.04599999999999995,-0.001200000000000001,0.014800000000000013,-0.002400000000000002,0.07399999999999995
48,0.0,0.0,0.0,0.0,0.0,0.0,0.19052369077306736,0.0,0.0,0.0,0.0
49,-0.014669926650366682,-0.0029339853300732965,0.0,-0.047188264058679666,0.009779951100244544,0.009779951100244544,0.05281173594132031,0.0,-0.0009779951100243878,0.0,-0.02176039119804394
50,0.0020588235294117575,0.0,0.006470588235294094,-0.005588235294117694,0.06264705882352936,0.0,0.036470588235294074,0.0,0.0,0.0,0.053529411764705805
