,la,nuc,exp,fix,entrophy,nd,ns,lt,ndev,age,ld
0,0.0,0.0,0.0,0.0,0.03458937198067635,0.05275362318840582,0.0,0.0,0.0,0.0,0.0
1,-0.012972972972972929,-0.027490347490347445,-0.0072586872586872355,0.0,0.020849420849420895,0.004324324324324369,-0.0018532818532817964,-0.006332046332046292,0.0,0.0,0.0
2,-0.035250186706497356,0.009559372666168797,0.002240477968633292,0.00552651232262884,0.02972367438386858,0.009410007468259906,-0.002837938760268832,0.03525018670649738,0.003435399551904439,0.004630321135175497,0.03181478715459298
3,0.02898009950248761,0.0,0.005099502487562235,0.0,0.0,0.015547263681592094,0.0,-0.0008706467661691031,0.004353233830845782,0.004850746268656758,0.0
4,0.024539877300613466,0.0,-0.0002230897936419396,0.0,-0.0024539877300613798,0.0,0.0,0.00535415504740655,-0.011042944785276121,0.026436140546569953,0.0
5,0.0011278195488721998,0.0,0.0,0.0,-0.0006578947368420796,0.0,0.0,0.0013157894736842257,-0.02471804511278195,0.0,0.0
6,0.0,-0.010663841807909557,-0.0004943502824857893,0.0,0.06080508474576274,0.0,-0.0003531073446327193,0.027824858757062178,-0.013206214689265505,0.0709745762711865,0.03502824858757066
7,0.001390988811611682,0.0021771998790444114,-0.0006047777441790636,0.0,0.13135772603568185,0.02116722104626545,-0.0009676443906864396,0.010099788327789483,0.007136377381312342,0.09313577260356816,0.013849410341699397
8,0.0617671345995046,0.0,0.0,0.0,0.0,0.001981833195706062,0.0,0.04607762180016521,0.0,0.021139554087531008,0.0
9,0.04061096136567832,-0.0005390835579514919,-0.0016172506738544757,-0.012578616352201278,0.0,-0.012039532794249786,-0.0050314465408804795,0.022821203953279422,-0.011320754716981175,-0.005211141060197688,-0.01132075471698113
10,-0.03680430879712744,-0.010592459605026906,-0.013644524236983835,0.0,0.0,-0.006822262118491906,0.0,0.001974865350089794,0.0,0.0,-0.018312387791741446
11,0.035172921265636536,0.016041206769683614,-0.0008830022075054789,0.0007358351729213064,0.026931567328918327,0.0038263428991905713,0.0,0.029874908020603396,-0.0016188373804267631,0.024871228844738802,-0.0001471670345842391
12,0.0,0.0,0.0,0.0,0.009020771513353166,0.0,0.0,0.0,0.0,0.03964391691394662,0.0
