,fix,nuc,rexp,la,ns,ld,ndev,lt,exp,sexp,age
0,0.0,0.025454545454545497,-0.004848484848484813,0.04303030303030307,0.003030303030303072,-0.0006060606060605655,-0.006060606060606011,-0.004848484848484791,-0.0012121212121211755,-0.015151515151515093,-0.009696969696969671
1,0.0,-0.014141414141414144,-0.008754208754208737,0.023569023569023618,-0.002693602693602681,-0.014814814814814791,-0.005387205387205362,0.014814814814814814,0.007407407407407418,-0.002693602693602681,-0.0006734006734006482
2,-0.00304182509505706,-0.0007604562737642872,-0.00304182509505706,0.02965779467680605,-0.008365019011406894,0.0038022813688212364,-0.0038022813688213695,-0.0038022813688213474,-0.00304182509505706,-0.029657794676806137,-0.0038022813688213474
3,-0.0025252525252525302,-0.01212121212121211,4.4408920985006264e-17,0.0681818181818182,-0.006565656565656552,0.0060606060606061,-0.008585858585858586,-0.0035353535353535026,-0.0005050505050504972,-0.008585858585858608,-0.009090909090909084
4,0.0,0.0009411764705882675,4.4408920985006264e-17,0.13976470588235296,-0.002823529411764669,-0.0023529411764705577,-0.00705882352941174,0.0032941176470588475,-0.006117647058823494,0.01035294117647061,0.0032941176470588475
5,-0.0016348773841962315,-0.00599455040871939,-0.011989100817438736,0.008719346049046317,-0.005449591280653987,0.004359673024523114,-4.4408920985006264e-17,-0.03542234332425069,0.0021798365122615458,-0.07574931880108995,0.009264305177111676
6,-0.004643962848297267,-0.009597523219814285,-0.004334365325077427,0.03839009287925692,-0.0006191950464396578,-0.004953560371517063,0.0027863777089782494,-0.024767801857585182,-0.017027863777089824,-0.03746130030959756,-0.003405572755418018
7,0.0,-0.0032116788321167934,-0.0035036496350364875,0.0633576642335767,-0.0029197080291970545,0.00905109489051097,-0.0014598540145985162,-0.00029197080291969434,-0.002043795620437927,0.00029197080291971657,-0.0037956204379561596
8,0.0,-0.004319654427645836,-0.0038876889848812324,0.1170626349892008,-0.0012958963282937441,0.034557235421166246,-0.0051835853131749765,-0.005615550755939558,-0.0030237580993520696,-0.00172786177105837,-0.012958963282937419
9,0.0,-0.0050955414012739285,-0.013375796178344057,0.11783439490445857,0.0,-0.001273885350318471,-0.0012738853503184932,0.037579617834394896,-0.009554140127388621,0.013375796178343946,-0.017834394904458685
10,-0.002450980392156854,0.025980392156862785,-0.010784313725490158,0.061274509803921594,-0.0039215686274509665,0.006372549019607865,0.011764705882352988,0.03627450980392162,-0.020098039215686248,-0.01666666666666663,-0.020098039215686224
11,-0.002448979591836764,-0.004081632653061273,-0.01959183673469389,0.10489795918367342,-0.003673469387755124,0.0028571428571428025,0.012244897959183598,0.004081632653061185,-0.01102040816326535,0.0012244897959183376,0.003673469387755057
12,0.0,-0.0006060606060605655,-0.0006060606060605434,0.14060606060606065,0.00121212121212122,-0.008484848484848428,-0.0018181818181817633,0.015757575757575838,0.016363636363636403,0.005454545454545512,0.00545454545454549
13,0.003759398496240629,0.006015037593984962,-0.004511278195488711,0.09022556390977446,0.0007518796992481258,0.01428571428571428,0.0060150375939849845,-0.006766917293233044,0.0,0.0060150375939849845,0.0022556390977443996
