,rexp,age,nuc,la,nd,ndev,fix,sexp,lt,ld,ns
0,0.011475409836065587,0.0021857923497267786,0.01748633879781423,0.11584699453551914,0.027868852459016425,0.006557377049180335,-0.01748633879781423,-0.0076502732240437245,0.008743169398907114,0.0049180327868852515,0.008196721311475419
1,0.02020905923344951,-0.0027874564459930305,0.006271777003484335,0.09825783972125442,2.2204460492503132e-17,0.006271777003484314,0.0013937282229965042,0.0013937282229965042,-0.004878048780487787,0.016724738675958185,-0.005574912891986039
2,0.008429118773946387,-0.0015325670498083977,-0.027586206896551668,0.07586206896551728,-0.016091954022988464,-0.007662835249042099,-0.014559386973180021,0.003065134099616884,-0.0030651340996168176,-0.010727969348658961,-0.006130268199233679
3,-0.005692599620493399,0.002656546489563527,-0.0026565464895635937,0.07020872865275136,0.010246679316888007,0.00796963946869067,0.013662239089184047,0.007210626185958202,0.006072106261859544,0.022390891840607184,-0.01555977229601524
4,0.023728813559322083,0.0004237288135593431,0.0021186440677966045,0.11059322033898308,0.03898305084745764,-0.0029661016949152465,0.006355932203389858,0.014830508474576343,-0.00466101694915253,0.01355932203389838,0.010593220338983111
5,-0.006047516198704095,-0.006479481641468698,-0.020734341252699795,0.03023758099352054,0.008207343412527001,-0.012526997840172771,-0.009503239740820724,0.008207343412527001,-0.002591792656587466,-0.009503239740820768,-0.0069114470842332795
6,-0.002486678507992934,-0.004973357015985802,-0.000710479573712286,0.055417406749555934,0.004262877442273471,-0.006394316163410308,0.002131438721136725,0.006394316163410241,0.0017761989342805818,-0.0007104795737122638,0.00035523978685612077
7,0.011012433392539989,0.003197158081705176,0.005328596802841945,0.07673179396092367,0.027708703374777998,0.0017761989342806705,0.0014209591474245498,0.00568383658969811,0.002841918294849055,-0.008525754884547054,-0.006394316163410263
8,0.017260787992495308,-0.008630393996247654,-0.0011257035647279866,0.0671669793621013,0.02101313320825513,-0.007879924953095706,-0.0011257035647279866,-0.016135084427767364,0.002251407129455885,0.01688555347091931,0.004878048780487809
9,0.02480127186009533,-0.00031796502384737744,0.0022257551669316424,0.07313195548489664,0.029570747217805993,0.0006359300476947549,0.0009538950715421324,0.0025437201907790195,0.006359300476947549,0.031796502384737635,0.009220985691573924
10,-0.001398601398601418,-0.0038461538461538767,0.0017482517482517057,0.0776223776223776,0.01328671328671327,0.007342657342657333,0.002447552447552415,0.017132867132867102,0.0052447552447552285,0.018881118881118875,0.003496503496503478
11,0.003448275862068928,-0.006465517241379337,0.003448275862068928,0.07586206896551721,0.026724137931034453,-0.005603448275862099,0.005172413793103447,0.011637931034482763,0.006896551724137901,0.013362068965517216,-0.002586206896551757
12,0.0018648018648018904,-0.011655011655011639,-0.010722610722610715,0.054545454545454564,-0.008857808857808824,-0.013986013986013979,-0.004662004662004638,-0.002797202797202769,-0.009324009324009319,0.001398601398601418,0.0004662004662004726
13,2.2204460492503132e-17,-0.013513513513513509,-0.009729729729729741,0.030270270270270273,0.007567567567567601,-0.0037837837837837673,0.000540540540540535,0.0027027027027027193,-0.012972972972972951,-0.004324324324324303,0.007567567567567579
14,-0.005102040816326569,-0.007653061224489832,-0.006632653061224536,0.09642857142857142,0.024999999999999977,0.0045918367346938545,0.0015306122448979441,-0.009693877551020446,0.0010204081632652518,0.01734693877551017,-0.010204081632653073
15,0.0020304568527919065,0.0023688663282572355,-0.007445008460236835,0.06429780033840955,0.02131979695431476,-0.0010152284263958756,-0.004399323181048987,0.0020304568527919065,0.0016920473773265998,0.01082910321489008,-0.007445008460236857
16,0.005422647527910685,-0.010526315789473672,-0.016267942583732077,0.11196172248803826,-0.01881977671451356,0.01945773524720893,-0.008293460925039886,0.01881977671451356,0.004146730462519899,0.023923444976076548,0.007974481658692145
17,0.004773269689737436,-0.008591885441527492,-0.01431980906921244,0.0725536992840095,-0.021002386634844904,-0.000954653937947536,-0.023389021479713647,-0.0267303102625299,-0.0019093078758950278,0.018138424821002343,-0.015274463007159933
18,0.007671232876712319,0.004931506849315026,0.0038356164383561487,0.062465753424657475,0.007671232876712297,0.0,-0.014246575342465784,-0.002739726027397271,0.004383561643835599,0.017534246575342416,0.0038356164383561487
19,0.011607142857142838,-0.0017857142857142794,-0.0022321428571428826,0.09285714285714283,0.014285714285714258,-0.008928571428571442,0.005803571428571419,0.00044642857142855873,-0.007589285714285699,0.0049107142857142795,0.0017857142857142573
