,ns,entrophy,ndev,la,lt,ld,exp,rexp,nuc,fix
0,0.0,0.04629629629629626,0.0,0.12037037037037032,0.007407407407407374,0.0,-0.01111111111111116,0.025925925925925908,-0.00555555555555558,-4.4408920985006264e-17
1,0.0,-0.00921052631578947,-0.002631578947368407,0.03026315789473687,0.0,0.0013157894736842036,-0.006578947368421062,-0.0013157894736842036,-0.01578947368421053,-0.014473684210526305
2,-0.007111111111111179,0.008888888888888858,-0.0017777777777778336,0.03644444444444441,-0.015111111111111164,-0.002666666666666706,-0.025777777777777854,0.02222222222222219,-0.003555555555555601,0.0026666666666666393
3,0.03228699551569505,0.04215246636771299,0.0,0.13452914798206278,0.0026905829596412635,0.0008968609865470878,0.027802690582959633,0.03408071748878925,-0.0035874439461883512,-0.0017937219730941756
4,-0.0015037593984962073,0.01954887218045116,0.02706766917293235,0.07218045112781954,-0.004511278195488711,0.04661654135338349,-0.0030075187969924367,-0.004511278195488688,0.013533834586466176,0.010526315789473717
5,-0.046017699115044254,-0.02123893805309738,0.008849557522123908,0.005309734513274322,-0.031858407079646045,0.0017699115044247816,-0.026548672566371678,-0.017699115044247794,-0.06371681415929202,-0.005309734513274345
6,-0.00979020979020977,-0.0013986013986013956,-0.0013986013986013956,0.10769230769230771,0.019580419580419582,-0.043356643356643354,-0.036363636363636334,-0.019580419580419582,-0.0223776223776224,0.005594405594405582
7,-0.010878661087866037,0.020920502092050253,0.007531380753138128,0.010041841004184149,0.030962343096234357,0.02008368200836823,-0.01004184100418406,-0.015062761506276102,-0.012552301255230058,-0.010878661087866037
8,-0.0022304832713754717,0.018587360594795578,0.002973977695167318,0.07286245353159852,0.04535315985130115,0.008921933085501887,0.004460966542750943,0.0014869888475836702,-0.011152416356877314,0.0
9,0.003141361256544539,0.03769633507853405,-0.007329842931937169,0.04816753926701569,0.025130890052356046,-0.007329842931937169,0.011518324607329867,0.0020942408376963596,-0.012565445026178002,0.003141361256544517
10,0.013333333333333397,0.025000000000000067,0.021666666666666678,0.06500000000000006,0.053333333333333385,0.0766666666666667,0.028333333333333387,0.010000000000000009,0.023333333333333362,0.0016666666666667273
11,0.02888888888888892,0.02000000000000004,-0.008888888888888835,0.06333333333333338,0.02444444444444449,0.04222222222222229,0.005555555555555603,0.025555555555555574,4.4408920985006264e-17,0.006666666666666732
12,-0.0023809523809524167,-0.025000000000000043,-0.004761904761904812,0.011904761904761885,0.06309523809523805,-0.009523809523809578,-0.005952380952380998,0.0023809523809523283,-0.021428571428571484,-0.0011904761904762307
13,0.0,0.0140625,-0.0078125,0.025,0.0390625,-0.0015625,-0.034375,-0.0109375,-0.0140625,0.0
14,0.0,0.01538461538461533,0.001538461538461533,0.059999999999999984,0.04461538461538459,0.007692307692307665,0.007692307692307621,-0.015384615384615441,0.012307692307692264,0.0015384615384614886
15,-0.019999999999999973,0.020000000000000018,-0.012499999999999978,0.135,0.06000000000000001,-0.012499999999999956,0.08249999999999999,-0.01499999999999999,-0.0025000000000000135,0.032500000000000015
16,0.020408163265306145,0.0020408163265306146,-0.016326530612244892,0.11836734693877556,0.05510204081632657,0.026530612244897965,0.012244897959183687,0.006122448979591843,0.038775510204081674,0.057142857142857204
17,-0.0017241379310345417,0.08103448275862069,-0.0017241379310344973,-0.01379310344827589,-0.008620689655172441,0.0,0.0,-0.0413793103448276,-0.029310344827586255,0.0
18,0.017204301075268803,0.021505376344086002,0.010752688172043001,0.07096774193548386,0.015053763440860202,0.023655913978494602,0.0258064516129032,-0.023655913978494602,-0.021505376344086023,0.04946236559139781
19,0.0,0.005555555555555536,0.04259259259259256,0.04629629629629626,-0.0037037037037037646,0.03888888888888886,0.012962962962962931,-0.005555555555555603,-0.01111111111111116,0.024074074074074046
20,0.0,0.0015037593984962739,0.0,0.11729323308270678,-0.0030075187969924367,0.02857142857142858,-0.025563909774436056,-0.03759398496240598,0.01954887218045114,4.4408920985006264e-17
21,0.015384615384615418,0.030769230769230816,0.02417582417582418,0.10549450549450554,0.10109890109890114,0.0395604395604396,0.06153846153846156,0.021978021978022032,0.10769230769230771,0.03956043956043957
22,0.0,0.03243243243243242,-0.013513513513513509,0.07567567567567568,0.018918918918918903,0.008108108108108091,-0.008108108108108091,0.0,0.010810810810810811,0.0027027027027027085
23,0.0030188679245283013,0.0015094339622641507,0.0,0.16377358490566035,0.021886792452830185,-0.004528301886792452,0.021132075471698108,-0.009811320754716978,0.0007547169811320753,-0.0030188679245283013
24,0.0005813953488372104,-0.0023255813953488415,-0.0005813953488372104,0.08139534883720931,-0.012790697674418627,0.08430232558139535,0.07267441860465118,0.008139534883720944,0.01802325581395352,0.0023255813953488415
25,0.0016000000000000014,0.005599999999999961,0.016799999999999947,0.09439999999999997,-2.2204460492503132e-17,0.03599999999999992,-0.026400000000000024,-0.01040000000000001,-0.02080000000000002,-0.007200000000000007
26,0.003952569169960518,0.01501976284584985,-0.005533596837944632,0.08063241106719372,-0.0007905138339920458,0.01818181818181821,-0.011067193675889264,-0.0023715415019762488,0.00237154150197636,0.0
27,-0.0005050505050505416,0.021212121212121147,0.002525252525252508,0.08383838383838382,-0.010101010101010144,0.015151515151515116,0.011111111111111094,-0.022727272727272773,-0.0015151515151515583,-0.006060606060606122
28,-0.005479452054794542,0.11575342465753422,-0.004794520547945225,0.06917808219178079,0.01575342465753422,-0.00958904109589045,0.013013698630136928,0.0068493150684931555,-0.008904109589041132,0.0006849315068492956
29,0.01836734693877551,0.031632653061224515,-0.008163265306122436,0.0336734693877551,0.016326530612244892,-0.012244897959183664,0.016326530612244917,0.013265306122449005,-0.0010204081632652962,-0.030612244897959197
30,0.019289340101522813,0.0578680203045685,0.015228426395939043,0.10862944162436543,0.01827411167512687,0.030456852791878132,0.006091370558375564,0.02538071065989842,-0.0010152284263959643,-0.004060913705583769
31,0.011655011655011639,0.07179487179487176,-0.006526806526806572,0.13519813519813514,0.018181818181818167,-0.011188811188811232,-0.0027972027972028137,0.009324009324009275,-0.025174825174825232,0.0009324009324009008
32,0.009398496240601495,0.043609022556390965,0.021052631578947323,0.12781954887218044,0.03421052631578943,0.013909774436090228,0.0345864661654135,0.019172932330827043,0.03007518796992481,0.006390977443609014
33,0.001385681293302543,0.07944572748267895,-0.0055427251732101945,0.08360277136258656,0.030484988452655883,0.015704387990762105,0.006004618937644301,0.0046189376443417805,0.011547344110854474,0.0073903002309468665
