,la,nuc,exp,fix,entrophy,nd,ns,lt,ndev,age,ld
0,0.0,0.0,0.0,0.0,0.0,0.00927536231884063,0.0,0.0,0.0,0.0,0.0
1,-0.013590733590733617,-0.01359073359073364,0.0010810810810810256,0.002162162162162118,-0.006486486486486531,0.0,0.0,0.00015444015444010528,0.0,0.0,0.0
2,-0.0256908140403286,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034353995519043946,-0.020911127707244216,0.0,0.0
3,0.03184079601990051,0.0,0.0,0.0,0.0,0.0396766169154229,0.0,0.006218905472636882,0.0,0.0,0.0
4,-0.012716118237590602,-0.012381483547127693,-0.004015616285554913,0.0,-0.01740100390407138,0.003234802007808124,0.0,0.03190184049079756,-0.01383156720580032,0.005131065253764655,-0.020970440602342433
5,0.016259398496240605,-0.011842105263157921,-0.0013157894736842257,0.0,0.009304511278195472,0.0,0.0,0.012499999999999956,0.0001879699248120259,0.05441729323308266,-0.03712406015037595
6,0.0,0.0,-0.0019067796610169774,0.0,0.0,0.03128531073446324,0.0,0.0,0.0,0.0,0.0
7,0.018748110069549417,-0.009253099485938976,0.005503477472028973,0.011067432718475944,0.004112488660417246,0.0031448442697308288,-0.000907166616268551,0.0221953432113698,0.0012700332627758825,0.006652555185969122,0.004596310855760488
8,0.023038810900082564,0.0,0.007679603633360832,0.014781172584640767,0.009248554913294783,0.0,-0.0005780346820809413,0.021882741535920715,0.0,0.017836498761354236,0.0
9,-0.001796945193171573,0.007008086253369327,0.0,0.001257861635220192,0.004492362982929055,0.021024258760107883,0.0,0.03216531895777182,0.0,0.004132973944294749,-0.01904761904761898
10,-0.006463195691202817,0.0,0.0,0.0,0.0,0.0,0.0,-0.02872531418312383,0.0,0.01992818671454224,0.0
11,0.016188373804267898,0.008241353936718232,0.00750551876379697,-0.0010301692420897402,0.04650478292862403,0.028697571743929416,0.0,0.09992641648270792,-0.001030169242089718,0.042972774098601965,-0.026490066225165497
12,0.0,0.0,0.0,0.0,0.007002967359050394,0.0,0.0,0.0,0.0,0.03655786350148362,0.0
13,-0.011699677567941037,4.4408920985006264e-17,0.016766467065868262,0.0,-0.002118839244587711,-0.00571165361584518,0.0,-0.03482266236757252,0.003777061262091208,-0.0046982957162597485,0.0
14,0.0006688963210702336,-0.0202580028666985,0.006593406593406637,0.0,-0.014811275680840907,0.0,0.0,-0.004682274247491613,0.0,0.0,0.0
15,0.0018398268398267747,-0.0014069264069264565,-0.0001082251082251462,0.0,-4.4408920985006264e-17,0.003030303030302983,0.0011904761904761197,-0.0006493506493506773,0.0,0.002597402597402554,-0.008658008658008675
16,0.0,0.0,0.0,0.061811212266411106,0.0,0.005079060852898909,0.0,0.0021082894106372986,0.0,0.0,0.0
17,0.0,0.0,0.0,0.05167674546454097,0.0,0.018471687740516773,0.0,-0.002089059923034653,0.002528862012094568,-0.0018691588785046732,0.0
18,0.013300083125519469,0.0,-0.009476309226932721,-4.4408920985006264e-17,0.04272651704073145,0.013798836242726487,0.0,0.007481296758104716,0.0,0.02626766417290103,0.0
19,-0.022953114065780246,0.0,0.0,-0.002659202239328207,0.0,0.018754373687893632,0.0,-0.003219034289713063,0.0,-0.021973407977606718,0.0
20,0.00986078886310906,0.0,0.0,0.01972157772621812,0.002320185614849213,0.017517401392111377,0.0,0.003828306264501169,0.0,0.0,0.0
21,-0.023850085178875657,0.0,0.0,0.0021578648495173213,-0.04020442930153325,0.023850085178875612,0.0,0.003293583191368543,0.0,0.0,0.0
22,-0.01946813848469644,-0.012242849974912184,-0.003813346713497268,0.001003512293025599,0.0,0.01184144505770195,0.0,0.006924234821876585,0.004515805318615151,0.0018063221274460695,-0.013447064726542913
23,0.001856375183194947,-0.023937469467513406,0.015534929164631218,0.001758671226184716,-0.05442110405471416,-0.03742061553492915,0.0,-0.0028334147532974585,0.008793356130923335,-0.001954079140205156,-0.0022471910112359162
24,0.036164383561643774,0.0,-0.001095890410958944,-0.001735159817351639,0.0,0.02018264840182642,0.0,-0.017716894977168975,0.013607305936073,0.0,0.0
25,0.028942652329749064,0.0,-0.005824372759856655,0.0,0.0,0.021236559139784904,0.0,-0.008512544802867405,0.0,0.0,0.0
26,-0.023335054207537387,-0.009912235415591076,-0.009189468249870903,-0.0020650490449147796,0.003923593185338215,0.022922044398554497,0.0,-0.019721218378936457,-0.004749612803304037,0.004026845637583931,-0.03417656169334016
27,-0.029393627954779046,-0.001336073997944509,0.008119218910585802,0.011202466598150052,0.01223021582733812,0.0036998972250770644,0.0,-0.016957862281603297,0.0005138746145940231,0.010277492291880751,0.014285714285714258
28,0.0041209995615958395,0.008768084173608127,0.017185444980271858,0.025690486628671728,0.0049101271372205876,-0.0006137658921524958,-0.005173169662428733,0.004997807978956659,6.661338147750939e-17,0.02025427444103469,0.005699254712845314
29,0.016310160427807464,-0.0014037433155080548,0.0018716577540106583,0.01303475935828875,0.0,0.00100267379679142,0.0,0.018449197860962552,0.006617647058823506,0.0022727272727272483,0.005681818181818144
30,-0.014218793055938272,0.0004408928079360663,-0.005125378892256815,0.006448057316064992,0.0018737944337282818,0.0015431248277762322,0.0,0.00027555800496004146,0.0037475888674565637,0.00259024524662439,-0.00512537889225686
31,0.05951940850277267,0.004858727224716142,-0.003274359651439118,0.0,0.008766833905466087,0.0,-0.001637179825719537,0.023871138104040113,0.003432796408766858,0.032057037232637954,0.004964351729601279
32,0.02021196063588184,-0.017638152914458784,-0.020741862225586716,0.0,0.045950037850113534,-0.002573807721423216,0.0,0.01612414837244509,0.004466313398940147,0.0326267978803936,-0.006207418622255911
33,0.0574596774193548,-0.015725806451612968,-0.0006048387096774688,0.000403225806451557,-0.004233870967741971,0.006048387096774133,0.0,0.04233870967741933,0.0020161290322580293,0.003225806451612834,-0.008669354838709698
34,0.031538461538461536,0.011282051282051241,0.005641025641025621,0.001538461538461533,0.07435897435897434,0.0033333333333333214,0.0,0.0064102564102563875,0.004358974358974343,0.02897435897435898,-0.004871794871794855
35,-0.00016920473773265332,0.0,0.00016920473773265332,0.0035532994923858086,0.061082910321489006,0.006768189509306244,0.0,0.007106598984771573,0.0,0.05668358714043993,-0.009644670050761417
36,-0.0001315789473684159,0.003421052631578947,-0.010394736842105234,0.0,0.02013157894736841,0.061973684210526334,0.0,0.015000000000000013,0.0050000000000000044,0.0,-0.01749999999999998
37,-0.02034084661902149,0.0,0.007696536558548605,0.0,0.0,0.0083562396921385,0.0,0.01165475536008791,0.0,0.0,0.04420010995052222
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009348093480934749,0.0,0.04034440344403438,0.029397293972939643
39,0.0,0.0,0.0,0.09804154302670628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.04664723032069973,0.0,0.006705539358600609,0.065597667638484,0.0,0.0,0.0,0.0033041788143828967,0.0,0.039067055393586035,0.0
41,0.009344845099035038,0.0008125952260030322,-0.0028440832910106685,0.012798374809547975,0.006094464195022864,0.021025901472828835,-0.0001015744032503818,0.01797866937531738,0.00832910106653124,-0.007618080243778547,0.0032503809040122177
42,-0.0075187969924812355,-0.0031077694235589703,0.0030075187969924146,0.017243107769423484,0.008320802005012484,0.013132832080200463,0.0014035087719297622,0.008922305764410976,-0.004010025062656686,0.01012531328320796,-0.006716791979949921
43,0.02388663967611331,-0.0015182186234818484,-0.014979757085020261,0.017712550607287426,0.021761133603238815,0.001720647773279338,0.0,0.04301619433198378,0.003947368421052588,0.024089068825910886,-0.0013157894736842701
44,0.04502402196293751,0.0006863417982154729,0.004118050789293037,0.00549073438572405,-0.004804392587508621,-0.002059025394646574,0.0,0.018256691832532555,0.0015099519560740847,0.003157172271791309,-0.003843514070006915
45,0.015027624309392284,0.008618784530386735,0.007292817679558005,0.005082872928176796,0.025414364640884,0.004640883977900567,0.0,0.020773480662983436,0.004861878453038671,0.034696132596685095,-0.0015469613259668558
46,-0.028868120456905545,-0.0043613707165109485,0.003322949117341589,-0.019106957424714487,0.004776739356178572,0.00041536863966764594,0.0,-0.015576323987538988,-0.0016614745586708724,0.03634475597092417,-0.0006230529595015799
47,-0.01774332472006892,0.0,-0.0003445305770886975,0.0025839793281653644,-0.01567614125753658,0.0,0.0,0.03807062876830318,-0.026873385012919894,0.015848406546080974,0.005340223944875122
48,0.050257921886514415,0.0,0.0,0.03227708179808404,0.0,0.0,0.0,0.0048636698599852975,0.0,0.04421518054532061,0.0
49,0.0,-2.2204460492503132e-17,0.0006795016987542369,0.0,0.025368063420158536,0.0,0.0,0.0,0.01132502831257074,0.0,-0.0016987542468856365
50,-0.005997552019583785,0.0,0.0031823745410037184,0.029498164014687966,0.019951040391676923,0.00660954712362305,0.0,0.0,0.0,0.000367197062423541,0.0
51,0.007547169811320753,-0.0011098779134295356,-0.00033296337402886065,0.034073251942286345,0.0,0.0,0.007769145394006638,0.0388457269700333,0.01875693673695893,0.0051054384017758195,0.0
52,0.00880989180834626,0.0,0.0,0.03153013910355491,0.01785162287480686,0.0,0.0,0.06352395672333855,0.0,0.03485316846986095,0.0
53,0.025940811107051532,0.0,0.0,0.010010960906101585,0.018779685787358426,-0.005991962002192164,0.0,0.001972963098282765,0.0,0.039751552795031085,-0.001753744976251359
54,0.03294951284322416,0.005137289636846809,0.020814880425155047,0.018157661647475676,0.027015057573073587,-0.0008857395925597533,0.0,0.013374667847652821,0.018246235606731685,0.0396811337466785,0.0
55,0.030524642289348147,0.004133545310015885,0.015262321144674051,0.02050874403815577,0.02034976152623207,0.0,0.0,0.03577106518282984,0.0,0.0340222575516693,0.008585055643879147
56,0.01461434370771315,-0.0018944519621109323,0.01488497970230045,-0.005683355886332864,0.02760487144790258,0.0,0.0,-0.004600811907983782,0.0,0.013802435723951323,-0.005953991880920118
