,la,nuc,exp,rexp,entrophy,ns,lt,ndev,age,ld
0,0.12385321100917428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016513761467889874,0.0
1,0.08802588996763752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.08896797153024909,0.029181494661921704,0.0,0.016370106761565827,0.04341637010676154,0.0,0.0,0.0,0.0,0.06903914590747329
3,0.0810313075506446,0.0,-0.002946593001841613,0.0,0.0,0.0,-0.009944751381215445,0.0,0.005524861878453069,0.004788213627992688
4,0.0704545454545455,0.023181818181818237,0.005909090909090952,-0.009090909090909038,0.0,0.018181818181818233,-0.005454545454545401,0.0,0.002272727272727315,0.0031818181818182413
5,0.15191637630662022,-0.0027874564459930305,-0.0020905923344947787,0.027177700348432053,0.0,-0.011846689895470396,0.0,0.0,0.0,0.0
6,0.11607142857142852,0.0,0.023214285714285677,0.014880952380952328,0.0,0.0,0.0,0.0,0.0,0.0
7,0.14482758620689654,0.0,0.01551724137931032,0.004022988505747116,0.050574712643678146,0.0,0.011494252873563182,0.0,0.0,0.010919540229885038
8,0.13764044943820228,0.015730337078651745,0.009550561797752866,-0.002247191011235894,0.020224719101123646,0.007303370786516905,0.014606741573033743,0.0,-0.005056179775280856,0.005617977528089924
9,0.0,0.0,0.034065934065934035,0.0016483516483516425,0.0,0.0,0.0,0.0,0.0,0.0043956043956043574
10,0.14653784219001614,0.0,0.010628019323671545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.14184397163120568,0.0,0.016666666666666698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.17085020242914972,0.0,0.004048582995951388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.14137931034482762,0.0,0.017241379310344862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.1452229299363057,0.0484076433121019,0.020382165605095537,-0.003821656050955413,0.001273885350318471,0.0,0.016560509554140124,0.0,-0.002547770700636942,-0.003821656050955413
15,0.014736842105263182,0.0,0.05789473684210526,0.0,0.0,0.0,0.0,0.0,0.003157894736842115,0.0
16,0.0031249999999999555,-0.03250000000000004,0.03874999999999995,0.0,0.0,0.0,-0.021875000000000044,0.0,0.0,-0.023125000000000062
17,-0.016666666666666673,0.0,0.051111111111111086,0.0,0.0,0.0,0.0,0.0,0.0,-0.006666666666666665
18,0.038493723849372316,0.0,0.0016736401673639767,0.0,0.0,0.0,0.04184100418410036,0.0,0.0,0.0
19,0.08586387434554973,0.0,0.04607329842931938,0.0,0.0,0.0,0.00837696335078535,0.0,-0.00418848167539263,0.030366492146596834
20,0.09212121212121213,0.00484848484848488,0.12121212121212126,0.041212121212121276,-0.008484848484848451,0.0,-0.0036363636363636155,0.0,0.0,0.0
21,0.0,0.0,0.09650349650349647,0.0,0.0,0.0,0.047552447552447516,0.0,0.0,0.0
22,0.09907407407407406,0.010185185185185209,0.06388888888888888,0.01944444444444444,0.0,0.0,0.030555555555555558,0.0,0.0,0.0
23,0.034117647058823496,0.005882352941176427,0.043529411764705817,0.019999999999999952,0.0,0.0,0.031764705882352896,0.0,0.02352941176470582,0.0
24,0.029787234042553144,-0.008510638297872353,0.025531914893616968,0.008510638297872308,0.0,0.0,-0.07234042553191496,0.0,0.0,0.0
25,0.044372990353697725,0.0,0.010289389067524125,0.003215434083601254,0.003215434083601254,0.0,0.011575562700964648,0.0,0.021221864951768456,0.004501607717041755
26,0.013698630136986334,0.007671232876712319,0.12876712328767123,0.0,0.01260273972602739,0.0,-0.015890410958904134,0.0,0.01150684931506849,0.000547945205479472
27,0.02279792746113989,0.04663212435233162,0.026943005181347134,0.02901554404145077,0.0,0.0,0.0,0.0,0.0,0.00207253886010359
28,0.09315068493150683,0.0,0.009589041095890382,0.0,-0.0013698630136986356,0.0,0.0,0.0,0.004109589041095862,0.03287671232876706
29,0.12195121951219508,0.06341463414634141,0.17560975609756094,0.0,0.014634146341463362,0.07317073170731703,-0.004878048780487832,0.0,-2.2204460492503132e-17,0.0
30,0.1,0.0,0.1072727272727273,0.0,0.0,0.0,0.014545454545454594,0.0,0.0,0.0
31,0.0,0.0,0.0622222222222222,0.0,0.0,0.0,0.029629629629629582,0.0,0.0,0.0
32,0.01764705882352946,0.0,0.07843137254901966,0.0,0.031372549019607884,0.0,0.05686274509803925,0.0,0.0,0.0
33,0.026666666666666637,0.0,0.12190476190476188,0.0,0.0,0.0,-0.0019047619047619202,0.0,0.0,0.0
34,0.0,0.0,0.05961538461538464,0.05384615384615389,-0.0019230769230768941,0.0,0.025000000000000033,0.015384615384615408,0.007692307692307743,-0.02884615384615381
35,0.08648648648648649,0.0,0.08828828828828827,-0.0018018018018018055,-0.0018018018018018055,0.0,0.052252252252252274,0.0,0.0,0.03963963963963961
36,-0.026950354609929027,0.0,0.0,0.004255319148936199,0.0,0.0,0.03829787234042559,0.0,0.0,0.0
37,0.0,0.061111111111111074,0.06666666666666662,0.0,0.0,0.0,0.0,0.0,0.0,0.02037037037037035
38,0.10508474576271185,0.0,0.06440677966101693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.13333333333333333,0.0,0.1303030303030303,0.0,0.0,0.0,0.0,-0.018181818181818167,0.0,0.0
40,0.07792207792207792,0.0,0.0,-0.0025974025974025983,0.0,0.0,0.0,0.0,0.0,0.0
41,0.14563106796116498,-0.01941747572815542,0.0,-0.017475728155339865,0.0,0.0,0.0,0.0,0.046601941747572796,-0.011650485436893265
42,0.1559633027522936,0.044036697247706424,0.0,0.005504587155963336,0.0,0.07155963302752297,0.0,0.0,0.005504587155963359,0.020183486238532146
43,0.09032258064516124,-0.03709677419354847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,-0.003636363636363682,-0.009090909090909127,0.10363636363636367,-0.0018181818181818299,0.0,0.0,0.0,0.0,0.029090909090909077,0.016363636363636337
45,0.056097560975609785,0.0,0.060975609756097573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.10967741935483873,0.04623655913978493,0.0,0.0,0.0,0.019354838709677403,0.005376344086021501,0.07956989247311833,0.0010752688172043002,0.0032258064516129
47,0.059915611814345945,0.0,0.0,0.0,0.0,0.05485232067510548,0.0,0.0,0.0,0.0008438818565400741
48,0.0879120879120879,0.04615384615384614,0.003296703296703285,0.08791208791208789,0.0,0.0,-0.003296703296703285,0.0,0.01868131868131866,0.0
49,0.25193370165745854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.04860557768924305,0.015139442231075684,-0.023107569721115516,0.00239043824701195,0.017529880478087633,0.0,0.019920318725099584,0.06454183266932276,-0.0015936254980079667,-0.0031872509960159333
51,0.09461756373937683,0.0028328611898017276,0.016997167138810255,0.0,0.0,0.009631728045325815,-0.0016997167138809832,0.01926345609065159,0.01983002832861196,0.019830028328611936
52,0.09399293286219079,0.0,-0.007773851590105995,0.0,0.016254416961130745,0.0,0.0,0.018374558303886967,0.0204946996466431,-0.004240282685512376
53,0.11612903225806452,-0.010322580645161273,0.0258064516129032,-0.002580645161290329,0.056774193548387086,0.0,0.002580645161290329,0.023225806451612895,-0.014193548387096789,0.025806451612903226
54,0.13422818791946303,-0.006711409395973233,-0.0013422818791946956,0.0026845637583892356,0.033557046979865744,0.0,-0.0013422818791946512,0.06174496644295298,-0.012080536912751728,-0.028187919463087317
55,0.033222591362126276,0.0013289036544850807,-0.0239202657807309,-0.0006644518272425071,0.03787375415282394,0.0,-0.007973421926910284,-0.003322259136212602,0.0,-0.0006644518272425293
56,0.013333333333333374,0.0,0.021449275362318887,0.020289855072463836,0.0,0.0,0.03768115942028989,0.04579710144927542,0.0,0.06086956521739133
