,nuc,entrophy,ndev,ns,exp,rexp,la,lt,fix,ld
0,0.0,-0.0037037037037036978,0.0,0.0018518518518518602,-0.005555555555555547,0.0,-2.2204460492503132e-17,0.012962962962962954,-0.0018518518518518602,-0.00555555555555558
1,0.003947368421052611,0.0,0.0,0.0,0.003947368421052633,0.0013157894736842036,0.10921052631578947,-0.003947368421052611,0.003947368421052611,0.03421052631578945
2,0.01511111111111112,0.05511111111111111,-0.014222222222222225,0.0,0.001777777777777767,0.013333333333333308,0.11911111111111113,0.01777777777777778,0.015999999999999993,0.0
3,-0.02869955156950672,0.0035874439461883512,0.026008968609865436,0.026008968609865457,-0.0053811659192825045,0.00807174887892379,0.10672645739910314,0.018834080717488755,-2.2204460492503132e-17,-0.012556053811659229
4,0.0511278195488722,0.0015037593984962739,0.05563909774436093,-0.007518796992481191,0.015037593984962428,0.01954887218045114,0.09172932330827069,0.03458646616541357,-0.009022556390977422,0.0
5,0.01238938053097347,-0.0017699115044247816,0.0,0.0,-0.0017699115044247816,0.0,0.15575221238938053,0.08318584070796461,0.0,-0.005309734513274345
6,0.02657342657342654,0.023776223776223748,0.004195804195804187,-0.006993006993007001,0.04335664335664333,0.02517482517482512,0.09930069930069926,0.08811188811188808,0.04475524475524473,0.08811188811188808
7,0.051882845188284524,0.030962343096234267,-2.2204460492503132e-17,-0.030962343096234357,-0.00920502092050215,-0.0016736401673640212,0.0,0.046861924686192456,0.013389121338912102,0.14058577405857736
8,0.012639405204460918,0.0007434944237918017,0.0,0.0,0.011895910780669072,0.0007434944237918017,0.12639405204460966,0.05427509293680295,0.0014869888475836257,0.013382899628252764
9,-0.008376963350785327,4.4408920985006264e-17,0.0,-0.002094240837696315,0.018848167539267012,0.02722513089005234,0.004188481675392652,0.03664921465968587,0.004188481675392697,0.0010471204188481575
10,0.024999999999999956,-0.005000000000000049,0.011666666666666626,0.008333333333333304,0.018333333333333268,0.0016666666666666607,0.07499999999999996,0.03499999999999996,-0.006666666666666732,-0.00833333333333337
11,0.01666666666666663,-0.0011111111111111072,0.0122222222222222,0.0033333333333333214,-0.007777777777777795,0.0,0.05333333333333332,0.004444444444444406,0.0,0.0033333333333332993
12,0.023809523809523815,0.0,-0.0023809523809523504,0.007142857142857162,0.008333333333333349,0.0023809523809523725,0.1047619047619048,0.11071428571428574,0.0023809523809523725,0.0011904761904761862
13,0.0015625,-0.01875,-0.003125,0.0140625,0.003125,-0.0015625,0.0375,0.0140625,0.00625,0.0078125
14,0.004615384615384644,0.0,0.004615384615384688,0.00923076923076931,0.006153846153846199,0.0015384615384615775,0.1061538461538462,0.04923076923076928,0.007692307692307732,0.004615384615384665
15,-0.009999999999999964,0.00750000000000004,-0.004999999999999982,0.0,0.010000000000000042,0.017500000000000026,0.010000000000000031,2.2204460492503132e-17,-0.002499999999999969,0.02250000000000003
16,0.008163265306122458,-0.004081632653061229,0.0,0.0,-0.014285714285714301,0.0,0.01020408163265305,0.010204081632653073,-0.010204081632653073,-0.020408163265306145
17,0.025862068965517303,0.0431034482758621,0.005172413793103492,0.008620689655172441,0.0,-0.005172413793103426,0.1448275862068966,0.07758620689655175,-0.005172413793103426,0.0344827586206897
18,-0.023655913978494647,0.0064516129032258,-0.004301075268817201,0.0,-0.008602150537634402,-0.008602150537634402,0.1505376344086021,0.01290322580645158,0.0,-0.004301075268817201
19,-0.03518518518518517,-0.007407407407407418,-0.005555555555555558,0.0,-0.009259259259259255,-0.018518518518518535,0.07222222222222222,-0.04259259259259256,0.0,-0.025925925925925908
20,0.016541353383458655,0.028571428571428602,0.0,0.004511278195488755,0.003007518796992503,0.004511278195488755,0.1443609022556391,0.02105263157894739,0.016541353383458655,0.0
21,-0.01978021978021982,0.06373626373626369,0.00219780219780219,0.0,-0.015384615384615418,-0.02637362637362639,0.08351648351648347,-0.03296703296703303,-0.028571428571428602,-0.07472527472527472
22,-0.054054054054054015,-0.0459459459459459,-0.02972972972972967,0.03513513513513518,-0.054054054054054036,0.013513513513513552,-0.0054054054054053615,-0.008108108108108091,-0.018918918918918882,-0.032432432432432365
23,0.013584905660377355,0.01283018867924528,-0.006037735849056603,0.015094339622641506,0.01811320754716981,0.0,0.1833962264150943,0.03698113207547169,0.0007547169811320753,-0.0015094339622641507
24,0.06337209302325579,0.012790697674418561,-0.009883720930232575,-0.001744186046511631,0.001744186046511631,-0.0023255813953488415,0.22848837209302322,-0.0029069767441860517,-0.0005813953488372325,0.004651162790697683
25,0.02080000000000002,-0.005600000000000005,0.015200000000000014,-0.0008000000000000007,0.02400000000000002,0.017600000000000015,0.11039999999999998,0.014400000000000013,0.0040000000000000036,0.024
