,nd,fix,age,exp,ns,sexp,ld,nuc,lt,ndev,la,entrophy
0,0.0646241134751773,0.0011914893617021249,0.0984964539007092,0.0017021276595744705,0.011744680851063838,0.0015886524822694924,0.0011914893617021249,0.025872340425531902,0.013446808510638264,5.673758865245571e-05,0.003404255319148919,0.11217021276595744
1,0.023347280334727993,0.0006694560669455507,0.05338912133891209,-0.0005857740585774485,0.010125523012552252,-0.0032635983263598735,0.0,0.01707112970711293,-0.005439330543933108,0.0008368200836819772,-0.003096234309623491,0.06995815899581585
2,0.007502758367046747,0.010886355277675652,0.03501287237955133,0.015446855461566789,0.009488782640676763,0.01294593600588454,-0.0012504597278411023,0.03413019492460467,0.003162927546892247,0.007870540639941193,-0.001397572636998845,0.029201912467819068
3,0.01285805219605347,-0.0016549968173138253,0.036282622533418206,0.005856142584341173,0.011139401654996828,0.0,0.0006365372374284028,0.023870146403564618,0.0003182686187142014,0.002609802673456385,-0.003946530872056031,0.0358370464672183
4,0.022833386632555165,-0.004924848097217782,0.018803965462104257,-0.0015350175887432148,-0.0021746082507195343,0.0012791813239526606,0.0,0.02097857371282379,-0.007866965142308956,0.0,-0.0030700351774864076,0.02647905340582024
5,-0.011797090051120774,-0.03531262288635475,-0.00039323633503740574,-0.0010224144710971883,-0.008415257569799505,-0.000786472670074767,-0.0010224144710971662,-0.04498623672827375,-0.050491545418796746,0.00023594180102235463,-0.0018875344081793477,-0.007078254030672459
6,0.013221990257480831,-0.006541405706332659,0.010160055671537882,0.03368128044537229,-0.001809324982602667,0.015031315240083476,0.0073764787752261364,-0.0018093249826026448,-0.0009742519137091454,0.015031315240083453,0.012665274878218492,0.0023660403618649627
7,0.02917420132610009,-0.0022905364677516136,0.03339361060880051,0.006630500301386388,-0.0003616636528028794,-0.007353827606992147,0.015189873417721534,0.027486437613019922,0.010488245931283923,0.0056660638939120215,0.003978300180831851,0.035201928872814967
8,0.02026014978320858,0.005518328734726086,0.009617658651951189,0.021600315333070587,0.006621994481671311,0.0031533307055577886,0.0007883326763894694,0.06700827749310215,0.014899487583760408,0.06724477729601899,0.0003941663381948013,0.01663381947181717
9,0.005098634294385396,-0.006494688922610026,0.0002427921092564178,0.014446130500758714,-0.001699544764795169,-0.004977238239757242,0.0001213960546281978,0.016449165402124398,-0.0157207890743551,0.018816388467374788,-0.00012139605462824221,-0.0006069802731411445
10,0.003992446722417076,0.0,0.004262206636093935,0.020987321284057225,0.0,0.0,0.0,0.024224440248179137,0.009603452926895083,0.008902077151335374,0.0,0.0
11,-0.005530915731802799,-0.0002608922515001666,0.021862770675710897,0.003913383772501921,-0.0013566397078007108,-0.0013044612575006998,0.0027132794156013106,0.010540046960605221,0.00907905035220451,0.00026089225150009997,-0.00834855204800422,0.04351682755022172
12,0.010778443113772452,0.005861960289946411,0.031137724550898204,0.006744405924992103,0.002521273242987698,-0.00031515915537345674,0.00857232902615821,0.010904506775921807,0.008572329026158166,6.303183107470023e-05,0.00239520958083832,0.041664040340371855
13,-0.006201550387596866,-0.012729498164014651,0.006201550387596932,0.002447980416156703,0.001468788249694053,-0.0022847817217461763,0.005711954304365596,0.0014687882496940308,-0.012403100775193753,0.003590371277029836,-0.0007343941248469487,0.009873521011831943
14,0.008176352705410773,-0.004168336673346706,0.007294589178356703,0.004649298597194362,-0.0008817635270541357,-0.0015230460921844102,-0.0007214428857715838,-0.001523046092184388,-0.017154308617234482,0.016753507014028047,-0.004649298597194429,8.016032064126489e-05
15,0.013368580060422918,-0.006646525679758342,0.010649546827794532,0.004305135951661598,0.0,0.0008308157099697677,0.0,0.009516616314199356,-0.006948640483383728,0.009743202416918373,0.0022658610271902857,-0.0006797583081571634
16,0.015390173410404651,-0.0070809248554913,0.008092485549132977,-0.008526011560693613,0.0,-0.003395953757225412,0.0,0.002528901734104072,-0.010910404624277437,-0.0031069364161849357,0.0,0.0
17,0.009698275862068995,-0.0015086206896551602,0.02219827586206897,0.0012212643678160885,0.0,0.0026580459770115137,0.0008620689655172376,0.015948275862068994,-0.004166666666666652,-0.0001436781609195359,0.00208333333333337,0.0
18,0.015519508987286268,0.0008768084173608193,0.03866725120561156,0.003068829460762812,0.0009644892590968679,0.004120999561595773,0.00017536168347211944,0.011749232792634822,-0.005523893029373084,-0.0034195528277071617,-0.0002630425252082569,0.0026304252520824357
19,0.013919095258808124,-0.0005219660722053376,0.015484993475424069,0.00017398869073506073,0.0,-0.00669856459330147,0.0,0.001304915180513211,-0.0037407568508047496,0.002261852979556278,0.0017398869073509849,-0.005567638103523342
20,0.016087613293051306,0.0024924471299093255,0.02371601208459211,-0.004078549848942603,0.0005287009063443593,-0.0016616314199396243,0.0003021148036253418,-0.003927492447129954,0.001283987915407825,-0.0006797583081571412,0.0021903323262839392,0.0007552870090633768
21,0.02723279648609076,-0.0016837481698389611,0.045241581259150766,0.007759882869692492,-0.0007320644216691541,0.008638360175695392,0.0,0.010322108345534398,-0.0071010248901904,-0.005051244509516883,0.0018301610541727297,0.04180087847730598
22,0.020591811917308456,0.025537089582488837,0.017511147142278062,-0.0009728415079043762,0.0005674908796108324,-0.00024321037697609959,0.0019456830158086414,0.025537089582488813,0.004094041345764054,0.004296716659910782,0.000851236319416282,0.025293879205512758
23,-0.003941100043308765,0.0026851450844521895,0.0003031615417930178,0.008575140753573018,-0.0002165439584235207,0.008185361628410614,-0.0010394110004330326,0.04517106972715466,-0.0009527934170636243,0.0018189692507579514,-0.0003464703334776553,0.0032481593763534324
24,0.005341506129597185,0.0024518388791593625,0.015148861646234657,0.018126094570928175,0.0026269702276707106,0.010945709281961457,8.756567425569629e-05,0.0012259194395796591,0.0025394045534150368,-0.0005253940455341333,0.0032399299474605626,-0.004290718038528918
25,-0.0031408775981523586,-0.001939953810623507,0.0024942263279446263,0.006096997690531203,0.0005542725173210527,0.00018475750577369167,0.00027713625866052636,0.0002771362586605708,0.0034180138568129957,0.0034180138568129957,0.0013856812933025874,-0.014133949191685868
26,0.03005259203606312,0.004808414725770138,0.014049586776859547,0.004658151765589813,-0.0052592036063110244,0.0039068369646882315,0.00232907588279494,7.513148009019588e-05,-0.005634861006761804,-0.000450788880540931,0.0018782870022539643,0.028625093914350152
27,0.008861197646244346,0.018137763932156437,0.0,0.00020768431983383406,0.0014537902388369385,-0.013291796469366578,0.0,-0.002284527518172386,-0.015714780200761513,0.002215299411561078,-0.004707511249567364,0.022706818968501196
