,la,nuc,exp,rexp,fix,entrophy,ns,lt,ndev,ld
0,0.24074074074074076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.09736842105263158,-0.010526315789473672,-0.006578947368421062,-0.017105263157894735,0.0,0.07894736842105264,0.0,0.0,0.0,0.0
2,0.12977777777777774,0.009777777777777729,0.011555555555555541,0.005333333333333301,0.0,0.011555555555555519,0.0,0.007111111111111068,0.0,0.0
3,0.13004484304932742,0.0,0.0,0.010762331838565075,0.0,0.0,0.0,0.0,0.0,0.0
4,0.07819548872180448,0.007518796992481147,-0.010526315789473717,0.027067669172932306,0.0,-2.2204460492503132e-17,0.0,0.03007518796992479,0.016541353383458635,0.025563909774436056
5,0.11150442477876102,0.0,-0.007079646017699148,0.0,0.0,0.0,0.0,0.02831858407079644,0.005309734513274345,0.0
6,0.05314685314685312,0.02657342657342656,0.015384615384615375,0.0013986013986013956,0.00979020979020977,0.011188811188811165,0.0,0.06993006993006992,-0.0013986013986013956,0.013986013986013957
7,0.10041841004184102,2.2204460492503132e-17,0.0,0.0,0.0,0.0,0.0,0.08870292887029292,0.0,0.0
8,0.05724907063197029,0.0007434944237918239,-0.007434944237918195,-0.0029739776951672957,0.0,0.0,0.027509293680297375,0.06319702602230484,0.0,0.00966542750929369
9,0.017801047120418856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03664921465968585
10,0.046666666666666676,0.008333333333333349,0.021666666666666678,-0.043333333333333335,0.0,-0.013333333333333353,0.0,0.016666666666666698,0.025,0.0033333333333333214
11,0.051111111111111086,-0.030000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.04047619047619044,0.04880952380952377,0.008333333333333281,-0.011904761904761951,0.0,0.020238095238095187,0.0,0.08452380952380949,0.0,-0.010714285714285787
13,0.0671875,-0.021875,0.01875,-0.0046875,0.0046875,-0.0140625,0.0,-0.0359375,0.0,0.034375
14,0.2246153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.08250000000000002,0.0,0.032500000000000015,0.0,0.0,0.0,0.0,0.017500000000000026,0.0,0.0
