,nd,ld,nuc,entrophy,sexp,ndev,lt,age,ns,exp,la,fix
0,-0.00011347517730493361,-0.012085106382978683,-0.021560283687943205,-0.016567375886524793,0.0005106382978723901,-0.018553191489361652,0.004652482269503588,-0.009134751773049588,-0.0013049645390070586,0.00011347517730500022,-0.023886524822694977,0.0011347517730496914
1,0.004853556485355637,-0.018326359832635974,-0.0197489539748954,-0.02133891213389121,-0.0030962343096234022,-0.0051046025104602545,-0.009037656903765701,0.003682008368200829,0.0020083682008368298,0.002426778242677807,-0.032217573221757355,-0.0006694560669456174
2,0.002059580728208843,-0.02912835601324022,-0.025597646193453526,-0.021993379919087962,0.0008826774549466121,-0.0036778227289445465,0.00036778227289437917,0.02103714600956228,0.0044869437293121985,-0.0006620080912100423,-0.029349025376976902,-0.001103346818683404
3,-0.0026098026734564517,-0.02711648631444945,-0.029726288987905837,-0.038446849140674796,-0.007447485677912225,-0.015467854869509901,-0.010757479312539831,-0.010502864417568513,-0.002673456397199292,-0.004964990451941498,-0.028389560789306233,-0.0023551877784850905
4,-0.002942117045091197,-0.011128877518388269,-0.017652702270546893,-0.022961304764950487,-0.0021746082507195564,0.0002558362647905099,0.00019187719859286022,-0.0015350175887432372,0.0016629357211384477,0.002302526383114789,-0.03549728173968662,0.001279181323952594
5,0.0021234762092017466,-0.007156901297679918,-0.038065277231616165,-0.05379473063311051,2.2204460492503132e-17,0.0018088871411718666,-0.008257963035784476,-0.006291781360597715,0.0006291781360597826,0.0010224144710971439,-0.004246952418403449,0.0010224144710971217
6,-0.008907446068197622,-0.017954070981210823,-0.027279053583855205,-0.030480167014613778,-0.0025052192066805424,-0.016144745998608177,-0.012804453723034093,-0.00417536534446763,-0.0001391788448155573,-0.009324982602644383,-0.026165622825330505,-0.00041753653444673853
7,-0.012055455093429757,-0.045931283905967416,-0.042917420132609976,-0.04315852923447856,-0.0018083182640144413,-0.03966244725738395,-0.013743218806509926,-0.0012055455093429534,-0.0040988547317661,-0.01603375527426156,-0.049668474984930655,-0.01205545509342978
8,-0.004020496649586103,-0.013007489160425666,-0.013165155695703557,-0.006621994481671245,0.00023649980291686745,-0.008750492707922719,0.0022073314938904297,-0.005360662199448152,-0.0007094994087504692,-0.0014189988175009605,-0.012928655892786734,-0.005045329128892395
9,-0.0016388467374810034,-0.029074355083459746,-0.022094081942336842,-0.004613050075872494,-0.002427921092564467,-0.012625189681335303,-0.002852807283763248,-0.0017602427921092235,-0.001153262518968101,-0.003581183611532568,-0.02931714719271621,0.00048558421851292445
10,-0.007823037496627983,-0.04326949015376318,-0.009603452926895063,-0.003776638791475562,-0.001456703533854875,0.00016185594820610215,0.004316158618829236,-0.005557054221742663,0.001780415430267035,0.0019422713784731593,-0.04796331265173994,0.000863231723765856
11,-0.008400730498304188,-0.04351682755022172,-0.021654056874510785,-0.00485259587790241,-0.0017740673102008663,0.005843986433602932,0.010487868510305276,0.0009392121054004887,0.00010435690060008884,-0.0019306026611009663,-0.05483955126532738,2.2204460492503132e-17
12,-0.008509297195083487,-0.010274188465174871,-0.011219665931295263,-0.0075007878978884165,-0.004286164513079083,-0.005231641979199453,-0.009076583674755723,-0.005672864796722332,-0.0027103687362117546,0.0006303183107469578,-0.013425780018909506,0.0014497321147179721
13,-0.008078335373317059,-0.009383924928600606,-0.009873521011831966,8.15993472051746e-05,-0.0021215830273358495,-0.005548755609955181,0.000979192166462628,0.0017135862913096212,-0.00089759281925752,-0.0030191758465932805,-0.029212566299469687,0.0031007751937983884
14,-0.0053707414829659685,-0.014028056112224463,-0.01202404809619242,-0.020280561122244543,-0.007134268537074195,-0.014589178356713473,-0.006092184368737508,-0.0008016032064128486,0.0009619238476953562,-0.005691382765531094,-0.016833667334669355,-0.00032064128256517057
15,-0.00989425981873111,-0.019486404833836856,-0.019108761329305123,-0.012462235649546804,-0.006873111782477337,-0.016918429003021117,-0.010800604229607247,-0.010574018126888208,-0.001737160120845882,-0.0013595166163141935,-0.013066465256797555,-0.005589123867069468
16,-0.003034682080924922,-0.04219653179190752,-0.011127167630057878,-0.030274566473988452,-0.004768786127167646,-0.008309248554913329,-0.01575144508670523,-0.0054190751445087225,-0.0013005780346821317,-0.0013005780346820872,-0.046026011560693705,-0.0005780346820809745
