,ndev,entrophy,sexp,ld,fix,age,rexp
0,0.05921052631578947,0.012719298245614064,0.018713450292397703,0.08011695906432752,0.0,0.011257309941520521,0.020614035087719328
1,0.02008810572687223,0.033480176211453716,0.012863436123347994,0.06925110132158589,0.0,0.0038766519823788315,0.0012334801762114544
2,0.007075962539021807,0.03142559833506757,0.013943808532778323,0.07117585848074917,0.0,0.006035379812695063,0.0016649323621227507
3,0.0,0.008877284595300216,0.0,0.18955613577023495,0.0,0.009660574412532586,0.0
4,0.039101717305151884,0.02959048877146626,-0.0042272126816380595,0.07476882430647289,0.0,0.005284015852047519,0.0018494055482166205
5,0.02024965325936199,0.02524271844660193,0.05409153952843271,0.03328710124826628,0.0,0.0036061026352288473,-0.0011095700416088761
6,0.022119815668202824,0.052764976958525375,0.17027649769585257,0.09377880184331802,0.0,0.019815668202765015,-0.0046082949308755335
7,0.014022140221402246,0.06863468634686347,0.09889298892988933,0.1341328413284133,0.0,0.014391143911439142,-0.007380073800737996
8,-0.000624349635796051,0.03912591050988552,-0.004994797086368385,0.06347554630593133,0.0,0.007492195629552523,-0.009157127991675363
9,0.015430267062314585,0.09000989119683486,0.020969337289812116,0.09080118694362024,0.0,0.0041543026706231554,-0.001978239366963397
10,0.18180000000000004,0.10399999999999998,0.010000000000000009,0.1212,0.0,-0.004600000000000004,0.002200000000000002
11,-0.0023041474654378114,0.0218125960061444,-0.003840245775729656,0.057757296466973876,0.0,-0.01766513056835637,0.0023041474654377668
12,0.015365396627108053,0.018363522798251108,-0.0018738288569644101,0.07070580886945659,0.0,0.018488444722048712,-0.004747033104309817
13,0.01380262249827464,0.04057971014492752,-0.0008281573498964967,0.03754313319530709,0.0,0.0008281573498964745,-0.0019323671497584627
14,0.008859721082854733,0.015586546349466702,0.02264150943396224,0.05332239540607051,0.0,0.006398687448728402,0.018047579983593076
15,0.0191235059760956,0.12250996015936255,0.10179282868525893,0.2332669322709163,0.0,0.006175298804780871,0.011553784860557758
16,0.01684382665576454,0.028945216680294417,0.016189697465249432,0.12166802943581363,0.0,0.00016353229762879895,0.0016353229762878564
17,0.0463556851311953,0.06603498542274049,0.005102040816326458,0.05160349854227404,0.0,-0.0029154518950437634,0.010204081632653007
18,0.16444780635400907,0.027080181543116488,0.052798789712556735,0.09500756429652042,0.0,0.011951588502269272,0.01951588502269288
19,0.021473354231974894,0.03213166144200626,-0.0012539184952978122,0.08354231974921629,0.0,-0.0029780564263322653,0.009874608150470188
20,0.037752808988763986,0.05101123595505612,0.10921348314606738,0.07123595505617974,0.0,-0.002247191011236005,0.01932584269662916
21,0.03849557522123896,0.03672566371681416,-0.006858407079646,0.04115044247787614,0.0,-0.01349557522123892,-0.0022123893805309214
22,0.19505928853754936,0.1235177865612648,0.06719367588932805,0.1685770750988142,0.0,0.018774703557312235,0.01640316205533594
23,0.027805362462760618,0.04865938430983112,0.01549155908639519,0.11499503475670303,0.0,0.010526315789473628,0.01688182720953322
24,0.0488974113135187,0.046979865771812054,0.020325982742090097,0.11792905081495686,0.0,0.025695110258868635,0.12751677852348992
25,0.06954545454545454,0.09431818181818179,0.020454545454545437,0.17386363636363633,0.0,0.03931818181818179,0.15909090909090906
26,0.17590062111801247,0.08944099378881991,0.015403726708074572,0.15776397515527957,0.0,0.02782608695652178,0.05068322981366462
27,0.050793650793650766,0.028815628815628824,0.17875457875457873,0.16068376068376067,0.0,0.00586080586080584,0.026862026862026857
28,0.034942528735632215,0.007356321839080504,0.004597701149425326,0.10528735632183912,0.0,-0.010344827586206851,0.07011494252873567
29,0.050776255707762584,0.011324200913242044,0.0,0.06611872146118722,0.0,0.010776255707762594,0.0027397260273972933
30,0.0028169014084507226,0.004131455399061079,0.015962441314553998,0.07774647887323949,0.0,-0.004882629107981184,-0.00244131455399057
31,0.19389067524115752,0.006109324758842449,0.01864951768488743,0.046302250803858504,0.0,-0.0022508038585209223,-0.013504823151125422
32,0.038528138528138564,-0.0043290043290042934,0.03419913419913423,0.06320346320346323,0.0,0.025541125541125576,0.013419913419913488
33,0.06418338108882524,0.020057306590257885,0.1363896848137536,0.06991404011461318,0.0,0.004011461318051568,-0.0034383954154727724
34,0.05274725274725278,-0.007692307692307665,0.03296703296703298,0.08021978021978024,0.0,0.009890109890109943,0.03076923076923077
35,0.035175879396984876,0.01608040201005021,0.045226130653266285,0.05929648241206027,0.0,0.0030150753768843686,0.035175879396984876
36,0.010695187165775378,0.028342245989304772,0.009090909090909038,0.12459893048128337,0.0,0.015508021390374282,-0.0069518716577540605
37,0.11783439490445868,0.04840764331210201,-0.005095541401273862,0.029299363057324945,0.0,-0.010191082802547768,0.024840764331210297
38,0.04656084656084651,-0.006349206349206371,0.01481481481481477,0.028571428571428536,0.0,-0.0031746031746032076,0.1735449735449735
39,0.033033033033032996,0.11891891891891893,0.13813813813813813,0.0006006006006006092,0.0,0.005405405405405417,0.031231231231231237
40,0.03457627118644073,0.06372881355932207,0.010847457627118673,0.025084745762711892,0.0,0.02440677966101701,0.02440677966101701
41,-0.0038461538461539214,0.05769230769230767,0.026923076923076893,0.05769230769230767,0.0,-0.025641025641025706,-0.006410256410256454
42,0.02900763358778622,0.021374045801526666,0.018320610687022888,0.021374045801526707,0.0,0.025954198473282418,-0.022900763358778664
43,0.010989010989010973,0.04615384615384617,0.03516483516483517,0.05714285714285709,0.0,0.00879120879120876,0.03076923076923075
44,0.005940594059405946,0.03960396039603962,-0.007920792079207928,0.05346534653465349,0.0,-0.03168316831683169,-0.013861386138613874
45,0.0328571428571429,0.06142857142857148,0.011428571428571477,0.0828571428571429,0.0,0.024285714285714334,0.025714285714285755
46,-0.0033057851239669533,0.046280991735537146,0.02148760330578512,0.13884297520661154,0.0,-0.004958677685950441,-0.00826446280991735
47,0.02999999999999996,0.023333333333333317,0.0033333333333333214,0.026666666666666637,0.0,0.016666666666666607,0.06333333333333332
48,-0.06808510638297874,-0.025531914893617058,-0.06808510638297875,-0.021276595744680882,0.0,-0.0595744680851064,0.012765957446808484
49,0.014569536423841001,0.07417218543046353,0.1721854304635761,0.0516556291390728,0.0,-0.0052980132450331395,0.10331125827814565
50,0.026356589147286846,0.020155038759689957,0.07751937984496127,0.13178294573643415,0.0,0.03565891472868219,0.07286821705426358
51,0.026470588235294135,0.01078431372549018,-0.022549019607843147,0.05490196078431373,0.0,0.01568627450980391,0.019607843137254923
52,0.04300000000000004,0.0,0.09100000000000001,0.18000000000000002,0.0,0.0,0.0
53,0.14698795180722893,0.016867469879518128,0.06987951807228916,0.07710843373493978,0.0,-0.004819277108433728,0.0096385542168675
54,0.02058823529411762,0.00588235294117645,-0.0058823529411765165,0.2,0.0,-2.2204460492503132e-17,0.06176470588235292
55,0.009302325581395366,0.023255813953488393,-0.018604651162790732,0.0046511627906976605,0.0,-0.013953488372093047,-0.009302325581395366
56,0.012500000000000022,4.4408920985006264e-17,6.661338147750939e-17,-0.008333333333333326,0.0,0.008333333333333349,0.029166666666666695
57,0.0,0.023188405797101443,0.04202898550724636,0.021739130434782594,0.0,0.005797101449275366,-0.0028985507246377163
58,0.043055555555555604,0.00833333333333337,0.004166666666666719,-0.004166666666666652,0.0,0.05625000000000002,-0.01666666666666663
59,0.10434782608695647,0.0037267080745341462,-0.002484472049689468,-0.014906832298136673,0.0,0.03602484472049685,-0.012422360248447228
60,0.22467532467532467,0.02857142857142858,0.023376623376623384,0.01038961038961037,0.0,0.028571428571428536,0.015584415584415567
61,0.3103448275862069,4.4408920985006264e-17,0.018965517241379338,0.01896551724137936,0.0,0.0034482758620689945,0.025862068965517283
