,sexp,lt,fix,age,ndev,entrophy,la,nuc,ns
0,0.0005747126436781768,-0.013793103448275845,0.005747126436781635,0.00632183908045979,-0.0017241379310344751,0.0011494252873563537,0.0017241379310345196,-0.0367816091954023,0.0
1,-0.009275362318840585,-0.010434782608695648,0.002898550724637694,0.002318840579710146,0.0005797101449275365,-0.0005797101449275365,0.001159420289855073,-0.02144927536231882,0.0
2,0.004796163069544357,-0.019664268585131883,0.012949640287769792,-0.003357314148681034,-0.004316546762589924,-0.007194244604316569,-0.0004796163069544335,0.03453237410071943,0.0
3,-0.016358839050131958,-0.007387862796833811,-0.01372031662269133,-0.007915567282321945,-0.022691292875989477,-0.0026385224274406704,-0.008443271767810035,-0.00580474934036943,0.0
4,0.0036363636363636377,0.016727272727272747,0.001454545454545464,0.00436363636363638,0.006545454545454554,-0.011636363636363634,-0.004363636363636347,-0.013090909090909075,0.0
5,-0.010600706713780906,-0.007067137809187263,-0.01272084805653707,0.001413427561837477,-0.007067137809187251,0.0056537102473498526,0.00494699646643112,-0.022614840989399275,0.0
6,0.034889434889434946,0.03046683046683052,-0.006388206388206341,-0.002948402948402884,0.003439803439803479,0.0009828009828010131,4.4408920985006264e-17,0.04520884520884527,0.0
7,-0.014418604651162736,-0.0065116279069767245,-0.0032558139534883514,0.0023255813953488415,-0.018604651162790663,-0.008837209302325589,-0.008372093023255766,0.023720930232558148,0.0
8,-0.02538461538461533,0.047692307692307714,0.004615384615384621,0.013846153846153864,0.023076923076923116,0.02384615384615387,-0.003076923076923044,0.016153846153846164,0.0
9,0.04367816091954026,-0.021839080459770076,0.020689655172413814,-0.0011494252873563316,-0.025287356321839073,0.008045977011494254,-0.01609195402298851,2.2204460492503132e-17,0.0
10,-0.02213438735177866,0.02292490118577072,0.009486166007905117,-0.009486166007905172,0.0007905138339920681,-0.006324110671936789,-0.0031620553359683833,0.039525691699604716,0.0
11,0.010084033613445365,0.011764705882352922,-0.000840336134453823,-0.01680672268907566,-0.019327731092437017,-0.006722689075630295,-0.010924369747899187,0.08739495798319326,0.0
12,0.014070351758793963,0.023115577889447247,-0.006030150753768804,0.0070351758793970156,0.011055276381909552,0.009045226130653306,0.011055276381909552,0.08241206030150754,0.0
13,-0.0015564202334630295,-0.0093385214007782,0.0023346303501945442,-0.0007782101167315147,0.03268482490272371,-0.006225680933852118,0.0023346303501945442,0.05525291828793773,0.0
14,-2.2204460492503132e-17,0.027848101265822777,0.0037974683544303557,0.026582278481012644,-0.012658227848101288,0.016455696202531643,0.0,-0.012658227848101288,0.0
15,0.017699115044247836,0.038938053097345146,0.012389380530973493,2.2204460492503132e-17,0.03185840707964609,0.01238938053097347,0.026548672566371723,0.07610619469026558,0.0
16,-0.03354037267080741,-0.028571428571428515,-0.032298136645962684,-0.013664596273291862,-0.03105590062111796,-0.01739130434782603,0.004968944099378913,-0.03850931677018625,0.0
17,0.014634146341463428,0.12195121951219509,0.017073170731707332,-0.0012195121951219523,-0.03292682926829271,-0.004878048780487809,-0.023170731707317094,0.017073170731707332,0.0
18,0.007352941176470606,0.055882352941176494,0.013235294117647078,0.016176470588235327,2.2204460492503132e-17,-0.010294117647058787,-0.01029411764705881,0.057352941176470607,0.0
19,-0.052727272727272755,0.003636363636363593,0.003636363636363593,0.014545454545454528,-0.001818181818181852,-0.010909090909090957,-0.0072727272727273196,0.041818181818181796,0.0
20,0.00714285714285714,-0.02857142857142858,-0.02857142857142856,0.0,0.01428571428571428,0.02142857142857142,-0.01428571428571428,-0.050000000000000044,0.0
21,-0.016216216216216182,-0.037837837837837805,0.016216216216216228,-0.002702702702702697,-0.02972972972972974,-0.027027027027027018,-0.002702702702702697,-0.029729729729729693,0.0
22,0.023364485981308403,-0.04112149532710285,0.0065420560747663226,0.0037383177570093017,-0.013084112149532734,-0.021495327102803774,-0.0224299065420561,-0.06915887850467292,0.0
23,-0.07622641509433961,-0.0671698113207547,-0.009811320754716978,-0.0030188679245283013,-0.0007547169811320753,-0.0015094339622641507,0.0037735849056603765,-0.04981132075471697,0.0
24,0.01728395061728395,0.013991769547325106,0.0,0.0,0.0041152263374485635,0.0,0.0,-0.0345679012345679,0.0
25,0.02580645161290327,0.0018433179723502668,0.002764976958525356,-0.0027649769585253335,0.002764976958525378,-0.0073732718894008896,0.0009216589861751112,0.07649769585253459,0.0
26,0.09642857142857145,0.010714285714285721,0.0267857142857143,0.0017857142857142794,-0.005357142857142838,-0.0035714285714285587,-0.008928571428571397,0.0017857142857142794,0.0
27,0.13793103448275865,0.013793103448275912,0.02758620689655176,0.0,-0.02758620689655169,-0.02068965517241377,-0.02758620689655169,0.13103448275862073,0.0
28,0.0,-0.03809523809523814,0.028571428571428536,0.0,-0.028571428571428602,0.0,0.0,0.11428571428571425,0.0
29,0.10204081632653055,0.08163265306122444,0.11836734693877544,0.016326530612244827,0.04897959183673466,-4.4408920985006264e-17,0.0,0.2857142857142857,0.0
30,0.11343283582089551,-0.014925373134328379,-4.4408920985006264e-17,0.0,-0.014925373134328401,0.0059701492537313165,0.0,0.03880597014925369,0.0
31,-0.009032258064516107,0.015483870967741953,-0.0038709677419354604,-0.0012903225806451424,0.016774193548387127,-0.0038709677419354717,0.0,0.006451612903225823,0.0
32,-0.05974025974025972,-0.03116883116883116,-0.006493506493506463,-0.01038961038961037,-0.010389610389610348,-0.002597402597402576,0.0,-0.04025974025974024,0.0
33,-0.017204301075268845,-0.019354838709677424,0.008602150537634402,0.0021505376344086004,0.0064516129032258,0.008602150537634402,0.0064516129032258,-0.043010752688172074,0.004301075268817201
