,ns,entrophy,ndev,la,lt,ld,age,exp,rexp,nuc
0,0.0,0.0,0.0,-0.00183486238532109,0.0,0.0,-0.00183486238532109,-0.004587155963302725,0.0,0.0
1,0.0,-2.2204460492503132e-17,0.0,0.01682847896440127,0.0,0.0025889967637540367,-0.0032362459546925403,0.0025889967637540146,-0.011003236245954673,0.0
2,0.001423487544483981,0.005693950177935991,-0.002135231316725972,0.03558718861209968,0.013523131672597933,0.012099644128113951,0.016370106761565896,0.0007117437722419905,0.01067615658362997,0.017081850533807886
3,0.00220994475138121,-0.0018416206261510082,0.0007366482504604033,0.04125230202578269,-0.0025782688766114114,-0.002946593001841613,0.0033149171270718146,-0.0018416206261510082,-0.001104972375690605,-0.009944751381215467
4,0.00499999999999996,0.0009090909090908817,0.0,0.05045454545454544,-0.006818181818181857,0.005909090909090886,-0.025909090909090948,0.0009090909090908817,-0.015909090909090963,0.02954545454545452
5,-0.0034843205574912827,-0.00905923344947739,0.0,0.01393728222996513,0.004878048780487787,0.0013937282229965042,0.0027874564459929863,0.00836236933797907,0.001393728222996482,0.009756097560975596
6,-0.005357142857142927,0.0005952380952380931,0.0,0.033333333333333284,-0.012500000000000067,0.03214285714285714,0.0029761904761904656,0.016071428571428514,-6.661338147750939e-17,-0.004761904761904856
7,0.006896551724137967,0.03333333333333337,0.0,0.11321839080459772,0.00402298850574716,-0.014942528735632154,-0.0011494252873563092,0.018965517241379314,-0.009195402298850542,0.01609195402298853
8,0.012359550561797694,0.012359550561797716,-0.002808988764045006,0.0331460674157303,0.019662921348314554,0.030337078651685313,-0.001685393258427026,0.03651685393258421,0.005617977528089835,0.014606741573033677
9,0.0038461538461538325,0.0,-0.0005494505494505475,0.025824175824175823,0.019780219780219755,0.0060439560439560225,-0.00219780219780219,0.03296703296703296,-0.00219780219780219,0.02637362637362637
10,-0.0009661835748792314,0.01223832528180353,0.0022544283413848732,0.061835748792270516,0.007729468599033828,0.027375201288244777,0.0032206119162641045,0.02995169082125606,0.015136876006441225,0.01223832528180353
11,0.001063829787234094,-0.007092198581560271,0.001063829787234094,0.02163120567375889,0.007446808510638348,0.0063829787234042975,-0.010992907801418417,0.03191489361702131,6.661338147750939e-17,0.007092198581560338
12,0.0032388663967610975,0.0024291497975708065,-0.008097165991902865,0.050202429149797514,-0.006477732793522306,0.023481781376518195,-0.0008097165991903354,0.015384615384615353,-0.0202429149797571,0.004858299595141657
13,-0.0011494252873563092,0.002298850574712663,-0.006896551724137878,0.009195402298850608,-0.016091954022988464,0.0022988505747126853,0.00919540229885063,0.01724137931034484,2.2204460492503132e-17,-0.005747126436781569
14,-0.005095541401273884,-0.01146496815286624,0.01273885350318471,0.08280254777070062,0.029299363057324834,0.016560509554140124,0.006369426751592355,0.014012738853503182,-0.005095541401273884,0.007643312101910826
15,-0.008421052631578973,-0.009473684210526346,0.0021052631578947433,0.039999999999999994,-0.003157894736842115,0.00736842105263158,-0.003157894736842115,0.056842105263157895,0.002105263157894699,0.010526315789473651
16,0.0043749999999999735,0.020624999999999984,0.0006249999999999867,-0.011250000000000027,0.03687499999999997,0.0018749999999999821,0.0068749999999999645,0.06062499999999997,0.014374999999999982,-0.00437500000000004
17,-0.0005555555555555536,0.03111111111111107,-0.02611111111111113,0.033333333333333284,-0.0011111111111111517,0.013333333333333286,-0.030000000000000027,0.019999999999999952,-0.006666666666666687,-0.025000000000000043
18,0.0016736401673639989,-0.008368200836820128,-0.0008368200836820439,0.025941422594142206,0.010041841004184104,0.014225941422594124,0.015062761506276145,0.08870292887029282,0.011715481171548104,0.01673640167364012
19,-2.2204460492503132e-17,-0.00837696335078537,0.00942408376963344,0.058638743455497334,-0.006282722513089057,0.012565445026177957,0.007329842931937125,0.03246073298429315,0.002094240837696315,0.0010471204188481353
20,0.01939393939393943,0.008484848484848494,0.012121212121212154,0.06545454545454546,0.052121212121212124,0.037575757575757575,0.016969696969696968,-0.00121212121212122,0.00242424242424244,0.008484848484848494
21,0.002797202797202791,0.005594405594405582,0.025174825174825187,0.030769230769230792,0.03356643356643359,0.013986013986013979,0.005594405594405605,0.13426573426573427,-0.00979020979020977,0.026573426573426585
22,0.004629629629629539,0.017592592592592538,0.012962962962962909,0.011111111111111049,0.002777777777777746,0.008333333333333304,0.0009259259259258856,0.04814814814814809,-0.00277777777777779,0.021296296296296237
23,0.00352941176470587,-0.011764705882352988,0.00352941176470587,0.04823529411764702,0.030588235294117628,0.004705882352941138,0.022352941176470555,0.05058823529411764,0.021176470588235286,0.00470588235294116
24,-2.2204460492503132e-17,-0.04680851063829787,0.004255319148936154,-0.08085106382978727,-4.4408920985006264e-17,0.025531914893616992,0.004255319148936132,-4.4408920985006264e-17,0.00425531914893611,0.025531914893616968
25,-0.0038585209003215047,0.005144694533762073,0.0025723472668810476,0.03472668810289392,0.014790996784565946,0.0038585209003215715,0.005787781350482346,0.1266881028938907,-0.018006430868167177,0.003215434083601321
26,0.0016438356164384161,0.0005479452054794942,0.0021917808219178215,0.013150684931506885,0.009863013698630185,0.0005479452054794942,0.007671232876712386,0.23561643835616444,0.018082191780821953,0.0021917808219178657
27,-0.0041450777202072684,0.01658031088082903,0.008290155440414537,0.052849740932642476,0.023834196891191706,0.0041450777202072684,0.033160621761658036,0.015544041450777212,0.020725388601036277,0.0031088082901554515
28,0.0,-0.0041095890410959065,-0.012328767123287699,0.0013698630136985911,-2.2204460492503132e-17,-0.028767123287671236,-0.004109589041095929,0.004109589041095862,0.006849315068493111,-0.008219178082191813
29,0.014634146341463428,-0.019512195121951147,0.0,0.024390243902439046,0.014634146341463428,0.0,-0.01951219512195117,0.0536585365853659,-0.004878048780487787,-0.024390243902438935
30,0.027272727272727317,0.025454545454545487,0.0072727272727273196,0.027272727272727317,0.0036363636363636377,0.0036363636363636598,0.018181818181818233,0.16545454545454547,0.012727272727272743,0.027272727272727317
31,-0.008888888888888901,-0.005925925925925957,0.00888888888888888,0.0014814814814814615,-0.005925925925925934,0.02370370370370367,0.005925925925925934,0.09629629629629625,0.004444444444444429,0.01037037037037034
