,age,fix,rexp,lt,entrophy,ld
0,-0.007073170731707301,0.00536585365853659,0.12243902439024394,0.05853658536585371,0.08097560975609763,0.05219512195121956
1,0.009481216457960628,-0.007334525939177094,0.11556350626118066,0.15778175313059034,0.06314847942754916,0.056529516994633246
2,0.006204756980351611,-0.0007238883143743547,0.1065149948293691,0.031644260599793125,0.026059979317476657,0.24674250258531538
3,0.02052033711982406,-0.002125320630267513,0.12326859655551481,0.04683034078416999,0.07394650054965184,0.1890802491755221
4,0.016274266831887686,0.0347790169351508,0.0024783147459727984,0.056175134242048806,0.007765386204047942,0.10161090458488234
5,0.004819277108433728,-0.002530120481927711,0.14012048192771082,0.13626506024096388,0.015060240963855432,0.06072289156626507
6,0.1299621928166351,0.0009451795841209032,0.10349716446124757,0.04224952741020789,0.06559546313799614,0.14395085066162566
7,0.010091344062635921,-0.0027838190517616157,0.06367986080904739,0.1375380600260983,0.07133536320139193,0.14658547194432364
8,0.007587476979742158,-6.661338147750939e-17,0.08559852670349906,0.1188213627992633,0.03624309392265188,0.18254143646408838
9,7.874015748030594e-05,0.006062992125984224,0.06204724409448816,0.09724409448818894,0.03157480314960628,0.0654330708661417
10,0.11155492154065623,0.003994293865905885,0.11398002853067049,0.12582025677603426,0.050499286733238266,0.10128388017118403
11,0.016997943797121294,0.0074023303632624994,0.002193283070596275,0.3303632625085675,0.010006854009595622,0.025771076079506506
12,0.0046993780234969584,0.006496199032481042,0.005390463026952364,0.3311679336558397,0.009536973047684883,0.010642709053213583
13,0.003193376700177386,0.00579538734476639,0.0022471910112359383,0.35162625665286806,0.005913660555884071,0.006741573033707859
14,0.010515773660490769,0.0026039058587882247,0.0019028542814221838,0.35312969454181276,0.010515773660490769,0.028342513770656042
15,0.0010118043844856927,0.007419898819561554,0.0011804384485666342,0.30792580101180445,0.0026981450252951513,0.03608768971332208
16,0.0045045045045044585,0.006666666666666599,-2.2204460492503132e-17,0.3147747747747748,0.006666666666666621,0.01819819819819819
17,0.010968921389396757,0.007921998781230987,-0.0006093845216331051,0.29713589274832425,0.010481413772090198,0.0253503960999391
18,-0.004920553562275743,-0.0016401845207585808,0.0022552537160430487,0.30189646335212705,0.005023065094823154,0.011378780112762655
19,4.4408920985006264e-17,-0.002607823470411197,0.0001003009027081614,0.2852557673019057,0.00401203610832499,0.006920762286860583
