,ld,exp,lt,fix,ndev,ns,entrophy,age,la,nuc
0,-0.10000000000000002,-0.005555555555555558,0.03333333333333331,0.0,0.0,0.0,0.0,-0.022222222222222233,-0.022222222222222233,-0.011111111111111117
1,0.085,0.020000000000000007,0.05,-0.0050000000000000044,0.020000000000000018,0.0,0.0050000000000000044,0.0,0.0,0.025000000000000012
2,0.011428571428571432,0.04571428571428573,0.06857142857142859,0.051428571428571435,0.0,0.0,0.005714285714285716,0.0,-0.011428571428571432,0.051428571428571435
3,0.08421052631578951,0.0,0.04210526315789478,0.047368421052631615,0.0,0.0,0.0052631578947368585,0.005263157894736881,0.05263157894736845,0.02105263157894739
4,-0.07692307692307691,0.023076923076923106,-0.01153846153846152,-0.05769230769230767,-0.05384615384615384,0.0,0.0653846153846154,0.019230769230769263,0.03846153846153849,-0.02307692307692306
5,0.0,0.0,0.0,0.004081632653061229,0.0,0.0,0.06530612244897961,0.0,0.0,0.016326530612244917
6,0.032432432432432455,0.010810810810810834,0.0,0.0,0.021621621621621644,0.0,-0.027027027027026973,0.0,-0.016216216216216182,0.0
7,-0.013333333333333308,0.0,0.02666666666666666,0.0,0.08,0.0,0.1733333333333334,0.0,0.05333333333333332,0.02666666666666666
8,0.0865979381443299,-0.0020618556701030855,0.014432989690721664,0.018556701030927835,-0.01649484536082473,0.0,0.02268041237113403,0.026804123711340222,0.035051546391752564,0.0020618556701030855
9,0.0016393442622950837,0.0,0.04754098360655732,0.031147540983606503,-0.0016393442622950837,0.0,-0.0049180327868852515,0.042622950819672066,0.06557377049180324,0.011475409836065565
10,-0.011904761904761862,0.01904761904761909,0.009523809523809556,0.059523809523809576,0.01904761904761909,2.2204460492503132e-17,2.2204460492503132e-17,2.2204460492503132e-17,0.05476190476190479,-0.028571428571428515
11,-0.00277777777777779,0.0,-0.002777777777777768,0.0,-0.005555555555555536,0.0,0.05277777777777777,0.0,0.0,0.02777777777777777
12,0.048717948717948725,0.0,0.0,0.0,0.0512820512820513,0.0,0.1282051282051282,0.03076923076923077,0.04102564102564101,0.07435897435897436
13,0.008163265306122458,0.0,0.008163265306122458,0.0,0.0,0.0,0.10408163265306122,0.044897959183673494,0.012244897959183687,0.03469387755102042
14,-0.020512820512820506,0.0025641025641025663,-0.0025641025641025663,-0.025641025641025626,0.0,0.0,-0.0051282051282051325,0.0,-0.01794871794871794,-0.03846153846153846
15,0.013888888888888928,0.019444444444444466,0.005555555555555603,-0.005555555555555513,0.00833333333333337,0.0,0.016666666666666698,2.2204460492503132e-17,0.07777777777777783,0.050000000000000044
16,0.013793103448275845,-0.010344827586206917,0.013793103448275845,0.02413793103448274,-0.0034482758620689945,0.0,-0.0034482758620689837,0.0,0.017241379310344807,0.006896551724137922
17,0.05625,0.0,0.03125,-0.0875,0.0375,0.0,0.025,0.0,-0.01875,0.0
