,ld,fix,rexp,sexp,ndev,entrophy,age
0,0.018713450292397637,0.0,0.0038011695906432275,-0.010233918128655017,0.06476608187134499,0.003070175438596423,-0.0068713450292398285
1,0.05162995594713662,0.0,0.013392070484581553,0.007048458149779791,0.05744493392070486,0.03982378854625557,0.025198237885462584
2,0.0665972944849115,0.0,0.00936524453694063,-0.0010405827263267886,0.011862643080124835,0.03787721123829337,0.01581685744016643
3,0.06449086161879895,0.0,-2.2204460492503132e-17,0.004699738903394257,0.006005221932114879,0.01932114882506526,0.006266318537859017
4,0.04676354029062084,0.0,0.0015852047556142335,0.01003963011889033,0.012153236459709338,0.034346103038309095,0.0029062087186261464
5,0.02524271844660193,0.0,-0.00554785020804438,-0.006380027739251037,0.008876560332871009,0.023855755894590835,-0.004715672676837724
6,0.03502304147465438,0.0,2.2204460492503132e-17,-0.0034562211981566727,0.0009216589861751334,0.025115207373271907,-0.003225806451612856
7,0.04686346863468634,0.0,0.000738007380073813,0.0035055350553505837,0.003136531365313666,0.015498154981549805,-0.003874538745387435
8,0.06971904266389173,0.0,0.007908428720083172,0.017065556711758533,0.01415192507804366,0.02060353798126948,0.013319458896982295
9,0.0718100890207715,0.0,0.0009891196834816984,0.0015825914935707174,-0.00039564787339267936,0.016221562809099855,-0.0009891196834816984
10,0.04260000000000004,0.0,0.007200000000000007,0.01100000000000001,0.005800000000000005,0.03400000000000003,-0.001200000000000001
11,0.022580645161290304,0.0,-0.008909370199692823,-0.007680491551459334,-0.018279569892473126,0.0046082949308755335,-0.01766513056835639
12,0.09044347282948155,0.0,-0.0013741411617738785,0.09906308557151781,0.016239850093691464,0.026983135540287306,-0.001499063085571528
13,0.03160800552104894,0.0,-0.003726708074534235,-0.005935127674258145,0.0019323671497583962,0.013388543823326372,-0.003726708074534213
14,0.03921246923707962,0.0,0.00098441345365059,0.00787530762920432,0.0019688269073011135,0.028383921246923773,0.0013125512715340903
15,0.09402390438247013,0.0,0.005179282868525892,0.014541832669322696,0.19382470119521905,0.04023904382470116,0.0019920318725099584
16,0.08552739165985283,0.0,0.010466067048242067,0.035977105478332036,0.04856909239574818,0.015699100572363057,-0.0009811937857726826
17,0.06647230320699708,0.0,0.010495626822157456,0.009620991253644306,0.016618075801749278,0.01749271137026238,0.0010204081632653184
18,0.09258698940998485,0.0,0.0045385779122541605,-0.005900151285930422,0.014523449319213299,0.028290468986384255,-0.00756429652042363
19,0.04811912225705328,0.0,0.0017241379310344751,-0.009404388714733525,0.0021943573667711604,0.025391849529780554,-0.012382445141065856
20,0.08022471910112364,0.0,-0.005617977528089857,6.661338147750939e-17,0.024719101123595523,0.026067415730337128,-0.004943820224719042
21,0.10331858407079648,0.0,0.0013274336283185973,0.0004424778761062065,0.023672566371681403,0.009292035398230092,0.002433628318584069
22,0.06660079051383398,0.0,-0.0025691699604742714,0.003754940711462473,-0.005731225296442655,0.019960474308300436,-0.00830039525691697
23,0.11221449851042706,0.0,0.01112214498510431,0.025819265143992087,0.009930486593843125,0.0019860973187686647,0.0043694141012909915
24,0.05733461169702778,0.0,-0.003068072866730631,-0.005369127516778538,0.04736337488015334,0.005560882070949136,-0.009395973154362424
25,0.03840909090909093,0.0,0.0006818181818182056,0.002954545454545476,0.03295454545454548,0.02704545454545455,-0.011818181818181816
26,0.052919254658385116,0.0,0.03428571428571432,-0.002732919254658328,0.12919254658385096,0.005465838509316767,0.014906832298136673
27,0.07765567765567763,0.0,0.010256410256410197,0.06617826617826612,0.02954822954822951,-0.0007326007326007966,0.005372405372405331
28,0.03816091954022993,0.0,0.0041379310344827665,-0.02068965517241379,-0.007356321839080438,-0.01540229885057467,0.006436781609195408
29,0.04986301369863011,0.0,0.010776255707762505,-0.007671232876712364,0.03287671232876708,0.01680365296803652,-0.0025570776255708027
30,0.030422535211267653,0.0,-0.018215962441314515,-0.009953051643192445,-0.009765258215962414,0.019906103286385025,-0.006384976525821551
31,0.07459807073954985,0.0,0.0022508038585209,0.0054662379421221985,0.18971061093247588,0.010289389067524125,0.00836012861736335
32,0.08311688311688314,0.0,0.008658008658008698,0.003030303030303072,0.02337662337662343,0.00303030303030305,-0.0047619047619047224
33,0.029226361031518676,0.0,-0.029226361031518565,-0.008022922636103135,0.18739255014326653,-0.006876790830945545,-0.011461318051575908
34,0.04395604395604393,0.0,0.009890109890109855,-0.009890109890109943,0.06593406593406588,-0.017582417582417652,0.017582417582417565
35,0.018090452261306587,0.0,0.004020100502512602,0.013065326633165864,0.004020100502512602,0.01206030150753772,-0.0020100502512562456
36,0.02085561497326207,0.0,-0.0117647058823529,-0.005347593582887655,0.004812834224598994,0.026737967914438544,0.01657754010695194
37,0.023566878980891715,0.0,-0.036305732484076425,-0.024840764331210186,-0.04267515923566878,0.007643312101910826,-0.03248407643312101
38,0.04550264550264547,0.0,-0.03492063492063493,-0.031746031746031765,-0.03597883597883602,0.0,-0.04338624338624344
39,-0.003003003003003002,0.0,0.017417417417417425,-0.018618618618618576,0.02282282282282284,0.058858858858858866,0.021621621621621602
40,0.02101694915254242,0.0,0.016949152542372926,0.0013559322033898757,0.011525423728813622,0.06305084745762715,0.052881355932203424
41,0.09871794871794874,0.0,0.007692307692307732,0.010256410256410265,0.01923076923076923,0.043589743589743636,0.005128205128205154
42,0.0198473282442748,0.0,0.003053435114503822,-0.010687022900763376,-0.047328244274809174,0.03358778625954197,-0.029007633587786262
43,0.03516483516483513,0.0,-0.01758241758241761,0.03296703296703296,-0.002197802197802212,0.00439560439560438,-0.010989010989011016
44,0.011881188118811937,0.0,0.009900990099009932,0.027722772277227768,-0.0019801980198019377,0.07326732673267333,0.00990099009900991
45,0.018571428571428527,0.0,0.005714285714285694,0.017142857142857106,-0.0028571428571428914,0.055714285714285675,0.017142857142857106
46,0.0479338842975207,0.0,0.02644628099173556,0.006611570247933884,0.0033057851239669533,-0.011570247933884259,0.06115702479338845
47,-0.01666666666666674,0.0,0.05666666666666662,0.049999999999999975,-0.036666666666666715,0.023333333333333296,0.036666666666666604
48,0.03404255319148939,0.0,-0.021276595744680837,0.03404255319148937,-0.00851063829787233,0.025531914893617037,0.017021276595744685
49,0.005298013245033073,0.0,-0.005298013245033162,0.039735099337748284,0.005298013245033073,-0.013245033112582827,-0.0013245033112583072
50,0.00620155038759691,0.0,-0.04961240310077519,-0.024806201550387617,-0.010852713178294593,-0.00620155038759691,-0.01705426356589148
51,0.06862745098039214,0.0,0.02156862745098036,0.019607843137254853,0.01862745098039211,0.030392156862745056,0.00588235294117645
52,0.04300000000000004,0.0,-0.010000000000000009,0.121,0.07800000000000004,-0.0040000000000000036,0.0040000000000000036
53,0.08674698795180727,0.0,0.04578313253012054,0.06506024096385547,0.16144578313253014,0.0,-0.002409638554216853
54,0.17647058823529413,0.0,0.005882352941176427,0.0029411764705882027,0.04117647058823526,0.002941176470588225,0.05588235294117645
55,0.004651162790697683,0.0,0.018604651162790708,0.013953488372093047,-0.018604651162790708,0.0,0.02325581395348837
56,0.08750000000000002,0.0,0.0833333333333333,0.029166666666666653,0.004166666666666674,0.05833333333333333,0.05833333333333335
57,-0.0014492753623188913,0.0,-0.010144927536231928,0.004347826086956497,-0.010144927536231928,0.0014492753623188248,0.005797101449275322
58,0.01111111111111116,0.0,-0.011111111111111072,0.002777777777777857,0.056944444444444485,0.01388888888888895,-0.022916666666666606
59,0.0,0.0,-0.001242236024844723,0.00869565217391306,0.06086956521739131,0.004968944099378892,0.05962732919254658
60,0.010389610389610438,0.0,0.016883116883116923,0.06103896103896107,0.18701298701298705,0.03506493506493509,0.03506493506493511
61,0.005172413793103492,0.0,-0.006896551724137901,-0.010344827586206872,0.24137931034482762,4.4408920985006264e-17,4.4408920985006264e-17
