,fix,nuc,nd,entrophy,la,rexp,ns,ld,ndev,lt,age
0,0.0037656903765691087,0.0027196652719666094,-0.027196652719665225,0.00146443514644361,-0.00041841004184097754,0.007112970711297106,0.0,0.00041841004184102194,0.0,0.010878661087866148,0.006066945606694607
1,-0.0005132591958939781,-0.0005132591958939559,-0.00017108639863137043,-0.008383233532934176,0.0029084687767322094,0.03678357570573136,0.0,-0.0010265183917879117,0.0008554319931564969,0.0008554319931565191,-0.013173652694610816
2,-0.00018433179723502667,-0.0018433179723502668,-0.0005529953917050801,-0.0038709677419354717,-0.003133640552995387,-0.0005529953917050801,0.0,-0.0012903225806451869,0.01161290322580646,-0.00036866359447005335,0.010875576036866352
3,-0.0019361084220716584,0.0069699903194578635,0.022071636011616592,0.025943852855759886,0.001161665053242955,0.002904162633107421,0.0,0.0023233301064859322,-0.004646660212971954,0.002904162633107421,0.002129719264278762
4,0.0011618257261410748,0.001161825726141097,-0.009792531120331915,0.0028215767634855115,0.006141078838174341,0.002489626556016633,0.0,0.005809128630705418,0.0019917012448133153,0.006473029045643219,-0.0053112033195020555
5,0.00012919896640830597,-0.0025839793281653423,-0.0054263565891472295,-0.014082687338501243,-0.008268733850129162,0.013565891472868264,-0.00012919896640823937,-0.005813953488372015,-0.008785529715762231,-0.004134366925064548,0.01847545219638247
6,-0.0007322654462242229,0.009885583524027509,0.0032036613272311775,0.01720823798627009,-0.013638443935926725,0.008421052631578996,0.002471395881006866,-0.011075514874141823,-0.004485125858123507,0.01501144164759729,0.05766590389016024
7,-0.0006329113924050222,0.0012658227848101554,0.01265822784810131,0.025949367088607643,0.004825949367088645,0.0042721518987342225,0.0007911392405063778,-0.004588607594936645,-0.009731012658227822,0.005300632911392445,0.07476265822784814
8,0.01158497772119671,-0.00420114576702737,0.00471037555697007,0.0409929980903883,0.013367281985996193,-0.0028007638446849057,0.0014003819223424863,-0.00521960534691277,-0.0024188415022278866,0.006747294716740937,0.04506683640992999
9,-0.0004357298474946036,-0.007843137254901999,0.0008714596949890741,0.01220043572984748,-0.010021786492374774,-0.017864923747276728,0.0,-0.015250544662309417,-0.007407407407407462,0.0021786492374727072,0.029193899782135026
10,-0.0012820512820512775,-0.0038461538461538325,-0.004273504273504258,-0.002136752136752129,-0.007264957264957239,-0.0004273504273504036,-0.002136752136752129,-0.007264957264957239,-0.0012820512820512775,-0.0012820512820512775,0.0183760683760684
11,0.008247422680412342,0.0050400916380297645,0.01145475372279492,0.0013745704467353903,0.0025200458190148822,0.009163802978235935,0.0006872852233676952,0.009621993127147732,0.005498281786941561,0.001145475372279492,0.043528064146620804
12,-0.0023455824863173767,0.0009382329945270218,0.005473025801407383,0.010320562939796774,0.0021892103205630063,-0.013291634089132054,0.0,-0.0023455824863173767,-0.003752931978107843,-0.0026583268178263842,0.002658326817826473
13,-0.0004934210526315264,-0.006578947368421018,0.008881578947368473,-0.0008223684210526105,0.0034539473684211063,-0.0004934210526315042,0.0,-0.003782894736842057,-0.029111842105263096,0.01463815789473688,0.012335526315789514
14,0.0,0.0006557377049180912,0.015519125683060154,0.01661202185792352,-0.012896174863387965,-0.004590163934426172,0.0,-0.016830601092896157,-0.003934426229508148,0.0008743169398907291,0.02010928961748637
15,0.00017436791630345282,-0.004359197907584966,0.00906713164777686,0.030340017436791666,0.0026155187445510374,-0.0022667829119441983,0.00017436791630340843,-0.011508282476024357,-0.0015693112467305647,0.013251961639058441,0.047776809067131665
16,0.0008604794099569713,-0.004794099569760357,0.023355869698832167,0.026306084818684662,0.0014751075599262365,0.0015980331899200894,0.0,-0.0006146281499692652,0.003073140749846326,0.0025814382298709137,0.049047326367547606
17,0.00046511627906975495,-0.004496124031007765,0.061550387596899236,0.038294573643410844,0.00496124031007752,-0.0007751937984496138,0.0,0.0006201550387596955,-0.002170542635658923,0.005426356589147296,0.0386046511627907
18,0.004761904761904745,-0.0071428571428571175,0.06595238095238094,0.08285714285714288,-0.0014285714285714236,0.004047619047619033,0.0,-0.005238095238095241,0.0050000000000000044,0.01428571428571428,0.07904761904761903
19,-0.0002666666666667039,-0.0074666666666667325,0.0293333333333333,0.05199999999999998,-0.0069333333333333694,-0.0029333333333333655,0.0,-0.00773333333333337,0.0005333333333332968,0.010133333333333305,0.08239999999999996
20,0.0005517241379310311,-0.00496551724137928,0.012413793103448301,0.006896551724137945,-0.014068965517241372,-0.0016551724137930934,0.0,-0.02455172413793103,-0.0005517241379310311,0.007448275862068976,0.054344827586206935
21,0.004255319148936176,0.0012158054711246314,0.02249240121580549,0.015805471124620073,-0.0233029381965552,0.010942249240121571,0.0,-0.009321175278622085,-0.00020263424518742745,0.022087132725430614,0.04822695035460993
22,-0.0009708737864077887,-0.001553398058252453,0.013980582524271834,0.030873786407766966,-0.009126213592233045,0.002135922330097073,0.0,-0.0025242718446602196,0.00019417475728154,-0.0001941747572815844,0.053592233009708744
23,-0.00044893378226711355,-0.0004489337822670914,0.0022446689113356346,0.01099887766554437,-0.0035914702581368863,-0.00022446689113355677,0.0,-0.00022446689113353457,-0.00022446689113355677,0.006285072951739701,0.04893378226711562
