,ndev,rexp,age,lt,fix,sexp,ns,la,nuc,entrophy,ld
0,0.0,0.0016666666666666386,-0.010000000000000075,0.009999999999999943,0.0,-0.00583333333333338,0.0016666666666666607,0.1108333333333333,0.01916666666666662,-0.0008333333333333748,0.08499999999999994
1,0.004494382022471921,-0.013483146067415719,-0.01573033707865168,-0.04044943820224718,0.0,-0.012359550561797782,0.0,0.02808988764044944,-0.01685393258426966,-0.003370786516853941,-0.0157303370786517
2,0.0,0.0030303030303030277,0.006060606060606055,0.0356060606060606,0.0007575757575757569,0.021969696969696972,0.0007575757575757569,0.10984848484848486,0.016666666666666653,0.002272727272727271,0.08030303030303035
3,0.0,-0.026162790697674465,0.002325581395348797,-0.012790697674418627,-0.0011627906976744429,-0.023837209302325624,-0.001744186046511631,0.08488372093023248,-0.006395348837209358,-0.008139534883720944,0.044767441860465086
4,-0.005769230769230749,-0.012499999999999978,0.014423076923076917,0.01826923076923075,0.0,0.012500000000000022,-0.0038461538461538325,0.054807692307692335,0.015384615384615396,0.0028846153846153744,0.0375
5,0.0022222222222222586,-0.00777777777777775,-0.0011111111111110628,0.004444444444444473,0.0,-0.0022222222222221923,0.0,0.09222222222222229,-0.0011111111111110406,0.0011111111111111517,0.006666666666666732
6,-0.0018691588785047174,0.00046728971962612943,-0.0196261682242991,-0.002803738317757065,-0.00607476635514026,-0.002803738317757043,0.0,0.07803738317757007,-0.01588785046728978,-0.007009345794392563,0.03925233644859809
7,0.0022222222222222365,-0.010222222222222199,-0.030666666666666665,-0.00888888888888888,0.0,-0.005333333333333345,-0.0008888888888888946,0.04977777777777779,-0.0431111111111111,-0.006222222222222196,0.011555555555555541
8,-0.0060975609756097615,-0.003658536585365857,-0.017073170731707332,0.004878048780487809,-0.0012195121951219523,0.0,0.003658536585365857,0.05243902439024393,0.009756097560975618,-0.0024390243902439046,0.07804878048780492
9,0.0034482758620689503,-0.0034482758620689945,-0.03103448275862073,0.034482758620689634,0.0,0.11034482758620685,0.0,0.10344827586206895,0.02758620689655169,-0.017241379310344862,0.03103448275862066
10,0.004166666666666652,-0.009722222222222254,-0.011111111111111138,-0.022222222222222254,0.00694444444444442,-0.030555555555555603,-0.001388888888888884,-0.012500000000000022,-0.03194444444444446,-0.002777777777777768,0.026388888888888885
11,-0.002777777777777768,-0.004761904761904745,0.001984126984127044,0.00873015873015881,0.0,0.005158730158730163,0.0003968253968253954,0.03531746031746037,2.2204460492503132e-17,-0.0023809523809523725,0.0555555555555556
12,-0.002371541501976271,-0.007114624505928835,0.00039525691699604515,-0.014624505928853736,0.0,0.002371541501976293,0.0,0.07193675889328063,-0.0031620553359683833,0.0007905138339920903,0.013438735177865646
13,0.007432432432432368,0.01148648648648647,0.010810810810810789,-0.004054054054054124,0.0,-0.004054054054054079,0.0013513513513513154,0.06418918918918916,-0.008783783783783838,-4.4408920985006264e-17,0.02027027027027022
14,-0.00041841004184102194,-0.002092050209205043,0.0033472803347279977,0.00836820083682006,0.0020920502092049986,0.001255230125522977,0.0,0.06569037656903767,0.011715481171548104,0.0020920502092049986,0.06150627615062758
15,0.0,0.00078125,0.00625,0.037890625,0.005078125,0.0265625,-0.0015625,0.065625,0.0328125,0.003125,0.032421875
16,0.0009615384615384581,0.02355769230769227,-0.006250000000000022,-0.02115384615384619,0.0009615384615384581,0.004326923076923039,-0.0024038461538461453,0.07067307692307687,-0.0057692307692308155,-0.0057692307692308155,0.03749999999999998
17,0.004635761589403953,0.007947019867549643,0.02251655629139071,0.009933774834437048,0.0006622516556291424,-0.0059602649006622824,0.0,0.06688741721854301,0.011258278145695333,0.0,0.013907284768211903
18,0.0007246376811593791,0.020289855072463725,0.004347826086956474,-0.011594202898550732,0.0,-0.025362318840579733,0.0,0.007246376811594168,-0.015217391304347894,-0.0014492753623189137,-0.014492753623188448
19,4.4408920985006264e-17,0.001840490797546046,0.0030674846625767136,-0.015950920245398747,-0.00797546012269934,-0.014723926380368102,0.0,0.011042944785276121,-0.006134969325153361,-0.0006134969325153339,0.06134969325153376
20,-0.0019230769230769162,0.0043269230769230616,0.0019230769230769384,0.022596153846153877,-0.0024038461538461453,0.010576923076923105,-0.0024038461538461453,0.07500000000000002,0.024038461538461564,-0.005769230769230749,0.043269230769230796
