,age,ld,lt,ndev,la,entrophy,nuc,fix,ns,exp
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.015000000000000024,0.019999999999999973,0.0,0.0,-0.010000000000000042,0.009999999999999976,0.0,-0.010000000000000009
2,0.0,0.0,-0.011428571428571465,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251566e-17
3,0.01578947368421053,0.0,-0.01578947368421051,-0.042105263157894736,0.026315789473684226,-0.01578947368421051,0.0052631578947368585,0.06315789473684211,0.0,1.1102230246251566e-17
4,0.030769230769230806,-0.01153846153846153,-0.0038461538461538438,-0.03076923076923076,-0.01153846153846153,0.04615384615384617,0.007692307692307709,-0.05384615384615382,0.0,-0.046153846153846136
5,0.012244897959183676,0.0,-0.008163265306122458,0.0,0.0,0.10612244897959185,-0.02857142857142856,-0.06938775510204079,0.0,-0.024489795918367353
6,0.0,0.0,-0.016216216216216182,0.0,0.0,0.0,-0.016216216216216207,0.0,0.0,-0.027027027027027018
7,0.0,0.0,0.013333333333333353,0.0,0.0,0.12000000000000006,0.12000000000000008,2.2204460492503132e-17,0.0,0.013333333333333353
8,0.0,0.0,-0.016494845360824684,-0.05773195876288657,0.0,0.03917525773195879,0.020618556701030966,-0.004123711340206148,0.0,0.028865979381443353
9,0.0,0.0,-0.0016393442622950837,-0.03770491803278682,0.0,0.0,0.0,-0.026229508196721252,0.0,-0.0049180327868852515
10,0.0,0.0,0.05714285714285707,-0.014285714285714323,0.04761904761904758,0.11904761904761899,-0.014285714285714323,0.03095238095238091,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.16944444444444443,0.0,0.04444444444444444,0.0,0.008333333333333349
12,0.0,0.0,-0.02564102564102566,0.0,0.0,0.10512820512820512,0.002564102564102533,0.0,0.0,-0.028205128205128216
13,0.0,0.0,0.0,0.0,0.0,0.0,-0.01020408163265305,0.0,0.0,-0.004081632653061207
