,ld,nuc,entrophy,sexp,rexp,ndev,lt,age,ns,la,fix
0,0.010112359550561823,0.0011235955056180026,-0.003370786516853874,-0.0005617977528089346,-0.00393258426966292,0.0,-0.011235955056179737,2.2204460492503132e-17,0.0044943820224719435,0.023595505617977585,0.0
1,0.0,-0.0016666666666666386,-0.0283333333333333,-0.0158333333333333,0.004166666666666652,0.0,-0.009999999999999986,0.0,0.010833333333333361,0.004166666666666696,0.0
2,0.0033707865168538962,-2.2204460492503132e-17,0.007865168539325795,-0.0011235955056180247,-0.010112359550561823,-0.005617977528089924,-0.0011235955056179802,-0.011235955056179803,0.023595505617977474,-0.014606741573033743,0.0
3,0.021212121212121193,-0.0007575757575757569,-0.011363636363636376,0.009090909090909084,0.006818181818181812,-2.2204460492503132e-17,0.03181818181818179,0.006818181818181812,-0.008333333333333326,0.08484848484848477,0.002272727272727271
4,0.033720930232558136,0.0029069767441860517,-0.02558139534883721,-0.011627906976744207,0.012209302325581418,0.0011627906976744208,0.0023255813953488415,0.013953488372093047,-0.009302325581395366,0.13313953488372093,-0.0029069767441860517
5,-0.025,0.0028846153846153744,-0.004807692307692291,-0.006730769230769251,-0.0019230769230769384,-0.01346153846153848,-0.0038461538461538546,-0.0038461538461538325,-0.018269230769230795,0.058653846153846126,0.0
6,0.0933333333333333,-0.003333333333333366,0.0011111111111111072,-0.01111111111111116,-0.003333333333333388,0.01222222222222218,0.011111111111111049,0.0,-0.004444444444444517,0.08999999999999994,0.0
7,0.0009345794392522811,0.0056074766355139975,-0.008411214953271063,-0.0037383177570094127,-0.005140186915887912,-0.010280373831775713,-0.0009345794392523921,-0.00794392523364489,-0.0004672897196262182,0.09439252336448596,-0.00046728971962617383
8,0.03199999999999996,0.05466666666666664,0.00755555555555556,0.027555555555555555,0.009777777777777752,0.014222222222222202,0.04177777777777778,0.010666666666666647,0.0031111111111111088,0.05555555555555556,0.001333333333333342
9,0.1365853658536585,-0.0024390243902439267,-0.0012195121951219523,0.0,0.0,-0.01097560975609757,0.006097560975609717,0.0,0.0012195121951219523,0.04756097560975603,0.0
10,0.048275862068965524,-0.017241379310344772,0.020689655172413814,0.048275862068965544,0.0,-0.013793103448275801,-0.006896551724137901,0.0344827586206897,0.03103448275862073,0.048275862068965544,0.006896551724137945
11,0.059722222222222274,-0.004166666666666652,2.2204460492503132e-17,0.02638888888888895,-0.00694444444444442,0.001388888888888906,0.008333333333333392,0.001388888888888906,0.0,0.11388888888888893,0.0
12,0.01309523809523816,-0.005952380952380931,-0.007936507936507908,-0.011904761904761862,-0.006349206349206327,-0.003968253968253954,-0.0047619047619047224,-0.0011904761904761862,0.004761904761904812,0.0182539682539683,-0.0003968253968253954
13,0.008300395256916948,-0.013833992094861669,0.0007905138339920681,0.018972332015810233,-0.0007905138339920903,0.0007905138339920903,-0.009090909090909127,0.004347826086956497,0.003162055335968361,0.10158102766798416,-0.00039525691699604515
14,0.0060810810810810745,-0.008108108108108159,-0.006081081081081119,0.03513513513513513,0.006756756756756732,0.009459459459459408,0.01013513513513511,0.005405405405405373,-0.0013513513513513597,0.04459459459459456,-0.0006756756756756798
15,-0.015899581589958123,-0.005020920502092019,-0.010460251046025059,-0.0175732217573221,-0.0020920502092049986,-0.020083682008368187,-0.013807531380753057,-0.0020920502092049765,-0.001255230125522999,0.04937238493723854,-0.002510460251045976
16,0.03828125,0.001953125,0.004296875,-0.00078125,0.0,-0.011328125,-0.0234375,0.0,0.000390625,0.038671875,0.0
17,-0.01778846153846152,0.01298076923076925,-0.005769230769230749,0.004807692307692291,-0.0009615384615384581,0.0014423076923076872,-0.006249999999999978,0.0,0.0,0.017788461538461586,0.0
18,-0.05629139072847689,-0.0112582781456954,0.005960264900662216,0.02251655629139069,0.0,-0.005298013245033162,-0.013907284768211948,-0.0013245033112582849,0.001986754966887383,0.005298013245033051,0.0
19,0.04492753623188406,0.0072463768115942125,0.032608695652173926,0.010869565217391308,0.0,0.0050724637681159425,0.020289855072463746,-0.0007246376811594236,0.001449275362318847,0.004347826086956541,0.0
20,0.025766871165644224,0.003680981595092092,0.011042944785276121,0.019018404907975506,0.0006134969325153783,0.011042944785276121,0.016564417177914147,-0.0018404907975459795,-0.0030674846625766694,0.015950920245398813,-0.0006134969325153339
21,0.005769230769230726,-0.005288461538461608,0.0033653846153845813,0.030288461538461476,-4.4408920985006264e-17,0.008173076923076894,-0.006250000000000066,-0.00432692307692315,-0.012980769230769296,0.01057692307692304,-0.00048076923076927346
22,-0.007291666666666696,-0.0010416666666667185,0.00572916666666663,0.03541666666666663,0.002083333333333304,-0.0031250000000000444,0.004687499999999956,0.008333333333333326,-0.0036458333333333703,0.01145833333333326,-0.01666666666666672
23,0.005109489051094917,-0.040875912408759096,0.027737226277372296,0.012408759124087631,0.0021897810218978408,-0.0014598540145985162,0.018248175182481785,0.0029197080291970988,-0.005839416058394132,0.08394160583941608,0.005839416058394176
24,0.051724137931034475,0.026896551724137983,0.07241379310344831,0.015172413793103478,0.016551724137931066,0.017241379310344862,0.04068965517241381,0.006896551724137945,0.02620689655172419,0.06896551724137934,0.0020689655172413833
25,0.01878172588832492,-0.007614213197969533,0.017766497461928977,0.04213197969543152,0.00862944162436552,0.007614213197969577,0.027918781725888374,0.0010152284263959866,0.02131979695431474,0.06345177664974624,-0.003045685279187782
26,-0.0071428571428571175,0.01233766233766238,0.020129870129870154,-0.011038961038961025,0.005194805194805219,-0.012987012987012969,0.021428571428571463,-0.0019480519480518988,0.006493506493506529,0.0032467532467532756,-0.0006493506493506108
27,-0.01768292682926831,-0.004268292682926833,-0.00792682926829269,-0.021341463414634165,-0.0128048780487805,-0.02378048780487807,-0.0024390243902439046,-0.0024390243902439046,-0.0030487804878048808,0.006707317073170738,0.0
28,0.012893081761006276,0.004716981132075459,0.05220125786163517,-0.00911949685534592,-2.2204460492503132e-17,-0.0012578616352201476,-0.00125786163522017,0.00031446540880502026,-0.002201257861635253,0.0015723270440251458,0.0
29,0.020454545454545437,0.021306818181818142,-0.001420454545454608,0.000284090909090895,-4.4408920985006264e-17,-0.001988636363636398,0.0028409090909090606,-0.0019886363636364202,0.003693181818181812,0.03380681818181819,0.0
30,0.046504559270516735,0.004863221884498503,0.004863221884498526,0.025227963525835895,0.0006079027355623268,0.0009118541033434902,0.022796352583586678,-0.004255319148936132,-0.000303951367781119,0.017021276595744705,0.0
31,0.025510204081632626,0.015306122448979508,0.012244897959183643,0.009693877551020335,0.005102040816326481,-0.0005102040816326925,-0.0015306122448979886,0.007142857142857073,0.0035714285714285366,0.0515306122448979,-0.007653061224489832
32,0.020300751879699198,0.03496240601503755,0.025563909774436032,0.021428571428571352,0.0026315789473683624,0.01766917293233077,0.024060150375939827,0.010526315789473651,0.010150375939849554,0.05526315789473679,-0.0015037593984962739
33,0.021524663677130063,0.018385650224215278,0.017040358744394624,0.02443946188340811,0.005605381165919332,0.010986547085201814,0.009865470852017989,0.0029147982062780685,0.0011210762331838931,0.028923766816143504,0.007399103139013508
34,0.020599250936329572,-0.002621722846441954,0.00037453183520599345,0.010486891385767794,-0.0007490636704119869,0.005992509363295895,0.04569288389513106,0.004119850187265928,0.0,0.07415730337078649,0.0074906367041198685
35,-0.022026431718061668,0.0004405286343612369,-0.003964757709251132,0.007488986784140938,-0.003964757709251132,-0.004845814977973562,-0.011894273127753329,-0.004405286343612325,-0.0035242290748898953,0.0048458149779735836,0.0
36,0.014436619718309895,-0.007746478873239404,-0.023239436619718258,-0.010211267605633756,-0.004577464788732355,-0.0003521126760563043,0.0021126760563380475,-0.0003521126760563043,0.00035211267605637084,0.02464788732394372,0.0
37,0.0706484641638225,0.009897610921501699,0.0023890784982935065,0.006825938566552914,0.011262798634812277,0.0068259385665528916,0.008873720136518793,0.0027303754266211787,-0.0006825938566553003,0.04778156996587031,0.0020477815699658786
38,0.042642642642642614,0.006306306306306242,0.01831831831831825,-4.4408920985006264e-17,-0.000300300300300349,0.00900900900900894,0.009309309309309266,-4.4408920985006264e-17,0.0039039039039038713,0.010210210210210157,0.0024024024024023706
39,0.01533546325878592,0.0031948881789136906,-0.0038338658146965356,0.00031948881789134465,-0.0015974440894569008,0.009584664536741182,0.025239616613418493,0.004472843450479181,0.0022364217252395678,0.034185303514376944,0.0
40,-0.0003401360544217358,0.005782312925170086,0.00850340136054426,-0.00952380952380949,-0.000680272108843516,0.0156462585034014,0.009523809523809578,0.003061224489795955,-0.004081632653061207,0.011224489795918436,-0.00170068027210879
41,0.014741035856573714,0.00039840637450199167,0.010358565737051784,-0.025498007968127467,0.00239043824701195,0.012350597609561743,-0.017529880478087633,-0.0031872509960159333,-0.00039840637450199167,0.0031872509960159333,0.0015936254980079667
42,0.01148325358851674,-0.0043062200956938135,0.0,0.02057416267942582,0.0009569377990430672,0.0004784688995215447,0.012918660287081352,0.0004784688995215225,0.0,-0.0009569377990430672,-0.0004784688995215225
43,-0.012052117263843653,0.015309446254071667,-0.013355048859934859,0.050488599348534224,0.008469055374592837,0.0446254071661238,0.01563517915309447,0.004234527687296419,0.004885993485342022,0.008794788273615638,0.005537459283387625
44,0.01269841269841272,0.012698412698412764,0.006349206349206371,0.018650793650793675,0.009523809523809535,-0.0031746031746031633,-0.0011904761904761862,0.007936507936507953,0.0011904761904761862,0.00833333333333337,-0.001984126984126977
45,-0.00797101449275366,-0.004347826086956563,-0.001449275362318847,-0.007246376811594235,-0.0021739130434782704,-0.026086956521739157,-0.006521739130434789,-0.0123188405797102,0.0007246376811594236,0.023913043478260843,-0.0021739130434782704
46,0.0179245283018868,0.007547169811320776,0.02877358490566042,-0.002830188679245271,0.0037735849056604208,0.005188679245283078,0.025471698113207597,0.0018867924528302104,0.0004716981132075526,0.06179245283018868,0.004716981132075526
47,0.006000000000000005,0.004400000000000004,0.006000000000000005,0.015600000000000013,0.012800000000000011,0.0040000000000000036,0.0008000000000000007,-0.0008000000000000007,0.008800000000000007,0.03480000000000003,-0.0064000000000000055
48,-0.00024937655860355343,0.008229426433915176,-0.008478802992518752,0.007481296758104694,0.016458852867830352,0.005735660847880264,-0.008229426433915244,0.0009975062344139475,0.003241895261845329,0.05012468827930172,-0.0032418952618454176
49,0.008801955990220068,-0.0019559902200488866,0.0034229828850855792,-0.014914425427872868,-0.0024449877750611247,0.003911980440097796,-0.008801955990220022,-0.005623471882640585,0.006356968215158942,0.01809290953545235,-0.004645476772616131
50,-0.0002941176470588225,0.007352941176470562,-0.0008823529411764675,-0.001764705882352935,0.0026470588235294025,0.001764705882352935,-0.013235294117647078,-0.0008823529411764675,-0.004999999999999982,0.020882352941176442,0.000588235294117645
51,0.029154518950437282,0.0002915451895043386,-0.0011661807580175322,0.002915451895043697,0.0005830903790086994,0.011078717201166132,0.010204081632653007,0.0037900874635568237,0.000874635568513038,0.0603498542274052,-2.2204460492503132e-17
52,0.019393939393939318,-0.0060606060606061,-0.009292929292929353,-0.018989898989899067,-0.0008080808080808577,-0.015353535353535452,0.0012121212121211534,-0.004444444444444473,0.0008080808080807467,0.043636363636363584,-0.00040404040404040664
53,-0.005774278215223094,-0.009973753280839891,-0.00892388451443571,-0.021522309711286058,0.017322834645669305,0.0036745406824147285,-0.007349081364829391,0.012073490813648302,0.0020997375328083876,0.0094488188976378,0.0010498687664041828
54,0.008368200836820106,0.0029288702928870645,0.017991631799163233,-0.00041841004184097754,0.0004184100418409997,0.01882845188284521,-0.013807531380753102,0.005857740585774085,0.0,0.04435146443514646,2.2204460492503132e-17
55,-0.0066985645933014485,0.004306220095693747,-0.0066985645933014485,-2.2204460492503132e-17,0.002870813397129179,0.022009569377990413,0.010047846889952129,0.007177033492822971,-0.0023923444976077235,0.05263157894736838,0.000956937799043045
56,-0.014285714285714323,-0.028571428571428626,-0.006122448979591888,0.03265306122448974,-0.004081632653061251,0.006122448979591822,-0.003061224489795955,0.0020408163265305925,0.0010204081632652962,0.07755102040816324,0.0
57,0.04537037037037035,0.006481481481481488,-0.0018518518518518823,0.059259259259259234,0.012962962962962954,-0.011111111111111138,0.059259259259259255,0.012037037037037023,0.015740740740740722,0.04351851851851849,-0.0018518518518518602
58,0.025384615384615384,0.021538461538461527,-0.004615384615384599,0.05615384615384615,0.007692307692307732,-0.031538461538461536,0.03153846153846156,-0.01153846153846152,0.011538461538461543,0.028461538461538493,-0.001538461538461533
59,0.0026490066225165255,0.013907284768211903,-0.011258278145695421,0.01655629139072843,0.006622516556291358,0.01854304635761588,0.06291390728476817,0.008609271523178785,0.005960264900662193,0.052980132450331084,-0.0013245033112582849
60,-0.015945330296127547,-0.0031890660592255094,-0.01412300683371297,0.04145785876993162,0.009567198177676529,0.011389521640091105,0.02505694760820043,0.002277904328018221,0.008200455580865596,0.055125284738040944,-0.0031890660592255094
61,-0.004295942720763746,0.0019093078758949833,-0.007159904534606243,0.010978520286396166,-0.0028639618138425194,0.005250596658711193,-2.2204460492503132e-17,-0.0023866348448687625,-0.0028639618138424972,0.017183770883054873,0.0
62,0.013749999999999951,-0.013333333333333374,0.027083333333333303,0.011666666666666626,0.013333333333333286,0.03749999999999998,0.0012499999999999512,0.009999999999999964,0.01041666666666663,-0.013333333333333374,-0.0012499999999999955
63,0.017224880382775098,-0.005263157894736836,0.001913875598086112,0.09665071770334928,0.0076555023923444935,0.031100478468899517,0.019617224880382776,0.006220095693779881,-0.000956937799043045,-0.0009569377990430672,-0.0062200956937799035
64,0.0023809523809523725,0.03035714285714286,0.0029761904761904656,0.01607142857142858,0.0035714285714285587,0.0125,0.013095238095238071,-0.0023809523809523725,0.0017857142857142794,0.01428571428571428,0.0
65,-0.010033444816053505,-0.02006688963210701,-0.0003344481605351168,0.015719063545150493,-0.0006688963210702336,0.023745819397993296,-0.016053511705685607,0.0,0.0026755852842809346,0.08260869565217385,0.0
66,0.021807747489239592,0.024677187948350034,0.024677187948350054,0.05853658536585364,0.014921090387374459,0.08321377331420372,0.04045911047345765,0.008321377331420354,0.0031563845050215146,0.10157819225251077,-0.0022955523672884225
67,0.006201550387596844,-0.001240310077519413,-0.0006201550387597177,-0.010542635658914778,0.011162790697674386,0.03503875968992243,0.008682170542635625,0.007441860465116213,-0.01240310077519382,0.027906976744185984,0.0
68,0.0,0.003383458646616555,-0.0011278195488721998,-0.00864661654135337,-0.0022556390977443775,0.0,0.0022556390977443554,0.010150375939849642,-0.0022556390977443554,0.018045112781954885,0.0
69,-0.000375939849624074,0.0033834586466165327,0.009398496240601495,0.009398496240601495,0.0,0.006015037593984918,0.005263157894736836,0.0030075187969924367,0.01278195488721805,0.019548872180451114,-0.0007518796992481258
70,-0.0037735849056603544,0.02754716981132086,-0.00037735849056601544,-0.029811320754716975,-0.00641509433962264,0.013207547169811406,0.020000000000000108,0.0011320754716981352,0.0015094339622641507,0.004905660377358556,0.0015094339622641728
71,0.0023041474654378336,-0.005990783410138189,-0.003225806451612856,0.021658986175115257,-0.0036866359447004227,0.014285714285714346,0.0013824884792627001,0.00046082949308758894,-0.0013824884792626557,-0.00921658986175109,0.0
