,ns,fix,rexp,la,nuc,lt,entrophy,ndev,age
0,0.0,0.001960784313725461,-0.01045751633986931,0.0,0.018954248366013025,0.05882352941176468,0.0,0.0,-0.0013071895424836776
1,0.0,0.004975124378109474,0.032835820895522394,0.005970149253731361,0.0,0.009950248756218949,0.024875621890547282,0.0,-0.004975124378109453
2,0.011250000000000015,-0.00249999999999998,-0.012499999999999978,0.008750000000000003,-0.024999999999999956,-0.007499999999999995,0.007500000000000018,0.0,0.0050000000000000044
3,0.058741258741258705,0.027972027972027913,0.01958041958041954,0.036363636363636286,0.02237762237762233,0.0335664335664335,0.06153846153846152,0.03076923076923075,0.02517482517482512
4,0.0,0.0,-0.08054298642533934,0.012669683257918552,-0.01266968325791853,-0.0018099547511311932,-0.002714932126696823,-0.02081447963800902,-0.004524886877828038
5,0.006153846153846132,0.0523076923076923,-0.003076923076923088,0.022564102564102552,0.010256410256410243,0.05230769230769228,-0.004102564102564132,0.036923076923076906,0.00512820512820511
6,0.0,-0.002666666666666706,0.003999999999999981,0.0026666666666666393,0.0,0.09199999999999998,0.01866666666666663,-0.029333333333333367,0.0
7,0.019298245614035082,-0.007017543859649145,-0.008771929824561408,0.014035087719298223,-0.021052631578947368,0.05614035087719298,0.003508771929824528,0.001754385964912264,0.0035087719298245723
8,0.05294117647058827,0.0,0.010294117647058832,-0.013235294117647012,0.0,-0.005882352941176427,0.0,0.0,0.0014705882352941569
9,0.0016194331983806042,-0.020242914979757054,-0.0016194331983805377,0.0,-0.009716599190283403,-0.0032388663967610754,-0.007287449392712508,-0.0016194331983805377,0.005668016194332037
10,0.0,-0.024770642201834846,-0.000917431192660545,0.025688073394495393,0.0,0.00550458715596327,0.0,0.008256880733944927,0.0
11,0.0,0.005376344086021501,-0.031182795698924702,0.005376344086021501,0.0,0.017204301075268803,0.0,0.048387096774193575,0.0
12,0.06550218340611355,-0.008733624454148492,-0.02358078602620086,0.0,0.05938864628820961,0.006113537117903944,0.02794759825327513,-0.012227074235807845,-0.013100436681222738
13,0.030578512396694246,0.009917355371900883,-0.009090909090909038,0.004958677685950463,0.0024793388429752428,-0.0016528925619834212,0.026446280991735606,-0.028925619834710693,0.011570247933884347
14,0.008333333333333326,0.001388888888888884,0.005555555555555558,0.023611111111111093,-0.009027777777777768,0.054166666666666655,0.14166666666666664,0.00972222222222221,0.05694444444444444
15,0.044230769230769275,0.0038461538461538993,0.012500000000000044,0.0057692307692308155,0.0076923076923077535,0.03173076923076927,0.09519230769230773,0.002884615384615441,0.07019230769230773
16,0.027659574468085136,0.036170212765957444,0.012765957446808484,-0.006382978723404253,0.0829787234042553,0.0595744680851064,0.07659574468085104,0.04255319148936172,0.042553191489361694
17,0.04466019417475735,-0.0058252427184465995,-0.001941747572815533,0.0,0.05436893203883501,0.015533980582524332,0.021359223300970908,0.027184466019417486,0.07766990291262144
18,0.02900763358778624,-0.033587786259541993,-0.018320610687022888,0.001526717557251911,0.04580152671755726,0.029007633587786286,0.013740458015267177,-0.010687022900763354,0.021374045801526707
19,-0.01358024691358024,-0.006172839506172823,0.0012345679012345733,-0.00987654320987652,0.06049382716049383,0.011111111111111138,0.011111111111111117,-0.011111111111111094,0.013580246913580262
20,0.003619909502262475,0.0,0.0027149321266968897,0.009049773755656165,0.16923076923076924,0.05158371040723984,0.021719457013574694,0.04343891402714935,0.03257918552036203
21,0.01382488479262669,-0.04239631336405534,-0.010138248847926334,0.0009216589861750669,0.012903225806451557,-0.001843317972350289,-0.02580645161290327,-0.03686635944700467,-0.017511520737327247
22,0.003827751196172269,0.0,-0.026794258373205725,-0.0009569377990430672,0.024880382775119635,0.0009569377990430672,0.0019138755980861344,0.0,0.0019138755980861344
23,-0.003703703703703687,0.003703703703703709,-0.03580246913580247,0.002469135802469158,0.012345679012345689,-0.014814814814814803,-0.0074074074074073955,0.0,0.01728395061728396
24,-0.0016393442622950837,-0.01803278688524592,-0.027868852459016425,0.0,-0.01803278688524591,0.037704918032786874,-0.07049180327868854,-0.019672131147541006,0.013114754098360637
25,0.014457831325301207,0.0,0.002409638554216853,0.0,0.03855421686746988,0.02168674698795181,-0.020481927710843405,0.006024096385542155,0.025301204819277112
26,0.06723404255319147,0.0,0.005957446808510647,0.017021276595744705,0.025531914893617058,0.0,-0.0017021276595744705,0.0,0.0493617021276596
27,0.003968253968253954,0.0007936507936507686,0.006349206349206304,0.0,0.013492063492063444,0.041269841269841255,0.02460317460317456,-0.0023809523809523946,0.07698412698412696
28,0.0,0.0,0.006936416184971117,0.0,-0.023121387283236983,-0.028901734104046218,-0.03468208092485545,0.0,0.0034682080924855587
29,0.009756097560975618,0.0,0.019512195121951237,0.0,0.014634146341463405,-0.012682926829268304,0.0,0.0019512195121951237,0.0790243902439024
30,0.06432160804020101,-0.019095477386934644,-0.005025125628140725,-0.0040201005025125355,0.0,0.014070351758793986,-0.0040201005025125355,-0.006030150753768826,0.023115577889447247
31,0.09064039408866995,0.0009852216748768461,0.0,0.0009852216748768461,0.0,0.008866995073891614,0.006896551724137922,0.007881773399014769,0.07783251231527095
32,0.09891696750902532,0.04332129963898923,0.015162454873646269,-0.00866425992779778,0.03104693140794228,0.07725631768953074,0.0,0.012274368231046995,0.0
33,0.013168724279835398,0.008230452674897104,-0.0049382716049382715,0.003292181069958833,-0.018930041152263356,-0.0024691358024691466,-0.023868312757201627,0.018106995884773668,0.018930041152263422
34,0.012682926829268304,0.03707317073170735,0.009756097560975618,0.006829268292682977,0.05658536585365859,0.0009756097560975618,0.007804878048780495,6.661338147750939e-17,0.010731707317073203
35,0.061835748792270565,-0.03381642512077292,0.012560386473429963,0.021256038647343024,-0.05507246376811592,-0.048309178743961324,0.025120772946859927,-0.004830917874396134,0.049275362318840575
36,0.08832487309644674,-0.006091370558375653,0.0,0.006091370558375653,-0.004060913705583746,0.0,0.005076142131979711,0.005076142131979711,0.029441624365482234
37,0.09076305220883532,0.0008032128514055658,0.03935742971887548,0.0,-0.016867469879518104,0.0008032128514055658,0.027309236947791127,0.0,0.027309236947791127
38,0.08235294117647056,-0.001384083044982698,-0.0013840830449827202,0.0034602076124567115,-0.0006920415224913601,-0.01453287197231834,0.05190311418685119,-0.001384083044982698,0.0408304498269896
39,0.09243027888446217,0.0,0.0031872509960159333,-0.0031872509960159333,0.0191235059760956,0.00239043824701195,0.0,0.04063745019920315,0.07490039840637452
