,fix,age,rexp,entrophy
0,-0.02891566265060246,-4.4408920985006264e-17,-0.04337349397590366,0.18554216867469875
1,-0.006015037593985006,0.004511278195488711,-0.015037593984962428,0.2526315789473684
2,0.0033333333333333214,0.0011111111111111072,0.0,0.32222222222222224
3,0.04213938411669364,0.011021069692058317,0.020421393841166903,0.23338735818476497
4,-0.000773694390715618,-0.009671179883945835,0.004255319148936154,0.16092843326885878
5,0.021862348178137612,0.008097165991902822,0.0016194331983805598,0.14709851551956812
6,0.005074626865671661,-0.011641791044776095,-0.00029850746268655914,-0.03343283582089549
7,0.031847133757961776,0.04033970276008494,0.03014861995753715,0.027600849256900206
8,0.022102425876010745,0.010242587601078147,0.033423180592991875,-0.02048517520215636
9,0.01714285714285717,0.022285714285714287,0.030285714285714315,0.005714285714285716
10,0.014007782101167354,0.014785992217898846,0.06147859922178991,0.007782101167315192
11,0.016036655211912887,0.009163802978235935,0.08270332187857958,0.011683848797250818
12,0.01929260450160768,0.01178992497320468,0.09581993569131828,0.026580921757770583
13,0.010588235294117676,-0.0002941176470588225,0.012058823529411788,0.026764705882352958
14,0.09187500000000001,0.0018750000000000045,0.012812500000000027,0.028437499999999984
15,0.08755244755244762,0.027972027972028024,-0.0008391608391607796,0.024615384615384685
16,0.11962833914053424,0.03809523809523805,0.014169570267131216,0.05691056910569101
17,0.11949828962371725,0.01755986316989744,0.01961231470923608,0.07776510832383128
18,0.03010130246020255,0.019102749638205463,0.018813314037626604,0.03473227206946452
19,0.02709497206703908,0.009217877094971993,0.0217877094972067,0.08743016759776531
20,0.017125382262996935,0.0022426095820591296,0.0161060142711519,0.11213047910295618
21,0.024603174603174627,0.015476190476190466,0.01944444444444444,0.11329365079365081
22,0.0139093782929399,0.01580611169652264,0.01159114857744994,0.19051633298208637
23,0.10351201478743066,0.024953789279112758,0.009981515711645095,0.1813308687615527
24,0.0010943912448700076,-0.004651162790697683,0.015868673050615546,0.09028727770177836
25,0.0033407572383073792,-0.004454342984409743,0.01336302895322945,0.09153674832962141
26,0.010517241379310293,-0.005517241379310356,-0.009310344827586237,0.07310344827586204
27,0.007510204081632654,-0.00244897959183672,-0.008326530612244887,0.08734693877551022
28,0.0013640238704177633,-0.007331628303495275,0.009036658141517506,0.11491901108269398
29,0.006832871652816319,0.008679593721145018,-0.0018467220683286544,0.1865189289012004
30,0.10009990009990011,0.0029970029970030508,0.009390609390609428,0.1698301698301699
31,0.08107382550335565,0.0005369127516777761,0.008053691275167729,0.15275167785234894
32,0.0002670226969292422,-0.014419225634178856,0.0037383177570093685,0.11401869158878508
33,-0.004540023894862544,-0.02604540023894857,-0.005734767025089571,0.10633213859020314
34,-0.013748657357679961,-0.025563909774436143,-0.008592910848549984,0.12545649838882916
35,0.004241781548250234,-0.010180275715800668,-0.012937433722163317,0.10159066808059385
36,0.0027548209366390795,-0.007162534435261758,-0.012947658402203887,0.035537190082644596
37,-0.0005235602094240787,-0.009685863874345557,-0.00628272251308899,0.12251308900523561
38,0.004651162790697705,-0.00441860465116275,0.004651162790697727,0.12325581395348839
39,0.001785714285714235,-0.004563492063492114,0.015079365079365026,0.09007936507936501
40,-0.006878306878306861,-0.0028218694885360886,0.0037037037037037424,0.08130511463844803
41,0.0028402366863905736,-0.006863905325443742,0.0132544378698225,0.07171597633136098
42,0.012703101920236382,-0.02363367799113736,0.019202363367799125,0.04992614475627773
43,0.0038772213247173725,-0.02229402261712434,-0.019386106623586374,0.06558966074313413
44,-0.01890909090909083,-0.02254545454545447,-0.019999999999999952,0.05527272727272732
45,-0.02110389610389605,-0.0009740259740259382,-0.011363636363636331,0.06655844155844157
46,-0.027401574803149576,-0.003779527559055107,0.005669291338582694,0.04283464566929136
47,-0.003791469194312791,0.008846761453396534,-0.002527646129541883,0.04012638230647707
48,-0.001988071570576566,-0.033399602385685914,-0.06520874751491057,0.009940357852882697
49,-0.005210420841683372,-0.012825651302605157,-0.026052104208416794,0.060120240480961984
50,0.0007155635062611853,-0.012880143112701225,-0.012164579606440063,0.0930232558139535
51,0.01220043572984746,-0.03616557734204795,-0.016993464052287632,0.1006535947712418
52,-0.003351955307262533,-0.017877094972067,-0.0026070763500930737,0.12849162011173185
53,2.2204460492503132e-17,-0.028737864077669872,0.0318446601941748,0.09514563106796121
54,-0.018328840970350414,-0.008625336927223759,0.08948787061994605,0.1035040431266846
