,age,ndev,sexp,entrophy,rexp,ld,fix
0,0.0,0.07412280701754385,0.0,0.07426900584795322,0.0182748538011696,0.04692982456140351,0.0
1,0.0,0.0,0.0,0.0,0.0,0.25198237885462554,0.0
2,-0.0006243496357960732,0.0,0.0,0.01373569198751301,0.0035379812695109257,0.17814776274713842,0.0
3,0.000783289817232391,0.0,0.003655352480417773,0.029242819843342073,2.2204460492503132e-17,0.1574412532637076,0.0
4,0.0,0.045442536327609015,0.0,0.04412153236459713,0.0,0.039630118890356725,0.0
5,0.0,0.017753120665742018,0.11289875173370315,0.04133148404993063,0.0022191400832177522,0.029680998613037433,0.0
6,0.0711981566820277,0.0043778801843318725,0.17603686635944707,0.04262672811059911,0.003225806451612945,0.04585253456221201,0.0
7,0.0,0.0,0.0,0.0,0.0,0.2476014760147601,0.0
8,0.0,0.03537981269510924,0.0,0.06805411030176896,0.013943808532778323,0.04287200832466176,0.0
9,0.0,0.04292779426310582,0.0,0.03798219584569731,0.0,0.037388724035608244,0.0
10,0.0,0.0,0.0,0.0,0.0,0.2556,0.0
11,0.01566820276497698,0.11858678955453153,-0.02457757296466969,-0.013517665130568336,0.027649769585253493,0.10599078341013828,0.0
12,0.0,0.0,0.0,0.0,0.001124297314178646,0.24784509681449096,0.0
13,-0.002898550724637694,0.009937888198757783,0.014768806073153918,0.004416839199447908,0.0,0.14616977225672875,0.0
14,0.004101722723543877,0.0011484823625922847,0.026743232157506135,0.021821164889253473,-0.0014766201804758071,0.02707136997538968,0.0
15,-0.003386454183266929,0.04063745019920315,0.014541832669322696,0.03545816733067726,0.00816733067729083,0.07768924302788846,0.0
16,0.0,0.0,0.0,0.0,0.0,0.24202780049059686,0.0
17,0.007288629737609376,0.04620991253644317,-0.0046647230320699725,0.013556851311953343,0.0007288629737609575,0.10524781341107874,0.0
18,0.0,0.035552193645990916,0.0,0.009228441754916772,-0.0001512859304084735,0.11180030257186084,0.0
19,0.0,0.020689655172413744,0.0006269592476488617,0.006583072100313436,-0.00015673981191224317,0.20705329153605012,0.0
20,-0.006741573033707926,0.006741573033707815,0.020674157303370744,0.0065168539325842325,-0.005168539325842758,0.15685393258426963,0.0
21,0.0,0.029867256637168094,0.0,0.0,0.0,0.13429203539823006,0.0
22,0.0,0.0,0.0,0.0,0.0,0.2071146245059289,0.0
23,0.0,0.0,0.0,0.0,0.0,0.21886792452830192,0.0
24,0.0,0.0,0.0,0.0,0.0,0.17142857142857146,0.0
25,0.1540909090909091,0.07863636363636366,0.0034090909090909393,0.010454545454545472,0.0034090909090909614,0.12272727272727277,0.0
26,0.0,0.0,0.0,0.0,0.0,0.19478260869565217,0.0
27,0.013675213675213715,0.17875457875457876,0.0026862026862026767,0.00219780219780219,0.0,0.19609279609279612,0.0
28,0.0,0.0,0.0,0.0,0.0,0.14758620689655172,0.0
29,0.0,0.03452054794520545,-0.004018264840182662,0.00949771689497716,0.0,0.15561643835616434,0.0
30,0.0,0.0,0.0,0.0,0.0,0.18328638497652577,0.0
31,0.0022508038585208777,0.049196141479099655,0.016720257234726633,0.014469453376205732,0.0057877813504822575,0.0848874598070739,0.0
32,0.0,0.0,0.0,0.0,0.0,0.14891774891774895,0.0
33,0.014899713467048681,0.025214899713467,0.0,0.0,0.0,0.042406876790830904,0.0
34,0.21978021978021975,0.11428571428571425,-0.007692307692307709,0.0010989010989010729,-4.4408920985006264e-17,0.09670329670329667,0.0
35,0.0,0.026130653266331728,0.018090452261306587,0.014070351758794009,0.02010050251256288,0.017085427135678444,0.0
36,0.03155080213903742,0.02941176470588234,0.005882352941176472,0.04705882352941175,0.002139037433155089,0.017112299465240642,0.0
37,0.01146496815286624,-0.011464968152866305,0.0031847133757961334,0.0197452229299363,0.017834394904458595,0.0681528662420382,0.0
38,0.0021164021164021608,0.12275132275132279,0.01375661375661379,0.004232804232804255,0.03703703703703707,0.11005291005291007,0.0
39,0.14774774774774777,0.03543543543543548,-0.0012012012012011298,0.051651651651651684,0.0570570570570571,0.0030030030030030463,0.0
40,0.06847457627118647,0.24677966101694918,0.0,0.15457627118644068,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.2076923076923077,0.0
42,0.0,0.0,0.0,0.0,0.0,0.04580152671755731,0.0
43,0.0,0.013186813186813163,0.03956043956043955,-0.0021978021978022342,0.0,0.03956043956043953,0.0
44,-0.011881188118811826,0.0,0.023762376237623783,0.13267326732673274,0.06336633663366342,0.09306930693069312,0.0
