,exp,age,fix,nuc,la,ns,nd,ndev,lt,entrophy,ld
0,-0.011594202898550732,-0.0036714975845410724,-0.008115942028985513,-0.06782608695652173,-0.0005797101449275255,0.0,0.010241545893719816,-0.02028985507246377,-0.08251207729468599,-0.003285024154589378,0.0
1,0.007876447876447834,-0.0015444015444015635,0.002162162162162096,0.013745173745173722,0.0004633204633204491,0.0006177606177605987,-0.0023166023166023564,-0.0012355212355212642,-0.00679536679536683,-2.2204460492503132e-17,0.0007722007722007485
2,0.0013442867811799708,0.0017923823749066647,0.002389843166542183,0.005377147124719905,0.0014936519790889058,0.0,0.0029873039581777673,0.0014936519790889058,0.0008961911874533213,0.003584764749813285,0.001045556385362234
3,0.025621890547263736,-0.00037313432835814895,0.0021144278606965773,-0.005721393034825817,0.0008706467661691919,0.0,0.0057213930348258835,0.001616915422885623,-0.008955223880596951,0.00037313432835825997,0.00012437810945276073
4,0.030117122141662088,-0.002230897936419396,0.0013385387618517041,-0.01204684885666476,0.002119353039598493,0.0007808142777467886,-0.009927495817066312,-0.0034578918014500416,0.003123257110987221,-0.012604573340769587,0.0006692693809258632
5,0.01748120300751883,0.0005639097744361221,0.0030075187969925256,0.002067669172932396,0.0023496240601504235,0.00046992481203012026,0.004793233082706805,-0.0019736842105262608,0.02077067669172934,-0.0010338345864661313,-0.0011278195488721332
6,-0.004872881355932201,-0.001765536723163852,0.007203389830508477,-0.01405367231638418,0.0025423728813559364,7.062146892655718e-05,-0.0007062146892655496,0.0036016949152542278,-0.003742937853107353,-0.002754237288135597,-0.0008474576271186418
7,-0.0011490777139400831,0.0010885999395222833,0.01143029936498341,-0.008104021771998737,-0.0013305110371937933,-0.00012095554883575498,0.0023586332022982105,-0.00768067735107345,0.003991533111581513,0.0007862110674327516,-0.0019352887813727903
8,0.008422791081750657,0.001981833195706062,-0.001156069364161838,-0.017588769611890976,-0.0006606110652353392,-0.0005780346820808858,0.0022295623451693116,0.013707679603633394,-0.006688687035507868,-0.0011560693641618157,-0.0003303055326176585
9,-0.011320754716981107,0.00035938903863432794,-0.0012578616352201034,-0.012578616352201233,-0.00017969451931714174,-0.00035938903863432794,0.002875112309074601,-0.009344115004492327,-0.018149146451033226,-0.006648697214734933,-0.0008984725965858198
10,0.0012567324955116365,-0.004847396768402135,-0.006104129263913816,-0.03590664272890487,0.00448833034111309,-0.00017953321364452268,-0.006283662477558338,0.012208258527827653,-0.05457809694793536,0.0041292639138240435,-0.001077199281867136
11,0.010448859455481952,-0.0013245033112583072,0.0029433406916850257,-0.004562178072111877,0.0050036791758645725,0.0,0.015158204562178024,0.016335540838852046,-0.028256070640176656,0.019131714495952856,0.0011773362766739793
12,0.014243323442136479,-0.0029673590504451174,0.007477744807121644,0.007952522255192874,0.0035608308605341145,0.0002373887240356254,0.0014243323442136636,-0.027418397626112777,-0.020771513353115733,0.0026112759643916795,0.0016617210682492445
13,-0.007738369415016067,0.0006448641179180425,-0.013542146476278183,-0.012160294795025294,-0.0024873330262551673,0.0008291110087517595,0.0020267157991709084,-0.027452786734223845,-0.03924458774758173,-0.0006448641179179759,-0.0030400736987563183
14,-0.004204491161012935,0.0006688963210702114,-0.020831342570473012,-0.03631151457238413,0.0024844720496894233,-9.55566172957445e-05,-0.0019111323459149565,-0.036407071189679896,-0.014906832298136653,-0.002484472049689446,0.00258002866698519
15,0.0037878787878788287,-0.003246753246753209,0.02391774891774896,0.0069264069264069585,-0.0011904761904761641,2.2204460492503132e-17,0.009632034632034703,4.4408920985006264e-17,-0.0014069264069263455,-0.00010822510822505738,-0.0017316017316016952
16,-0.01619549592716816,-0.00028749401054140034,0.012745567800670843,-0.007283181600383326,0.00047915668423577086,-0.0001916626736942595,-0.003833253473885945,0.0022999520843316247,-0.005845711547676058,0.005654048873981843,-0.0013416387158600384
17,0.0029686641011544613,0.0027487630566244816,0.022210005497526098,-0.00153930731170977,0.0006597031335898506,0.001099505222649766,0.0034084661902143766,0.015063221550302375,0.009455744914788311,0.00538757559098404,0.0003298515667949253
18,0.010307564422277626,-0.0008312551953449709,0.013300083125519512,0.0014962593516209433,-0.00016625103906902082,0.0,-0.003657522859517881,0.0004987531172069515,0.004488778054862874,-0.0014962593516209433,-0.00016625103906899862
19,0.006717984604618632,-0.005738278516445039,0.010636808957312848,-0.031770468859342184,0.0022393282015395364,0.00013995801259623076,-0.0054583624912526,0.01833449965010501,0.03666899930020995,0.007697690692792203,0.0019594121763471194
20,-0.0020881670533642095,0.0006960556844547883,-0.002668213457076507,-0.0077726218097447395,0.003132250580046492,-0.003596287703016188,-0.0003480278422273608,-0.00870069605568442,0.02122969837587012,-0.0006960556844546994,-0.0017401392111368486
21,-0.00908574673480973,-0.00045428733674048873,0.010221465076660996,-0.008290743895513875,-0.001362862010221466,-0.0007950028392958552,0.001362862010221466,-0.02725724020442921,0.01726291879613857,-0.008631459398069242,-0.0007950028392958552
22,0.003712995484194659,0.0023080782739588026,-0.002207727044656327,-0.03903662819869549,0.006021073758153505,-0.0010035122930256214,-0.0011038635223281855,-0.04004014049172107,0.024887104867034604,-0.001906673356748634,0.0013045659809332478
23,0.01045432340009773,-0.003712750366389783,-0.004787493893502637,-0.0004885197850512446,-0.0003908158280409912,-0.0009770395701025557,-0.0033219345383487696,-0.015144113336590093,-0.016218856863702946,0.002931118710307823,-0.0007816316560820269
24,0.008767123287671241,0.0015525114155251264,-0.0025570776255707584,-0.006666666666666643,-0.0038356164383561487,0.0,-0.001187214611872145,-0.0026484018264840035,0.0013698630136986356,-0.004018264840182662,0.0002739726027397582
25,0.00277777777777779,0.004480286738351236,0.010663082437275984,-0.014605734767025091,-0.0006272401433691898,0.00017921146953403522,0.0011648745519713178,-0.013709677419354827,-8.960573476701761e-05,-0.00017921146953405742,-0.0006272401433691898
26,-0.01497160557563242,0.0017552916881775848,-0.0008260196179659341,-0.008569953536396491,0.0048528652555498205,-0.0008260196179659118,-0.003407330924109453,-0.02478058853897782,0.01383582860092929,-0.002891068662880758,-0.0022715539494063018
27,0.015930113052415252,0.00123329907502574,0.017163412127440925,-0.039260020554984544,0.0040082219938335495,-0.0021582733812949284,-0.01685508735868444,-0.0023638232271325334,0.0039054470709147136,-0.005960945529290806,0.0008221993833504859
28,0.011749232792634757,0.0019289785181937358,0.02270933800964483,-0.00850504164839987,0.010697062691801817,-0.0007014467338886776,-0.011398509425690517,0.014028934677772864,0.009118807540552342,0.002893467777290626,0.00017536168347211944
29,0.022058823529411707,-0.001136363636363691,0.02526737967914434,0.028609625668449136,0.004077540106951804,-0.0006016042780748965,0.0028074866310159987,0.02299465240641705,0.006550802139037404,0.0008021390374331139,0.00100267379679142
