,ld,exp,age,nuc,rexp,la,ns,lt,entrophy,ndev
0,0.03274021352313174,-0.001423487544483981,-0.023487544483985733,0.0035587188612100197,0.007117437722419973,0.04982206405693954,0.002135231316726038,-0.014946619217081802,-0.00284697508896794,-0.0007117437722419905
1,0.01988950276243091,0.002946593001841613,0.005156537753222801,-0.0007366482504604476,-0.0007366482504604476,0.07366482504604047,0.0,-0.011049723756906138,0.0022099447513811874,-2.2204460492503132e-17
2,0.0318181818181819,-0.0031818181818181303,0.016363636363636403,0.030454545454545512,0.014545454545454594,0.10500000000000005,-0.0018181818181817854,0.012727272727272764,0.01136363636363642,0.0
3,0.041114982578397255,0.011846689895470419,0.0013937282229965486,0.011149825783972145,0.0055749128919860835,0.052264808362369373,0.009756097560975641,-0.004878048780487742,0.006968641114982632,0.0006968641114982743
4,0.06130952380952377,-0.004166666666666696,0.036904761904761885,0.051785714285714234,0.004166666666666629,0.048214285714285675,0.0071428571428571175,0.0035714285714285366,0.005952380952380931,0.0
5,0.03218390804597697,0.003448275862068928,0.0034482758620689503,0.03390804597701145,0.004597701149425237,0.08620689655172412,-2.2204460492503132e-17,0.02873563218390802,0.0034482758620689503,0.0011494252873563316
6,0.09831460674157311,0.006179775280898925,0.014044943820224786,0.018539325842696665,0.028089887640449486,0.11629213483146073,0.0011235955056180026,0.0567415730337079,0.013483146067415786,-0.002808988764044895
7,0.03516483516483513,-0.0005494505494505475,0.0010989010989010729,-2.2204460492503132e-17,0.013186813186813163,0.047802197802197785,-0.0027472527472527375,-0.0032967032967033292,0.0071428571428571175,0.009890109890109855
8,0.04090177133655395,0.0,-0.0016103059581320522,0.020289855072463746,0.012882447665056352,0.1143317230273752,0.0006441223832528209,0.017069243156199686,-0.0012882447665056417,0.0
9,0.019858156028368802,0.012765957446808507,0.005673758865248235,-0.013829787234042556,-0.015957446808510634,0.06382978723404256,-0.0028368794326240733,0.005673758865248235,0.004255319148936176,0.0010638297872340497
10,0.034008097165991916,0.016194331983805665,0.005668016194331993,-0.004048582995951411,0.021862348178137637,0.1165991902834008,0.006477732793522262,-0.0032388663967611196,0.008097165991902822,0.006477732793522262
11,-0.005747126436781635,0.010344827586206851,-0.0344827586206897,-0.039080459770114984,0.005747126436781569,0.11609195402298847,0.0034482758620689503,-0.026436781609195447,-0.017241379310344883,0.003448275862068928
