,sexp,rexp,nuc,ld,fix,age,exp,lt,ns,la,ndev
0,0.03506493506493509,0.041558441558441614,0.024675324675324694,-0.029870129870129845,0.0,-0.009090909090909061,-0.009090909090909061,-0.019480519480519452,0.0012987012987013546,0.07402597402597408,0.0025974025974026204
1,0.017391304347826098,0.010434782608695658,0.0304347826086957,0.01217391304347828,0.0,0.01652173913043482,0.017391304347826098,0.010434782608695658,0.0008695652173912993,0.18608695652173918,0.0008695652173912993
2,0.0007142857142857118,0.0407142857142857,-0.009285714285714276,0.0035714285714285587,0.0,-0.015000000000000036,0.0014285714285714236,0.0035714285714285587,0.0,0.12857142857142856,0.0007142857142857118
3,-0.03431952662721889,0.00118343195266275,-0.00828402366863903,2.2204460492503132e-17,0.0,-0.0011834319526626835,-0.002366863905325389,0.00118343195266275,-0.005917159763313551,0.04970414201183435,0.00118343195266275
4,-0.01568627450980391,0.004901960784313731,-0.0049019607843136855,-0.009803921568627416,0.0009803921568627416,0.003921568627450989,0.004901960784313752,-0.0009803921568627416,-0.0009803921568627416,0.045098039215686295,-0.0019607843137254832
5,0.00837004405286339,-0.004845814977973606,-0.0008810572687224738,0.004405286343612281,0.0,-0.0035242290748898953,0.014977973568281922,0.007488986784140917,0.0022026431718061177,0.03127753303964755,0.007929515418502153
6,-0.0007207207207207356,0.009009009009009005,-0.004324324324324347,-0.01225225225225226,0.0,-0.003963963963963968,-0.008288288288288315,0.010810810810810811,-0.005405405405405439,0.06018018018018016,-0.0003603603603603567
7,-0.0032388663967611864,0.0080971659919028,-0.00607287449392715,0.0024291497975708065,0.0004048582995951122,0.0008097165991902244,-0.004858299595141747,0.0016194331983805377,-0.0036437246963562987,0.07449392712550602,0.002024291497975672
8,0.0027586206896551115,0.008965517241379218,0.008965517241379218,0.0006896551724137501,0.0,0.0,0.006896551724137856,-0.0013793103448276334,0.0006896551724137722,0.022758620689655108,0.0013793103448275445
9,2.2204460492503132e-17,0.018181818181818254,-0.015909090909090894,-0.006818181818181812,0.0,-0.015909090909090873,-0.004545454545454542,-0.0068181818181817675,0.004545454545454586,0.0727272727272728,-0.009090909090909084
10,0.025,-0.013888888888888928,-0.00555555555555558,-0.019444444444444486,-2.2204460492503132e-17,-0.047222222222222235,-2.2204460492503132e-17,-0.002777777777777812,0.0,0.09722222222222221,-0.00277777777777779
11,0.05563909774436089,0.028571428571428536,0.024060150375939827,0.028571428571428536,-2.2204460492503132e-17,0.022556390977443573,0.028571428571428536,0.004511278195488688,0.015037593984962383,0.09473684210526309,0.051127819548872154
12,-0.011494252873563227,0.009195402298850564,-0.020689655172413855,-0.03218390804597708,-0.011494252873563204,-0.020689655172413855,-0.020689655172413834,-0.002298850574712641,-0.020689655172413855,0.03678160919540228,-0.002298850574712641
13,-0.03529411764705883,-0.02352941176470589,-0.011764705882352944,-0.0823529411764706,0.0,-0.02352941176470589,-0.04705882352941178,0.0,0.05882352941176472,-0.03529411764705883,0.0
14,0.030188679245283012,0.02075471698113207,0.01132075471698113,0.030188679245283012,0.0,-0.007547169811320753,0.01132075471698113,0.037735849056603765,0.0,0.07735849056603772,0.0
15,-0.01212121212121211,0.006060606060606055,-0.006818181818181812,0.010606060606060596,-0.0015151515151515138,-0.006818181818181812,0.006818181818181812,0.0507575757575758,-0.0007575757575757569,0.06060606060606066,-0.007575757575757569
16,-0.013913043478260867,0.021739130434782605,-0.013043478260869568,-0.004347826086956508,0.0,0.011304347826086959,0.004347826086956519,-0.008695652173913049,-0.0017391304347825986,0.026086956521739136,-0.004347826086956508
17,0.015053763440860202,0.07311827956989245,0.0021505376344086004,-0.0021505376344086004,0.0,0.0,-0.004301075268817201,0.06021505376344085,0.004301075268817201,0.0838709677419355,0.015053763440860202
18,0.009302325581395366,0.018604651162790708,-0.0069767441860464794,0.0,0.0,0.0,-0.013953488372093004,-0.016279069767441822,0.0,0.10930232558139537,0.004651162790697683
19,0.060655737704918035,-0.006557377049180335,-0.0016393442622950837,-0.011475409836065587,0.0016393442622950837,-0.008196721311475419,-0.011475409836065587,-0.0049180327868852515,0.006557377049180335,0.06557377049180331,-0.01311475409836067
20,0.013913043478260811,-0.02434782608695658,0.003478260869565153,0.003478260869565153,0.0,-0.0139130434782609,-0.001739130434782643,0.012173913043478191,0.0,0.05391304347826083,0.0017391304347825986
21,-0.002702702702702697,0.005405405405405394,0.008108108108108091,-0.008108108108108091,0.0,-0.008108108108108091,-0.016216216216216207,0.002702702702702697,0.0,0.0891891891891892,0.0
22,-0.02020202020202022,0.007070707070707028,-0.02323232323232327,0.005050505050505039,-0.007070707070707116,-0.012121212121212154,-0.011111111111111138,-0.01111111111111116,0.0,0.10404040404040402,-0.011111111111111138
23,-0.006425702811245016,0.007228915662650581,-0.00321285140562253,0.010441767068273045,0.0,0.016867469879518017,-2.2204460492503132e-17,0.008032128514056191,0.010441767068273045,0.10200803212851402,0.004016064257028096
24,0.008264462809917328,0.009090909090909061,0.01900826446280992,0.010743801652892526,0.0,0.021487603305785096,0.004958677685950397,0.008264462809917328,0.011570247933884259,0.06859504132231405,0.0
25,0.0012499999999999734,0.00187499999999996,0.021874999999999957,0.03624999999999996,0.0006249999999999645,0.011874999999999969,0.006249999999999955,0.01749999999999996,0.01124999999999996,0.12749999999999995,0.021874999999999957
26,0.009274193548387077,0.00040322580645157924,0.00685483870967738,-0.01854838709677422,0.001612903225806428,0.01612903225806448,0.005645161290322531,0.006451612903225779,0.007661290322580627,0.12056451612903225,-0.005645161290322598
27,-0.002397260273972579,0.0006849315068493178,0.004109589041095885,0.004794520547945202,0.00136986301369868,0.00068493150684934,0.003082191780821919,0.0013698630136986356,0.003082191780821941,0.23116438356164384,-0.004109589041095862
28,0.023198594024604578,0.016168717047451663,0.039367311072056266,0.00878734622144115,0.0028119507908611397,0.020035149384885754,0.006326889279437631,0.030579964850615114,0.002460456942003519,0.07978910369068541,-0.002460456942003497
29,0.016101694915254216,0.007344632768361592,0.0036723163841807737,0.01807909604519775,0.0002824858757062065,-0.005649717514124286,0.007909604519774006,0.012429378531073444,0.005932203389830493,0.16045197740112993,0.000564971751412413
