,fix,lt,ld,rexp,age,entrophy
0,0.0019512195121951237,0.004878048780487765,0.00756097560975606,0.0060975609756097615,0.010731707317073114,0.055609756097560914
1,-0.0007155635062612298,0.12772808586762072,0.03881932021466898,0.04543828264758491,0.02576028622540245,0.0942754919499105
2,0.004239917269906935,0.011582213029989675,0.07487073422957599,0.04177869700103407,-0.006204756980351611,0.12357807652533603
3,0.0,-0.003004763649688447,0.015610113594723396,-0.0022718944668376206,-0.004617075851960362,0.03935507511909129
4,-0.002147872779842985,0.00925237505163159,0.035852953325072344,0.00041305245766214415,0.0009087154068567304,0.032548533663775345
5,0.0016867469879517927,0.010120481927710822,0.05108433734939757,-0.0012048192771084488,0.0016867469879517482,0.07132530120481925
6,0.000567107750472573,0.014933837429111496,0.021550094517958352,0.004442344045368585,0.005671077504725841,0.09546313799621924
7,0.00017398869073508293,0.006176598521096088,0.029752066115702424,0.0020878642888211953,-2.2204460492503132e-17,0.09290996085254455
8,7.366482504604921e-05,0.06622467771639043,0.03285451197053409,-0.0010313075506445557,0.0014732965009207843,0.11565377532228363
9,0.0007874015748031482,0.09755905511811022,0.027952755905511828,0.0022047244094488107,0.01173228346456694,0.09346456692913385
10,0.00028530670470754415,0.07831669044222538,0.010413694721825961,0.001997146932952898,0.000998573466476449,0.0621968616262482
11,0.0006854009595612887,0.07347498286497596,-0.001507882111034986,0.003015764222069883,-0.0028786840301577186,0.009732693625771005
12,-0.0002764340013821975,0.10711817553559085,-0.009536973047684905,0.002349689011748435,-0.0002764340013821975,0.18355217691776085
13,0.006031933767001752,0.14417504435245415,0.007214665878178606,0.011354228267297461,0.004730928444707261,0.17953873447664104
14,-0.0007010515773660852,0.10335503254882317,0.003104656985478171,0.005508262393590324,0.004506760140210275,0.050275413119679466
15,0.0011804384485665897,0.03389544688026984,0.006576728499156803,0.006070826306914001,0.004384485666104543,0.16745362563237773
16,-4.4408920985006264e-17,0.0459459459459459,0.003783783783783745,-0.0009009009009009362,0.001621621621621583,0.16756756756756752
17,-0.00048750761730658175,0.13308957952468,0.0006093845216331051,-0.0023156611822060524,0.0020719073735526727,0.17416209628275442
18,-0.0004100461301896452,0.17139928241927221,0.002972834443874972,0.008098411071245603,0.002255253716043071,0.16668375192209128
19,0.09769307923771316,0.2131394182547643,0.006118355065195602,0.0013039117352056317,0.003811434302908778,0.164493480441324
20,-0.0022598870056496968,-0.007909604519773983,0.0005649717514124353,0.0009039548022599098,0.0057627118644068,0.20248587570621474
21,0.005983450031826876,0.012603437301082154,0.00038192234245706393,0.0028007638446849504,0.004073838319541711,0.2220241884150223
22,0.0027565084226646164,0.11010719754977027,0.006584992343032181,-0.00597243491577335,0.00888208269525268,0.18928024502297092
23,0.002683178534571673,0.0006191950464395912,0.012177502579979339,0.00020639834881319707,0.007017543859649056,0.19236326109391122
24,0.0012367491166077826,0.006713780918727897,0.005477031802120136,0.00759717314487629,0.015017667844522964,0.2342756183745583
25,-0.004709141274238204,0.0031855955678670835,0.0023545706371191468,-0.007894736842105243,-0.001385041551246502,0.19903047091412746
26,-0.005984690327070319,0.102018093249826,0.010020876826722303,-0.002087682672233848,-0.008768267223382042,0.25219206680584555
27,0.0003244120032440678,0.028710462287104565,0.008596918085969163,0.005190592051905885,0.007948094079480893,0.10413625304136251
28,0.0011391375101709178,0.019039869812856037,0.006997558991049679,0.0019528071602929575,-0.00016273393002437243,0.2442636289666396
29,-0.0004518072289156461,0.023042168674698837,0.013253012048192825,0.01159638554216873,0.008584337349397652,0.23719879518072293
30,0.00014164305949009303,0.011048158640226634,0.0021246458923512624,-0.006232294617563738,0.007507082152974509,0.01189801699716717
31,0.0008777429467084375,0.004764890282131629,0.0003761755485893081,-0.003260188087774352,0.006269592476488994,0.06545454545454543
32,0.004907241172950339,0.010053859964093382,-0.007540394973069997,0.005146618791143043,0.001555954518252567,0.21268701376421303
33,0.003389830508474545,0.006388526727509758,0.0056062581486310045,0.003389830508474523,0.0045632333767926525,0.19400260756192955
34,0.0,-0.016488046166529234,-0.018631492168178054,-0.01500412201154162,-0.002143446001648752,0.006430338004946456
35,-0.0008445945945946276,-0.020608108108108137,-0.005912162162162215,-0.019594594594594627,0.0005067567567567322,0.18918918918918914
36,0.001564945226917125,0.004068857589984409,0.009233176838810687,-0.010328638497652531,-0.0014084507042252837,0.2205007824726135
