,la,ld,exp,lt,rexp,fix,sexp,nuc,ndev,age,ns
0,0.001818181818181852,-0.025454545454545396,0.012727272727272764,-0.010303030303030258,-0.0006060606060605434,-0.003030303030302961,0.09393939393939402,-0.004242424242424181,0.003636363636363682,0.009696969696969737,0.0006060606060606544
1,-0.009427609427609363,-0.03703703703703698,-0.03973063973063966,-0.03905723905723899,-0.007407407407407374,0.0060606060606061,0.018855218855218923,-0.02962962962962956,-0.0343434343434343,-0.017508417508417428,-0.020875420875420804
2,0.03269961977186309,-0.004562737642585612,-0.028136882129277584,-0.012927756653992418,0.019771863117870693,-0.0015209125475285524,0.0030418250950569716,-0.01749049429657803,-0.017490494296578007,0.009125475285171047,-0.01140684410646393
3,0.056565656565656576,-0.001010101010101061,0.020707070707070695,0.012121212121212088,0.006060606060606077,0.004545454545454542,0.021212121212121193,0.008080808080808067,0.006565656565656552,0.006060606060606055,0.016161616161616134
4,0.004705882352941115,-0.0018823529411765127,-0.010352941176470653,-0.011764705882352988,0.001882352941176424,0.0032941176470587807,0.010352941176470565,-0.005176470588235315,-0.008470588235294164,-0.0018823529411765127,-0.016470588235294147
5,-0.0010899182561308284,-0.0032697547683923967,-0.008174386920980959,0.016348773841961806,-0.003814713896457822,-0.0010899182561308507,-0.006539509536784771,0.00326975476839233,0.03324250681198906,-0.0021798365122616347,0.011444141689373244
6,0.01517027863777085,0.01888544891640862,-0.026934984520123884,-0.02941176470588238,0.0117647058823529,0.0030959752321980893,-0.026625386996904043,-0.025077399380804978,-0.038699690402476825,-0.003405572755418018,-0.036532507739938144
7,0.025985401459854063,0.012554744525547478,-0.03678832116788318,-0.033868613138686096,0.01051094890510953,0.015474452554744555,-0.013430656934306517,-0.019562043795620387,-0.04291970802919702,0.0020437956204379937,-0.021605839416058335
8,0.012526997840172794,-0.0017278617710583255,-0.02203023758099352,0.004751619870410373,0.007343412526997839,-0.002591792656587466,-0.017278617710583165,-0.016414686825054002,-0.020302375809935193,0.0025917926565874883,-0.018142548596112286
9,0.023566878980891715,0.010191082802547768,-0.0031847133757961776,0.03312101910828025,0.04140127388535031,0.005095541401273884,0.008917197452229297,0.013375796178343946,0.007643312101910826,0.0019108280254777066,-0.003821656050955413
10,0.03676470588235296,0.015196078431372561,-0.009803921568627439,-0.0009803921568627416,0.015196078431372561,0.01029411764705881,-0.0034313725490195957,-0.007352941176470562,-0.02647058823529409,-0.0019607843137254832,-0.0117647058823529
11,0.03224489795918367,0.0077551020408163085,-0.021632653061224506,-0.013469387755102025,0.007346938775510225,0.017142857142857126,-0.00244897959183672,-0.0016326530612244873,-0.020816326530612272,0.001224489795918382,-0.018367346938775488
12,0.041818181818181775,0.028484848484848446,0.005454545454545423,-0.008484848484848494,0.026060606060606027,0.003030303030302961,-0.008484848484848517,-0.00545454545454549,-0.00969696969696976,0.005454545454545423,-0.003030303030303072
13,0.024812030075187973,0.0255639097744361,-0.012030075187969901,-0.005263157894736836,0.030827067669172935,0.0022556390977443775,0.0015037593984962515,0.011278195488721799,-0.021052631578947344,0.009022556390977465,-0.0015037593984962294
14,0.034999999999999996,0.019285714285714285,-0.01000000000000002,-0.015714285714285736,0.016428571428571414,-0.0014285714285714346,0.0049999999999999715,0.006428571428571406,-0.027142857142857156,0.004999999999999982,-0.015714285714285715
15,0.06165413533834589,0.015538847117794519,-0.01203007518796988,0.041604010025062685,0.003007518796992503,0.007518796992481214,-0.00350877192982455,0.002005012531328365,-0.021052631578947344,-0.001002506265664138,-0.014035087719298223
16,0.03897763578274762,-0.0025559105431310013,-0.014057507987220452,-0.009584664536741228,-0.014696485623003209,-0.00958466453674125,-0.026837060702875393,-0.0012779552715655117,-0.008306709265175738,-0.00766773162939296,0.0012779552715654896
17,0.12142857142857144,0.0375,0.03571428571428574,0.06071428571428572,-0.0035714285714285366,0.003571428571428581,0.025000000000000022,0.05535714285714288,-0.0017857142857142794,0.014285714285714301,0.0035714285714285587
18,0.09488054607508527,0.007508532423208147,-0.01638225255972705,0.007508532423208147,-0.007508532423208236,0.010921501706484604,0.0013651877133105338,0.008873720136518725,0.0020477815699658343,-0.019112627986348184,-0.00682593856655298
19,0.05814432989690719,0.01278350515463913,0.00824742268041232,0.031340206185566946,0.008659793814432937,0.025567010309278305,-0.0028865979381443863,0.0169072164948453,-0.006185567010309323,0.0012371134020618291,-0.005360824742268111
20,0.03571428571428574,0.008333333333333349,-0.0023809523809523504,0.02440476190476195,-0.0005952380952380931,0.004761904761904789,-0.012499999999999978,-0.0029761904761904656,0.0005952380952381153,-0.0172619047619047,-0.026785714285714256
21,0.02197802197802192,0.019780219780219755,-0.0065934065934065925,0.01648351648351647,0.0,0.001098901098901095,-0.009890109890109921,-0.015384615384615441,-2.2204460492503132e-17,-0.001098901098901095,-0.01428571428571428
22,0.06804123711340211,0.019243986254295575,0.01855670103092788,0.032302405498281825,0.03711340206185574,0.013058419243986341,-0.0006872852233676507,-0.004123711340206148,0.012371134020618601,-0.005498281786941561,-0.0013745704467353903
23,0.06417582417582417,0.03076923076923077,0.013186813186813206,0.025934065934065952,0.016263736263736294,0.008791208791208805,0.00967032967032968,0.014945054945054959,0.015384615384615396,0.000879120879120876,0.007032967032967008
24,0.04351851851851858,0.023148148148148185,0.04413580246913584,0.024382716049382736,0.011419753086419803,0.007716049382716084,0.03518518518518523,0.00833333333333337,0.007716049382716084,-0.0024691358024691024,-0.004629629629629583
25,0.021311475409835978,0.013114754098360604,-0.0036885245901639996,0.00020491803278681607,-0.007991803278688581,0.007786885245901609,-0.0030737704918033294,0.004508196721311442,-0.010245901639344334,-0.0030737704918033073,0.0006147540983606036
26,0.032994350282485915,0.0187570621468927,0.006553672316384218,0.002259887005649719,-0.0006779661016948823,-0.0013559322033898091,0.005197740112994387,0.0056497175141243085,0.000677966101694949,-0.005423728813559281,0.005875706214689291
27,0.03821656050955413,0.01868365180467091,0.000849256900212314,0.01146496815286624,-0.01273885350318471,0.004670912951167727,-0.008917197452229297,-0.009341825902335454,0.02292993630573248,-0.00849256900212314,-0.005095541401273884
28,0.0899641577060932,0.04086021505376347,0.021146953405017953,0.012903225806451623,0.005734767025089638,0.001792114695340552,-0.0007168458781361631,-0.0032258064516129,-0.0365591397849462,0.0035842293906810374,0.002508960573476715
29,0.0716006884681584,0.028227194492254793,0.020998278829604165,0.02203098106712569,0.01170395869191052,0.0010327022375215434,-0.002409638554216831,-0.007228915662650537,-0.028571428571428515,0.005851979345955294,-0.0020654044750429757
30,0.02345058626465666,0.014405360134003398,0.012395309882747108,0.02144053601340039,0.009045226130653328,0.0033500837520938466,0.005360134003350137,0.0010050251256281673,0.007370184254606405,0.0033500837520938466,0.0033500837520938687
31,0.0753911806543385,0.0483641536273115,0.01166429587482216,0.023044096728307206,0.010526315789473672,0.006543385490753883,0.008819345661450883,0.009957325746799417,0.0036984352773826055,0.0028449502133712557,0.011948790896159278
32,0.06173361522198737,0.03298097251585628,-0.018604651162790642,0.02304439746300215,4.4408920985006264e-17,-0.0002114164904862159,-0.0103594080338266,0.002536997885835124,0.004439746300211466,0.003171247357293905,0.0012684989429175841
33,0.05902777777777783,0.011979166666666718,-0.0026041666666666075,0.012847222222222277,0.0038194444444445306,-0.0027777777777777237,-0.006423611111111049,2.2204460492503132e-17,0.008680555555555603,0.0008680555555555802,0.0065972222222222985
34,0.027315914489311144,0.025653206650831328,-0.0009501187648456088,0.0009501187648455866,-0.0007125890736342066,-0.011401425178147306,0.004038004750593793,0.005938242280285011,-0.009738717339667491,0.00736342042755338,0.001187648456057011
35,0.02456608811748997,-0.001602136181575431,-0.008544726301735639,-0.0018691588785046953,-0.0002670226969292422,-0.0053404539385847995,-0.0061415220293725035,-0.0010680907877169909,0.012283044058744964,0.003204272363150862,0.007209612817089451
36,0.039853300733496376,0.008312958435207851,-0.00586797066014666,0.0068459657701711585,0.0024449877750611472,-0.0012224938875305292,4.4408920985006264e-17,0.0009779951100244988,-0.017359413202933972,-0.011980440097799482,0.011002444987775094
37,0.04893964110929849,0.01892332789559543,-0.011419249592169667,-0.008482871125611769,0.019249592169657402,-0.0009787928221860031,-0.005872756933115864,-0.009787928221859764,-0.01044045676998373,-0.004893964110929905,0.030342577487765053
38,0.025000000000000022,-0.0004385964912280604,-0.011403508771929815,-0.005701754385964919,0.021052631578947368,-0.00350877192982455,-0.014035087719298223,-0.01578947368421051,-0.00043859649122803825,-0.0030701754385964895,0.009649122807017551
39,0.027329192546583836,0.006832298136645964,0.0074534161490682925,0.026708074534161484,0.06459627329192548,0.003726708074534124,0.0068322981366459425,-0.002484472049689468,0.007453416149068315,0.004968944099378847,0.0018633540372670731
40,0.09446254071661242,0.021498371335504897,0.0019543973941368088,0.00846905537459286,0.06970684039087952,0.002605863192182478,0.001302931596091228,-0.004560260586319131,0.0032573289902280366,0.007166123778501632,0.030618892508143335
41,0.10024330900243314,0.021897810218978186,-0.0029197080291970766,-0.001946472019464718,0.03309002433090032,-0.0009732360097323145,0.002433090024330986,0.010705596107056037,0.002433090024330964,0.021897810218978186,0.050608272506082776
42,0.08937007874015743,0.006692913385826759,-0.0047244094488189115,-0.003149606299212615,0.0334645669291338,0.015748031496062964,-0.007086614173228356,-0.006692913385826826,-0.0043307086614173375,0.006692913385826759,0.03897637795275584
43,0.036713286713286684,0.0010489510489510411,0.0013986013986013734,-0.009790209790209836,0.006643356643356624,-0.0020979020979021044,0.01258741258741256,0.016433566433566395,-0.0038461538461538767,0.00209790209790206,-0.006293706293706358
44,0.014835948644793161,-0.0011412268188302655,0.03623395149786022,2.2204460492503132e-17,0.0068473609129814815,-0.00028530670470754415,0.0022824536376604863,0.0074179743223966145,-0.010271041369472166,0.00028530670470754415,-0.001997146932952898
45,0.037377049180327825,0.0013114754098360493,0.02590163934426226,-0.0029508196721311996,0.01836065573770491,-0.0029508196721311775,-0.01081967213114754,0.0026229508196720986,-0.0006557377049180469,0.0036065573770491357,0.02426229508196718
46,0.04943181818181826,0.00511363636363642,0.025568181818181858,0.01988636363636369,0.017045454545454607,0.011363636363636399,0.007386363636363668,0.006250000000000022,0.008522727272727293,0.007386363636363691,0.02784090909090915
47,0.025568181818181834,0.0017045454545454365,0.006818181818181812,0.01420454545454548,0.005113636363636353,-0.00681818181818179,-0.010795454545454542,-0.0028409090909090606,0.00625,0.0005681818181818121,0.0056818181818181655
