,ndev,entrophy,nuc,sexp,ld,fix,age,ns,rexp
0,0.011057692307692291,0.0014423076923076872,-0.038942307692307665,0.06682692307692306,0.0,0.0,0.0024038461538461453,0.0,0.0346153846153846
1,-0.01983471074380163,0.009917355371900837,-0.010578512396694207,0.0062809917355372,-0.0033057851239669312,0.0009917355371901193,-0.004628099173553691,0.0,0.009917355371900815
2,-0.005663716814159359,0.012389380530973382,0.009203539823008788,0.008141592920353925,0.001769911504424737,0.0014159292035397896,0.0070796460176990594,0.0007079646017698948,0.010265486725663676
3,0.002000000000000024,0.030500000000000037,0.009500000000000041,0.015500000000000024,-0.0019999999999999797,-0.0009999999999999788,0.009500000000000041,0.0,-0.012999999999999966
4,-0.0018292682926829285,-0.0006097560975609762,-0.011585365853658547,0.009756097560975618,-0.0006097560975609762,-0.009756097560975618,-0.0012195121951219523,0.0,0.004268292682926833
5,-0.0011976047904191268,-0.0023952095808382756,-0.013173652694610728,-0.017964071856287345,-0.005988023952095789,0.0,0.028742514970059908,0.0,-0.013173652694610728
6,-0.018867924528301883,-0.0754716981132076,0.0,-0.007547169811320753,0.0,0.0,-0.02264150943396226,0.0,0.0
7,0.0,0.02222222222222221,0.0,0.0,0.0,0.0,0.04444444444444442,0.0,0.0
8,-0.004081632653061229,0.03265306122448974,-0.012244897959183687,-0.004081632653061229,0.008163265306122436,-0.008163265306122458,0.008163265306122413,0.0,-0.020408163265306145
9,0.0,0.022580645161290325,0.009677419354838701,0.006451612903225823,0.048387096774193596,0.0,0.03225806451612907,0.0,0.0
10,0.0044444444444444505,0.017777777777777802,0.0,0.053333333333333344,0.008888888888888901,0.008888888888888901,0.040000000000000056,0.0,0.031111111111111135
11,0.0,0.02352941176470593,0.06588235294117653,0.009411764705882408,0.007058823529411784,0.0,0.030588235294117715,0.0,0.17176470588235299
12,0.0,0.018367346938775488,-0.0020408163265306146,-0.0020408163265306146,-0.02857142857142858,0.0,-0.010204081632653083,0.0,-0.006122448979591855
13,0.0,0.022222222222222275,-0.018181818181818143,0.0,-0.004040404040404022,-0.008080808080808044,-0.016161616161616155,0.0,0.002020202020202033
14,0.0,0.02142857142857142,0.02142857142857142,0.02142857142857142,0.02857142857142856,0.0,0.021428571428571443,0.0,0.0
15,0.0,-0.25,-0.075,0.0,-0.05,0.0,-0.075,0.0,-0.125
16,0.0,0.02222222222222221,0.0,0.0,0.0,0.0,-0.04444444444444447,0.0,-0.04444444444444447
17,0.0,0.09710982658959541,-0.03583815028901731,0.012716763005780351,0.048554913294797684,-0.004624277456647352,0.0023121387283237204,0.0,0.010404624277456653
18,0.0,0.010526315789473628,0.0,0.009356725146198785,0.15204678362573096,0.0,0.0011695906432748425,0.0,-0.01754385964912284
19,0.018357487922705307,0.046376811594202885,0.02222222222222221,0.016425120772946823,0.09082125603864732,-0.002898550724637694,0.016425120772946843,0.0,0.016425120772946843
