,la,nuc,exp,rexp,fix,sexp,ns,lt,ndev,age,ld
0,0.0,0.0,0.0,0.0,0.0,-0.03896103896103893,0.0,0.0,0.0,0.0,0.0
1,0.18695652173913044,0.0,-0.0008695652173912549,0.047826086956521796,0.0,0.01913043478260872,0.0,0.0,0.0,0.0,0.025217391304347858
2,0.12071428571428573,0.0,0.0,-0.002142857142857113,0.0,-0.00857142857142854,0.0,0.0035714285714285587,0.0,-0.012857142857142855,-0.004999999999999982
3,0.04615384615384612,-0.0023668639053255,0.0035502958579881395,-4.4408920985006264e-17,0.0,-0.027218934911242654,0.0,-0.004733727810650912,0.0,0.011834319526627168,-0.01065088757396453
4,0.07745098039215681,-0.0029411764705882916,0.012745098039215641,0.0,0.0,-0.02647058823529418,0.0,0.03235294117647054,0.0,0.0,-0.009803921568627527
5,0.058149779735682826,-0.0030837004405285693,0.04493392070484585,-0.0066079295154184425,0.0,0.02511013215859035,0.0,0.010132158590308448,0.004405286343612369,0.0,0.027753303964757746
6,0.13189189189189193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.1214574898785425,0.0,0.0,0.0,0.0,0.002024291497975739,0.0,0.0,0.0,0.0,0.01497975708502024
8,0.02206896551724131,0.015172413793103435,0.011034482758620645,0.0,0.0,0.0,0.0,-0.002758620689655178,0.0,0.0,0.0
9,0.08181818181818179,0.0,0.0,0.0,0.0,0.011363636363636308,0.0,0.0,0.0,0.0,0.0
10,0.14444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.06616541353383461,0.015037593984962428,0.0,0.028571428571428602,0.0,-0.009022556390977399,0.0,-0.004511278195488711,0.0,-0.03007518796992479,-0.010526315789473651
12,0.0712643678160919,0.0,0.0,0.0,0.0,0.0,0.0,0.02528735632183905,0.0,0.0,0.0
13,2.2204460492503132e-17,0.0,-0.03529411764705881,0.011764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.1433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.062121212121212174,0.03257575757575766,0.0,0.0,0.0,-0.017424242424242387,0.0,0.05606060606060612,0.0,-0.009090909090909038,0.0
16,0.07391304347826082,0.0,0.0,0.0,0.0,0.0,0.0,-0.01043478260869568,0.0,0.0,0.0
17,0.0,0.0,0.0,0.06021505376344092,0.0,0.06881720430107532,0.0,0.0,0.0,0.0,0.0
18,0.013953488372092981,0.0,0.0,0.0,0.0,0.027906976744185963,0.0,-0.025581395348837254,-0.02558139534883728,0.0,-0.025581395348837254
19,0.17049180327868851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.16695652173913048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.10810810810810811,0.0,0.0,0.0,0.0,-0.03513513513513513,0.0,0.0,0.0,0.0,0.0
22,0.16060606060606059,0.0,0.006060606060606033,0.0,0.0,0.0,0.0,-0.020202020202020242,0.0,0.006060606060606033,0.0
23,0.18152610441767064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.15702479338842976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
