,nd,age,lt,ndev,sexp,rexp,la,ns,ld,fix,nuc
0,0.0,0.0,0.03551912568306006,0.0,0.0,0.0,0.16721311475409834,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.2034843205574913,0.0,0.0,0.0,0.0
2,0.0,-0.01532567049808431,-0.010727969348659027,-0.006130268199233724,-0.004597701149425282,0.0,0.08275862068965514,0.007662835249042122,0.0,0.0,-0.003831417624521083
3,0.0,0.0,0.0,0.0,0.0,0.0,0.20796963946869068,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.17627118644067793,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.14082073434125272,0.0,0.0,0.0,0.0
6,0.0,0.014564831261101197,0.0,0.0,0.0,0.0,0.1598579040852575,0.0,0.0,0.0,0.0
7,0.010301953818827658,0.015985790408525703,-0.008525754884547099,0.021314387211367625,-0.0014209591474245498,0.025932504440497283,0.0845470692717584,0.007104795737122504,0.0007104795737121972,0.003197158081705087,0.008525754884547033
8,0.013133208255159446,-0.0018761726078799779,0.02063789868667911,0.0,-0.009005628517823694,0.008630393996247631,0.13058161350844272,0.0071294559099436714,-0.0011257035647279866,0.0015009380863039378,-0.009005628517823694
9,0.0,0.0,0.0,0.0,0.0,0.0,0.20794912559618442,0.0,0.0,0.0,0.0
10,0.0,0.017132867132867123,0.0,0.0,0.0,0.0,0.14965034965034968,0.0,0.0,0.0,0.0
11,-0.003448275862068928,0.011206896551724198,0.0,0.0,0.0,0.0,0.16422413793103452,0.0,0.0,0.0,0.0
12,0.005128205128205154,0.014452214452214451,0.006060606060606077,0.0,0.017249417249417243,0.0,0.11142191142191142,0.0,0.0,0.0,-0.004195804195804209
13,0.0,0.005945945945945974,0.0,0.012972972972972997,-0.0037837837837837673,0.0,0.08864864864864866,0.0,0.0,-0.002162162162162162,-0.005405405405405394
14,0.015306122448979598,0.003571428571428603,-0.001020408163265274,0.004081632653061229,0.0,0.0,0.09387755102040814,0.0,0.01530612244897962,-0.003061224489795911,0.0
15,0.00913705583756339,-4.4408920985006264e-17,0.01895093062605748,0.015228426395939043,0.0561759729272419,0.019289340101522834,0.12724196277495764,0.0,0.03282571912013532,0.0,-0.001353637901861293
16,-0.022009569377990413,0.022647527910685826,0.017862838915470514,0.0992025518341308,0.022647527910685826,0.0,0.06666666666666668,0.0,-0.0012759170653907415,0.0,0.02105263157894739
17,0.0,0.0,0.006682577565632486,0.025775656324582386,0.023866348448687357,0.0,0.046778042959427245,0.0,0.0,0.0,0.005727923627684972
18,0.0,0.0,0.0,0.026849315068493106,0.04547945205479449,0.004383561643835599,0.13260273972602737,0.0,0.0,0.0,0.0
19,0.0,0.04330357142857144,0.0013392857142857206,0.02901785714285716,0.05535714285714288,0.01830357142857142,0.1785714285714286,0.0,4.4408920985006264e-17,0.0,0.012946428571428603
20,0.003812824956672456,0.0,0.035355285961871784,0.025649913344887375,0.06516464471403813,0.0027729636048527294,0.17469670710571925,0.0,0.020103986135181984,0.0,0.010051993067591015
21,0.0022471910112359383,0.0,0.0,0.014446227929373955,0.008988764044943776,0.008988764044943798,0.20930979133226318,0.006420545746388395,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.18637770897832817,0.0,0.0,0.0,0.0
23,0.0,0.0,-0.0006722689075630228,0.034957983193277364,0.05579831932773112,0.02890756302521009,0.13915966386554623,0.0,0.0,0.0,0.0
24,-0.0013513513513513597,-0.0009009009009009139,0.01486486486486487,0.021621621621621602,0.034684684684684705,0.0,0.055405405405405395,0.0,0.02207207207207207,0.0,0.00045045045045044585
25,0.0363636363636364,0.0,0.009336609336609403,0.03538083538083538,0.0058968058968059235,0.0,0.09041769041769043,0.0,0.0,0.0,0.0
26,0.02312633832976445,-0.003854389721627438,0.02398286937901497,0.04539614561027834,0.026124197002141303,0.0,0.07751605995717344,0.0,-0.005995717344753793,0.0,0.07880085653104922
27,0.010218978102189835,0.001824817518248234,0.005109489051094917,0.020437956204379583,0.044160583941605894,-0.004014598540145941,0.10802919708029202,0.0,-0.00036496350364958465,0.0,0.008029197080292039
28,-0.0007561436672968158,-0.0022684310018903807,0.007561436672967825,0.02646502835538749,0.006427221172022657,-0.005293005671077533,0.06843100189035911,0.0,-0.011720226843100234,0.0015122873345935872,0.018147448015122823
29,0.0,0.0,0.0,0.0,0.0,0.0,0.20357142857142857,0.0,0.0,0.0,0.0
30,0.021149425287356326,-0.002758620689655178,0.006896551724137945,0.03402298850574712,0.022068965517241402,-0.005057471264367774,0.07862068965517241,0.0,-0.019770114942528737,0.0,-0.005517241379310334
31,0.0,0.0,0.0,0.032842105263157874,0.04378947368421053,0.020210526315789477,0.14189473684210527,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.1694760820045558,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.1836858006042296,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.19647058823529417,0.0,0.0,0.0,0.0
35,0.02799263351749539,0.009576427255985242,0.0033149171270718146,0.0018416206261510082,0.032780847145488054,0.007366482504604033,0.1322283609576427,0.0,0.0036832412523020164,0.004051565377532218,0.013259668508287258
36,0.0,0.0,0.0,0.0,0.022183708838821502,0.0,0.15285961871750436,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.2083484573502723,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.2004264392324094,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.21567164179104478,0.0,0.0,0.0,0.0
40,0.02393822393822389,0.003474903474903468,0.007722007722007707,0.00579150579150578,0.0528957528957529,0.009266409266409249,0.127027027027027,0.0,0.004633204633204624,0.004247104247104239,0.016216216216216182
41,0.0,0.0,0.0,0.01009615384615381,0.08557692307692308,-0.015384615384615396,0.08365384615384615,0.0,0.0,0.0,0.005769230769230749
42,0.0,0.010041841004184126,-0.011715481171548104,0.015062761506276168,0.002510460251046043,0.009205020920502105,0.12217573221757323,0.0,0.0,0.0,0.0033472803347280645
43,0.0,0.0,0.0,0.0,0.0,0.0,0.13019271948608133,0.0,0.0,0.0,0.0
44,0.01006289308176105,0.0,0.0,-0.0008385744234800541,0.018867924528301928,0.008385744234800874,0.10020964360587004,0.0,0.0,0.0,-0.006708595387840655
45,0.0,0.0,0.0,0.0,0.0,0.0,0.10354906054279749,0.0,0.0,0.0,0.0
46,0.0010695187165775666,0.0,0.0,0.0,-0.003921568627450944,-0.005347593582887678,0.2167557932263815,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,-0.003065134099616862,0.02452107279693485,-0.026053639846743294,0.18007662835249044,0.0,0.008045977011494232,0.0,0.005363984674329502
48,0.0,0.0,0.0,0.0,0.0,0.0,0.11623246492985972,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.14345351043643265,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.17088305489260147,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.12409240924092416,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.15638297872340423,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.12943925233644862,0.0,0.0,-0.01728971962616821,0.0
54,0.0,0.009890109890109855,-0.0027472527472527817,0.02802197802197799,0.0021978021978021458,0.003296703296703285,0.19615384615384612,0.0,0.0027472527472527375,0.0,0.0
55,0.0,0.0,0.0,-0.0016172506738544533,0.004851752021563316,0.0,0.198921832884097,0.0,0.0,0.0,0.007547169811320753
56,0.0,0.0,0.0,0.0,0.0,0.0,0.15785123966942147,0.0,0.0,0.0,0.0
57,0.0,0.007453416149068315,0.0,0.009006211180124235,0.02298136645962732,-0.0024844720496894233,0.2158385093167702,0.0,0.0,0.0,0.0003105590062111974
58,0.0,0.0,0.0,0.0,0.0,0.0,0.25602027883396705,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.23307086614173222,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.22928870292887032,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.21503267973856213,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.17995337995337998,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.12241610738255038,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.09775280898876404,0.0,0.0,0.0,0.0
65,0.0030232558139534405,0.0,-0.002093023255813997,0.019999999999999952,0.031860465116279026,0.011395348837209251,0.10395348837209299,0.0,0.003255813953488329,0.0,0.010465116279069719
66,0.0,0.0,0.0,0.0,0.0,0.0,0.18335343787696023,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.12275449101796405,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,-0.01739130434782612,0.05518394648829428,0.0,0.0,0.0,0.0
69,0.0,2.2204460492503132e-17,0.036167664670658684,0.07568862275449104,0.052694610778443104,-0.0023952095808382977,0.10035928143712576,0.0,-0.0007185628742514716,-0.0016766467065868263,0.02107784431137727
70,0.0,-0.025500000000000033,0.0,0.06874999999999998,0.011499999999999977,0.0,0.15249999999999997,0.0,0.0,0.0,0.01749999999999998
71,0.0,0.0,0.0,0.009784735812133082,0.08219178082191783,0.0,0.0747553816046967,0.0,-0.009393346379647727,0.0,0.009784735812133105
