,age,ld,rexp,sexp,ndev,entrophy,nuc,fix,ns
0,-0.0009615384615384581,0.049519230769230746,0.0014423076923076872,-0.03846153846153848,0.009615384615384581,0.00528846153846152,0.06586538461538458,0.0014423076923076872,0.0
1,0.026446280991735495,0.013884297520661115,0.05057851239669418,0.002314049586776812,-0.002314049586776923,0.00033057851239666204,0.08363636363636362,0.002314049586776834,0.0016528925619834656
2,0.01628318584070796,-0.00814159292035399,0.020530973451327438,-0.011327433628318562,-0.004247787610619458,0.004247787610619458,0.0385840707964602,-0.0038938053097344882,0.002123893805309729
3,0.04700000000000002,0.029500000000000016,0.00750000000000004,0.006000000000000028,-0.016500000000000004,0.046,0.021500000000000054,-0.007999999999999962,0.0
4,0.020731707317073123,0.07317073170731703,0.02682926829268286,0.015243902439024381,0.0,0.023780487804878004,0.035365853658536506,0.009146341463414642,0.0
5,0.004790419161676618,0.03113772455089816,0.02155688622754486,-0.008383233532934176,-0.022754491017964118,-0.0047904191616767065,0.007185628742514915,-0.003592814371257513,0.0
6,0.06415094339622651,-0.0037735849056603544,0.018867924528301994,0.0,0.0,-0.0037735849056603544,-0.04150943396226414,0.0,0.0
7,-0.04444444444444442,-0.08888888888888884,0.0,0.0,0.0,-0.02222222222222219,0.0,0.0,0.0
8,0.0,0.0816326530612245,0.0,-0.004081632653061207,0.0,0.0,0.0,0.0,0.0
9,-0.029032258064516148,-0.006451612903225823,0.032258064516129004,-0.025806451612903247,0.0129032258064516,0.01290322580645158,0.016129032258064502,0.0,0.0
10,0.0666666666666667,0.08000000000000003,0.20888888888888896,0.13333333333333336,0.031111111111111135,0.0,0.07111111111111115,4.4408920985006264e-17,0.0
11,0.030588235294117673,0.014117647058823568,0.2235294117647059,0.002352941176470602,0.0,0.014117647058823568,-0.00941176470588232,0.0,0.0
12,0.04693877551020413,0.02653061224489799,-0.018367346938775488,0.0,0.008163265306122458,0.008163265306122458,0.02244897959183676,0.0,0.0
13,0.07272727272727271,0.008080808080808067,0.056565656565656576,0.0,0.008080808080808044,0.16565656565656567,0.14545454545454545,-0.014141414141414144,0.0
14,0.04285714285714284,0.06428571428571425,-0.07857142857142865,0.02857142857142856,0.0,0.049999999999999975,0.028571428571428515,0.0,0.0
15,-0.025,0.025,0.0,0.0,0.0,0.0,-0.05,0.0,0.0
16,-0.04444444444444444,0.0,-0.02222222222222222,0.0,0.0,-0.04444444444444444,-0.02222222222222222,0.0,0.0
17,0.0,0.1317919075144509,0.0011560693641619046,0.0,0.0,0.19884393063583822,0.015028901734104072,0.0,0.0
18,0.05847953216374271,0.09005847953216375,0.057309941520467866,0.02105263157894739,0.0,0.16842105263157897,0.035087719298245654,0.0011695906432748649,0.0
19,-0.0009661835748792536,0.1333333333333333,0.007729468599033807,0.021256038647343,-0.009661835748792291,0.1285024154589372,-0.004830917874396157,0.0009661835748792314,-0.006763285024154619
20,0.0028571428571428914,0.014285714285714323,0.0014285714285714457,-0.00428571428571427,0.0,0.14571428571428577,0.04714285714285722,-0.0071428571428571175,0.004285714285714337
21,0.011255411255411296,0.07705627705627707,0.01904761904761909,0.048484848484848506,0.0,0.14372294372294375,0.005194805194805241,0.0,0.030303030303030342
22,-0.008135593220339032,0.027796610169491465,-0.010169491525423768,-0.014915254237288168,-0.00949152542372884,0.054237288135593184,0.005423728813559303,-2.2204460492503132e-17,0.012881355932203343
23,0.020143884892086295,0.04172661870503593,0.018705035971222972,0.011510791366906404,0.14100719424460426,0.08681055155875297,-0.0014388489208633447,-0.0004796163069544779,0.019184652278177405
24,0.0,0.1575984990619137,0.00412757973733584,0.08405253283302065,0.0,0.18348968105065666,0.005628517823639778,0.0,0.0
25,0.0041095890410959065,0.18584474885844748,-0.0009132420091324311,0.004109589041095885,0.06803652968036526,0.12420091324200908,-0.0091324200913242,0.0018264840182648178,0.06803652968036526
26,-2.2204460492503132e-17,0.16881889763779523,-0.0037795275590551515,0.0,0.0031496062992125706,0.13984251968503936,0.015118110236220427,0.0,0.0
27,0.0,0.09659863945578229,-0.0029931972789116077,0.007346938775510204,-0.0019047619047619425,0.034557823129251666,0.003809523809523796,0.0005442176870747994,0.0
28,-0.0088560885608856,0.06900369003690035,0.0,-0.003690036900368998,0.019557195571955743,0.026199261992619904,0.04907749077490775,-0.0018450184501844769,-0.0025830258302582897
29,0.007692307692307665,0.12252747252747247,0.0016483516483516204,0.0005494505494505475,0.025824175824175753,0.08021978021978018,0.05769230769230764,-0.0027472527472528264,-2.2204460492503132e-17
30,0.0010781671159029171,0.06307277628032337,0.008625336927223648,0.0021563342318058564,-0.0005390835579515141,0.024258760107816645,0.010781671159029593,-0.0037735849056604208,0.004312668463611802
31,0.0008565310492505418,0.10021413276231261,0.009421841541755894,0.003426124197002145,0.07751605995717344,0.1139186295503212,0.041970021413276236,0.003854389721627394,0.012847965738758016
32,0.0,0.1122203098106713,0.014802065404475085,0.0,0.05025817555938043,0.16282271944922552,0.028571428571428626,0.0,0.0
