,exp,entrophy,age,nuc,la,ndev,fix,lt,ld,ns
0,-0.02777777777777779,-0.06111111111111114,0.011111111111111117,0.11111111111111109,0.061111111111111116,0.0,0.0,0.0,0.016666666666666663,0.0
1,0.0,0.0,0.0,0.0,0.0,-2.2204460492503132e-17,0.0,0.0,-0.0050000000000000044,0.0
2,0.005714285714285716,0.0,-0.034285714285714294,0.0,-0.022857142857142864,0.0,0.017142857142857137,-0.01714285714285716,-0.034285714285714294,0.0
3,0.03684210526315791,-0.021052631578947344,0.0,-0.010526315789473661,1.1102230246251566e-17,0.0,-0.01578947368421051,2.2204460492503132e-17,0.005263157894736847,0.0
4,0.003846153846153821,0.0,0.0,-0.015384615384615418,-0.011538461538461563,-0.0038461538461538546,-0.08461538461538462,-0.007692307692307709,-0.023076923076923116,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.016216216216216207,0.016216216216216228,0.0540540540540541,-0.005405405405405373,0.0,-0.01621621621621616,0.021621621621621644,0.021621621621621668,0.0648648648648649,0.0
7,0.0,0.32,0.1333333333333334,0.0,0.0,0.0,0.0,0.0,0.01333333333333333,0.0
8,0.0,0.010309278350515427,0.08453608247422675,0.0,0.05979381443298966,0.0020618556701030412,0.010309278350515427,0.006185567010309256,0.026804123711340177,0.0
9,-0.0016393442622950837,0.0032786885245901674,0.004918032786885229,-0.006557377049180335,0.08360655737704914,-0.01311475409836067,0.018032786885245834,0.0016393442622950837,0.006557377049180291,0.0
10,0.00952380952380949,0.0,0.0,0.0,-0.009523809523809513,0.0,0.0,0.0,0.0,0.0
11,-0.011111111111111138,0.002777777777777768,0.01388888888888884,0.0,0.011111111111111072,0.008333333333333304,0.0,0.03888888888888882,0.002777777777777768,-0.01388888888888895
12,-0.04615384615384617,0.03076923076923077,-0.0051282051282051325,0.015384615384615375,0.002564102564102555,-0.0051282051282051325,-0.015384615384615396,-0.03846153846153847,0.08205128205128205,0.0
13,0.0020408163265305925,0.014285714285714258,0.01020408163265304,0.00612244897959181,0.018367346938775498,0.0,-0.0020408163265306254,0.004081632653061195,0.048979591836734684,0.0
14,0.005128205128205154,0.04871794871794877,0.015384615384615441,0.02564102564102566,-0.002564102564102533,0.005128205128205154,0.010256410256410286,0.010256410256410308,0.010256410256410308,-0.002564102564102533
15,0.0,0.06944444444444446,0.03055555555555558,0.00833333333333337,0.0,0.0,0.0,0.0,0.016666666666666698,-0.008333333333333304
16,0.0,0.0,-0.0068965517241379335,0.0,0.0,0.0,0.010344827586206895,0.0,0.0,0.0
17,-0.0125,-0.01875,-0.0125,-0.04375,-0.00625,-0.05625,-0.05,-0.1125,-0.025,0.0
18,0.06666666666666661,0.0,0.0,0.033333333333333284,-0.050000000000000024,0.01666666666666663,-0.0666666666666667,0.016666666666666653,-4.4408920985006264e-17,0.0
19,0.0,0.0,0.0,0.0,0.0,0.016666666666666663,0.0,-0.08333333333333337,0.0,0.0
20,-0.0074074074074073955,0.0,0.0,0.0,0.0,0.022222222222222244,-0.014814814814814791,-0.059259259259259234,0.0,0.0
21,0.0,0.0,0.01276595744680844,0.0,0.0,0.0,0.0,0.0,0.0,-0.012765957446808552
22,-0.012244897959183654,-0.008163265306122446,0.0,0.012244897959183687,0.03673469387755105,-0.08571428571428572,-0.02857142857142857,0.06938775510204084,-0.048979591836734684,0.0
23,-0.033333333333333326,-0.029999999999999992,-0.020000000000000007,-0.016666666666666663,0.030000000000000006,-0.009999999999999998,0.0,-0.0033333333333333327,0.009999999999999998,-0.01333333333333333
24,0.0,-0.04516129032258069,-0.03548387096774197,-0.0032258064516129,0.01290322580645158,-0.0129032258064516,-0.0032258064516129,0.0,0.019354838709677392,0.0
25,0.002739726027397227,0.0328767123287671,-0.013698630136986334,-0.005479452054794542,0.07945205479452053,-0.008219178082191792,0.04383561643835614,-0.005479452054794565,0.04931506849315066,0.010958904109589019
26,0.0078125,0.00625,0.0015625,0.0125,-0.0109375,0.0140625,0.0,0.003125,0.01875,-0.00625
27,0.00441988950276242,-0.01767955801104972,-0.012154696132596654,-0.00220994475138121,-0.001104972375690605,0.00441988950276242,0.015469613259668513,-0.00220994475138121,2.2204460492503132e-17,0.0
28,-0.0032258064516129,0.0129032258064516,0.009677419354838701,0.05161290322580643,0.048387096774193526,0.0,0.019354838709677403,0.0,0.06451612903225805,0.0
29,0.04347826086956528,-0.021739130434782594,0.026086956521739202,-0.023913043478260797,-0.002173913043478226,-0.017391304347826052,0.036956521739130485,0.015217391304347872,0.10652173913043483,0.01956521739130439
30,-0.013483146067415675,-0.026966292134831416,-0.038202247191011215,-0.008988764044943776,-0.026966292134831416,0.006741573033707882,0.035955056179775326,0.0022471910112359826,0.0561797752808989,-0.017977528089887597
31,0.0036363636363636598,-0.0018181818181817633,0.0072727272727273196,0.0036363636363636598,-0.012727272727272698,0.0,0.0072727272727273196,4.4408920985006264e-17,0.01818181818181821,0.014545454545454573
32,-0.0013698630136986466,0.0013698630136986245,-0.010958904109589062,0.005479452054794509,-0.005479452054794542,-0.008219178082191803,-0.001369863013698658,0.002739726027397249,-0.013698630136986323,-0.013698630136986323
33,0.004477611940298476,0.0029850746268656582,0.01940298507462681,0.0,0.007462686567164134,-0.0014925373134328402,0.004477611940298431,0.0,-4.4408920985006264e-17,0.0014925373134328178
34,0.009756097560975585,-0.003658536585365857,0.0,0.0,0.0,0.007317073170731681,0.05121951219512193,0.0060975609756097615,0.0012195121951219523,0.0
35,0.008849557522123908,0.01150442477876108,0.037168141592920347,0.02831858407079646,0.007079646017699126,0.0008849557522123908,0.02831858407079648,0.005309734513274345,0.022123893805309748,0.007964601769911516
36,0.044799999999999986,0.02400000000000001,0.03680000000000001,0.009600000000000008,-0.03840000000000003,0.019199999999999995,-0.05120000000000002,0.0064000000000000055,-0.017600000000000015,0.009599999999999997
37,0.0,0.0,-0.0064000000000000055,0.0016000000000000014,0.0032000000000000028,-0.0032000000000000028,0.03519999999999997,-0.0032000000000000028,-0.0016000000000000014,-0.0064000000000000055
38,-0.008620689655172441,-0.0034482758620689945,0.0017241379310344528,-0.0017241379310345196,0.0,0.003448275862068928,0.04655172413793098,-2.2204460492503132e-17,-0.0017241379310344973,0.003448275862068928
39,0.01428571428571428,0.0023809523809523725,0.009523809523809535,0.11428571428571428,0.0023809523809523946,0.0023809523809523946,0.11428571428571428,0.061904761904761886,-0.016666666666666653,0.0023809523809523725
40,-0.019512195121951147,0.009756097560975618,0.014634146341463428,0.009756097560975618,0.019512195121951237,0.009756097560975618,0.17317073170731712,0.03658536585365857,0.014634146341463428,0.0024390243902439046
41,0.0,0.0,0.0,0.0,-0.018181818181818188,0.0,0.036363636363636355,0.0,0.010909090909090913,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.03478260869565216,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.08648648648648644,0.0,0.0,0.0
44,0.0,-0.004545454545454542,0.0,0.0,0.0,0.0,-0.013636363636363613,-0.022727272727272707,-0.05454545454545451,0.0
45,0.0418604651162791,0.018604651162790687,0.05116279069767442,-0.018604651162790732,0.0,-0.05581395348837208,0.0,0.08372093023255812,0.0418604651162791,0.04651162790697676
46,-0.016666666666666684,-0.029166666666666695,0.004166666666666652,0.016666666666666653,-0.012500000000000011,-0.03333333333333336,0.0,0.020833333333333325,-0.029166666666666695,-0.004166666666666685
47,0.0,0.017910447761194027,-0.002985074626865669,0.005970149253731338,0.00895522388059703,-0.026865671641791034,0.05671641791044777,0.011940298507462688,-0.04477611940298507,0.014925373134328346
48,0.0,0.0,0.0,-0.008163265306122458,-0.020408163265306124,0.0,0.09795918367346937,0.0,0.016326530612244917,0.0
49,0.017142857142857147,0.005714285714285716,-0.005714285714285716,0.0,0.0,-0.034285714285714294,0.0,-0.011428571428571432,0.04571428571428571,-2.2204460492503132e-17
50,0.0,0.0,0.0,0.0,0.0,0.0,0.014035087719298244,0.0,0.0,0.0
51,0.0,0.0,-0.09315068493150686,0.0,-0.005479452054794521,0.0,0.03287671232876712,0.0,-0.00821917808219178,0.0
52,0.0406779661016949,0.010169491525423702,0.003389830508474567,0.09152542372881353,-0.027118644067796627,0.0,0.0,-2.2204460492503132e-17,-0.016949152542372902,0.01355932203389829
53,0.0,0.0,-0.04444444444444442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,-0.016260162601625994,0.0,0.006504065040650398,-0.004878048780487798,0.019512195121951237,0.0,0.0016260162601625995,0.006504065040650398
55,0.0,0.0,-0.0058823529411765165,0.0,-0.0014705882352941345,-0.007352941176470673,0.029411764705882304,0.005882352941176427,0.0,0.00588235294117645
56,-0.005063291139240489,0.005063291139240489,-0.007594936708860733,0.017721518987341756,0.012658227848101245,0.0,0.0,-0.012658227848101222,-0.012658227848101267,0.09113924050632913
57,0.0,-2.2204460492503132e-17,0.0,-0.004347826086956541,0.10217391304347825,0.015217391304347783,0.0,0.0,0.008695652173913016,0.017391304347826052
58,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363637,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004301075268817201,0.0,0.0
60,-0.00368098159509207,0.01717791411042944,0.0871165644171779,0.015950920245398726,0.008588957055214697,0.004907975460122671,0.0,0.007361963190184007,0.004907975460122671,0.024539877300613466
61,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000016,0.0,0.0,0.0
62,-0.0017167381974249496,0.047210300429184504,0.028326180257510658,0.004291845493562185,-0.017167381974248986,-0.006008583690987179,0.0,0.005150214592274649,0.008583690987124415,0.046351931330472065
63,-0.0219895287958116,0.0010471204188481575,0.03350785340314131,-0.004188481675392719,0.0010471204188481575,-0.0010471204188481798,0.0,-0.0010471204188481798,-0.015706806282722564,0.07748691099476435
64,-0.0017094017094017033,-0.00512820512820511,0.0017094017094017478,-0.0017094017094016812,-0.0017094017094017033,0.030769230769230792,0.047863247863247894,2.2204460492503132e-17,-0.0017094017094017033,0.00683760683760688
65,0.004819277108433728,0.002409638554216864,0.0,-0.002409638554216864,0.0,0.007228915662650592,0.03373493975903615,0.0,0.0,0.002409638554216864
66,0.0,0.0,0.0,0.0,-0.006711409395973145,0.0,0.029530201342281882,-0.004026845637583909,-0.01744966442953023,0.0
67,0.0,0.011764705882352955,0.0014705882352941235,0.00882352941176472,0.01470588235294118,0.0,0.02058823529411765,0.01470588235294118,0.005882352941176483,0.005882352941176494
68,-0.008275862068965505,0.0,0.0,-0.002758620689655167,0.009655172413793111,0.0,0.0,5.551115123125783e-18,-0.006896551724137917,0.0
69,0.008955223880596986,0.0014925373134328291,-0.0014925373134328402,0.0,0.0,-0.005970149253731361,0.0,0.0,0.0,0.0
70,0.03680000000000001,-0.0064000000000000055,-0.004800000000000004,-0.008000000000000007,0.0064000000000000055,-0.014400000000000001,0.033600000000000005,-0.020799999999999985,-0.004800000000000004,-0.004800000000000004
71,0.0,0.0,0.0,0.0,0.0,0.0,0.040625,0.0,0.0,0.0
72,-0.021276595744680816,-0.004255319148936132,0.044680851063829796,-0.044680851063829755,0.03191489361702131,-0.0021276595744680327,0.0,0.004255319148936221,0.04255319148936172,-0.0021276595744680327
73,0.0,0.0,0.0795180722891566,0.0,0.028915662650602393,0.0,0.0,0.0,-0.08674698795180724,0.07228915662650601
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03191489361702126,0.003191489361702138
75,0.1164750957854406,0.011494252873563204,0.006130268199233724,0.002298850574712663,0.0,0.001532567049808442,0.009195402298850564,-0.022988505747126475,0.006130268199233702,0.013793103448275845
76,0.004739336492891044,0.01895734597156402,0.09194312796208537,0.0,0.018009478672985836,0.006635071090047439,0.0009478672985782088,0.0037914691943128354,6.661338147750939e-17,0.01990521327014223
77,0.0,0.028742514970059863,0.09940119760479041,0.005988023952095833,0.049101796407185636,0.008383233532934154,0.0,0.0011976047904191489,0.003592814371257469,0.05628742514970057
78,-0.0012499999999999955,0.00750000000000004,0.07375000000000002,-0.002499999999999991,0.06375000000000001,0.0025000000000000135,0.0,-0.009999999999999964,0.007500000000000018,0.04500000000000002
79,0.0,0.005839416058394153,0.0029197080291970766,-0.005839416058394153,-0.0014598540145985383,0.008759124087591236,0.017518248175182487,0.0,-0.004379562043795615,0.005839416058394159
80,0.0,0.0034482758620689668,0.0,0.0,-0.010344827586206884,0.0,0.0,0.0,0.0,-0.003448275862068961
