,ld,ns,fix,rexp,exp,sexp,la,nuc,lt,ndev,age
0,0.007792207792207772,0.0,0.0,0.019480519480519452,0.07012987012987011,0.0,0.0,0.13896103896103895,0.025974025974025938,0.0,0.05714285714285713
1,-0.0017391304347825543,0.052173913043478314,-0.007826086956521695,-0.0008695652173912327,-0.01043478260869557,-0.01913043478260863,0.14869565217391306,-0.007826086956521695,-0.006956521739130373,-0.03391304347826081,-0.0017391304347825986
2,0.0,0.0,0.0,0.049285714285714266,0.0357142857142857,0.018571428571428527,0.20428571428571426,0.00857142857142854,0.006428571428571406,0.0,0.0
3,0.0,0.0,0.0,0.0071005917159763675,0.034319526627219,0.037869822485207136,0.12426035502958588,0.0,0.0,0.0,0.0
4,0.0,0.010784313725490224,0.0,0.0,0.022549019607843168,-0.022549019607843102,0.12647058823529414,-0.0019607843137254832,0.0009803921568627416,0.0,-0.00784313725490191
5,0.037885462555066106,0.0,0.0,0.0,0.02202643171806169,0.0,0.15991189427312777,0.0,0.036563876651982394,0.0,0.0
6,0.003963963963963946,0.005765765765765751,0.0003603603603603567,0.0014414414414414267,0.00108108108108107,0.014054054054054044,0.1416216216216216,0.023423423423423385,0.03819819819819816,0.0028828828828828534,0.00108108108108107
7,0.0,0.0,0.0,0.0,-0.0076923076923076875,-0.0016194331983805598,0.05870445344129558,0.0,-0.0016194331983805598,0.0,0.0
8,0.0,0.0,0.0,0.0,0.025517241379310284,0.0,0.04827586206896548,0.0110344827586206,-0.014482758620689684,0.0,0.0
9,0.006818181818181812,-0.004545454545454542,0.0,0.040909090909090964,0.04318181818181821,-0.009090909090909084,0.16363636363636366,-0.022727272727272707,2.2204460492503132e-17,0.050000000000000044,0.006818181818181834
10,0.047222222222222235,0.005555555555555558,0.0,0.01666666666666663,0.04166666666666665,0.011111111111111072,0.15555555555555553,0.04166666666666665,0.04166666666666665,0.0,0.03888888888888888
11,0.03609022556390975,-0.0075187969924812355,0.00601503759398494,0.009022556390977422,0.01353383458646613,0.012030075187969901,0.13533834586466162,0.01353383458646613,0.018045112781954843,0.052631578947368404,0.010526315789473651
12,0.027586206896551713,0.0,0.0,0.02298850574712643,0.06666666666666668,0.06436781609195404,0.13103448275862067,0.006896551724137922,0.02068965517241379,0.009195402298850564,0.029885057471264374
13,0.07058823529411765,0.05882352941176472,0.0,0.0,-0.011764705882352944,0.0941176470588235,0.08235294117647055,0.0,0.11764705882352935,0.0,0.0
14,0.0037735849056603765,0.0018867924528301883,-0.0037735849056603765,-0.0018867924528301883,0.0018867924528301883,0.016981132075471694,0.0641509433962264,0.016981132075471694,0.0,0.0018867924528301883,-0.0018867924528301883
15,0.01212121212121211,0.02196969696969695,0.004545454545454542,0.002272727272727271,0.03181818181818179,0.04848484848484844,0.11136363636363637,0.01212121212121211,0.039393939393939356,0.009848484848484839,-0.004545454545454542
