,la,nuc,exp,rexp,fix,entrophy,ns,lt,ndev,ld
0,0.042592592592592605,0.0,-0.007407407407407374,0.01851851851851858,0.0,0.03333333333333337,0.0,0.0,0.0,0.0
1,0.1434210526315789,0.006578947368420995,0.0,0.002631578947368385,0.0,0.10921052631578942,0.0,0.014473684210526283,0.0,0.0
2,0.12266666666666662,0.006222222222222196,-4.4408920985006264e-17,0.02311111111111106,-0.0017777777777778115,0.026666666666666596,0.0,0.0,0.0,-0.0017777777777778336
3,0.17847533632287,0.0,0.0,0.03587443946188342,0.0,0.0,0.026905829596412568,0.0,0.0,0.0
4,0.09774436090225562,-0.016541353383458655,-0.024060150375939872,0.0,-0.003007518796992503,-0.010526315789473717,0.0,0.01353383458646613,0.0030075187969924367,0.0
5,0.014159292035398252,0.0,0.0,0.0,0.0,0.0,0.0,0.10442477876106197,0.0,0.0
6,0.11328671328671325,0.0,0.016783216783216724,0.015384615384615353,0.0,0.05034965034965031,0.0,0.09510489510489506,0.0,-2.2204460492503132e-17
7,0.0,-0.0016736401673639544,0.0,0.00920502092050215,0.0,0.007531380753138128,0.0,0.09288702928870299,0.0,0.05020920502092054
8,0.13234200743494423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03560209424083767,0.0,0.008376963350785327,0.0,0.0,0.01780104712041881,0.0,0.03350785340314133,0.0,-0.007329842931937214
10,0.056666666666666685,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,-0.009999999999999964,-0.0050000000000000044
11,0.0022222222222222808,0.0255555555555556,0.0,0.022222222222222233,0.0,0.01777777777777778,-0.0011111111111110849,0.018888888888888934,2.2204460492503132e-17,0.028888888888888964
12,-0.0023809523809523946,0.02261904761904763,0.03214285714285714,0.01785714285714286,0.008333333333333326,-0.0011904761904761862,0.0,0.07619047619047618,0.0,0.050000000000000044
13,-0.0125,-0.0265625,-0.009375,0.0015625,0.0,-0.015625,0.0,0.0296875,0.0,-0.0125
14,0.20615384615384613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.14500000000000005,0.015000000000000058,0.03750000000000002,-0.00499999999999996,0.042500000000000024,0.0,0.0,0.0,0.0,0.0025000000000000356
16,0.030612244897959218,0.07346938775510206,0.0,0.0,0.0,0.0,0.0,0.16530612244897963,0.0,0.0
17,0.017241379310344883,-0.04310344827586201,0.0,0.0,0.0,0.13103448275862073,0.0,0.015517241379310386,0.0017241379310345417,0.0
