,age,lt,nuc,la,sexp,ndev,ns,rexp,exp,ld,fix
0,0.00869565217391306,0.047826086956521754,0.00608695652173914,0.1539130434782609,0.007826086956521738,0.0,0.0,0.003478260869565242,-0.017391304347826077,0.013043478260869601,0.0
1,-0.015714285714285726,0.02785714285714287,-0.006428571428571428,0.11571428571428573,0.012142857142857144,0.0,0.0,0.010000000000000031,-0.010000000000000009,-0.033571428571428565,0.0
2,0.0071005917159763675,0.005917159763313662,-0.02603550295857986,0.034319526627219,-0.030769230769230726,-0.005917159763313529,0.0,-0.004733727810650845,0.0011834319526627724,0.010650887573964573,-0.002366863905325434
3,0.028431372549019552,0.038235294117647034,0.02647058823529407,0.11764705882352937,-0.02352941176470593,-0.0049019607843137965,0.0,0.02647058823529409,0.010784313725490158,0.04117647058823522,-0.003921568627451011
4,-0.013215859030836996,-0.01013215859030836,-0.010132158590308337,0.1312775330396476,-0.0022026431718061624,0.013215859030837019,-0.0013215859030836885,-0.003964757709251088,-0.0022026431718061403,0.022466960352422925,0.0
5,0.00432432432432428,0.02234234234234227,0.015495495495495448,0.13657657657657654,-0.0176576576576577,0.0007207207207207134,-0.0014414414414415156,0.01153153153153148,-0.006486486486486531,0.04252252252252246,0.0003603603603603567
6,-0.013765182186234815,-0.01012145748987856,-0.0036437246963562766,0.045748987854251036,-0.02064777327935221,-0.0016194331983805377,0.0008097165991902688,-0.006882591093117419,0.0016194331983805598,-0.015384615384615375,0.0
7,0.016551724137931025,-0.002758620689655178,0.002758620689655178,0.037931034482758606,-0.011034482758620711,0.0,-0.006206896551724151,-0.013103448275862095,0.008965517241379329,-0.005517241379310356,-0.0006896551724137945
8,-0.006818181818181857,0.006818181818181812,0.045454545454545414,0.04772727272727269,-0.020454545454545503,-0.004545454545454542,0.004545454545454542,0.009090909090909084,-0.029545454545454587,0.05681818181818177,0.0
9,-0.02222222222222221,4.4408920985006264e-17,0.019444444444444486,0.03888888888888893,0.013888888888888905,-0.005555555555555536,0.0,-0.04166666666666663,-0.04722222222222221,0.016666666666666698,0.0
10,0.013533834586466198,0.015037593984962428,-0.018045112781954864,0.025563909774436122,-0.013533834586466153,-0.004511278195488688,0.0,0.027067669172932372,-0.019548872180451114,0.01954887218045116,-0.0015037593984962294
11,-0.025287356321839073,-0.06436781609195397,-0.02298850574712641,-0.009195402298850542,-0.05287356321839076,0.0,0.0,0.022988505747126475,0.02758620689655176,-0.05747126436781604,0.0
12,0.03529411764705882,-0.05882352941176472,-0.15294117647058827,-0.09411764705882356,-0.0823529411764706,0.0,0.0,0.0,-0.05882352941176472,-0.07058823529411765,0.0
13,0.04339622641509433,0.018867924528301883,0.0,0.06981132075471697,0.030188679245283012,0.0037735849056603765,0.009433962264150941,0.009433962264150941,0.007547169811320753,0.03396226415094339,0.0
14,0.01893939393939399,0.033333333333333416,0.009090909090909172,0.0992424242424243,-0.00681818181818179,-0.0015151515151515138,-0.0015151515151515138,0.002272727272727315,-0.006060606060606011,0.025757575757575847,0.0
15,0.004347826086956519,0.03565217391304347,0.0034782608695652197,0.04782608695652173,0.0434782608695652,-0.0034782608695652197,0.0017391304347825986,0.0034782608695652197,0.0434782608695652,0.020869565217391285,0.0
16,-0.1139784946236559,-0.03440860215053763,-0.04731182795698925,0.019354838709677413,-0.06881720430107525,0.0,-0.008602150537634402,0.004301075268817201,-0.07096774193548387,-0.058064516129032274,-0.0064516129032258
17,-0.025581395348837167,0.004651162790697683,-0.006976744186046502,0.11162790697674423,0.006976744186046569,-0.0023255813953488415,0.011627906976744207,-0.009302325581395344,-0.030232558139534828,0.05581395348837215,-0.004651162790697683
18,-0.03606557377049184,-4.4408920985006264e-17,-0.01311475409836067,0.10655737704918027,0.040983606557376984,-0.0032786885245901674,0.0,-0.011475409836065587,-0.00655737704918038,0.0016393442622950395,0.0
