,nd,ld,nuc,entrophy,sexp,ndev,lt,age,ns,exp,la,fix
0,-0.001985815602836882,-0.010666666666666668,-0.0034042553191489635,-0.0005106382978723678,0.002893617021276573,-0.006354609929078059,0.006581560283687926,0.04204255319148935,0.003971631205673743,0.0009645390070921689,-0.019460992907801435,0.0019290780141843823
1,0.013389121338912124,-0.019163179916318017,-0.013305439330543956,-0.008702928870292915,-0.0021757322175732343,-0.005523012552301277,-0.005271966527196659,0.030878661087866122,0.010125523012552273,0.0015899581589958079,-0.025020920502092057,-0.0015899581589958079
2,0.00036778227289440134,-0.022066936373666836,-0.0125045972784112,-0.009783008458992316,-0.001544685546156721,-0.007502758367046747,-0.003015814637734482,0.02890768664950345,0.004339830820154433,-0.0016917984553145083,-0.022728944464876853,-0.004266274365575607
3,-0.005410566518141291,-0.018459579885423304,-0.018014003819223422,-0.022533418204964996,-0.0059197963080840355,-0.013685550604710394,-0.009548058561425843,0.006938255887969436,0.0007001909611712431,-0.000445576066199882,-0.01935073201782307,-0.0028007638446848836
4,-0.007355292612727849,-0.012472017908538514,-0.005052766229613037,-0.01605372561560601,-0.00639590661976337,-0.008250719539494722,-0.0026223217141029707,-0.013431403901503014,-0.0032619123760793123,-0.003133994243684035,-0.017716661336744453,-0.0005116725295811087
5,0.0011797090051120617,-0.014235155328352355,-0.007786079433739701,-0.03358238301219034,-0.002752654345261529,-0.006449075894612677,-0.002988596146283928,0.0064490758946126325,0.0033031852143137865,0.00039323633503731694,-0.0320094376720409,0.0
6,-0.00473208072372997,-0.03215031315240082,-0.009742519137091144,-0.03479471120389697,-0.0027835768963117014,-0.02073764787752257,-0.002922755741127303,-0.003479471120389643,-0.001670146137787021,-0.011134307585247005,-0.03966597077244256,-0.0020876826722337595
7,-0.006871609403254974,-0.017962628089210363,-0.010126582278480978,-0.015672091621458682,-0.010247136829415271,-0.013984327908378535,0.0016877637130801927,-0.002893309222423124,-0.005183845690174804,-0.007715491259795049,-0.02278481012658229,-0.0031344183242917323
8,-0.003074497437918766,-0.016318486401261302,-0.007331493890421714,0.0011036657469452483,0.0025226645644462085,-0.007567993693338537,-0.0018919984233346065,0.030429641308632283,-0.0029168309026408766,0.005439495467087152,-0.013165155695703534,-0.002680331099724054
9,-0.0003034901365705389,-0.037086494688922625,-0.006130500758725366,-0.004673748103186615,-0.0012139605462822445,-0.016691957511380882,-0.008376327769347491,0.030652503793626718,0.0029135053110774132,-0.0009711684370257822,-0.028467374810318646,-0.0010318664643398812
10,-0.0018883193957377475,-0.02611275964391686,-0.003129214998651153,-0.014674939304019374,5.395198273538959e-05,-0.004262206636093846,-0.0005934718100889747,0.03161586188292422,0.0017264634475317342,0.003938494739681708,-0.0340437011060156,-0.0038305907742108847
11,-0.0013566397078007108,-0.022854161231411464,-0.006209235585703165,-0.004591703626402354,0.0007304983042003332,0.00010435690060000003,0.009966084007304966,-0.0029219932168015107,-0.0033915992695017438,0.00767023219410381,-0.03229846073571616,0.0009913905557004555
12,-0.006177119445319934,-0.007437756066813783,-0.0035928143712575357,0.002521273242987676,-0.0006933501418216581,-0.002206114087614286,-0.0016388276079420505,0.005483769303498231,-0.005231641979199564,0.006051055783170489,-0.009454774661203924,0.002143082256539519
13,-0.008894328845369203,-0.013545491636066886,-0.0050591595267237555,0.004895960832313384,-0.006201550387596866,-0.0026111791105670966,-0.006446348429212545,0.02243982048143618,-0.0013055895552835262,-0.0040799673602610834,-0.01648306813545488,-0.0006527947776417519
14,-0.005210420841683394,-0.014749498997996024,-0.0008016032064128264,-0.0009619238476954228,-0.00505010020040082,-0.008336673346693435,-0.00553106212424852,0.03342685370741481,-0.00032064128256517057,0.00032064128256510395,-0.010661322645290605,8.016032064126489e-05
15,-0.0016616314199395799,-0.008308157099697877,-0.002416918429003001,0.014879154078549872,-0.0056646525679758366,-0.007326283987915394,-0.006268882175226587,0.046374622356495476,0.0010574018126888296,-0.005891238670694854,-0.013293051359516594,0.001057401812688852
16,-0.0015895953757225413,-0.027890173410404652,0.0025289017341040055,-0.015534682080924855,-0.0015895953757225634,-0.00440751445086709,-0.007803468208092501,0.01177745664739882,0.0010115606936416332,-0.0023121387283236983,-0.026228323699421983,-0.0009393063583815087
