,age,ld,rexp,sexp,ndev,entrophy,fix
0,-0.003508771929824528,0.15453216374269013,0.020614035087719352,-0.003216374269005806,0.0023391812865497298,0.006140350877193024,0.0
1,0.005638766519823801,0.10872246696035245,0.019559471365638802,0.006696035242290765,0.034889867841409704,0.010396475770925107,0.0
2,0.011030176899063516,0.08324661810613947,0.016857440166493244,0.008532778355879334,0.1150884495317378,0.01394380853277839,0.0
3,0.0020887728459529466,0.08328981723237594,0.021148825065274112,0.0,0.033420365535248006,0.02140992167101825,0.0
4,-0.00026420079260236484,0.06182298546895646,0.011096433289299901,0.012417437252311791,0.034346103038309136,0.02879788639365921,0.0
5,0.0,0.06463245492371703,0.005270457697642161,0.008044382801664352,0.0036061026352288473,0.03606102635228847,0.0
6,0.0,0.08110599078341019,0.0011520737327189502,-0.0101382488479262,0.0009216589861751556,0.028341013824884832,0.0
7,0.0009225092250922274,0.09612546125461252,0.0020295202952029133,-0.002767527675276793,0.019557195571955677,0.01918819188191878,0.0
8,0.011862643080124923,0.15920915712799172,0.023933402705515118,0.0160249739854319,0.008116545265348597,0.00478668054110305,0.0
9,0.003165182987141435,0.09218595450049454,-0.00039564787339267936,0.0015825914935707174,0.0286844708209693,0.02215628090999009,0.0
10,-0.002400000000000002,0.15140000000000003,-0.0008000000000000007,-0.002400000000000002,0.005800000000000005,0.01200000000000001,0.0
11,0.0,0.24577572964669736,0.0,0.0,0.0,0.0,0.0
12,0.0,0.11380387257963775,0.021861336664584653,0.002248594628357292,0.022735790131168044,0.0,0.0
13,0.00041407867494820395,0.21338854382332642,0.0030365769496204066,-0.0022084195997239763,0.002484472049689401,0.0028985507246376274,0.0
14,0.0,0.2428219852337982,0.0,0.0,0.0,0.0,0.0
15,-0.0009960159362549792,0.20557768924302794,-0.0031872509960159333,-0.0019920318725099584,-0.001394422310756971,0.013346613545816722,0.0
16,0.0,0.24824202780049065,0.0,0.0,0.0,0.0,0.0
17,0.0,0.1698250728862973,0.0,-0.00539358600583093,0.0,0.0,0.0
18,0.0,0.21240544629349473,0.0068078668683812845,-0.0063540090771557756,-0.002571860816944027,-0.0027231467473524786,0.0
19,-0.004075235109717856,0.11018808777429467,-0.005485893416927912,-0.009090909090909084,-0.005642633228840133,0.0007836990595611271,0.0
20,0.0,0.2056179775280899,0.0,-0.004269662921348272,0.0,0.0,0.0
21,0.0,0.1444690265486726,0.0,-0.0013274336283185528,0.006637168141592964,0.0,0.0
22,0.0,0.11067193675889335,0.005731225296442743,0.0,0.017786561264822164,-0.0007905138339920681,0.0
23,-0.006156901688182703,0.1946375372393247,-0.011916583912611722,-0.0027805362462760995,-0.0005958291956305928,-0.006554121151936454,0.0
24,-0.006327900287631838,0.1790987535953979,0.0009587727708533222,-0.0024928092042185933,0.003068072866730631,0.0028763183125599667,0.0
25,0.0,0.09249999999999996,0.007499999999999951,0.002499999999999991,0.009999999999999943,0.007272727272727231,0.0
26,0.0,0.10807453416149071,-0.0024844720496894233,0.001739130434782643,0.003975155279503118,0.003726708074534213,0.0
27,-0.0026862026862026767,0.16361416361416362,0.0,0.00219780219780219,-0.0012210012210012167,0.0,0.0
28,0.005287356321839032,0.051724137931034406,-0.0050574712643678636,0.0032183908045976483,-0.004137931034482812,-0.004597701149425348,0.0
29,-0.0005479452054794498,0.10776255707762557,-0.0007305936073059404,0.01771689497716895,-0.01059360730593606,0.005844748858447502,0.0
30,0.0,0.1237558685446009,0.0,0.018779342723004654,0.0,0.0,0.0
31,0.0073954983922829955,0.08360128617363352,0.005466237942122221,0.014147909967845717,0.01768488745980712,0.01382636655948557,0.0
32,0.0030303030303030056,0.04069264069264071,-0.003896103896103886,-0.004761904761904745,0.009090909090909104,-0.005627705627705604,0.0
33,-0.008022922636103135,0.07851002865329519,0.0,-0.005730659025787932,0.04297994269340977,-0.006876790830945545,0.0
34,0.018681318681318726,0.10989010989010994,0.0,0.02967032967032972,0.0,-0.006593406593406547,0.0
35,0.0,0.06633165829145722,0.0,0.052261306532663275,0.0,0.0,0.0
36,0.013903743315508033,0.02459893048128343,-0.0016042780748663165,-0.0037433155080213608,-0.006951871657753994,-0.0005347593582887722,0.0
37,0.015923566878980888,0.028025477707006363,0.0031847133757961776,0.004458598726114649,0.009554140127388533,0.03821656050955417,0.0
38,-0.007407407407407351,0.06349206349206353,-0.008465608465608444,-0.005291005291005258,-0.006349206349206304,0.0,0.0
39,0.007807807807807788,0.01501501501501501,0.01501501501501501,-0.028228228228228257,-0.00960960960960966,0.022822822822822775,0.0
40,-0.023050847457627154,0.06440677966101696,-2.2204460492503132e-17,0.008135593220338966,0.00881355932203387,0.04610169491525422,0.0
41,0.0064102564102563875,0.11923076923076921,0.0051282051282051325,0.016666666666666673,0.01794871794871795,0.04615384615384612,0.0
42,0.01984732824427484,0.051908396946564885,-0.003053435114503822,0.042748091603053415,0.006106870229007644,0.021374045801526752,0.0
43,0.013186813186813228,0.06373626373626377,0.0,0.0395604395604396,0.04615384615384621,0.043956043956044,0.0
44,0.0,0.02970297029702973,-0.005940594059405923,0.005940594059405946,0.03366336633663369,0.08910891089108916,0.0
45,0.009999999999999986,0.01142857142857141,-0.03571428571428572,-0.005714285714285694,0.0,0.004285714285714293,0.0
46,0.046280991735537215,0.028099173553719048,2.2204460492503132e-17,0.0033057851239669755,0.00991735537190086,0.00991735537190086,0.0
47,0.09,0.06000000000000003,-0.026666666666666637,0.0,-0.033333333333333305,0.0033333333333333435,0.0
48,0.038297872340425546,0.0,0.18723404255319148,0.0,0.16595744680851063,0.0,0.0
49,0.00662251655629138,0.05960264900662253,-0.0026490066225165697,0.15894039735099338,0.0,0.0,0.0
50,-0.02635658914728678,0.05581395348837213,0.017054263565891504,0.021705426356589185,0.0,0.0,0.0
51,-0.007843137254901955,0.06568627450980388,0.0,0.08039215686274508,0.00588235294117645,0.002941176470588225,0.0
52,0.006000000000000005,0.236,0.0020000000000000018,0.018000000000000016,-0.0030000000000000027,-0.0030000000000000027,0.0
