,entrophy,rexp,fix,ld,ndev,sexp,age
0,-0.0007309941520468266,0.02602339181286546,0.0,0.07061403508771924,0.0008771929824560765,-0.01388888888888895,0.0011695906432747983
1,0.009691629955947101,-0.011982378854625608,0.0,0.12017621145374442,0.1834361233480176,-0.008105726872246732,-0.00405286343612341
2,0.010613943808532733,0.02268470343392297,0.0,0.19729448491155044,0.1565036420395421,0.012695109261186222,0.01019771071800204
3,0.0013054830287206442,0.020626631853785903,0.0,0.15744125326370753,0.004177545691905982,0.025065274151436022,-0.0013054830287206442
4,0.006605019815059432,-0.0018494055482166428,0.0,0.11466314398943196,-0.0023778071334213946,0.00607661822985468,0.003963011889035672
5,0.013592233009708733,0.015256588072122046,0.0,0.06796116504854366,0.00027739251040221903,0.003328710124826628,0.013592233009708733
6,-0.0006912442396313834,-0.0066820276497696176,0.0,0.11267281105990776,0.0020737327188939726,0.07926267281105988,-0.011520737327188968
7,0.002767527675276771,-0.00036900369003687314,0.0,0.11107011070110706,0.003874538745387501,0.0987084870848709,0.01107011070110706
8,-0.00020811654526537994,0.011030176899063427,0.0,0.10697190426638914,0.0022892819979187795,0.10530697190426634,0.008116545265348574
9,0.009495548961424304,0.00633036597428287,0.0,0.11137487636003954,0.009297725024727966,0.15509396636993072,0.015034619188921816
10,0.004400000000000004,-0.013800000000000012,0.0,0.11639999999999999,0.17219999999999994,0.06099999999999994,0.015800000000000015
11,0.0027649769585253114,0.0043010752688172225,0.0,0.1250384024577573,0.16144393241167437,0.14961597542242702,0.0027649769585253335
12,0.014740787008119916,0.015365396627108074,0.0,0.1220487195502811,0.2,0.1070580886945659,0.01711430356027486
13,0.0027605244996549818,0.008005521048999365,0.0,0.086680469289165,0.003036576949620495,0.16783988957902007,-0.00013802622498269024
14,0.008695652173913082,0.004265791632485682,0.0,0.09991796554552916,0.012633305988515198,0.14618539786710422,0.0019688269073011135
15,0.00816733067729083,0.036653386454183236,0.0,0.15677290836653385,0.026494023904382446,0.17549800796812745,0.00039840637450199167
16,0.025347506132461173,0.04235486508585449,0.0,0.15290269828291086,0.012591986917416188,0.04399018806214228,0.015044971381847927
17,0.009766763848396564,0.005976676384839674,0.0,0.07682215743440239,0.0166180758017493,0.16428571428571434,0.021574344023323633
18,0.006202723146747369,-0.0036308623298033416,0.0,0.10090771558245086,0.015279878971255689,0.12118003025718611,0.014069591527987878
19,0.0039184952978056796,0.00047021943573672954,0.0,0.11112852664576807,0.02993730407523516,0.06018808777429474,0.0006269592476489505
20,0.01685393258426966,0.002696629213483148,0.0,0.10853932584269661,0.0247191011235955,0.09752808988764046,0.0008988764044943531
21,-0.001106194690265494,0.037389380530973446,0.0,0.1148230088495575,0.020796460176991126,0.10862831858407074,0.011725663716814116
22,0.0011857707509882244,0.007707509881422969,0.0,0.09466403162055341,0.02213438735177873,0.13221343873517793,0.01146245059288542
23,-0.0017874875868917784,-0.006156901688182748,0.0,0.10208540218470703,0.21807348560079443,0.10585898709036741,-0.00119165839126123
24,0.0013422818791946067,0.02147651006711404,0.0,0.08053691275167782,0.20536912751677847,0.15148609779482258,0.00402684563758382
25,0.01636363636363638,0.04340909090909091,0.0,0.06477272727272729,0.03204545454545456,0.12522727272727277,0.023863636363636375
26,0.001987577639751592,0.009937888198757804,0.0,0.07503105590062117,0.18211180124223608,0.07652173913043483,0.037267080745341664
27,-0.004884004884004844,0.015140415140415198,0.0,0.07057387057387063,0.0021978021978022568,0.10012210012210018,0.011965811965812012
28,-0.003218390804597715,0.04068965517241378,0.0,0.06804597701149422,0.04528735632183907,0.20206896551724135,0.022068965517241357
29,0.007305936073059338,0.03433789954337898,0.0,0.08146118721461186,0.031232876712328772,0.1795433789954338,0.01589041095890409
30,-0.005070422535211283,-0.0028169014084507226,0.0,0.08600938967136149,0.2229107981220657,0.1609389671361502,0.009577464788732382
31,0.007395498392282929,0.006430868167202575,0.0,0.08392282958199353,0.21672025723472665,0.058520900321543404,0.012218649517684855
32,-0.0008658008658008143,-0.007792207792207772,0.0,0.012554112554112585,-0.00865800865800861,-0.031168831168831134,-0.010389610389610348
33,0.07163323782234957,0.13581661891117477,0.0,0.02979942693409745,0.012034383954154704,0.1524355300859599,0.032664756446991385
34,-0.002197802197802212,0.017582417582417565,0.0,0.05164835164835162,0.01098901098901095,0.06813186813186811,0.1
35,-0.0170854271356784,-0.004020100502512602,0.0,0.02211055276381906,0.013065326633165775,0.0673366834170854,-0.018090452261306567
36,0.0010695187165775445,0.0010695187165775445,0.0,0.022994652406417092,-0.010160427807486605,0.004812834224598906,-0.01871657754010696
37,0.01719745222929936,-0.0006369426751592355,0.0,0.053503184713375784,-0.020382165605095558,0.001273885350318471,0.0019108280254777066
38,-0.021164021164021142,-0.00952380952380949,0.0,0.026455026455026488,0.016931216931216953,-0.05608465608465603,-0.03597883597883598
39,-0.0072072072072072,0.001201201201201174,0.0,0.03423423423423422,0.21561561561561562,0.17117117117117114,0.011411411411411398
40,0.027796610169491486,0.006101694915254208,0.0,0.09830508474576267,0.22644067796610162,0.14237288135593215,0.0684745762711864
41,0.024358974358974318,-0.0038461538461538546,0.0,0.14615384615384616,0.007692307692307665,0.0487179487179487,0.04358974358974357
42,0.018320610687022933,-0.0076335877862595105,0.0,0.05801526717557255,0.2213740458015268,0.036641221374045865,0.07328244274809163
43,0.008791208791208783,0.03296703296703298,0.0,0.07472527472527472,0.032967032967033,0.030769230769230792,2.2204460492503132e-17
44,0.017821782178217838,0.003960396039603964,0.0,0.013861386138613851,0.1683168316831683,-0.007920792079207928,-0.037623762376237636
45,-0.012857142857142834,2.2204460492503132e-17,0.0,0.03857142857142859,0.15142857142857144,0.02428571428571429,0.050000000000000024
46,0.0165289256198347,-0.0016528925619834877,0.0,-0.006611570247933907,-0.02975206611570249,0.056198347107438026,0.07603305785123966
47,-0.02000000000000004,0.033333333333333305,0.0,-0.03333333333333337,0.1433333333333333,0.046666666666666634,0.0833333333333333
48,0.008510638297872308,0.004255319148936132,0.0,0.07659574468085104,0.18723404255319145,0.07659574468085106,0.12765957446808507
49,0.011920529801324454,0.0026490066225165255,0.0,0.06092715231788073,0.19470198675496683,0.14966887417218538,0.0013245033112582627
50,0.023255813953488413,0.00620155038759691,0.0,0.11937984496124032,0.04651162790697674,0.24031007751937983,-0.0015503875968991832
51,-0.0050000000000000044,0.04400000000000004,0.0,0.10499999999999998,0.164,0.13699999999999998,0.04500000000000002
52,-0.0096385542168675,0.055421686746987886,0.0,0.16867469879518066,-0.04096385542168679,-0.04819277108433737,-0.07469879518072295
53,-0.026470588235294044,0.01764705882352946,0.0,0.12941176470588242,0.05294117647058827,0.0382352941176471,-0.02352941176470582
54,-0.013953488372093047,0.013953488372093037,0.0,-0.10232558139534882,-0.10232558139534886,-0.04651162790697676,-0.023255813953488393
55,0.0,0.012499999999999956,0.0,-0.03333333333333337,-0.025000000000000022,0.01666666666666663,-0.02916666666666672
56,0.0014492753623188248,-0.0014492753623188913,0.0,0.01449275362318836,0.023188405797101398,0.10724637681159414,-0.011594202898550798
57,-0.018749999999999933,-0.028472222222222187,0.0,-0.004861111111111071,0.05069444444444451,0.03958333333333337,-0.005555555555555513
58,-0.011180124223602483,0.006211180124223614,0.0,-0.037267080745341574,0.037267080745341616,0.009937888198757783,0.014906832298136673
59,0.011688311688311682,0.002597402597402576,0.0,0.042857142857142774,0.22597402597402588,0.08051948051948048,0.03376623376623369
60,0.01379310344827589,0.012068965517241414,0.0,0.07758620689655174,0.25000000000000006,0.0431034482758621,0.006896551724137945
