,ns,entrophy,ndev,la,lt,age,rexp,nuc,fix
0,-0.004575163398692794,0.024183006535947717,0.0,0.03790849673202614,0.04052287581699347,-0.005228758169934622,0.021568627450980406,0.011111111111111094,-0.004575163398692794
1,0.0,0.004975124378109474,0.0,0.0019900497512438165,-0.00696517412935318,-0.010945273631840769,-0.017910447761193993,0.0019900497512437944,0.008955223880597041
2,-0.0037499999999999643,-0.01499999999999999,0.00625,0.0050000000000000044,-0.0125,0.005000000000000027,0.00625,-0.01874999999999998,0.0
3,0.023776223776223727,-0.006993006993006978,0.02517482517482512,0.04615384615384612,0.03496503496503491,-2.2204460492503132e-17,-2.2204460492503132e-17,-0.0027972027972028137,0.002797202797202791
4,0.020814479638008997,0.0009049773755655854,0.0009049773755655854,0.032579185520361965,-0.00995475113122175,-0.005429864253393734,-0.018099547511312243,0.009049773755656076,-0.0018099547511312819
5,0.0,0.0,0.0,0.06871794871794878,0.03179487179487184,0.0,0.0,0.0,0.0
6,-0.0040000000000000036,-0.01066666666666669,0.013333333333333286,0.003999999999999981,0.010666666666666625,0.0,0.005333333333333301,-0.005333333333333345,0.014666666666666628
7,-0.015789473684210485,-0.038596491228070164,-0.01578947368421051,-0.021052631578947368,0.007017543859649145,-0.0052631578947368585,-0.00350877192982455,-0.008771929824561408,0.0
8,-0.0014705882352940903,0.005882352941176494,0.0382352941176471,0.025000000000000043,0.055882352941176515,-0.013235294117647012,-0.016176470588235257,0.022058823529411818,0.0352941176470589
9,-0.0008097165991902911,-0.0048582995951417015,-0.0024291497975708733,0.00485829959514168,-0.009716599190283382,-0.014574898785425127,-0.012955465587044546,-0.004048582995951411,-0.017813765182186247
10,0.0,0.0,0.0009174311926605672,0.015596330275229376,0.0,0.002752293577981657,-0.01376146788990824,-0.0073394495412843815,0.006422018348623859
11,0.015053763440860202,-0.004301075268817201,0.0204301075268817,0.030107526881720404,-0.0032258064516129,0.0,-0.011827956989247301,-0.0032258064516129,0.0
12,0.0026200873362445475,0.004366812227074246,-0.0034934497816593744,-0.006113537117903944,0.008733624454148492,0.0026200873362445696,0.003493449781659397,-0.0026200873362445254,-0.004366812227074246
13,-0.004132231404958664,-0.0066115702479338625,-0.002479338842975176,0.017355371900826522,0.017355371900826477,0.006611570247933951,0.08677685950413229,-0.009917355371900772,-0.012396694214875992
14,0.020138888888888838,0.06944444444444439,0.02638888888888886,0.0034722222222221878,0.01666666666666663,0.009722222222222188,-0.001388888888888906,0.0,0.0
15,-0.008653846153846123,0.022115384615384693,-0.005769230769230726,-0.011538461538461497,0.0163461538461539,-0.025961538461538414,6.661338147750939e-17,0.007692307692307732,2.2204460492503132e-17
16,0.008510638297872398,0.010638297872340474,-0.025531914893616968,2.2204460492503132e-17,-0.0340425531914893,0.04042553191489371,-0.01489361702127654,0.0021276595744681216,-0.023404255319148894
17,0.02330097087378651,-0.001941747572815511,-0.003883495145631044,0.05048543689320397,0.015533980582524354,-0.015533980582524264,-0.011650485436893177,0.023300970873786485,-0.013592233009708733
18,-0.0061068702290076,0.041221374045801576,0.03053435114503822,0.09770992366412219,0.03969465648854966,0.012213740458015288,-0.03358778625954193,0.05648854961832066,0.009160305343511466
19,2.2204460492503132e-17,-0.01481481481481477,-0.01851851851851847,0.008641975308642014,-0.02839506172839501,-0.01481481481481477,0.007407407407407462,0.061728395061728426,0.006172839506172867
20,-0.002714932126696845,0.011764705882352922,0.0036199095022624306,0.08506787330316741,0.007239819004524839,0.07601809954751129,-0.004524886877828061,0.004524886877828038,0.0
21,0.0,0.0073732718894008896,0.0,0.07096774193548383,0.0,0.006451612903225779,-0.02211981566820278,0.015668202764976914,0.0
22,0.0066985645933014485,0.003827751196172269,0.00956937799043065,0.030622009569377995,-0.010526315789473628,-0.002870813397129135,-0.006698564593301426,0.02488038277511966,0.0009569377990430894
23,-0.0049382716049382715,0.00987654320987652,-0.0037037037037037424,0.020987654320987637,0.006172839506172823,0.020987654320987658,-0.030864197530864203,-0.007407407407407418,-0.02222222222222221
24,-0.011475409836065587,-0.0032786885245901674,-0.006557377049180335,0.03934426229508201,0.05901639344262295,0.042622950819672115,-0.019672131147540982,-0.011475409836065587,0.0
25,0.013253012048192759,-0.014457831325301252,0.02891566265060237,0.022891566265060215,-0.016867469879518128,0.009638554216867457,0.019277108433734935,0.0036144578313252796,0.0036144578313252796
26,0.0365957446808511,0.022127659574468096,0.005957446808510647,0.03148936170212768,0.009361702127659587,0.04936170212765958,0.021276595744680882,0.03234042553191492,0.014468085106383
27,-0.019841269841269816,-0.019047619047619046,0.0023809523809523725,-0.004761904761904745,0.003968253968253954,0.009523809523809535,-0.011111111111111094,-0.00793650793650793,0.003968253968253977
28,0.004624277456647374,-0.008092485549132977,0.008092485549132911,-0.004624277456647419,0.002312138728323676,-4.4408920985006264e-17,-0.025433526011560702,0.010404624277456587,-0.008092485549132954
29,0.0,0.04097560975609758,0.013658536585365866,0.005853658536585371,0.031219512195121958,0.0204878048780488,-0.011707317073170742,0.0029268292682926855,-0.0009756097560975618
30,0.01608040201005021,0.0020100502512562677,-0.009045226130653283,0.0010050251256281007,-0.025125628140703536,-0.003015075376884435,-0.02311557788944727,-0.004020100502512581,-0.010050251256281428
31,0.002955665024630494,0.023645320197044305,0.029556650246305383,0.031527093596059076,0.03349753694581277,0.031527093596059055,0.025615763546798,0.03448275862068961,-0.002955665024630605
32,0.00433212996389889,0.01371841155234652,0.007220216606498164,0.0649819494584837,0.01877256317689526,0.012996389891696714,0.027436823104693087,0.0021660649819494225,0.0014440433212996374
33,0.01893004115226331,0.017283950617283893,0.006584362139917643,0.03374485596707812,0.02139917695473246,0.0032921810699588104,-0.0024691358024692134,0.016460905349794164,0.0024691358024691024
34,0.02146341463414636,0.044878048780487845,0.01658536585365855,0.034146341463414664,0.018536585365853675,0.024390243902439046,0.006829268292682933,0.022439024390243922,0.013658536585365866
35,0.0038647342995169476,-0.01159420289855071,-0.028985507246376784,-0.007729468599033784,-0.03285024154589371,-0.0009661835748792091,-0.028985507246376784,0.019323671497584582,-0.02222222222222221
36,0.03654822335025376,-2.2204460492503132e-17,0.028426395939086246,0.01624365482233501,0.004060913705583702,0.007106598984771506,-0.006091370558375697,0.045685279187817195,-0.0030456852791878484
37,0.020883534136546134,0.007228915662650581,0.0433734939759036,0.017670682730923627,0.0200803212851405,0.008835341365461801,0.014457831325301162,0.027309236947791127,-0.008032128514056236
38,0.013840830449827046,0.015224913494809745,-0.006228373702422107,0.021453287197231895,-0.006920415224913446,0.004152249134948138,-0.009688581314878864,0.0034602076124568004,-0.01937716262975775
39,0.006374501992031867,0.006374501992031867,0.019920318725099584,0.008764940239043817,-0.0007968127490039833,0.014342629482071701,0.008764940239043817,0.028685258964143402,0.006374501992031867
40,0.006796116504854366,-0.0058252427184465995,-0.001941747572815533,0.015533980582524264,0.0009708737864077665,-0.0009708737864077665,0.0,-0.003883495145631066,-0.0029126213592232998
41,0.025531914893616992,0.04042553191489358,0.012765957446808484,0.057446808510638214,0.010638297872340408,0.04255319148936167,0.009574468085106336,0.018085106382978687,0.0
42,0.0010152284263959643,-0.011167512690355296,4.4408920985006264e-17,0.018274111675126936,0.0,-0.010152284263959333,0.0,0.01522842639593911,0.0
43,-0.01826086956521735,0.03826086956521739,0.0156521739130435,0.00782608695652176,0.005217391304347863,0.007826086956521783,-0.011304347826086913,0.026956521739130455,0.0
44,0.018357487922705307,0.02222222222222221,0.01159420289855071,0.02512077294685988,0.01256038647342994,0.04057971014492754,0.004830917874396134,0.07826086956521738,0.0
45,-0.007692307692307665,0.002564102564102577,0.0538461538461539,0.0538461538461539,-0.008974358974358942,0.005128205128205177,-0.006410256410256343,0.010256410256410308,0.017948717948717996
46,0.011764705882352944,-0.010924369747899166,0.029411764705882314,0.025210084033613446,0.022689075630252086,-0.0033613445378151362,-0.02436974789915969,0.016806722689075616,-0.0025210084033613356
47,0.01708860759493671,-0.003164556962025311,0.005063291139240511,-0.009493670886075955,-0.008860759493670867,0.012658227848101267,-0.003797468354430378,-0.007594936708860733,-0.013291139240506311
48,0.007857142857142896,0.036428571428571456,0.014285714285714301,0.04142857142857146,0.0014285714285714678,0.07142857142857147,0.012857142857142878,0.020714285714285775,0.0007142857142857561
49,0.003731343283582089,0.03134328358208956,0.011940298507462699,0.06716417910447761,0.028358208955223896,0.040298507462686574,0.004477611940298542,0.018656716417910467,0.0007462686567164534
50,-0.005797101449275343,0.010144927536231908,0.014492753623188425,0.02608695652173918,-0.0050724637681159425,0.022463768115942064,0.004347826086956541,0.004347826086956563,0.010869565217391353
51,-0.0045662100456621115,0.013698630136986268,-0.0009132420091324533,0.07123287671232874,0.006392694063926907,0.010045662100456588,0.006392694063926907,-0.009132420091324223,-2.2204460492503132e-17
52,0.0,0.03888888888888886,0.013888888888888885,0.08194444444444442,0.023611111111111117,-0.004166666666666652,0.013888888888888885,0.01388888888888884,0.0
