,rexp,nuc,entrophy,fix,age,lt,ns,la,ndev
0,0.00522875816993471,-0.016339869281045714,-0.0006535947712417833,-0.005228758169934599,-0.0006535947712417833,0.057516339869281084,0.0006535947712418943,0.03267973856209154,-0.0039215686274509665
1,-0.02089552238805965,-0.020895522388059674,-0.00995024875621886,0.0009950248756219304,-0.0029850746268656582,0.000995024875621886,0.003980099502487544,-0.01293532338308454,0.0
2,-0.0125,-0.023750000000000004,0.008750000000000013,0.003749999999999987,-0.013749999999999974,0.010000000000000009,-0.010000000000000009,0.028750000000000008,-0.009999999999999986
3,-0.0013986013986013956,0.03776223776223773,-0.008391608391608418,0.004195804195804187,0.01958041958041954,0.04475524475524473,0.006993006993006978,0.08531468531468527,0.047552447552447544
4,-0.007239819004524839,0.015384615384615441,0.006334841628959298,-0.0063348416289592535,0.006334841628959298,0.044343891402714955,0.00542986425339369,0.03619909502262446,-0.010859728506787292
5,0.005128205128205154,-0.0030769230769230214,-0.01128205128205122,0.0010256410256410664,0.009230769230769265,0.04102564102564106,-0.003076923076923044,0.07589743589743594,0.004102564102564177
6,0.03466666666666669,0.0053333333333333895,0.012000000000000056,0.00666666666666671,0.0,0.07733333333333334,0.0,0.05466666666666671,-0.027999999999999935
7,0.0,-0.005263157894736881,0.06315789473684205,0.0,0.0070175438596491,0.01754385964912275,0.005263157894736792,0.024561403508771895,0.014035087719298223
8,0.004411764705882315,-0.02941176470588238,0.007352941176470562,-0.011764705882352988,0.008823529411764652,0.01764705882352935,0.007352941176470562,0.013235294117647012,0.02647058823529409
9,0.0032388663967611643,-0.01214574898785421,-0.017813765182186202,-0.025910931174089047,0.0032388663967611643,0.004858299595141724,0.0016194331983806266,0.029149797570850254,2.2204460492503132e-17
10,-0.0027522935779816125,0.002752293577981657,-0.000917431192660545,-0.015596330275229331,0.000917431192660545,0.004587155963302769,0.002752293577981635,0.05412844036697249,0.011926605504587195
11,0.0010752688172043002,0.0032258064516129,-0.017204301075268803,-0.024731182795698903,0.0,0.04408602150537635,-0.005376344086021501,0.04623655913978497,0.030107526881720425
12,0.04192139737991267,0.04541484716157207,-0.024454148471615735,0.014847161572052436,-0.0043668122270742234,0.028820960698689956,0.016593886462882134,0.0,0.017467248908296963
13,-0.019008264462809878,0.00743801652892564,0.023966942148760384,-0.0024793388429751985,0.02809917355371907,0.0057851239669421736,0.043801652892562035,-0.013223140495867725,0.030578512396694246
14,0.004861111111111071,0.014583333333333282,0.08541666666666663,0.0,0.03958333333333328,0.009722222222222188,0.043055555555555534,0.03541666666666663,0.008333333333333304
15,0.026923076923076893,-0.0009615384615384803,0.0615384615384615,0.006730769230769207,0.04326923076923075,0.03557692307692304,-0.0028846153846154186,-0.007692307692307709,0.012499999999999956
16,0.0,-0.00851063829787233,0.057446808510638284,0.0,0.09361702127659574,0.01702127659574466,0.03191489361702129,0.006382978723404276,0.014893617021276584
17,0.0174757281553398,0.021359223300970863,0.023300970873786398,-0.013592233009708733,0.044660194174757264,0.03689320388349513,0.029126213592233018,0.11067961165048548,-0.01941747572815533
18,-0.013740458015267177,0.027480916030534375,0.021374045801526752,0.001526717557251911,-0.007633587786259532,0.04122137404580155,0.0,0.051908396946564926,0.025954198473282463
19,-0.009876543209876543,0.04814814814814812,-0.02716049382716048,0.006172839506172844,0.02839506172839503,0.00987654320987652,-0.0012345679012345733,0.0024691358024691245,-0.009876543209876543
20,-0.018099547511312264,0.007239819004524839,-0.010859728506787403,-0.0036199095022625195,0.0036199095022624085,-0.027149321266968385,0.0,0.04343891402714924,-0.0027149321266968897
21,-0.0018433179723502003,0.023963133640553004,0.009216589861751178,0.0064516129032258,0.028571428571428626,-0.0064516129032258,0.0046082949308756,0.060829493087557605,0.0055299539170506895
22,-0.016267942583732032,-0.021052631578947368,-0.005741626794258337,0.0009569377990430894,-0.01339712918660283,-0.032535885167464126,0.02392344497607657,0.040191387559808625,-0.021052631578947344
