,ndev,entrophy,nuc,sexp,lt,fix,age,la,ns
0,-0.007471264367816155,-0.006321839080459824,0.0005747126436781213,-0.0022988505747126853,0.028735632183908,0.003448275862068928,0.06034482758620687,-0.0005747126436782101,0.0
1,0.0,0.005217391304347818,0.0023188405797101687,-0.02492753623188402,-0.02028985507246377,-0.015072463768115907,0.034782608695652174,0.00985507246376811,0.0
2,-0.00959232613908867,0.025419664268585173,0.004316546762589968,-0.0009592326139088225,0.01342925659472427,0.0057553956834532904,0.03836930455635497,0.018705035971223062,0.0
3,-0.016358839050131958,0.008970976253298102,-0.02585751978891824,0.014248021108179399,0.016886543535620024,-0.0031662269129288045,0.01319261213720313,-0.015303430079155711,0.0
4,0.000727272727272732,0.05309090909090908,-0.0058181818181818334,0.018181818181818167,0.04072727272727272,0.0,0.08872727272727274,0.021818181818181803,0.0
5,-4.4408920985006264e-17,0.0367491166077738,0.01625441696113068,0.0007067137809186885,0.019787985865724344,-0.0035335689045936647,0.0021201413427561324,0.013427561837455793,0.0
6,0.01130221130221134,0.001965601965601982,-0.0019656019656019152,0.003439803439803479,-0.008353808353808324,0.006879606879606914,-0.005405405405405373,0.00638820638820643,0.0
7,0.018604651162790642,0.019999999999999973,0.002325581395348797,0.013488372093023204,0.002325581395348797,0.0,0.048372093023255756,0.0069767441860464794,0.0
8,0.0338461538461539,0.03769230769230771,0.03692307692307695,-0.013076923076923031,0.020769230769230783,-0.019999999999999973,0.0838461538461539,0.044615384615384654,-0.009230769230769199
9,0.004597701149425237,0.05172413793103443,0.0022988505747126185,-0.017241379310344862,-0.03563218390804601,-0.0011494252873563316,0.02528735632183905,0.056321839080459735,0.0011494252873563092
10,-0.0015810276679842027,0.04901185770750984,-0.0007905138339921125,-0.002371541501976293,0.03952569169960474,-0.0031620553359684054,0.08537549407114624,0.007905138339920926,0.0
11,0.0008403361344537785,0.005882352941176494,0.009243697478991609,0.026890756302521003,0.005882352941176494,0.010084033613445387,0.03445378151260505,0.042857142857142885,0.003361344537815114
12,0.025125628140703515,-0.011055276381909573,-0.01005025125628145,-0.042211055276381956,0.006030150753768826,-0.01206030150753774,0.008040201005025093,0.017085427135678354,0.0
13,-0.009338521400778177,0.0,0.007003891050583677,-0.022568093385213994,-0.0046692607003890885,0.0,0.021789883268482503,0.031906614785992236,0.0
14,0.007594936708860756,0.026582278481012644,-0.005063291139240511,-0.008860759493670867,0.04177215189873418,0.008860759493670888,0.07088607594936709,0.053164556962025336,0.0
15,-0.019469026548672552,-0.007079646017699126,-0.05486725663716814,2.2204460492503132e-17,-0.007079646017699104,-0.015929203539823033,-0.0017699115044247816,-0.007079646017699126,0.0
16,-0.09440993788819871,-0.06832298136645958,-0.07204968944099374,2.2204460492503132e-17,0.0012422360248447672,0.013664596273291951,-0.03105590062111798,-0.032298136645962684,0.0
17,0.012195121951219478,-0.02073170731707319,0.0207317073170731,0.01463414634146334,0.04268292682926824,0.00731707317073167,0.02195121951219503,0.03902439024390236,0.0
18,-0.03529411764705881,-0.022058823529411752,-0.04852941176470589,2.2204460492503132e-17,-0.024999999999999977,-0.007352941176470562,-0.002941176470588225,-0.04705882352941178,-0.007352941176470562
19,0.030909090909090907,4.4408920985006264e-17,-0.005454545454545445,0.014545454545454594,-0.02545454545454544,0.0,0.009090909090909127,-0.014545454545454506,0.0
20,0.0,0.0,-0.00714285714285714,0.0071428571428571175,-0.042857142857142885,0.0,0.0,0.04999999999999997,0.0
21,0.005405405405405439,-0.005405405405405394,0.013513513513513552,0.010810810810810857,0.032432432432432476,0.016216216216216273,0.010810810810810857,0.005405405405405439,0.0
22,0.012149532710280386,0.0037383177570093685,0.0224299065420561,-0.0289719626168224,-0.0065420560747663226,-0.002803738317756976,0.029906542056074813,-0.0009345794392523254,0.0
23,-0.002264150943396226,-0.0030188679245283013,0.0007547169811320753,0.0037735849056603765,0.006037735849056603,0.0015094339622641507,0.006037735849056603,-0.002264150943396226,0.0
24,0.014814814814814791,-0.019753086419753152,-0.047736625514403365,-0.013991769547325172,-0.004938271604938316,0.0024691358024691245,-0.00905349794238688,0.06008230452674892,0.0
25,0.010138248847926268,0.0064516129032258,0.0,0.015668202764976935,0.0009216589861751112,0.0,0.0,0.1474654377880184,0.0
26,-0.010714285714285699,-0.042857142857142816,0.017857142857142884,0.017857142857142884,0.001785714285714346,0.017857142857142905,0.019642857142857163,0.0392857142857143,-0.007142857142857095
27,0.013793103448275845,-0.02068965517241377,0.02758620689655169,-0.034482758620689655,-0.0482758620689655,-0.013793103448275845,0.013793103448275845,-0.05517241379310343,0.0
28,-0.05714285714285709,-0.06666666666666662,0.009523809523809535,0.0,2.2204460492503132e-17,0.07619047619047621,0.04761904761904765,0.03809523809523811,0.0
29,0.06938775510204087,0.008163265306122458,0.09795918367346942,0.04489795918367352,4.4408920985006264e-17,0.04081632653061229,0.020408163265306166,0.20408163265306128,0.0
30,0.011940298507462721,-0.017910447761193993,0.05373134328358211,0.17611940298507464,0.06567164179104482,-0.011940298507462676,0.0,0.02686567164179108,0.0
31,-0.006451612903225823,0.012903225806451623,0.01677419354838707,-0.002580645161290307,-0.01161290322580646,-0.002580645161290329,0.04258064516129034,0.003870967741935494,0.0
32,0.006493506493506484,-0.016883116883116923,-0.010389610389610416,-0.006493506493506507,0.025974025974025938,-0.015584415584415635,0.010389610389610393,0.002597402597402576,0.061038961038961004
33,-0.0064516129032258,-0.008602150537634422,-0.004301075268817201,0.0258064516129032,-0.012903225806451668,0.0,0.0258064516129032,0.023655913978494602,0.0
