,fix,nuc,lt,ns,ld,exp,ndev,nd,age,entrophy,la
0,-0.00019323671497584183,-0.008502415458937151,0.0007729468599033895,0.0,-0.00019323671497584183,-0.0005797101449275255,-0.0015458937198067346,-0.007729468599033784,0.0,-0.00038647342995168366,0.00038647342995168366
1,0.0,-0.001544401544401497,0.0004633204633204491,0.0,0.0,0.0007722007722007485,0.0004633204633204491,-0.0013899613899613472,0.0,-0.00108108108108107,0.0006177606177606209
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0017847183491355167,0.0008923591745677584,0.0017847183491355167,0.0013385387618516376,-0.0008923591745677584,-0.0002230897936419396,0.0001115448968209698,0.0008923591745677584,0.0007808142777467886,0.0013385387618516376
5,-0.0009398496240601073,-0.00046992481203003147,0.000751879699248148,0.0006578947368421683,-0.00046992481203003147,-0.001315789473684159,0.0005639097744361221,0.0001879699248120481,-0.0005639097744360333,-0.00037593984962400737,-0.0008458646616540833
6,-0.00021186440677967155,-0.0019774011299435123,0.0014124293785310327,-0.0014124293785310992,0.0031779661016948955,0.0003531073446327415,-0.0007768361581921068,-0.0006355932203389924,-0.0016949152542373059,-0.0006355932203390147,-0.0012711864406779849
7,-0.000544299969761064,4.4408920985006264e-17,0.0010281221651043727,6.047777441795521e-05,0.00024191109767166541,0.0003628666465074426,0.0004233444209253534,6.0477774417910804e-05,0.0004233444209253756,0.0006047777441790636,0.0015119443604475924
8,0.003550784475640012,-0.0009909165978529532,0.0009083402146986552,0.0006606110652353836,-0.001816680429397155,-0.002312138728323654,-0.001899256812551564,0.0030553261767135133,0.0007431874483898148,-0.0020644095788604046,0.00016515276630890696
9,-0.002156334231805923,-0.0007187780772686559,-0.0010781671159029616,0.0005390835579514919,0.0,0.0005390835579514919,-0.0044923629829290105,0.0007187780772686337,0.0005390835579514919,-0.0005390835579514919,0.0014375561545373118
10,-0.007360861759425541,0.00035906642728904535,0.002154398563734272,-0.0008976660682226134,-0.0025134649910233176,-0.002872531418312363,-0.000538599640933568,0.000538599640933568,-0.000538599640933568,0.0007181328545780907,-0.000538599640933568
11,-0.00044150110375278383,0.0022075055187637193,-0.001177336276674068,0.0007358351729211954,0.0016188373804267187,0.001177336276673957,-0.00014716703458428348,0.005592347314201574,0.003973509933774743,0.00426784400294331,0.003090507726269265
12,0.0007121661721068096,0.0024925816023738667,0.0015430267062314096,0.0,0.0018991097922848033,0.002017804154302616,0.0015430267062313875,0.002255192878338219,0.006053412462907937,0.0018991097922848254,0.002255192878338219
13,0.00018424689083369473,-0.0002763703362506087,-0.0005527406725011729,0.0,0.0002763703362505643,-0.00036849378166747826,-0.0002763703362506087,0.0,-0.0002763703362506087,0.0,0.0017503454629202997
14,-0.0004777830864787225,0.0006688963210702114,-0.000191113234591489,0.0,0.0,9.55566172957445e-05,0.0,0.0,0.0006688963210702114,0.0,-9.55566172957445e-05
15,-0.001731601731601784,0.0014069264069263455,0.0005411255411255089,0.0029220779220778814,-0.00021645021645027017,-0.001731601731601784,0.0005411255411254867,0.0025974025974025315,0.0011904761904761418,0.000974025974025916,-0.0007575757575758013
16,0.0001916626736943483,-0.0001916626736942595,0.002970771442261677,-9.583133684709644e-05,-0.0015333013895543202,-0.0008624820316242898,0.001916626736943039,0.0031624341159559367,0.0012458073790130087,0.0021082894106373208,0.0011499760421658234
17,0.0010995052226498547,-0.0019791094007696186,0.0026388125343596025,4.4408920985006264e-17,-0.005387575590984017,0.0010995052226498547,0.0013194062671798123,0.003518416712479433,-0.0017592083562396389,-0.0026388125343595136,-0.0020890599230346087
18,0.00016625103906895423,-0.0036575228595179254,0.008811305070656661,-0.0008312551953449931,-0.0033250207813799284,0.00016625103906895423,-0.0024937655860349573,-0.0016625103906899863,-0.00498753117206987,-0.006151288445552816,0.0013300083125519003
19,0.000979706088173593,-0.010916724982505222,0.00041987403778871447,-0.001119664100769735,-0.012596221133659834,-0.006018194541637456,-0.008817354793561893,-0.014135759272218306,-0.014415675297410746,-0.01077676696990897,-0.015675297410776733
