,lt,age,exp,ndev,entrophy,la,ns,ld,fix,nuc
0,0.0,0.0,0.022222222222222227,0.0,0.0,0.005555555555555564,0.0,-0.011111111111111105,0.0,0.0
1,0.0,0.0,-0.020000000000000018,-0.04,0.0,-0.01499999999999999,0.0,-0.0050000000000000044,0.0,-0.045
2,0.06857142857142856,0.0,0.0,0.0,0.0,0.005714285714285727,0.0,-0.01142857142857141,0.017142857142857147,0.0
3,0.0,0.0,0.11578947368421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,-0.015384615384615408,0.0,0.0,0.0,0.0,0.0,-0.05000000000000003,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.005405405405405394,-4.4408920985006264e-17,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.01333333333333333,0.0,0.039999999999999994,0.0,0.22666666666666663,0.0,0.0,0.11999999999999997,0.0,0.0
8,-2.2204460492503132e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.043298969072164906,0.06804123711340204,-0.01443298969072171
9,0.03934426229508192,0.0,0.0,0.004918032786885207,0.0,0.14590163934426226,0.0,0.0,0.0,0.0
10,0.023809523809523815,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.030952380952380953,0.0
11,0.0,0.0,0.0,0.0,0.1611111111111111,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.030769230769230705,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.03673469387755104,0.0,0.0,0.0,0.0,0.0
14,-0.0641025641025641,0.0,0.01794871794871796,0.0,0.010256410256410265,-0.035897435897435895,0.0,-0.0051282051282051325,0.0,-0.03846153846153846
15,-0.0027777777777778347,0.0,-0.01666666666666672,0.0,0.0,0.030555555555555523,0.0,-0.008333333333333392,0.030555555555555513,-0.025000000000000043
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013793103448275857,0.0
17,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.025,0.0,0.0
18,-0.033333333333333326,0.0,-0.08333333333333334,-0.13333333333333333,0.0,-0.1,0.0,-0.03333333333333331,0.050000000000000024,0.0666666666666667
19,-0.1,0.0,-0.03333333333333335,0.0,0.0,0.016666666666666653,0.0,0.0,0.06666666666666665,0.06666666666666665
20,-0.029629629629629606,0.0,0.11851851851851854,0.0592592592592593,0.0,0.007407407407407418,0.0,4.4408920985006264e-17,0.0,0.21481481481481488
21,0.0,0.0,0.0,-0.01276595744680854,0.0,0.0,0.0,0.0,0.0,-0.004255319148936232
22,0.0,0.0,0.0,0.0,0.0,0.10612244897959186,0.0,0.0,0.0,0.0
23,0.009999999999999964,0.0,0.0,0.0,0.0,0.1766666666666666,0.0,0.09666666666666661,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10322580645161292,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.18082191780821916,0.0,0.0,0.0,0.0
26,0.0015625,0.0,0.01875,0.0,0.0,0.0765625,0.0,0.0,0.0,0.025
27,0.0,0.0,0.0,0.0,0.0,0.01767955801104968,0.0,0.0,0.0,0.0
28,-0.06451612903225805,0.0,0.0032258064516129115,0.0,0.0,-0.038709677419354806,0.0,-0.009677419354838679,0.0,-0.016129032258064502
29,0.0,0.0,0.13260869565217395,0.0,0.0,0.0,0.0,0.06739130434782611,0.0,0.0
30,-4.4408920985006264e-17,0.0,0.06292134831460669,0.0,0.0,0.13033707865168534,0.0,0.0,0.0,0.013483146067415675
31,0.0,0.0,0.04727272727272731,0.0036363636363636598,0.0,0.0,0.0,0.0,0.0,0.03454545454545457
32,0.0,-0.002739726027397271,0.04383561643835614,0.0,0.0,0.09315068493150683,-0.001369863013698658,-0.02054794520547949,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.06716417910447767,0.0,0.0,-0.0029850746268656803,0.0
34,0.0,0.0,0.0,0.0,0.0,0.030487804878048762,0.0,0.0,0.04390243902439023,0.0
35,0.0,0.0,-0.007964601769911516,0.0,0.0,0.11327433628318587,0.0,0.0,0.0,0.0
