,age,ld,rexp,lt,sexp,ndev,la,nd,nuc,fix,ns
0,-0.0010928961748633225,-0.0016393442622950395,-0.0038251366120217734,0.03551912568306015,-0.003278688524590123,-0.003278688524590079,0.14699453551912572,0.0021857923497268007,0.11639344262295086,-0.0010928961748633448,0.004371584699453579
1,-0.004181184668989579,-0.006968641114982632,-0.0048780487804878534,-0.012543554006968693,0.006968641114982544,-0.005574912891986106,0.1331010452961672,0.0006968641114982299,0.059233449477351874,-0.004878048780487832,0.0
2,-0.005363984674329458,0.01226053639846747,0.0,0.0413793103448276,0.008429118773946387,0.0015325670498084864,0.19540229885057475,0.010727969348659027,0.09655172413793105,-0.011494252873563182,0.002298850574712663
3,0.002656546489563527,0.006831119544591968,-0.006072106261859611,0.04174573055028461,0.0030360531309297613,-0.008349146110056948,0.17874762808349143,0.017077798861480042,-0.004933586337760953,-4.4408920985006264e-17,-0.012523719165085434
4,0.0025423728813559255,-0.0008474576271186418,0.005932203389830493,0.023728813559322038,-0.0004237288135593209,-0.0012711864406779628,0.17966101694915254,-0.0008474576271186418,-0.006355932203389814,0.0016949152542372835,-0.0012711864406779628
5,-0.008207343412527046,-0.006911447084233302,-0.0025917926565874883,0.0012958963282936997,-0.0017278617710583255,-0.003455723542116651,0.12008639308855287,-0.01079913606911449,0.0,0.012526997840172749,0.0
6,0.002131438721136791,0.0014209591474245275,0.00248667850799289,-0.003197158081705154,0.002131438721136769,-0.00035523978685612077,0.14600355239786855,0.019893428063943164,-0.014564831261101242,0.019538188277087042,-0.005683836589698066
7,0.004973357015985802,-0.002131438721136769,0.002131438721136769,0.008170515097690956,0.007104795737122571,-0.004262877442273516,0.16269982238010658,0.002486678507992912,-0.014920071047957362,0.008880994671403197,-0.0014209591474245054
8,0.005253283302063827,0.012007504690431547,0.0,0.016885553470919336,-0.01838649155722325,-0.012007504690431482,0.1433395872420263,0.04352720450281429,-0.007504690431519667,-0.001125703564727898,0.0007504690431519911
9,0.0009538950715421545,-0.0038155802861685297,-0.0009538950715421324,0.005723370429252794,-0.02003179650238469,-0.004133545310015907,0.14372019077901435,-0.0022257551669316424,-0.0038155802861685297,0.0022257551669316424,0.0009538950715421324
10,0.0,0.0,0.0,0.017482517482517435,0.0,0.0,0.21993006993006986,0.0,0.0,0.0,0.0
11,0.00043103448275865207,0.003017241379310409,0.001293103448275912,0.005172413793103492,-0.007327586206896486,0.002586206896551779,0.15948275862068972,0.0012931034482758896,0.01853448275862073,-0.003448275862068928,-0.003448275862068928
12,-0.0018648018648019127,0.0,-0.004195804195804254,0.009324009324009296,-0.0004662004662004726,-2.2204460492503132e-17,0.14498834498834495,0.0018648018648018238,0.02051282051282046,-2.2204460492503132e-17,0.016317016317016275
13,0.009189189189189161,-0.0005405405405405572,-0.0016216216216216272,0.004864864864864859,-0.007027027027027044,0.002702702702702697,0.16216216216216214,0.0,0.04162162162162162,0.011351351351351324,0.0
14,0.0025510204081632846,0.03622448979591841,-0.002040816326530548,4.4408920985006264e-17,0.0020408163265306367,0.008163265306122481,0.23010204081632663,0.0045918367346939,0.003571428571428603,0.006122448979591888,0.004591836734693921
15,-0.003722504230118373,0.01759729272419632,-0.008798646362098084,0.014551607445008519,-0.004399323181048987,0.0016920473773266442,0.22808798646362102,-0.0006768189509306133,2.2204460492503132e-17,-0.00304568527918776,-0.005076142131979622
16,0.0012759170653907637,0.07527910685805421,-0.00031897926634769644,0.02360446570972885,0.007336523125996819,0.0076555023923444935,0.19362041467304625,-0.002870813397129179,0.004146730462519943,0.00031897926634769644,0.0035087719298245723
