,fix,age,rexp,entrophy
0,-0.014457831325301162,0.016867469879518128,-0.03855421686746983,0.16867469879518077
1,-0.0075187969924812355,0.010526315789473651,-0.0045112781954887325,0.19849624060150373
2,0.0033333333333333214,0.0,-0.0022222222222222144,0.29111111111111115
3,0.04732576985413293,0.0149108589951378,0.012641815235008135,0.2149108589951378
4,0.005029013539651861,-0.005802707930367479,0.005802707930367523,0.14893617021276598
5,0.018083670715249633,0.001079622132253677,-0.0016194331983806042,0.14143049932523616
6,0.016119402985074593,-0.0026865671641791433,0.004776119402985057,-0.03850746268656722
7,0.023779193205944793,0.03269639065817413,0.030997876857749483,0.026751592356687892
8,0.03072776280323446,0.011320754716981084,0.02479784366576816,-0.01563342318059302
9,0.011428571428571432,0.008571428571428586,0.04514285714285715,0.0028571428571428693
10,0.015953307392996142,0.01011673151750978,0.03929961089494165,0.0023346303501945442
11,0.013745704467353903,0.007789232531500545,0.05177548682703317,0.014432989690721598
12,0.011361200428724572,-0.007717041800643076,0.053804930332261545,0.01264737406216505
13,0.011764705882352965,-0.00264705882352938,0.005294117647058849,0.02705882352941178
14,0.08687500000000004,-0.0006249999999999422,0.01062500000000004,0.024375000000000036
15,0.08419580419580416,0.03328671328671327,0.002797202797202769,0.031608391608391594
16,0.10963995354239257,0.03205574912891986,0.013008130081300839,0.05481997677119628
17,0.14047890535917903,0.02531356898517676,0.024857468643101475,0.0629418472063854
18,0.13719247467438495,0.025470332850940625,0.024023154848046246,0.04515195369030385
19,0.02486033519553068,0.007821229050279266,0.021229050279329576,0.08519553072625692
20,0.020183486238532167,0.006320081549439416,0.01936799184505611,0.1372069317023446
21,0.021428571428571463,0.013690476190476208,0.013690476190476187,0.1246031746031746
22,0.01938883034773442,0.012012644889357205,0.015384615384615353,0.18208640674394097
23,0.10499075785582249,0.019593345656192196,0.013123844731977741,0.1648798521256931
24,-2.2204460492503132e-17,0.0016415868673050448,0.021067031463748265,0.08809849521203825
25,0.00712694877505562,-2.2204460492503132e-17,0.012026726057906445,0.10913140311804004
26,0.009482758620689702,-0.001896551724137896,-0.00310344827586202,0.0787931034482759
27,0.00800000000000003,-0.002612244897959193,-0.0027755102040816215,0.08897959183673469
28,0.004603580562659815,-0.0011935208866155288,0.0006820119352088482,0.11935208866155156
29,0.006832871652816275,0.011449676823638066,0.007386888273314884,0.17229916897506928
30,0.10249750249750247,0.0009990009990010096,0.010989010989010995,0.16943056943056944
31,0.07731543624161072,-0.0002684563758389213,0.007248322147651009,0.14818791946308726
32,-0.008010680907877155,-0.01014686248331107,-0.0002670226969292422,0.12309746328437918
33,-0.006212664277180369,-0.029390681003584218,-0.006451612903225779,0.11111111111111113
34,-0.0058002148227712215,-0.015896885069817412,-0.00708915145005371,0.1301825993555317
35,0.006150583244962848,-0.012089077412513305,-0.01399787910922592,0.10498409331919403
36,0.011570247933884304,-0.013774104683195598,-0.009090909090909084,0.08016528925619833
37,-0.002879581151832511,-0.0020942408376963817,0.0010471204188481575,0.12434554973821987
38,0.00023255813953488859,-0.0060465116279069695,0.004883720930232571,0.1346511627906977
39,-0.004761904761904789,-0.014087301587301626,0.00952380952380949,0.10694444444444443
40,-0.007583774250440878,-0.007936507936507886,0.009876543209876586,0.09559082892416229
41,-0.0007100591715976323,-0.012307692307692287,-0.0035502958579881837,0.08710059171597631
42,0.0124076809453471,-0.02717872968980799,0.0,0.06971935007385524
43,0.0022617124394184174,-0.024232633279482996,-0.023586429725363466,0.04588045234248792
44,-0.023999999999999976,-0.036363636363636355,-0.01745454545454541,0.07236363636363641
45,-0.023051948051948035,-0.011363636363636308,-0.0016233766233765933,0.05974025974025974
46,0.06897637795275595,-0.00818897637795275,-0.005354330708661381,0.03748031496062996
47,-0.003475513428120025,-0.0031595576619273037,-0.0018957345971563956,0.056240126382306486
48,0.0031809145129225056,-0.043339960238568564,-0.021471172962226604,0.025049701789264446
49,0.004008016032064132,-0.02124248496993979,-0.015230460921843658,0.07815631262525058
50,-0.0007155635062611853,-0.0254025044722719,-0.014669051878354189,0.10876565295169949
51,-0.0017429193899782369,-0.03267973856209154,-0.021786492374727694,0.10544662309368187
52,0.004469273743016711,-0.011918063314711392,0.004841713221601473,0.1508379888268156
53,-0.0034951456310680085,-0.020194174757281625,0.01242718446601938,0.12466019417475724
54,-0.01886792452830195,-0.015094339622641551,0.0819407008086253,0.12938005390835577
