,entrophy,ns,rexp,la,ndev,age,exp,nuc,ld,lt
0,-0.002752293577981635,0.0,0.009174311926605495,0.00550458715596327,0.0,0.000917431192660545,0.00183486238532109,0.002752293577981635,0.000917431192660545,0.0
1,0.0,0.0,0.0019417475728154888,0.07443365695792876,0.0,-0.004530744336569614,-4.4408920985006264e-17,0.0,0.0,0.0
2,0.0,-0.000711743772242035,0.012099644128113818,0.12669039145907465,-0.0007117437722420128,0.0,0.001423487544483981,-0.002135231316726016,0.022775800711743722,0.008540925266903865
3,0.00441988950276242,0.0014732965009208066,0.012154696132596676,0.09723756906077348,-0.0014732965009208066,0.002946593001841613,0.002946593001841613,0.008471454880294637,0.017679558011049746,0.0036832412523020385
4,0.0,0.022272727272727288,-0.004545454545454542,0.13545454545454544,0.0027272727272727114,0.006363636363636349,-0.0027272727272727114,0.0,0.004545454545454519,0.0018181818181818078
5,0.0,-0.019512195121951282,-0.00696864111498261,0.11080139372822295,0.02160278745644595,-0.010452961672473915,-0.002090592334494823,-0.00627177700348438,-0.014634146341463428,-0.00905923344947741
6,0.0029761904761904656,0.006547619047619024,0.0,0.10714285714285714,0.0,0.016666666666666673,-0.0125,-0.0005952380952381153,0.03809523809523807,-0.008333333333333326
7,-0.009770114942528751,0.010919540229885038,-2.2204460492503132e-17,0.12528735632183904,-0.008620689655172398,-0.012068965517241414,0.0017241379310344751,-0.002873563218390829,0.01091954022988506,0.0028735632183908067
8,-0.001685393258426937,-0.003932584269662876,0.007303370786516883,0.1213483146067416,-0.026966292134831392,0.007303370786516883,-0.010112359550561733,-0.007865168539325774,0.030337078651685424,-0.0011235955056179358
9,0.001098901098901095,0.01373626373626371,0.04835164835164833,0.15714285714285714,-0.00494505494505495,0.03791208791208791,-0.010989010989010995,0.026923076923076918,0.07912087912087913,0.0
10,-0.0006441223832528209,0.0019323671497584404,0.00869565217391306,0.20676328502415459,0.018679549114331694,0.017713365539452484,-0.0022544283413848732,0.006763285024154575,0.015458937198067613,0.007085346215780964
11,-0.002836879432624162,-0.0014184397163121254,-2.2204460492503132e-17,0.10319148936170212,-0.0017730496453901123,-0.006382978723404276,0.005673758865248213,0.0024822695035460864,0.021631205673758824,0.00673758865248224
12,0.0,0.0,0.0,0.1384615384615384,0.0,0.0,0.005668016194331949,0.0,-4.4408920985006264e-17,0.0
13,0.002298850574712663,0.0,-0.002298850574712641,0.17011494252873569,0.008045977011494343,4.4408920985006264e-17,0.0022988505747127074,0.006896551724137967,0.0011494252873563537,0.0034482758620689945
14,0.0,-0.001273885350318471,-0.001273885350318471,0.1146496815286624,-0.005095541401273884,0.003821656050955413,0.01273885350318471,0.0,0.001273885350318471,0.008917197452229297
15,0.0,0.0,0.0,0.15789473684210528,0.0,0.003157894736842115,0.026315789473684247,0.0,0.0,0.00631578947368423
16,-0.009374999999999977,0.0050000000000000044,0.0012499999999999734,0.023750000000000028,-0.0006250000000000089,-0.014374999999999982,0.018125000000000013,-0.009375,-0.0050000000000000044,0.02124999999999999
17,0.006666666666666687,0.0,-0.0005555555555555536,0.05500000000000003,-0.0016666666666666607,-0.04722222222222221,0.006666666666666687,-0.011111111111111094,0.008888888888888924,0.057222222222222244
18,0.002510460251045976,-0.007531380753138084,-0.035983263598326355,0.13723849372384933,-0.0016736401673640654,0.01087866108786606,0.0050209205020920415,-0.007531380753138084,-0.008368200836820106,0.010041841004184083
19,0.0,0.0,-0.008376963350785282,0.12670157068062832,0.0,0.0,0.01570680628272254,0.0,0.0,0.012565445026178068
20,-0.015757575757575748,4.4408920985006264e-17,-0.0012121212121211755,0.046060606060606066,-0.009696969696969648,0.02787878787878788,0.06181818181818186,0.00242424242424244,0.007272727272727297,0.09454545454545457
21,0.004195804195804209,0.0013986013986013956,-0.020979020979020935,0.06713286713286717,0.0,0.0069930069930070225,0.054545454545454564,0.015384615384615441,0.02657342657342663,0.11328671328671333
22,0.00277777777777779,0.0,4.4408920985006264e-17,0.11296296296296301,0.007407407407407441,0.01296296296296302,-0.007407407407407351,0.020370370370370417,0.04444444444444451,0.056481481481481535
