,la,ndev,sexp,ns,rexp,exp,ld,lt,nuc,age,fix
0,0.07575757575757572,-0.013333333333333374,0.02181818181818178,-0.00121212121212122,0.006060606060606011,-0.006666666666666732,0.006060606060606011,-0.012727272727272787,-0.0006060606060606544,0.006666666666666621,0.0030303030303030056
1,0.031649831649831615,-0.004713804713804737,0.051851851851851836,0.0,0.0006734006734006482,0.0,0.009427609427609385,0.008754208754208714,0.019528619528619486,0.004040404040404,0.0013468013468013406
2,0.03802281368821294,-0.001520912547528508,0.03041825095057036,-0.002281368821292773,-0.0007604562737642429,0.004562737642585568,0.015969581749049434,-0.003041825095057016,0.006083650190114098,0.0068441064638783185,0.000760456273764265
3,0.11313131313131311,-0.02474747474747476,0.02222222222222221,0.019191919191919184,0.008585858585858563,0.03888888888888888,0.013131313131313127,0.025252525252525238,0.013131313131313105,-0.008585858585858563,0.012121212121212133
4,0.00658823529411765,-0.005176470588235294,0.007529411764705873,-0.006117647058823538,-0.0009411764705882231,0.01035294117647061,0.0014117647058823346,-0.00658823529411765,-0.00047058823529411153,-0.005176470588235315,0.0028235294117646913
5,0.05504087193460494,-0.0059945504087193235,-0.011989100817438647,0.0005449591280654476,0.023433242506812023,4.4408920985006264e-17,-0.013079019073569453,0.016348773841961872,0.08174386920980928,-0.00490463215258854,0.0016348773841962315
6,0.06501547987616094,-0.0024767801857585427,0.010526315789473651,-0.00030959752321981784,0.02229102167182657,0.0003095975232197734,0.013622291021671739,-0.021052631578947413,0.0015479876160990002,0.0003095975232197512,0.0
7,0.1010218978102189,0.020145985401459822,-0.03649635036496353,0.00642335766423352,-0.020437956204379604,-0.032408759124087624,0.0020437956204379048,-0.01313868613138689,-0.012554744525547478,-0.02686131386861317,-0.0037956204379562485
8,0.2453563714902808,0.06090712742980564,0.02030237580993526,0.005183585313174954,0.0,-0.003455723542116629,-0.0012958963282936997,0.14686825053995683,0.009935205183585327,0.000863930885529185,0.004319654427645814
9,0.25923566878980897,0.04267515923566885,0.07133757961783449,0.007006369426751591,0.0019108280254777066,-0.001273885350318471,-0.007643312101910826,0.14968152866242046,0.030573248407643326,-0.005095541401273884,0.0006369426751592355
10,0.12990196078431376,0.045098039215686316,0.045588235294117686,-0.0004901960784313486,-0.0004901960784313708,0.09607843137254905,0.04264705882352944,0.050490196078431415,0.011274509803921594,0.03676470588235296,-0.008333333333333304
11,0.04693877551020407,0.016326530612244892,0.011836734693877537,-0.012653061224489814,0.0408163265306122,0.08857142857142856,0.03510204081632651,0.10204081632653061,0.08040816326530612,0.0628571428571428,0.009387755102040795
12,0.08666666666666671,0.01393939393939394,0.008484848484848494,0.00545454545454549,0.016363636363636403,0.004242424242424292,0.026060606060606097,0.024242424242424288,0.03151515151515152,0.06181818181818184,0.001818181818181852
13,0.15263157894736837,0.009774436090225524,-0.000751879699248148,-0.003007518796992503,-0.005263157894736903,0.005263157894736814,0.0,0.021052631578947323,0.010526315789473628,-0.0022556390977443996,-0.005263157894736881
14,0.14214285714285715,0.002857142857142847,0.007142857142857184,-0.002142857142857135,0.00642857142857145,0.010714285714285721,0.008571428571428586,0.013571428571428568,0.0007142857142857339,0.00428571428571427,0.005714285714285716
15,0.07067669172932334,0.012030075187969969,0.026065162907268215,0.02305764411027571,0.0060150375939849845,-0.00601503759398494,0.011027568922305785,0.05864661654135341,0.059147869674185484,0.08020050125313287,0.013032581453634128
16,0.12396166134185302,0.008945686900958427,0.04408945686900958,0.024920127795527148,0.0057507987220447145,0.0025559105431310013,-0.0006389776357827559,0.04408945686900958,-0.0031948881789137353,0.002555910543130979,0.0
17,0.0017857142857142794,0.0,0.0035714285714285587,0.0017857142857142794,0.0,0.0035714285714285587,-0.005357142857142861,0.0035714285714285587,0.00714285714285714,-0.005357142857142861,0.0
18,0.06211604095563137,0.01706484641638222,0.12013651877133102,0.005460750853242291,0.0027303754266211123,0.02116040955631395,0.006143344709897569,0.007508532423208125,-0.006825938566552936,-0.026621160409556355,0.012969283276450482
19,0.19835051546391755,0.0012371134020618512,0.027628865979381457,0.0004123711340206171,-0.004536082474226788,0.0074226804123711295,-0.005773195876288639,0.0020618556701030855,0.005360824742268044,-0.00989690721649481,-0.003711340206185554
20,0.20535714285714285,0.008928571428571397,0.01964285714285714,0.0,0.0005952380952380931,0.03630952380952379,-0.007142857142857162,0.00952380952380949,0.08988095238095235,0.0125,-0.0035714285714285587
21,0.25714285714285723,0.0,0.038461538461538505,0.009890109890109966,-0.008791208791208737,0.014285714285714323,0.0032967032967033292,-0.00219780219780219,0.019780219780219842,-0.003296703296703285,0.007692307692307776
22,0.14776632302405499,0.005498281786941584,0.0329896907216495,0.0,0.006185567010309323,0.0006872852233676952,-0.0034364261168384758,0.044673539518900365,0.008247422680412387,2.2204460492503132e-17,0.0027491408934707806
23,0.1613186813186813,0.04703296703296698,0.08131868131868128,0.015384615384615307,0.0272527472527472,0.08791208791208786,0.01274725274725268,0.0013186813186812697,0.10593406593406592,0.04483516483516477,0.006153846153846132
24,0.1416666666666666,0.04876543209876538,0.1027777777777777,-0.00462962962962965,0.020987654320987613,0.11790123456790118,0.025925925925925863,0.007098765432098708,0.09783950617283947,0.012037037037037002,0.007407407407407351
25,0.06618852459016397,-0.0002049180327868383,-0.0024590163934425924,0.0006147540983606925,0.0030737704918033294,0.006147540983606569,0.006147540983606592,0.007581967213114793,0.007991803278688581,-0.012909836065573698,0.0022540983606558207
26,0.05468926553672322,0.007231638418079123,0.01762711864406783,-0.0006779661016949046,-0.006101694915254185,-0.006553672316384129,0.016271186440677998,0.014463276836158223,0.010169491525423745,-0.005423728813559303,0.0029378531073446456
27,0.14734607218683649,-0.006369426751592355,-0.003821656050955413,0.0,-0.001273885350318471,0.009341825902335454,-0.003821656050955413,0.019108280254777066,0.002972399150743099,0.003397027600849256,-0.000849256900212314
28,0.1741935483870968,-0.003584229390680993,0.007168458781361986,0.00035842293906809266,0.002508960573476715,0.009318996415770608,0.016129032258064523,0.01254480286738353,0.002508960573476693,0.008602150537634379,0.0017921146953405076
29,0.21067125645438897,-0.010671256454388933,-0.0017211703958691428,-0.0006884681583476215,-0.009638554216867434,0.0010327022375215878,0.015146299483648895,-0.002409638554216831,0.006884681583476793,-0.009294320137693624,0.0020654044750430867
30,0.13467336683417092,-0.0030150753768843908,0.004355108877721991,-0.005025125628140681,0.01005025125628145,0.00871021775544394,-0.012395309882747018,0.009380234505862695,-0.013065326633165796,0.0026800670016750685,0.0013400335008375785
31,0.16102418207681365,0.0031294452347084166,0.022759601706970157,0.0014224751066856944,0.003413940256045511,0.00654338549075395,0.052062588904694174,0.018776671408250366,0.03812233285917499,0.0019914651493599055,-0.0005689900426742334
32,0.020718816067653266,0.002748414376321362,0.0025369978858350794,-0.000634249471458781,0.004016913319238857,0.004016913319238857,0.0078224101479915,0.023678646934460847,0.0038054968287526193,0.002325581395348819,-0.0023255813953488636
33,0.08298611111111112,-0.00017361111111111605,0.009201388888888884,-0.0003472222222222543,0.013715277777777767,0.011805555555555559,0.009895833333333303,0.020833333333333325,0.004166666666666629,0.011979166666666652,0.001388888888888884
34,0.10118764845605696,0.005700712589073609,0.016389548693586643,0.0002375296912114022,0.0019002375296912177,-0.004750593824228044,0.015201900237529653,0.013539192399049837,-0.006888361045130664,0.002850356294536782,0.0028503562945368043
35,0.09025367156208275,0.008010680907877132,-0.005874499332443284,-0.0018691588785047174,-0.0042723631508678524,0.0005340453938584399,-0.0042723631508678524,0.00587449933244324,-0.010146862483311115,-4.4408920985006264e-17,0.0005340453938584399
36,0.021271393643031766,-0.0026894865525672884,0.006112469437652779,0.0017114914425427452,0.011491442542787268,0.008312958435207785,0.011735941320293364,0.014669926650366705,0.006845965770171114,-0.0004889975550122383,0.007090464547677233
37,0.0032626427406199365,-0.0032626427406198697,0.004893964110929905,-0.002283849918433889,0.0013050570962479969,-0.006851549755301778,0.004241435562805896,0.005546492659053892,-0.00032626427406197146,0.0026101141924959716,0.006851549755301845
38,0.06447368421052631,0.021052631578947344,0.044736842105263144,0.016666666666666653,0.013596491228070162,0.03815789473684213,0.0,0.013157894736842124,0.09254385964912282,0.017105263157894714,0.002631578947368407
39,0.18198757763975157,0.004968944099378913,0.008074534161490732,-0.003105590062111796,0.0006211180124223725,0.001242236024844745,0.009316770186335477,0.03664596273291929,0.13416149068322986,-0.0012422360248447006,0.004968944099378936
40,0.10814332247556997,-0.009771986970684043,0.06775244299674259,-0.05472312703583064,0.03192182410423443,-0.04625407166123781,-0.028013029315960926,-0.014983713355048866,0.10162866449511394,-0.009771986970684043,0.0006514657980456029
41,0.17226277372262774,-0.012165450121654486,0.04087591240875914,0.01995133819951338,0.017518248175182483,0.010218978102189769,0.020924574209245716,0.05498783454987839,0.09635036496350365,0.03406326034063258,0.003406326034063256
42,0.1106299212598425,0.013385826771653519,0.007086614173228334,0.0015748031496062964,0.022440944881889725,0.028346456692913337,-0.011023622047244075,0.021259842519685,0.07834645669291336,0.007480314960629908,-0.0011811023622047222
43,0.19545454545454538,-0.0010489510489511077,0.006643356643356602,0.00209790209790206,0.02412587412587408,0.03531468531468527,0.011538461538461475,0.051748251748251706,0.0734265734265734,-0.0069930069930070225,0.001048951048951019
44,0.17574893009985731,-0.00542082738944365,0.019971469329529222,-0.0022824536376604863,0.025106990014265286,0.048787446504992824,0.019971469329529222,0.0442225392296719,0.10813124108416546,0.004564907275320995,-0.002567760342368053
45,0.2229508196721312,0.0019672131147541625,0.007213114754098427,0.0019672131147541625,0.018032786885245945,0.02360655737704922,-0.0016393442622950395,0.04393442622950823,0.0875409836065574,0.001639344262295106,0.004262295081967249
46,0.08352272727272728,0.011363636363636376,0.09375,0.08181818181818182,0.011931818181818188,0.07556818181818181,0.09829545454545455,0.08011363636363636,0.16477272727272732,0.06647727272727273,0.017045454545454565
47,0.1664772727272727,-0.0028409090909091495,0.007386363636363602,0.015340909090909061,0.001136363636363602,-0.006250000000000045,0.015909090909090873,0.09261363636363633,0.15909090909090906,-0.001704545454545503,-4.4408920985006264e-17
48,0.10059171597633132,-0.002958579881656864,0.01804733727810648,-0.00118343195266275,0.004142011834319481,0.013905325443786953,0.004142011834319481,0.06390532544378694,0.10502958579881652,0.008284023668638984,0.004437869822485152
49,0.10972644376899694,0.006079027355623046,-0.00942249240121582,0.003039513677811545,0.00972644376899694,0.0006079027355623268,0.0018237082066869137,0.02401215805471124,0.1033434650455927,0.0033434650455927083,-0.008814589665653494
50,0.108675799086758,0.0036529680365297024,0.07990867579908678,0.11552511415525116,0.020547945205479468,0.050228310502283116,0.0863013698630137,0.08310502283105023,0.10136986301369863,-0.017808219178082174,-0.0022831050228310223
51,0.07052980132450334,0.014569536423841067,0.03443708609271527,0.00298013245033113,0.013245033112582804,0.0903973509933775,-0.011589403973509892,0.03443708609271525,0.21721854304635763,0.02483443708609274,0.007947019867549688
52,0.07025862068965513,0.022844827586206873,0.04698275862068964,0.016379310344827556,0.013362068965517216,-0.011206896551724155,-0.008189655172413813,0.07413793103448271,0.24525862068965515,0.05905172413793103,-0.0021551724137931494
53,0.05333333333333332,0.0014814814814814836,0.051851851851851836,0.0,0.0,0.0,0.011851851851851869,0.05037037037037036,0.1362962962962963,0.0,0.0
54,0.11428571428571424,0.00601503759398494,0.03007518796992479,0.0,0.0,-0.01654135338345868,0.004511278195488688,0.022556390977443573,0.03007518796992479,0.0015037593984962073,-0.022556390977443642
55,0.027160493827160525,-0.0024691358024691024,0.028395061728395055,0.006172839506172867,-0.00864197530864197,0.004938271604938293,0.0049382716049382715,0.030864197530864224,0.018518518518518535,-0.02345679012345676,0.0012345679012345733
56,0.03949044585987267,0.0,-0.016560509554140124,0.001273885350318471,-0.002547770700636942,-0.02420382165605095,-0.042038216560509545,0.042038216560509635,0.0038216560509554353,-0.01273885350318471,0.003821656050955413
57,-0.029629629629629606,-0.007407407407407418,-0.029629629629629606,0.0,-0.014814814814814814,-0.026666666666666616,-0.007407407407407418,-0.011851851851851825,-0.034074074074074055,-0.002962962962962967,-0.0014814814814814836
58,-0.03214285714285718,-0.019642857142857163,-0.04107142857142863,0.0017857142857142794,-0.021428571428571484,-0.026785714285714347,-0.005357142857142882,0.017857142857142794,-0.014285714285714323,0.019642857142857094,0.0017857142857142794
59,0.02089552238805974,-0.0029850746268656582,-0.0029850746268656582,0.0,0.014925373134328401,0.0029850746268656803,-0.008955223880596974,-0.0029850746268656582,0.008955223880597041,0.011940298507462721,0.014925373134328401
60,0.030985915492957705,0.014084507042253502,0.025352112676056304,0.0028169014084507005,0.0,0.033802816901408406,0.014084507042253502,0.028169014084507005,0.022535211267605604,0.0,0.0
61,-0.005970149253731338,0.008955223880597019,-0.014925373134328356,-0.0029850746268656803,-0.03880597014925373,0.0,-0.005970149253731361,-0.002985074626865691,0.0029850746268656582,-0.011940298507462699,-0.005970149253731361
62,-0.013793103448275867,0.0735632183908046,0.016091954022988485,0.006896551724137922,-0.013793103448275867,0.04137931034482754,0.0482758620689655,0.05057471264367812,-0.05747126436781613,0.02758620689655169,-0.01839080459770113
63,0.021428571428571463,0.014285714285714323,0.050000000000000065,0.0,0.0,0.04285714285714295,0.05714285714285718,0.021428571428571484,0.0,0.014285714285714323,0.0
