,entrophy,rexp,age,nuc,ndev,fix,sexp,ld,ns
0,0.009134615384615352,-4.4408920985006264e-17,0.00048076923076922906,-0.09134615384615388,0.02932692307692304,0.0,-0.010576923076923105,-0.0024038461538461895,-0.0014423076923076872
1,0.0125619834710744,0.007603305785123982,-0.002314049586776834,0.03900826446280994,0.04561983471074382,0.009917355371900815,0.024793388429752074,0.018181818181818188,-0.0033057851239669533
2,0.010619469026548667,0.011681415929203553,0.013451327433628313,0.012035398230088501,0.04955752212389382,0.0017699115044247816,0.0035398230088495852,0.006017699115044239,-0.003539823008849541
3,0.04849999999999997,0.003999999999999937,0.0014999999999999237,0.0009999999999999564,-0.012500000000000044,-0.013000000000000034,-0.004500000000000037,-4.4408920985006264e-17,0.007499999999999951
4,0.02073170731707317,0.021341463414634144,0.004878048780487809,0.014634146341463428,0.023780487804878025,0.009756097560975618,-0.0006097560975609762,0.012195121951219523,0.003658536585365857
5,0.008383233532934142,0.021556886227544935,0.0059880239520958,0.004790419161676651,0.00239520958083832,0.0,0.00239520958083832,0.004790419161676651,-0.00119760479041916
6,0.03396226415094339,0.018867924528301883,0.04150943396226414,0.037735849056603765,0.01132075471698113,0.0,0.01132075471698113,0.015094339622641506,0.0
7,2.2204460492503132e-17,0.0,-0.02222222222222221,0.0,0.0,-0.04444444444444442,0.0,-0.04444444444444442,0.0
8,0.061224489795918435,0.004081632653061273,-0.004081632653061207,0.008163265306122458,0.01224489795918371,0.0,0.004081632653061251,0.04489795918367352,0.0
9,0.0,0.03548387096774193,0.009677419354838701,0.0,-0.016129032258064523,0.0,0.0,0.0,0.0
10,0.0,0.022222222222222233,0.03555555555555552,0.008888888888888901,0.008888888888888901,0.11111111111111112,0.013333333333333353,0.008888888888888901,0.0
11,-0.0117647058823529,0.01882352941176475,-0.00470588235294116,-0.0117647058823529,0.04235294117647059,-0.007058823529411717,0.0,0.0,0.0
12,0.0,0.024489795918367373,0.0,0.0,0.05918367346938771,0.020408163265306145,0.0,0.0,0.0
13,0.008080808080808133,0.08282828282828289,0.01818181818181821,2.2204460492503132e-17,-0.002020202020201989,0.0,-0.002020202020202011,-0.002020202020202011,-0.006060606060606033
14,0.01428571428571428,-0.014285714285714301,-0.02857142857142856,-0.01428571428571428,0.04285714285714284,0.01428571428571428,0.00714285714285714,0.02857142857142856,0.0
15,-0.1,-0.05,-0.075,-0.025,0.0,0.0,0.0,0.0,0.0
16,0.06666666666666667,-0.08888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.003468208092485581,0.008092485549132911,0.0,-0.005780346820809279,0.0,0.0,0.034682080924855516,0.004624277456647352,0.0
18,0.0070175438596491,0.018713450292397616,0.028070175438596447,-2.2204460492503132e-17,0.0,0.0,0.029239766081871333,0.021052631578947323,0.0
19,-0.0009661835748792314,0.04347826086956519,-0.0019323671497584627,-0.008695652173913082,-0.011594202898550754,0.0,-0.0038647342995169033,0.0028985507246376717,0.0
20,0.0071428571428571175,0.008571428571428553,0.011428571428571389,-0.0014285714285714346,-0.05285714285714288,0.0,-0.008571428571428586,0.0014285714285714236,-0.032857142857142876
21,0.0017316017316017396,-0.012987012987012991,-0.012987012987013002,-0.004329004329004326,-0.1471861471861472,0.0008658008658008698,-0.0051948051948051965,0.0008658008658008698,-0.048484848484848485
22,0.013559322033898358,0.0020338983050847805,0.010169491525423745,0.008813559322033915,-0.05694915254237289,-0.005423728813559281,0.010169491525423745,0.012203389830508504,0.0006779661016949268
23,-0.001918465227817734,-0.008153477218225435,0.000959232613908867,-0.0004796163069544335,-0.008153477218225458,0.001918465227817734,-0.002877697841726601,-0.000959232613908867,0.0
24,0.01388367729831146,0.046904315196998156,0.005628517823639778,-0.012757973733583495,0.012007504690431525,0.00412757973733584,0.002251407129455951,0.009005628517823671,-0.012007504690431502
25,0.008219178082191813,-0.0022831050228310223,-0.0031963470319634315,-0.03561643835616435,-0.010958904109588996,0.02785388127853885,-0.02694063926940633,0.022831050228310557,-0.014155251141552472
26,0.035590551181102416,0.006929133858267744,0.005669291338582694,-0.006929133858267678,0.014803149606299248,0.027086614173228375,0.01952755905511814,0.07307086614173233,0.0006299212598425807
27,0.013877551020408174,0.003265306122448952,-0.003537414965986407,-0.010884353741496633,0.014693877551020407,-0.002721088435374175,-0.007619047619047636,0.020680272108843555,0.004625850340136029
28,0.03874538745387448,0.008856088560885555,0.004797047970479662,-0.011439114391143933,-0.013653136531365373,0.0,-0.014022140221402291,0.021402214022140174,-0.002214022140221461
29,0.06428571428571432,-0.003296703296703263,0.0027472527472527817,0.011538461538461586,-0.028571428571428515,0.009340659340659396,-0.01978021978021973,0.020329670329670348,6.661338147750939e-17
30,0.004851752021563382,0.030188679245283057,-0.001617250673854409,-0.011320754716981084,-0.004851752021563316,-0.0021563342318058785,0.0032345013477089292,0.023180592991913773,-0.017789757412398875
31,0.003854389721627416,0.008565310492505307,0.01156316916488218,0.010706638115631661,0.016702355460385433,0.004710920770877957,0.007708779443254809,0.011563169164882226,0.008565310492505352
32,0.014457831325301141,0.02616179001721166,0.006196213425129016,-0.0027538726333907527,0.007917383820998224,0.001032702237521499,0.0037865748709121627,0.013769363166953453,0.015834767641996494
33,0.04597701149425282,0.03678160919540226,0.00755336617405582,0.016420361247947435,0.006896551724137922,0.016420361247947435,0.007881773399014769,0.031198686371100126,-0.003284072249589487
34,0.0059459459459459294,0.004864864864864838,0.0059459459459459294,0.001081081081081048,-2.2204460492503132e-17,0.003783783783783745,0.001081081081081048,0.006756756756756732,-0.0018918918918918947
35,0.018068535825545174,0.013084112149532711,0.012461059190031154,-0.0161993769470405,-0.030529595015576328,0.0,-0.015576323987538943,0.021183800623052952,-0.02429906542056075
36,0.05014577259475215,0.004664723032069951,0.01049562682215741,0.034402332361516,-0.013994169096209985,-2.2204460492503132e-17,0.005830903790087438,0.03790087463556846,-0.01865889212827989
37,0.008383233532934109,0.011377245508982003,-0.022754491017964073,-0.019161676646706604,-0.007784431137724557,0.0023952095808382977,0.003592814371257447,0.03053892215568863,-0.0221556886227545
