,ld,fix,rexp,sexp,ndev,entrophy,age
0,0.06169590643274851,0.0,0.00029239766081872175,-0.008771929824561408,0.06929824561403508,0.007456140350877161,-0.014912280701754387
1,0.029603524229074907,0.0,0.006343612334801785,0.007929515418502241,0.06061674008810573,0.02555066079295156,0.023612334801762124
2,0.05015608740894906,0.0,0.008532778355879334,0.0037460978147763058,0.00457856399583767,0.03246618106139443,0.0010405827263267665
3,0.05613577023498699,0.0,-0.004960835509138351,0.0013054830287206665,-0.0007832898172323687,0.019060052219321166,0.008616187989556146
4,0.03725231175693529,0.0,-0.0031704095112285112,0.00607661822985468,0.01162483487450463,0.043328929986789964,-0.0026420079260237816
5,0.024133148404993053,0.0,-0.009153952843273227,-0.016366158113730923,0.004715672676837724,0.0174757281553398,-0.007212205270457695
6,0.031105990783410142,0.0,0.0009216589861751334,-0.010138248847926268,-0.002995391705069084,0.026267281105990792,-0.006682027649769573
7,0.051291512915129164,0.0,0.0005535055350553541,0.006826568265682642,0.013099630996309997,0.014206642066420683,-0.0027675276752767487
8,0.07617065556711759,0.0,0.002497398543184204,0.0014568158168574597,-0.0029136316337148973,0.021436004162330914,0.011238293444328829
9,0.05657764589515328,0.0,-0.004747774480712152,0.002571711177052416,0.0015825914935707174,0.021760633036597386,-0.0033630069238377745
10,0.06240000000000005,0.0,0.006600000000000006,0.005400000000000005,0.002200000000000002,0.02200000000000002,-0.008000000000000007
11,0.03072196620583718,0.0,0.0012288786482334891,-0.0018433179723502003,0.001536098310291867,0.010752688172043001,-0.01966205837173578
12,0.025484072454715755,0.0,0.0006246096189881145,-0.0022485946283573367,-0.00574640849469088,0.004871955028107356,-0.004122423485321702
13,0.03216011042097992,0.0,-0.0002760524499655359,-0.00510697032436167,0.00041407867494815955,0.009661835748792225,-0.004554865424430709
14,0.046595570139458566,0.0,0.0036095159967186154,0.014273995077932722,0.003117309269893331,0.015258408531583268,0.00016406890894171688
15,0.08585657370517921,0.0,0.02051792828685257,0.02729083665338643,0.196414342629482,0.031274900398406344,0.013745019920318713
16,0.07931316434995912,0.0,0.00948487326246934,0.04546197874080129,0.19067865903515943,0.03548650858544562,-0.0013082583810302805
17,0.06865889212827991,0.0,0.009912536443148712,0.017492711370262426,0.02346938775510208,0.03381924198250734,0.004373177842565634
18,0.0655068078668684,0.0,0.012859304084720136,-0.004689863842662611,0.040695915279879015,0.04190620272314678,0.0036308623298033416
19,0.07476489028213165,0.0,0.0020376175548589394,0.004858934169278984,0.010971786833855756,0.025705329153604996,-0.009717868338557988
20,0.0737078651685393,0.0,-0.0035955056179775013,0.00786516853932584,0.03460674157303369,0.0314606741573034,-0.00629213483146065
21,0.07278761061946906,0.0,-0.005088495575221197,-0.005530973451327403,0.008628318584070826,0.012831858407079677,-0.007964601769911494
22,0.06620553359683792,0.0,-0.005138339920948654,-0.004347826086956541,-0.010079051383399262,0.028656126482213405,-0.01007905138339924
23,0.10307845084409137,0.0,0.011519364448858016,0.01866931479642504,0.005958291956305861,0.008341608738828232,-0.004369414101290925
24,0.06749760306807284,0.0,0.016107382550335593,0.021284755512943444,0.06979865771812077,0.015915627996164906,0.017833173537871505
25,0.049318181818181775,0.0,0.0018181818181817854,-0.009090909090909127,0.022954545454545405,0.018181818181818167,-0.013863636363636389
26,0.06211180124223607,0.0,0.00944099378881993,0.003478260869565264,0.0019875776397515698,0.0126708074534162,-0.003726708074534124
27,0.08229548229548227,0.0,0.038339438339438314,0.011965811965811946,0.03321123321123318,0.01562881562881562,0.026862026862026857
28,0.07885057471264374,0.0,0.019080459770114987,-0.007126436781609136,0.008505747126436836,-0.005517241379310267,0.024367816091954087
29,0.01643835616438356,0.0,-0.020821917808219202,-0.031963470319634715,-0.021187214611872163,0.0135159817351598,-0.019360730593607323
30,0.03117370892018776,0.0,0.0048826291079811625,-0.002441314553990659,0.007136150234741745,0.01840375586854457,-0.007323943661971843
31,0.07717041800643083,0.0,0.0022508038585208777,-0.002572347266881092,0.21189710610932472,0.0035369774919613794,-0.004180064308681719
32,0.06320346320346319,0.0,-0.0017316017316016952,0.0034632034632034792,0.01948051948051952,0.003463203463203457,-0.01168831168831166
33,0.042406876790830925,0.0,0.011461318051575908,0.013180515759312294,0.24985673352435525,0.020630372492836634,0.0
34,0.05164835164835162,0.0,0.010989010989010973,0.00439560439560438,0.11978021978021977,0.03516483516483515,0.02857142857142856
35,-0.0020100502512562677,0.0,0.013065326633165864,0.022110552763819125,0.04723618090452262,0.014070351758793986,0.026130653266331683
36,0.045454545454545435,0.0,0.020855614973262004,0.006417112299465222,0.028342245989304814,0.045454545454545456,0.018181818181818143
37,0.023566878980891715,0.0,0.00573248407643312,0.006369426751592355,-0.03439490445859872,0.01719745222929936,0.007006369426751591
38,0.03492063492063489,0.0,-0.041269841269841304,-0.0031746031746031854,0.011640211640211628,0.003174603174603141,-0.020105820105820137
39,0.014414414414414444,0.0,0.026426426426426432,-0.021621621621621602,-0.0072072072072072,0.04444444444444447,0.015015015015015032
