,ndev,entrophy,nuc,lt,ld,rexp,fix,age,nd,la,ns
0,0.00020920502092049986,-0.0010460251046024993,-0.0025104602510460207,-0.0027196652719665205,0.001464435146443499,0.017154811715481187,-0.0020920502092049986,-0.004811715481171541,-0.014016736401673646,0.0010460251046024993,0.0
1,0.0037639007698888173,-0.0013686911890504305,0.0030795551753635573,0.00034217279726262985,0.00307955517536358,0.006843455945252352,0.0018819503849444308,0.004106073567151447,-0.0006843455945252597,0.0005132591958939336,0.0
2,0.0016589861751151514,-0.0011059907834101823,0.0003686635944699868,0.0012903225806450759,-6.661338147750939e-17,-2.2204460492503132e-17,-0.00018433179723502667,0.0025806451612902627,0.0009216589861750669,-2.2204460492503132e-17,0.0
3,-0.0013552758954501255,0.007357212003872249,0.013359148112294305,-0.001161665053242955,-0.0007744433688286146,0.002516940948693147,-0.0009680542110357626,0.002516940948693147,0.0029041626331074654,-0.0030977734753145914,0.0
4,0.0029875518672199063,0.0024896265560165887,0.005643153526970956,0.003983402489626542,0.001991701244813271,0.00016597510373443923,0.0018257261410788317,0.0053112033195020555,-0.0009958506224066355,0.00016597510373443923,0.0
5,0.003100775193798455,-0.0014211886304909215,0.005943152454780387,0.014857881136950923,0.005684754521963864,0.010335917312661525,-0.0010335917312661147,0.027002583979328178,4.4408920985006264e-17,0.00878552971576232,2.2204460492503132e-17
6,-0.011258581235697961,0.008604118993134957,0.007231121281464525,0.007322654462242539,-0.013821510297482863,0.004576659038901587,-0.001098398169336412,0.04201372997711668,-0.001098398169336412,-0.011075514874141911,-0.00036613272311214473
7,-0.006408227848101311,0.017009493670886066,0.010284810126582267,0.0003164556962025111,-0.0042721518987342,0.0063291139240506,0.0009493670886075555,0.047151898734177175,0.0110759493670886,0.0064873417721518665,-0.0012658227848101778
8,-0.0015276893698281003,0.012858052196053493,0.005474220241884198,0.01107574793125401,0.002928071292170631,0.008402291534054784,0.008911521323997484,0.02813494589433485,0.005856142584341218,0.022406110757479336,0.004583068109484434
9,-0.003921568627450989,0.010893246187363847,-0.00610021786492374,0.019607843137254898,-0.007843137254901933,0.0013071895424836776,-0.0017429193899781924,0.017429193899782147,0.0008714596949891184,0.005664488017429225,0.0
10,0.0008547008547008517,0.004273504273504281,-0.005982905982905962,0.006837606837606836,-0.0034188034188034067,-0.030769230769230792,0.0068376068376068576,0.012820512820512841,0.002564102564102555,-0.011965811965811923,0.0017094017094017033
11,0.004810996563573866,0.0009163802978235935,0.008247422680412387,0.001145475372279492,-0.002978235967926679,0.014432989690721643,0.001832760595647187,0.0332187857961054,0.0,-0.006643757159221076,0.0013745704467353903
12,-0.002501954652071925,0.009382329945269729,-0.0034401876465989245,-0.0003127443315089851,0.004534792806880361,-0.008913213448006264,0.003283815480844421,0.005473025801407383,0.005473025801407317,0.00015637216575445923,-0.0009382329945269551
13,-0.03289473684210524,0.00707236842105261,-0.01546052631578949,0.014473684210526328,-0.0125,-0.00855263157894739,0.0,0.010690789473684226,0.003782894736842102,0.0013157894736842036,0.0
14,-0.0091803278688525,0.0006557377049180024,-0.015081967213114788,-0.005245901639344308,-0.016830601092896226,-0.016830601092896226,-0.00327868852459019,0.004371584699453512,0.0019672131147540515,-0.014863387978142151,-0.002185792349726823
15,-0.012380122057541465,0.02476024411508282,-0.011682650392327831,0.03748910200523101,-0.0006974716652136115,-0.007149084568439457,0.0034873583260679906,0.028073234524847425,0.013949433304271985,0.007497820401046185,-2.2204460492503132e-17
16,-0.0008604794099570156,0.011555009219422185,-0.011555009219422296,0.021511985248924347,0.002212661339889355,-0.00848186846957597,-0.001475107559926303,0.02138905961893054,0.010694529809465215,0.013767670559311562,-0.0018438844499078844
17,0.003410852713178225,0.01767441860465111,-0.0127131782945737,0.00899224806201544,0.0026356589147286114,-0.0035658914728682765,-0.003410852713178358,0.013643410852713122,0.0334883720930232,0.003410852713178247,0.003410852713178203
18,0.003333333333333388,0.03571428571428579,0.005000000000000071,0.015952380952381006,-0.0121428571428571,-0.0007142857142856673,-0.0014285714285714236,0.03214285714285718,0.019523809523809565,0.0007142857142857561,0.0
19,0.0005333333333333412,0.03759999999999997,0.007733333333333347,0.016533333333333355,0.003733333333333322,-0.012799999999999988,-0.008000000000000007,0.05600000000000001,0.02426666666666668,-0.003733333333333322,0.0002666666666666595
20,-0.00303448275862066,0.0066206896551724405,0.007172413793103449,0.011310344827586239,-0.017379310344827557,-0.0016551724137930934,0.0041379310344827665,0.06648275862068967,0.0057931034482758825,-0.00579310344827586,0.0
21,-0.001215805471124698,0.0020263424518742966,-0.000607902735562349,0.004255319148936132,-0.005673758865248279,0.0008105369807496876,-0.006889564336372889,0.02492401215805464,0.0022289766970617466,0.0028368794326240287,-0.0018237082066869803
