,lt,age,nd,fix,ndev,ld,entrophy,la,nuc,rexp,ns
0,-0.009832635983263605,-0.0006276150627614995,-0.006066945606694607,-0.0016736401673640654,0.0008368200836819994,0.0,0.0018828451882844988,-0.00020920502092049986,-0.004602510460251086,-0.0035564853556485864,0.0
1,-0.00017108639863134824,0.0003421727972626076,0.004106073567151336,0.0008554319931565191,0.0020530367835756456,0.0,0.0006843455945252152,0.0,0.00804106073567148,0.0041060735671513806,0.0
2,-0.002764976958525378,-0.0005529953917050801,-0.0005529953917050801,-0.0014746543778802134,0.0005529953917050801,0.0,0.00036866359447005335,0.00018433179723502667,0.004792626728110583,-0.002211981566820298,0.0
3,0.00038722168441434056,-0.0003872216844143184,0.0017424975798645103,-0.0029041626331074654,-0.0089060987415295,0.0005808325266215108,-0.002710551790900295,-0.00038722168441434056,0.002516940948693147,-0.006969990319457842,0.0
4,0.00033195020746887847,0.0004979253112033178,-0.0016597510373443924,0.007136929460580932,0.0011618257261410748,-0.0004979253112033178,-0.0009958506224066355,0.0008298755186721962,0.002489626556016611,-0.0004979253112033178,0.0
5,-0.005555555555555558,0.0019379844961240345,-0.006976744186046524,-0.004780361757105944,0.00129198966408266,-0.0007751937984496138,0.001033591731266137,-0.0012919896640827045,0.0005167958656330685,0.003100775193798433,0.0
6,-0.003569794050343278,0.0010983981693363676,0.00540045766590389,0.002471395881006844,0.002105263157894721,-0.0008237986270023256,-0.005675057208238021,0.0002745995423340863,-0.0022883295194508157,0.003478260869565197,0.00036613272311214473
7,0.002768987341772111,0.0026107594936708666,0.007436708860759445,0.006249999999999955,0.004193037974683534,0.0002373417721518667,0.0030063291139240667,-7.911392405066665e-05,0.0029272151898734,0.0049841772151898445,-0.00031645569620257773
8,0.0022915340547421835,-0.0016549968173138253,0.005728835136855515,0.00878421387651176,-0.0016549968173138253,0.0014003819223424863,0.0025461489497135446,0.0015276893698281224,0.002418841502227864,0.001909611712285164,0.0007638446849140834
9,6.661338147750939e-17,0.0008714596949891184,0.016122004357298537,0.00566448801742927,0.012636165577342085,0.0004357298474945592,0.0013071895424836776,-0.0021786492374727294,0.0013071895424837,-0.004357298474945504,0.0
10,0.0038461538461538104,-0.006837606837606836,0.01025641025641022,0.02521367521367519,0.017094017094017054,0.0,0.014102564102564075,0.00042735042735042583,-0.0021367521367521513,0.004273504273504258,-0.00042735042735042583
