,fix,lt,age,ld,rexp,entrophy
0,0.022682926829268292,0.035365853658536575,0.010000000000000009,0.05487804878048774,0.0029268292682926855,0.045609756097560905
1,0.0016100178890877004,0.01001788908765655,-0.001252236135957041,0.03237924865831847,-0.004293381037567046,0.03613595706618966
2,0.012099276111685642,0.0045501551189245145,0.004653567735263708,0.03588417786970004,0.0018614270941054833,0.07466390899689761
3,-0.0025650421399780353,0.02235251007695125,0.0028581898131183393,0.028435324294613394,0.004763649688530558,0.04624404543788933
4,0.0014869888475836034,0.0320528707145807,0.0008261049153242217,0.04047914085088804,0.007847996695580294,0.04204874019000408
5,0.007710843373493925,0.01855421686746985,0.0131325301204819,0.041204819277108395,0.00867469879518068,0.046144578313252985
6,0.0004725897920604849,0.01663516068052926,0.002930056710775064,0.023913043478260843,0.003875236294896034,0.046880907372400735
7,-0.008699434536755101,0.01331013484123531,0.0024358416702914276,0.03314484558503696,0.0002609830361026688,0.046454980426272295
8,0.001399631675874824,0.017384898710865637,0.002062615101289178,0.02806629834254153,0.0013996316758748018,0.0570165745856354
9,0.0025984251968504068,0.03377952755905515,-7.874015748028373e-05,0.02125984251968509,0.00464566929133865,0.04535433070866144
10,-0.002282453637660464,0.03723252496433669,-0.0029957203994293467,0.025677603423680508,0.00570613409415126,0.04750356633380888
11,0.005483207676490709,0.0852638793694311,0.0020562028786839993,0.001370801919122666,0.018505825908156238,0.04167237834132964
12,0.0037318590186593116,0.07878369039391846,-0.002211472011057358,-0.0033172080165860375,0.011057360055286814,0.05155494125777471
13,0.007687758722649285,0.10845653459491426,0.0003548196333530429,0.004612655233589558,0.011354228267297484,0.03382613837965698
14,0.009514271407110675,0.12789183775663496,0.00040060090135201064,0.0019028542814221172,0.013019529293940924,0.030746119178768173
15,0.012141652613828024,0.0834738617200675,0.002360876897133246,-0.009612141652613815,0.006576728499156826,0.03490725126475551
16,0.0063063063063062644,0.06558558558558554,0.001621621621621605,0.01315315315315313,0.00432432432432428,0.029189189189189158
17,0.007800121876904309,0.06898232784887263,-0.0019500304692260829,0.010603290676416832,0.003656307129798897,0.030103595368677637
18,0.010968733982573009,0.08651973347001536,-0.003075345976422339,0.0001025115325474113,-0.0019477191184008146,0.037109174782163
19,0.0030090270812437535,0.0876629889669007,-0.0019057171514543336,0.0046138415245737365,0.0065195586760281145,0.02958876629889673
20,0.0010169491525423568,0.07299435028248587,-0.0039548022598870245,0.0016949152542372614,0.0019209039548022666,0.019322033898305068
21,0.008147676639083334,0.054996817313812806,-0.005983450031826898,0.0003819223424570195,0.002673456397199203,0.023424570337364715
22,0.009341500765696776,0.024961715160796327,-0.011485451761102605,0.0009188361408881907,0.00045941807044409534,0.03338437978560491
