,nd,age,lt,ndev,entrophy,rexp,la,ns,ld,fix,nuc
0,0.0,0.03472803347280336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0364414029084688,0.0,0.0,0.0,0.0,0.03404619332763044
2,0.0,0.0014746543778801468,0.0,0.0,0.0,-2.2204460492503132e-17,0.021013824884792597,0.0,0.0,0.0,0.0
3,0.03581800580832521,0.0,0.01897386253630202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.009626556016597477,0.0,0.0,0.02240663900414932,0.014439834024896214,0.0,0.0,0.0,0.0,0.0
5,0.0,0.05193798449612399,0.003359173126614934,0.0,0.0444444444444444,0.019379844961240254,0.0009043927648578753,0.0,0.0,0.0,0.0
6,0.010251716247139608,0.016659038901601853,-0.04961098398169335,0.0,0.0016475972540045624,-0.0011899313501144038,0.0,0.0,-0.02242562929061782,-0.009519450800915319,0.0009153318077803396
7,0.0302215189873418,0.009889240506329134,0.0090981012658228,0.007041139240506355,-0.0004746835443037556,-0.0018196202531645111,0.025474683544303822,0.0,0.004351265822784845,0.0,0.0
8,0.022915340547422038,0.031317632081476754,0.0,0.005601527689369834,0.0,-0.0003819223424570417,0.0,0.0,0.0,0.0,0.0
9,0.0,0.01917211328976034,0.0004357298474945592,0.00610021786492374,0.017429193899782126,0.014379084967320276,0.0008714596949890962,0.0,-0.003921568627450989,0.007843137254901955,0.0
10,0.006837606837606813,0.05769230769230771,0.0012820512820512775,0.0,0.005555555555555558,0.017094017094017123,0.018803418803418827,0.0,-0.01025641025641022,0.0,0.0
11,0.008247422680412342,0.03825887743413514,0.00847651775486824,0.02749140893470785,0.009163802978235935,0.04788087056128287,0.011912943871706716,0.0,-0.0038946162657503168,0.0,0.001145475372279492
12,0.045660672400312706,0.0,-0.014229867083659142,-0.018451915559030564,0.0,0.0031274433150898727,0.0,0.0,0.0,0.0,0.0
13,0.016776315789473695,0.000493421052631593,0.026644736842105266,-0.017105263157894714,0.012171052631578961,-0.0016447368421052655,-0.002960526315789491,0.0,-0.0023026315789473673,0.004276315789473695,-0.000493421052631593
14,0.0017486338797814138,0.03300546448087431,0.006557377049180335,0.0006557377049180247,0.005683060109289584,0.004153005464480874,0.00852459016393441,0.0,0.03366120218579234,0.0,-0.008524590163934453
15,0.0,0.06538796861377502,0.0,0.0,0.010462074978203973,0.0,0.0,0.0,0.0,0.0,0.0
16,0.03822987092808847,0.01561155500921938,0.028764597418561723,-0.0033189920098340544,-0.0003687768899815591,0.0,0.03220651505838963,0.0,0.01782421634910878,0.008604794099569713,0.0
17,0.015348837209302291,0.0,0.011937984496123998,0.00031007751937983663,0.00046511627906975495,0.0032558139534883735,0.02682170542635658,0.0,-0.000775193798449636,0.0,0.0004651162790697327
18,0.03666666666666667,0.08071428571428574,0.00714285714285714,-0.0004761904761904745,0.08761904761904764,0.00023809523809523725,0.03309523809523809,0.0,0.0114285714285715,-0.00261904761904761,-0.004523809523809508
19,0.0,0.10533333333333336,0.005066666666666708,0.0,0.06800000000000002,0.0,0.01760000000000004,0.0,0.0048000000000000265,0.0,0.0
20,0.0074482758620689985,0.021793103448275918,0.026206896551724167,0.004689655172413843,0.004689655172413843,-0.0027586206896551336,0.009931034482758672,0.0,0.00468965517241382,-0.00882758620689652,-0.0024827586206896068
21,0.009726443768996961,0.019047619047619025,0.006079027355623112,0.0,-0.000810536980749732,-0.002228976697061791,-0.058358662613981746,0.0,-0.060182370820668685,-0.0006079027355623045,0.0
22,0.012621359223300965,0.014368932038834959,0.00310679611650484,-0.0021359223300971173,0.003883495145631044,0.004271844660194169,-0.010679611650485431,0.0,-0.0019417475728155775,0.00019417475728154,-0.005436893203883497
23,0.0,0.06644219977553308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.04799131378935941,0.05211726384364823,0.01107491856677525,0.0,0.008251900108577636,-0.0036916395222584162,0.0,0.0,0.0,0.0,0.0
25,0.0,0.053153153153153145,0.0,-0.0006756756756757021,0.05518018018018016,0.016891891891891886,0.0,0.0,0.0,0.0,0.0
26,-0.002560819462227926,0.01075544174135723,0.0161331626120359,0.000768245838668391,0.0028169014084507226,-0.019974391805377724,-0.0199743918053777,0.0,-0.03457106274007682,-0.023815620998719568,-0.012291933418693968
27,-0.023111111111111037,-0.012222222222222157,0.004888888888888943,-0.005111111111111066,-0.03066666666666662,-0.005777777777777726,0.015333333333333398,0.0,-0.022444444444444378,0.0,-0.011111111111111049
28,0.0,-0.002420856610800759,0.00875232774674115,0.0044692737430167325,-0.03258845437616389,0.030540037243947847,-0.001862197392923659,0.0,0.007448789571694614,0.003538175046554959,-0.013594040968342647
29,-0.009028727770177847,0.0005471956224350372,-0.006292749658002772,0.0,0.00259917920656636,0.02325581395348837,0.039261285909712715,0.0,0.02462380300957594,0.013953488372093027,-0.009028727770177825
30,0.0016420361247947214,-0.0010946907498631698,-0.003940886699507406,-0.0039408866995073845,0.0,-0.002955665024630538,0.006896551724137945,-0.0010946907498631474,0.0019704433497537144,0.018281335522714846,0.010837438423645328
31,0.0031007751937984105,0.0,0.0072748956469886215,-0.01610017889087658,-0.014192009540846784,-0.021586165772212305,-0.016457960644007195,0.0,0.0,0.0,0.0009540846750148768
32,0.011111111111111183,0.0,0.0006535947712418277,0.0,-0.00800653594771239,-0.025816993464052217,-0.00016339869281043474,0.0,0.0,-0.014869281045751581,0.0
33,0.02657342657342652,0.0,-0.004475524475524528,0.0047552447552447145,0.00951048951048945,0.005034965034964989,0.004755244755244669,0.0,-0.0030769230769231103,-0.0030769230769231324,-0.006153846153846199
34,0.0377440347071583,0.0,0.02299349240780908,-0.003470715835141047,-0.003036876355748408,0.01605206073752712,0.031236442516268982,0.0,0.01344902386117135,0.038611713665943584,-0.005639913232104177
35,-0.010894941634241252,0.009338521400778177,0.005447470817120603,-0.0035019455252918164,-0.0093385214007782,-0.01945525291828796,0.027237354085603082,0.0,0.004280155642023331,-0.013229571984435773,-0.0003891050583657796
36,0.008391608391608374,-0.00815850815850816,-0.0074592074592074505,-0.0104895104895105,0.013752913752913765,-0.019580419580419582,0.01515151515151516,0.0,-0.010955710955710952,-0.0016317016317016543,-0.002564102564102555
37,0.0,0.0,0.0,0.0,0.06331198536139071,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.055860805860805864,0.0071428571428571175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,-0.0037333333333333884,0.008888888888888835,0.0,0.0012444444444444259,0.037866666666666625,0.0,0.008355555555555538,0.0,0.0030222222222221927,0.0005333333333332968,0.0001777777777777656
40,0.0,0.0,0.0,-0.014453781512605101,-0.018655462184873996,-0.009579831932773165,0.0,0.0,0.0,0.001680672268907535,-0.004201680672268959
41,0.08091468777484609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.11207815275310835,0.0,0.0,0.00515097690941384,0.019715808170515083,0.0,0.0019538188277086867,0.0,0.0,0.0033747779751331698,0.0
43,-0.0001602564102564097,0.020352564102564096,-0.0043269230769230616,0.0,0.021634615384615374,0.005929487179487158,-0.0008012820512820484,0.0,-0.00512820512820511,0.006089743589743568,0.006730769230769207
44,0.0,0.0,-0.0050724637681159425,0.0,-0.013586956521739113,0.00018115942028986697,-0.01376811594202898,0.0,0.0012681159420290244,0.00018115942028988917,-0.030797101449275367
45,0.0003361344537814892,0.0020168067226890686,0.0013445378151260457,0.006386554621848695,-0.0016806722689076236,-0.0006722689075630672,0.0006722689075630006,0.0,0.001008403361344512,0.0,0.0020168067226890686
46,-0.020638820638820565,0.0,0.026044226044226116,-0.013759213759213717,-0.02948402948402944,0.004422604422604471,-0.0009828009828009466,0.0,-0.009828009828009776,0.0265356265356266,0.019656019656019687
47,-0.0025459688826025006,-0.01725601131541723,0.014144271570014189,-0.011032531824611013,0.011315417256011373,0.0033946251768034452,0.025459688826025496,0.0,-0.0141442715700141,0.0025459688826025674,0.012446958981612499
48,0.00025706940874041794,0.0,0.010796915167095156,0.008740359897172279,0.016452442159383084,-0.01208226221079689,0.08071979434447307,0.0,0.030334190231362503,0.003341902313624745,0.0555269922879178
49,0.0,0.0,-0.024242424242424242,-0.010276679841897219,-0.02055335968379446,-0.02108036890645586,-0.013438735177865624,0.0,-0.017654808959156786,0.0,-0.04137022397891963
50,0.0,0.025714285714285755,0.022337662337662368,0.0028571428571428693,0.007792207792207839,-0.02103896103896099,0.0067532467532467775,0.0,0.007012987012987049,-0.005974025974025942,-0.014285714285714235
51,0.012610619469026575,0.0,-0.004203539823008829,0.0,0.0,0.0,0.0,0.0,0.0,0.005752212389380551,0.0
52,0.0,0.041860465116279034,0.006890611541774283,0.0,0.004306632213608941,0.0,0.0074074074074073955,0.0,0.0,0.011886304909560708,0.0
