,lt,age,exp,ndev,entrophy,la,ns,ld,fix,nuc
0,0.06666666666666664,0.0,0.0,0.0,0.0,-0.04444444444444447,0.0,-0.0388888888888889,0.0,-0.022222222222222233
1,0.06499999999999995,0.0,0.0,0.0,0.0,0.06499999999999997,0.0,-0.040000000000000036,0.0,-0.07000000000000002
2,-0.05142857142857145,0.0,0.0,0.0,0.0,0.06857142857142856,0.0,0.09142857142857144,0.0,0.0
3,0.0,0.0,0.10526315789473688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.007692307692307665,0.0,0.13846153846153839,0.0,0.0,0.0,-0.04230769230769238,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.037837837837837875,0.0,0.0,0.0,0.05945945945945948,0.0,0.0
7,0.02666666666666666,0.0,-0.01333333333333333,0.09333333333333331,0.0,-0.21333333333333332,0.0,0.1333333333333333,-0.13333333333333333,0.0
8,0.01030927835051545,0.0,0.0,0.0,0.0,-0.07216494845360825,0.0,0.035051546391752564,0.0,0.0
9,0.040983606557376984,0.0,0.009836065573770435,0.008196721311475308,0.0016393442622950395,0.14426229508196714,0.0,-0.011475409836065608,0.0,0.0
10,0.05952380952380949,0.0,0.0,0.0357142857142857,0.0,0.16904761904761906,0.0,0.0,0.0,0.01428571428571428
11,0.0,0.0,0.08888888888888893,0.0,0.0,0.0,0.0,0.0,0.05833333333333337,0.0
12,0.0,0.0,0.0,0.0,0.03589743589743584,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.07346938775510203,0.0,0.0,0.0,0.0,0.0
14,0.00512820512820511,0.0,-4.4408920985006264e-17,0.007692307692307665,0.07179487179487175,-0.043589743589743636,0.0,-0.025641025641025706,-0.015384615384615418,0.012820512820512798
15,0.013888888888888862,0.0,0.030555555555555523,0.0,0.008333333333333293,0.07777777777777775,0.0,-0.022222222222222254,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275862068963,0.0
17,-0.0375,0.0,-0.05,0.0,0.0,-0.00625,0.0,-0.00625,-0.01875,0.00625
18,0.1,0.0,-0.08333333333333334,0.0,0.0,0.05,0.0,0.0,0.033333333333333326,0.0
19,0.0,0.0,0.14999999999999997,0.0,0.13333333333333333,0.06666666666666665,0.0,0.0,0.0,0.0
20,-0.08888888888888886,0.0,-0.007407407407407374,0.04444444444444449,0.029629629629629672,0.08888888888888893,0.0,-0.02222222222222219,0.0,0.014814814814814836
21,0.0,0.0,-0.004255319148936176,-0.008510638297872342,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10612244897959186,0.0
23,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07096774193548391,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.12602739726027395,0.0,0.0,0.0,0.0
26,-0.003125,0.0,0.0203125,0.0,0.0,0.0609375,0.0,0.0,0.0,0.03125
27,-0.01878453038674034,0.0,-0.019889502762430945,-0.001104972375690605,0.0,-0.026519337016574586,0.0,-0.006629834254143629,0.0,-0.06961325966850829
28,-0.03870967741935483,0.0,-0.0064516129032258,0.0,0.0,-0.02580645161290327,0.0,0.0,0.0,-0.03870967741935486
29,0.0,0.0,0.14782608695652175,0.0,0.0,0.09565217391304351,0.0,0.0,0.0,0.0
30,0.008988764044943842,0.0,0.05168539325842701,0.0,0.0,0.0067415730337079035,0.0,0.101123595505618,0.0,0.03370786516853934
31,0.009090909090909061,0.0,0.049090909090909095,0.018181818181818167,0.0,0.0,0.0,0.04909090909090909,-0.001818181818181852,0.06545454545454543
32,-0.012328767123287676,0.0,0.07397260273972599,-0.015068493150684948,0.0,0.09726027397260273,0.0013698630136986356,0.0,0.006849315068493134,0.0
33,0.008955223880597041,0.0,0.04626865671641796,-0.008955223880597019,0.0,0.11044776119402988,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.02317073170731705,0.0,0.0,0.036585365853658514,0.0
35,0.0,0.0,-0.007079646017699126,0.027433628318584046,0.0,0.04247787610619467,0.0,0.0,0.0,0.04424778761061943
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041600000000000026
37,0.0,0.0,-0.00960000000000002,0.0,0.0,0.0832,0.012799999999999978,-0.014400000000000013,0.0,-0.0992
38,-0.006896551724137878,0.018965517241379383,0.0017241379310345417,-0.025862068965517217,0.013793103448275912,0.07931034482758623,0.0,0.0,0.013793103448275912,-0.008620689655172376
39,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.0,0.0,0.18095238095238092,0.0
40,0.046341463414634076,0.0,-0.012195121951219546,0.012195121951219457,0.04146341463414627,0.0585365853658536,0.0,0.02926829268292679,0.09999999999999998,0.04146341463414627
41,0.07636363636363638,0.0,0.018181818181818188,0.0,0.0,0.025454545454545462,0.0,0.050909090909090925,-0.007272727272727275,0.047272727272727286
42,0.034782608695652154,0.0,0.008695652173913038,0.09565217391304344,0.0,0.21739130434782608,0.0,0.017391304347826077,0.09565217391304344,0.13913043478260864
43,0.06486486486486483,0.005405405405405394,0.0,0.11351351351351349,0.0,-4.4408920985006264e-17,0.0,0.0,0.0,0.0
44,-0.027272727272727247,0.0,0.0,0.031818181818181815,0.0,0.12272727272727275,0.004545454545454542,0.045454545454545456,0.0,-0.009090909090909084
45,0.0,0.0,0.0,0.04186046511627902,0.0,0.0,0.0,0.0,0.0,-4.4408920985006264e-17
46,0.06249999999999996,0.0,0.0,0.0,0.004166666666666629,0.0,0.0,-0.04583333333333335,0.0,0.0
47,0.0,0.0,-0.05373134328358211,-0.04477611940298509,0.0,0.0029850746268656582,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1714285714285714
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03428571428571427,0.0,0.0
50,-0.07368421052631578,0.007017543859649122,0.0,0.0,0.0,-0.08070175438596494,0.0,0.0,0.0,0.0
51,-0.027397260273972556,0.0,0.049315068493150704,-0.010958904109588996,0.0,0.09315068493150688,0.0,0.013698630136986334,0.0027397260273972933,-0.010958904109589019
52,0.0,0.0,0.0745762711864407,0.0,0.0,0.030508474576271215,0.0,0.08474576271186442,0.0,-0.0677966101694915
53,0.0,0.0,0.0,0.0,0.0,-1.1102230246251566e-17,0.0,0.0,0.0,0.0
54,0.0,0.0,0.021138211382113803,0.0,0.03902439024390245,0.10243902439024391,0.0,0.016260162601626015,0.0,0.013008130081300816
