,entrophy,rexp,age,fix
0,0.2530120481927711,0.0,-0.004819277108433728,0.002409638554216875
1,0.2030075187969925,-0.009022556390977422,-0.004511278195488688,4.4408920985006264e-17
2,0.2977777777777778,-0.009999999999999986,-0.00777777777777775,0.0033333333333333214
3,0.27455429497568884,0.016207455429497575,0.17017828200972446,0.03144246353322529
4,0.1822050290135397,0.005029013539651883,0.09013539651837528,0.12185686653771763
5,0.0688259109311741,-0.013765182186234815,0.10985155195681513,0.1317139001349528
6,0.23731343283582093,0.08746268656716423,0.16328358208955224,0.1617910447761194
7,0.2912951167728238,0.2488322717622081,0.045010615711252644,-0.000424628450106157
8,0.2237196765498652,0.18167115902964953,0.07870619946091639,0.14231805929919134
9,0.188,0.04685714285714282,0.088,0.09199999999999994
10,0.19455252918287932,0.023735408560311266,0.15214007782101163,0.005447470817120603
11,0.302176403207331,-0.016265750286368896,-0.0093928980526919,-0.0013745704467353903
12,0.06216505894962483,0.02057877813504816,0.00471596998928181,0.006645230439442607
13,0.08235294117647055,0.0894117647058823,0.0,0.004411764705882337
14,0.0078125,-0.009375,-0.013125000000000008,-0.011874999999999991
15,0.2022377622377622,0.03440559440559441,0.09398601398601399,0.08279720279720278
16,0.19860627177700343,0.08199767711962828,0.07131242740998836,0.09291521486643435
17,0.23261117445838084,0.04310148232611173,0.11812998859749142,0.1153933865450399
18,0.21534008683068023,0.006367583212735228,0.14298118668596244,0.008104196816208442
19,0.14162011173184358,0.001955307262569805,0.007541899441340738,0.003631284916201083
20,0.2134556574923548,0.0322120285423038,0.14209989806320084,0.010397553516819613
21,0.1962301587301587,0.05396825396825391,0.06468253968253967,0.00436507936507935
22,0.1298208640674394,0.24299262381454162,0.139304531085353,0.0037934668071654353
23,0.09852125693160814,0.011275415896487973,0.014417744916820685,0.004066543438077619
24,0.2270861833105336,0.007387140902872802,0.0010943912448700744,0.07961696306429553
25,0.14699331848552338,0.028062360801781726,0.00022271714922048603,-0.004677060133630317
26,0.12103448275862068,0.01862068965517243,0.05448275862068965,-0.0010344827586206806
27,0.1438367346938776,0.021877551020408205,0.008653061224489833,-0.0014693877551020362
28,0.12122762148337603,0.0397271952259165,0.0011935208866155733,0.003921568627451011
29,0.19519852262234533,0.011634349030470914,0.008310249307479211,0.00387811634349029
30,0.17122877122877125,0.01618381618381619,0.004595404595404595,-0.005994005994005969
31,0.08053691275167785,0.05798657718120805,-0.013422818791946334,-0.012348993288590626
32,0.19973297730307077,0.006675567423230988,0.0008010680907877266,0.0002670226969292422
33,0.0888888888888889,0.02532855436081245,-0.0066905615292712104,-0.0028673835125448076
34,0.18152524167561765,0.0006444683136412665,-0.009667024704618688,-0.004081632653061207
35,0.036267232237539734,0.01887592788971364,-0.00021208907741252503,0.0
36,0.0482093663911846,0.021487603305785162,0.006611570247933907,0.0011019283746556586
37,0.07460732984293199,0.02984293193717282,0.010471204188481732,0.004188481675392741
38,0.11767441860465122,0.015813953488372133,0.005348837209302371,-0.00023255813953484416
39,0.0742063492063492,0.054166666666666655,0.02341269841269844,0.0057539682539682335
40,0.044268077601410896,0.03756613756613754,0.010405643738977056,-0.002645502645502673
41,0.07621301775147926,0.03881656804733726,-0.011834319526627257,-0.0002366863905325589
42,0.08389955686853763,0.08833087149187588,0.07592319054652877,0.009158050221565683
43,0.0032310177705977107,-0.00775444264943459,-0.0009693053311793598,0.0009693053311792931
44,0.012363636363636377,-0.009454545454545427,-0.008727272727272672,-0.004363636363636325
45,0.07889610389610384,-0.004545454545454608,-0.006493506493506529,-0.009740259740259782
46,0.04062992125984255,0.022362204724409463,-0.0037795275590550848,-0.012283464566929147
47,0.009162717219589256,-0.0022116903633490727,-0.02527646129541865,-0.016429699842022118
48,0.15546719681908544,-0.050894632206759494,-0.0186878727634195,0.10377733598409537
49,0.019238476953907745,-0.02765531062124251,0.0032064128256512835,-0.010821643286573156
50,0.13810375670840785,0.051878354203935606,0.1033989266547406,0.0
51,0.14422657952069712,0.22788671023965135,0.12636165577342046,-0.00479302832244013
52,0.11657355679702053,0.13817504655493484,0.2521415270018622,0.08789571694599632
53,0.24349514563106803,-0.007766990291262088,0.03844660194174761,0.07184466019417482
54,0.2539083557951482,0.025876010781671167,0.007547169811320753,-0.005390835579514852
