,age,ld,rexp,lt,sexp,ndev,la,nd,nuc,fix,ns
0,-0.006010928961748552,0.002732240437158473,0.0010928961748634114,0.028961748633879812,0.007103825136612052,-0.006010928961748529,0.16721311475409845,-0.01420765027322395,0.10054644808743171,2.2204460492503132e-17,-0.003278688524590079
1,0.0020905923344947787,-0.005574912891986039,-0.002090592334494756,-0.004181184668989512,0.01742160278745646,-0.009756097560975596,0.1616724738675958,0.009059233449477367,0.04668989547038325,-0.012543554006968627,0.0
2,0.01915708812260537,0.004597701149425282,0.0,0.012260536398467404,0.014559386973180067,0.002298850574712641,0.22681992337164747,0.02068965517241377,0.07739463601532566,0.0,0.011494252873563204
3,-0.0034155597722960395,-0.0007590132827324681,0.0034155597722959953,0.02656546489563565,-0.004933586337760953,-0.0007590132827324902,0.1859582542694497,0.017457305502846254,-0.00455407969639472,0.0,0.0
4,0.013135593220338948,0.008474576271186418,0.009745762711864382,0.027966101694915223,0.006355932203389814,0.004237288135593209,0.17161016949152538,0.008898305084745739,0.011864406779660986,0.0021186440677966045,0.0016949152542372835
5,-0.002159827213822907,0.001295896328293722,-0.0004319654427645814,0.0012958963282937441,0.0017278617710583255,0.0,0.12095032397408209,-0.006047516198704139,0.0,0.0017278617710583255,0.0
6,-0.005328596802841879,0.000355239786856143,-0.004618117229129637,-0.0031971580817051317,0.003552397868561319,0.004262877442273582,0.1353463587921848,0.0021314387211368137,-0.018472468916518613,0.0071047957371225936,-0.003552397868561252
7,-0.008880994671403176,-0.006039076376554142,-0.0028419182948489887,4.4408920985006264e-17,-0.0007104795737122415,-0.004262877442273516,0.15310834813499113,-0.002486678507992868,0.002841918294849055,0.000355239786856143,0.004262877442273582
8,-0.004878048780487832,-0.0007504690431519911,-0.00037523452157599556,-2.2204460492503132e-17,-0.01726078799249533,-0.013508442776735463,0.16247654784240148,0.010506566604127587,-0.019887429643527188,-0.006378986866791769,0.0
9,0.024483306836247977,0.00858505564387919,0.00890302066772657,0.006359300476947549,-0.022893481717011176,0.009856915739268658,0.10620031796502383,0.005405405405405417,-0.009220985691573947,-0.0038155802861685297,0.015580286168521428
10,0.00209790209790206,-0.0034965034965035446,0.004895104895104851,0.004195804195804143,-0.011188811188811232,0.005244755244755183,0.17727272727272722,-0.012587412587412628,0.04335664335664331,0.004195804195804165,-4.4408920985006264e-17
11,0.0,0.0,0.0,0.031896551724137946,-0.0017241379310344751,0.0,0.1892241379310345,0.0,0.0,0.0,0.0
12,0.004195804195804165,0.009324009324009275,-0.002331002331002385,-0.01072261072261076,-0.005594405594405627,-0.004195804195804254,0.11002331002330998,-0.0032634032634033085,0.0032634032634032196,-0.0004662004662004726,0.0032634032634032196
13,-0.004324324324324347,-0.010810810810810857,0.0,0.002162162162162162,-0.014594594594594602,0.0,0.107027027027027,0.0,-0.0032432432432432544,0.001621621621621605,0.0
14,0.0005102040816326037,0.04132653061224487,0.010714285714285676,0.009183673469387709,0.0035714285714285366,0.008673469387755085,0.20714285714285713,0.0015306122448979441,0.003061224489795866,0.003061224489795866,-2.2204460492503132e-17
15,-0.0040609137055837245,0.01285956006768194,-0.016582064297800292,0.0,0.0006768189509306799,0.001353637901861271,0.22707275803722507,-0.0010152284263959198,0.006091370558375697,-0.006429780033840871,-0.0006768189509305689
16,0.00446570972886764,0.026794258373205725,0.008293460925039886,0.005103668261562988,0.007017543859649122,0.021371610845295087,0.21754385964912282,-0.005103668261562988,0.00031897926634769644,0.00031897926634769644,0.0
17,0.0014319809069212707,0.03770883054892602,0.0,0.0,0.0028639618138424972,0.00047732696897375695,0.22768496420047732,0.008114558472553712,0.01813842482100241,0.0,0.01813842482100241
18,0.0,0.0,0.0,0.009315068493150646,0.0054794520547944755,0.0,0.17315068493150682,0.0,0.0,0.0,0.0
19,-0.0008928571428571619,-0.0035714285714286255,-0.0008928571428571619,0.001785714285714235,-0.0022321428571428826,0.00044642857142855873,0.19464285714285712,0.004910714285714257,0.001785714285714235,-0.0026785714285714633,-0.00044642857142860313
20,-0.00034662045060660505,0.01247833622183705,-0.0013864818024263536,-0.0013864818024263536,0.005892547660311909,0.009705372616984387,0.20034662045060658,0.00693240901213168,0.0010398613518197487,0.0034662045060658286,-0.0017331022530329143
21,0.002568218298555447,0.010914927768860406,0.017014446227929424,0.024398073836276103,0.015088282504012885,0.018940609951845922,0.1932584269662922,0.009630818619582726,0.029213483146067466,0.004494382022471921,0.0009630818619583259
