,ndev,entrophy,fix,sexp,ld,age,rexp
0,0.21959064327485373,0.003508771929824528,0.0,-0.005994152046783685,0.04868421052631575,0.002339181286549663,0.020467836257309902
1,0.22325991189427316,0.018678414096916306,0.0,0.001409691629955989,0.1568281938325992,0.015154185022026456,0.01550660792951546
2,0.21997918834547345,0.012695109261186244,0.0,0.048907388137356914,0.15088449531737766,0.01227887617065555,0.013527575442247631
3,0.056657963446475224,0.023498694516971286,0.0,0.017754569190600544,0.13524804177545696,0.00966057441253263,0.012532637075718011
4,0.04834874504623512,0.012417437252311725,0.0,0.003963011889035606,0.06103038309114921,-2.2204460492503132e-17,0.003170409511228489
5,0.041886269070735074,0.03300970873786406,0.0,0.1373092926490985,0.046324549237170574,0.010263522884882104,0.02496532593619971
6,0.04331797235023045,0.02327188940092171,0.0,0.11267281105990787,0.04769585253456228,-0.001843317972350178,-0.0029953917050690613
7,0.06863468634686343,0.021586715867158636,0.0,0.09870848708487086,0.11070110701107005,0.017343173431734284,0.012730627306273057
8,0.16732570239334027,0.0668054110301769,0.0,0.16628511966701356,0.15379812695109266,0.14880332986472428,0.01768990634755465
9,0.055192878338278975,0.0183976261127597,0.0,0.10445103857566769,0.14045499505440162,-0.007517309594460908,-0.008902077151335308
10,0.028600000000000025,0.07719999999999996,0.0,0.04699999999999997,0.18899999999999995,0.01140000000000001,0.026600000000000023
11,0.19293394777265746,-0.004454685099846367,0.0,0.03087557603686635,0.16804915514592936,0.05145929339477726,0.0021505376344086225
12,0.02086196127420368,0.002123672704559665,0.0,0.05633978763272958,0.0719550281074329,0.003497813866333588,0.0171143035602749
13,0.20828157349896487,-0.004140786749482395,0.0,0.18329882677708764,0.13926846100759144,0.07108350586611459,0.053278122843340235
14,0.19999999999999996,0.09844134536505326,0.0,0.20098441345365048,0.1888433141919606,0.19146841673502868,0.03429040196882684
15,0.016733067729083652,-0.0017928286852589626,0.0,0.148804780876494,0.17509960159362548,0.0,0.007370517928286846
16,0.042518397383483286,0.014063777596075267,0.0,0.042681929681112084,0.21668029435813577,0.03483237939493058,0.015372035977105524
17,0.06005830903790092,0.008454810495626863,0.0,0.06516034985422743,0.1852769679300292,0.022448979591836782,0.01822157434402334
18,0.023298033282904695,0.016792738275340426,0.0,0.057186081694402445,0.05885022692889563,0.0033282904689863947,0.005597579425113497
19,0.20125391849529786,0.03824451410658307,0.0,-0.0004702194357366629,0.07053291536050155,0.1054858934169279,0.03840125391849529
20,0.0406741573033708,0.008764044943820238,0.0,0.10157303370786516,0.11325842696629215,0.006966292134831464,0.007865168539325862
21,0.037389380530973425,0.017920353982300852,0.0,0.007079646017699082,0.10840707964601767,0.006858407079645979,0.016150442477876094
22,0.03616600790513835,0.008300395256916993,0.0,0.21442687747035577,0.09683794466403162,-0.00019762845849802257,0.043280632411067235
23,0.2061569016881827,0.006752730883813274,0.0,0.15789473684210523,0.08897715988083414,0.00516385302879836,-0.009731876861966304
24,0.03374880153403641,-0.002109300095877309,0.0,-0.0042186001917545735,0.19750719079578138,-0.0005752636625119933,-0.003068072866730587
25,0.04250000000000005,-0.0063636363636363266,0.0,0.013863636363636411,0.05522727272727277,0.0713636363636364,0.0831818181818182
26,0.2029813664596273,-0.005217391304347885,0.0,0.15776397515527946,0.09440993788819871,0.047950310559006185,0.045714285714285686
27,0.04102564102564099,0.0004884004884004644,0.0,0.1487179487179487,0.05763125763125761,0.02051282051282046,0.04249084249084245
28,-0.026896551724137963,-0.014482758620689684,0.0,0.010344827586206829,0.046206896551724094,0.024597701149425256,0.003908045977011465
29,0.25059360730593616,-0.014977168949771658,0.0,-0.005479452054794498,0.10666666666666669,0.041278538812785405,0.052968036529680386
30,0.0058215962441314105,-0.005258215962441337,0.0,-0.007323943661971843,0.2009389671361502,-0.005258215962441337,-0.0015023474178404105
31,0.048231511254019296,0.020578778135048204,0.0,0.023794212218649545,0.03151125401929258,0.09581993569131833,0.03665594855305465
32,0.1787878787878788,0.07186147186147185,0.0,0.16883116883116886,0.17575757575757575,0.1471861471861472,0.038961038961038995
33,-0.014899713467048681,0.002292263610315204,0.0,0.13352435530085965,0.028080229226361088,0.025787965616045905,0.010315186246418384
34,0.07692307692307687,-0.010989010989011038,0.0,0.10989010989010983,0.10549450549450545,0.13076923076923072,0.0010989010989010729
35,0.18291457286432164,0.07939698492462315,0.0,0.1859296482412061,0.17688442211055283,0.163819095477387,0.18291457286432167
36,-0.011764705882352965,0.0037433155080213833,0.0,0.009090909090909038,0.02513368983957216,-0.011229946524064194,-0.013903743315508033
37,0.21337579617834393,0.09044585987261144,0.0,0.19999999999999998,0.20764331210191084,0.12675159235668787,0.19681528662420378
38,-0.07301587301587302,-2.2204460492503132e-17,0.0,-0.06984126984126986,0.22222222222222218,-0.030687830687830698,0.1724867724867725
39,0.21021021021021022,0.09369369369369372,0.0,0.2036036036036036,0.1957957957957958,0.18678678678678678,0.016816816816816838
40,0.20677966101694917,0.010847457627118695,0.0,0.1776271186440678,0.10711864406779663,0.10508474576271187,0.03525423728813559
41,0.15384615384615388,0.024358974358974363,0.0,0.06794871794871793,0.18846153846153849,0.0012820512820512775,-0.002564102564102555
42,-0.0198473282442748,0.027480916030534375,0.0,0.032061068702290065,0.01984732824427484,-0.018320610687022888,-0.006106870229007644
43,-0.026373626373626412,-0.013186813186813228,0.0,0.05274725274725271,0.008791208791208737,-0.02197802197802199,0.002197802197802168
44,0.023762376237623783,0.017821782178217838,0.0,-0.02376237623762374,0.027722772277227747,-0.05346534653465347,-0.017821782178217793
45,0.16285714285714287,0.08857142857142858,0.0,0.1385714285714286,0.13857142857142857,0.007142857142857162,0.15285714285714286
46,-0.03801652892561984,0.044628099173553745,0.0,-0.011570247933884281,-0.0016528925619834433,-0.028099173553719003,-0.03305785123966942
47,-0.046666666666666676,-0.003333333333333388,0.0,-0.0033333333333333435,0.05999999999999996,0.06666666666666662,-0.03333333333333335
48,0.22978723404255322,0.0,0.0,0.08085106382978724,0.08936170212765959,0.16170212765957448,0.012765957446808529
49,0.023841059602648974,0.08211920529801323,0.0,0.2874172185430463,0.0980132450331126,0.16688741721854305,0.11788079470198676
50,0.06356589147286826,0.05271317829457369,0.0,0.0713178294573644,0.22790697674418608,0.04961240310077526,0.08217054263565897
51,0.022549019607843078,-0.005882352941176494,0.0,0.007843137254901933,0.07156862745098036,0.015686274509803887,0.02058823529411762
52,0.020000000000000018,0.009000000000000008,0.0,0.0040000000000000036,0.274,0.0040000000000000036,-0.0030000000000000027
53,0.08674698795180727,0.016867469879518083,0.0,0.0746987951807229,0.15903614457831325,0.014457831325301184,0.1927710843373494
54,0.00882352941176474,0.002941176470588247,0.0,-0.02647058823529409,0.21764705882352944,-0.0029411764705882027,0.02941176470588238
55,0.02325581395348838,0.004651162790697683,0.0,-0.05116279069767442,0.03720930232558138,0.004651162790697683,0.02790697674418604
56,0.11666666666666672,-0.012499999999999956,0.0,-0.033333333333333305,-0.04166666666666663,0.016666666666666698,-0.0125
57,0.3289855072463768,0.0,0.0,0.11449275362318845,0.13913043478260875,0.004347826086956541,0.10000000000000005
58,0.24305555555555552,-0.0006944444444444864,0.0,0.002777777777777746,0.007638888888888862,-0.0069444444444444866,0.006944444444444397
59,0.30310559006211185,-0.002484472049689446,0.0,-0.05838509316770184,4.4408920985006264e-17,-0.03975155279503102,-0.008695652173913016
60,0.251948051948052,0.019480519480519497,0.0,0.06233766233766236,0.04285714285714286,0.02987012987012989,0.03376623376623378
61,0.246551724137931,0.03275862068965514,0.0,0.04655172413793098,0.037931034482758565,0.029310344827586165,0.008620689655172376
