,la,nuc,fix,lt,age,ld,ns,nd,ndev,entrophy,exp
0,-0.002125603864734349,0.011980676328502393,0.002318840579710146,-0.006763285024154619,-0.006763285024154619,-0.0013526570048309372,-0.0007729468599033673,-0.003478260869565242,0.0038647342995168587,-0.002512077294686055,-2.2204460492503132e-17
1,0.005096525096525117,-0.0012355212355212087,0.013281853281853306,0.018378378378378402,2.2204460492503132e-17,-0.00030888030888029936,-0.007567567567567546,0.002007722007722035,0.0026254826254826446,-0.0004633204633204491,0.0006177606177606432
2,-0.002091112770724435,0.0019417475728155276,-0.0008961911874533323,-0.014488424197162075,-0.0028379387602688656,-0.004182225541448853,-0.009111277072442131,0.0055265123226288125,-0.006572068707991046,0.010604929051530987,-0.013741598207617634
3,0.0019900497512437276,-0.007711442786069722,0.0012437810945273187,0.0008706467661690809,-0.007462686567164223,-0.0007462686567164534,-0.0029850746268657246,-0.014427860696517447,0.0006218905472636261,-0.01243781094527372,0.0004975124378108875
4,0.0007808142777467886,-0.0006692693809258188,0.0003346346904629094,0.001673173452314547,0.0,0.0054656999442276085,0.022978248745119934,-0.0002230897936419396,0.0013385387618516376,0.0003346346904629094,0.0001115448968209698
5,-0.0008458646616541054,-0.0008458646616541054,-0.0008458646616541054,4.4408920985006264e-17,-0.0015037593984962294,0.006015037593984962,0.021804511278195493,0.0002819548872180722,-0.00046992481203007587,-0.0017857142857142794,-0.0009398496240601295
6,-0.00120056497175145,-0.0028248587570621985,0.0002824858757061621,0.0022598870056496747,-0.0024717514124294126,0.000847457627118553,0.02083333333333328,0.003531073446327637,-0.0004943502824859003,-0.001977401129943579,-0.00028248587570627314
7,-0.0015724221348654588,-0.0037496220139099147,0.0006652555185968856,0.0036286664650740487,-0.0005442999697611306,0.0018748110069549018,0.015603265799818567,0.006954944058058632,-0.0007257332930148186,-0.001995766555790768,-0.0003023888720895318
8,-0.00041288191577204536,-0.0014863748967795186,-0.00016515276630881814,0.002642444260941401,-0.000660611065235317,0.00041288191577213416,0.008835672997522748,0.0023121387283237425,-0.0004954582989264988,-0.0025598678777869256,-0.0018992568125516085
9,0.0010781671159029171,0.00017969451931714174,0.0053908355795147635,0.0014375561545372229,-0.006109613656783508,0.0025157232704401842,0.0057502246181491135,-0.00610961365678353,0.0007187780772686114,-0.004851752021563405,0.000898472596585731
10,-0.0026929982046678402,-0.013644524236983835,-0.002872531418312363,-0.011669658886894085,-0.005385996409335703,-0.003949730700179499,0.0035906642728904536,-0.009156193895870746,-0.004847396768402135,-0.016157989228007152,-0.004308797127468567
11,-0.0020603384841794805,-0.009124356144223623,0.00044150110375282823,-0.007064017660044097,0.012362030905077304,-0.00044150110375273943,0.011479028697571825,0.008535688005886732,0.0007358351729213064,-0.009271523178807861,-0.0002943340691684782
12,0.0011869436201780604,-0.001186943620178038,0.0037982195845697397,0.005341246290801216,0.010445103857566761,0.005934718100890235,0.006884272997032648,0.005103857566765568,0.00047477744807120634,-0.0035608308605341366,0.0008308605341246445
13,0.0011054813450023459,0.0004606172270843256,0.0010133578995854542,0.0011054813450023238,0.0011976047904192154,0.0030400736987563847,0.008659603869184785,0.0033164440350069713,9.212344541686956e-05,0.00036849378166745603,-0.0009212344541685624
14,0.001815575728619212,-0.0032489249880554238,0.0015289058767319786,0.001624462494027723,-0.0015289058767319341,0.00812231247013855,0.01184902054467274,0.008313425704730083,-0.0019111323459149343,-0.002484472049689446,-0.0013377926421404452
