,age,lt,nuc,la,sexp,ndev,ns,rexp,exp,ld,fix
0,0.006956521739130461,2.2204460492503132e-17,-0.010434782608695615,0.131304347826087,0.005217391304347863,0.0,0.0,-0.006956521739130373,-0.003478260869565175,-0.019999999999999952,0.0
1,0.012857142857142834,0.00785714285714283,0.009999999999999986,0.13571428571428568,0.028571428571428536,0.0,0.0,0.010714285714285676,0.006428571428571406,-0.00214285714285718,0.002857142857142847
2,-0.007100591715976323,0.0,0.004733727810650912,0.06508875739644975,-0.06390532544378695,0.0,-0.001183431952662728,0.004733727810650889,0.001183431952662728,0.018934911242603537,0.0
3,0.02843137254901964,0.04313725490196083,0.007843137254901999,0.0833333333333334,-0.013725490196078383,-0.001960784313725461,0.0,0.000980392156862786,-0.022549019607843078,0.030392156862745146,0.0
4,0.014096916299559493,0.03127753303964757,0.0022026431718061624,0.13744493392070486,0.011894273127753308,0.005286343612334821,0.0013215859030837108,0.01145374449339207,0.023348017621145377,0.04625550660792954,0.0
5,-0.007207207207207222,0.006126126126126108,-0.015495495495495537,0.058738738738738694,0.00828828828828827,0.0,0.00216216216216214,-0.0003603603603603567,0.0028828828828828534,-0.010450450450450455,0.0003603603603603567
6,0.008906882591093113,-0.02672064777327936,-0.01336032388663968,0.025506072874493933,-0.03238866396761135,-0.0012145748987854033,-0.0004048582995951344,0.003643724696356254,-0.025910931174089047,-0.023076923076923085,0.0004048582995951344
7,0.005517241379310356,-0.002758620689655178,-0.008275862068965512,0.002758620689655178,-0.0096551724137931,-0.006206896551724151,0.0,0.0041379310344827665,-0.015172413793103412,-0.008275862068965512,0.0
8,0.024999999999999977,0.03409090909090906,0.011363636363636354,0.07272727272727271,0.02954545454545452,0.0,-0.011363636363636354,-0.002272727272727271,0.013636363636363624,0.0,0.0
9,-0.01666666666666663,0.03055555555555558,0.02222222222222221,0.12500000000000003,0.036111111111111115,0.013888888888888928,0.0,0.011111111111111138,0.05277777777777781,0.033333333333333326,0.0
10,-0.018045112781954843,-0.027067669172932306,0.0015037593984962739,0.04511278195488726,0.0015037593984962739,-0.006015037593984918,0.0,0.003007518796992503,-0.016541353383458614,0.016541353383458655,0.0
11,-0.004597701149425326,-0.006896551724137945,-0.0344827586206897,0.009195402298850542,0.02068965517241377,0.0,0.002298850574712641,0.02758620689655169,0.02758620689655169,-0.03678160919540234,0.0
12,0.047058823529411764,-0.0823529411764706,0.0,-0.011764705882352944,-0.05882352941176472,0.0,0.0,0.0,0.0,-0.04705882352941178,0.0
13,-0.005660377358490565,0.02075471698113207,0.01132075471698113,0.07358490566037734,0.030188679245283012,0.0,-0.009433962264150941,0.0018867924528301883,0.060377358490566024,0.015094339622641506,0.0
14,-0.02424242424242422,0.011363636363636354,-0.04015151515151512,0.024242424242424232,-0.06742424242424247,-0.005303030303030298,0.0007575757575757569,0.0030303030303030277,-0.05681818181818186,-0.025757575757575736,-0.0007575757575757569
15,-0.029565217391304365,0.015652173913043466,0.0017391304347825986,0.05217391304347825,0.014782608695652167,-0.003478260869565242,0.004347826086956497,-0.013913043478260867,0.022608695652173903,0.006956521739130417,0.0
16,0.06236559139784945,-0.0021505376344086004,0.01290322580645158,0.05376344086021503,0.04946236559139783,0.0,0.0,0.010752688172043001,0.04086021505376343,0.0064516129032258,0.0021505376344086004
17,-0.006976744186046546,-0.016279069767441888,-0.032558139534883755,0.06046511627906973,0.009302325581395321,0.0,0.009302325581395276,0.020930232558139483,0.016279069767441822,-0.020930232558139573,0.0
18,-0.07213114754098357,-0.031147540983606548,-0.006557377049180335,0.039344262295081964,-0.011475409836065565,-0.0049180327868852515,0.0,-0.0049180327868852515,-0.03934426229508194,0.01311475409836067,0.0
19,-0.006956521739130394,-0.010434782608695592,-0.013913043478260834,0.06434782608695659,0.04347826086956528,0.001739130434782621,-0.008695652173912993,0.003478260869565242,0.00521739130434784,0.001739130434782643,0.0
20,-0.0621621621621621,-0.010810810810810789,-0.027027027027026994,0.10540540540540547,-0.024324324324324277,0.013513513513513598,0.0,-0.010810810810810789,-0.043243243243243225,-0.024324324324324277,-0.002702702702702697
21,-0.02626262626262623,-0.02222222222222219,-0.01616161616161611,0.08585858585858588,-0.011111111111111094,-0.004040404040404,0.0,-0.009090909090909061,-0.007070707070707028,-0.025252525252525214,0.0
22,-0.00481927710843375,-2.2204460492503132e-17,-0.008032128514056236,0.06907630522088355,-0.0112449799196787,-0.00481927710843375,0.0,-0.006425702811244993,-2.2204460492503132e-17,-0.0016064257028112427,-0.0008032128514056325
23,0.00165289256198351,0.011570247933884326,-0.0016528925619834433,0.06363636363636367,0.02892561983471076,0.000826446280991755,-0.0008264462809917328,0.0016528925619834656,-0.0049586776859503745,0.008264462809917394,0.0
24,0.016250000000000032,0.013750000000000017,0.006250000000000045,0.11375000000000002,0.00125000000000004,0.0018750000000000266,-0.006249999999999978,0.003125,0.004375000000000018,0.02250000000000003,0.0031250000000000444
25,-0.004032258064516103,0.002016129032258074,0.00040322580645164586,0.16088709677419358,-0.00040322580645160146,-0.004435483870967727,0.0020161290322581182,-0.013306451612903203,-0.0012096774193548043,0.02298387096774195,0.0008064516129032473
26,0.01506849315068497,0.024315068493150727,0.026712328767123327,0.14965753424657535,0.003767123287671281,-0.002739726027397227,2.2204460492503132e-17,0.00924657534246578,0.008561643835616462,0.05102739726027401,-0.0003424657534246256
27,-0.014059753954305743,-0.007381370826010513,0.0017574692442882344,0.048506151142355035,0.0010544815465729496,-0.0010544815465729051,-0.0035149384885764245,-0.0017574692442881902,-0.008435852372583463,0.0010544815465729717,-0.00035149384885764247
28,-0.002259887005649741,-0.0019774011299435344,0.008474576271186418,0.15395480225988697,0.0042372881355931865,-2.2204460492503132e-17,0.0014124293785310327,-0.006214689265536766,0.006214689265536722,0.0011299435028248484,-0.001977401129943557
29,0.0016085790884717843,0.008579088471849827,0.01823056300268091,0.10277033065236814,0.018409294012511145,-0.00017873100983023527,-0.0012511170688114693,-0.004468275245755171,0.005898123324396742,0.027167113494191163,0.0014298480786415935
30,-0.0011312217194570317,-0.007692307692307776,0.0038461538461538325,0.13710407239819,0.002488687782805421,0.0006787330316742057,0.0031674208144796268,0.0018099547511311932,-0.007918552036199178,-0.00633484162895932,-0.002488687782805421
