,entrophy,age,fix,rexp
0,0.17108433734939754,0.03373493975903612,-0.007228915662650626,-0.0096385542168675
1,0.13233082706766913,0.0601503759398496,0.004511278195488688,-0.013533834586466176
2,0.043333333333333376,0.2177777777777778,0.006666666666666665,0.005555555555555536
3,0.19773095623987033,-0.017179902755267464,0.15883306320907614,-0.030145867098865485
4,0.10676982591876212,0.12959381044487428,0.14970986460348165,0.004642166344294018
5,0.14089068825910936,0.21322537112010798,0.1568151147098516,0.01781376518218627
6,0.1373134328358209,0.22895522388059703,0.15731343283582086,0.0035820895522388208
7,0.19320594479830155,0.10148619957537164,0.14479830148619965,0.00849256900212314
8,0.19460916442048515,0.15417789757412398,0.1342318059299191,0.016172506738544444
9,0.22857142857142856,0.09999999999999998,0.1074285714285714,0.015428571428571413
10,0.19533073929961092,0.1964980544747082,0.0945525291828794,0.007392996108949413
11,0.13447880870561282,0.17754868270332186,-0.005956471935853358,0.002978235967926679
12,0.1168274383708467,0.18585209003215433,-0.00021436227224009842,0.006430868167202552
13,0.15441176470588236,0.1261764705882353,0.0,0.00882352941176474
14,0.148125,0.09874999999999998,0.0828125,0.026874999999999982
15,0.1963636363636363,0.10965034965034959,0.10545454545454543,0.2271328671328671
16,0.14006968641114986,0.15656213704994199,0.10894308943089434,0.007433217189314801
17,0.15735461801596348,0.09281641961231468,0.10627137970353476,0.14435575826681868
18,0.1519536903039074,0.13892908827785824,0.13227206946454415,0.15716353111432707
19,0.18016759776536315,0.1681564245810056,0.10446927374301677,0.058100558659217885
20,0.17227319062181445,0.10886850152905196,0.0950050968399592,0.1425076452599388
21,0.14206349206349203,0.1476190476190476,0.005357142857142838,0.2091269841269841
22,0.17997892518440467,0.12982086406743945,0.07945205479452055,0.22233930453108544
23,0.15471349353049907,0.16968576709796673,0.09463955637707944,0.19999999999999998
24,0.18932968536251715,0.15622435020519843,0.09685362517099867,0.23885088919288652
25,0.1699331848552338,0.06904231625835186,0.09732739420935407,0.033853006681514454
26,0.1844827586206897,0.10431034482758628,0.08637931034482764,0.22103448275862073
27,0.15428571428571425,0.09110204081632652,0.07640816326530611,0.04048979591836732
28,0.17118499573742538,0.10639386189258312,0.10179028132992327,0.03529411764705881
29,0.1796860572483841,0.100646352723915,0.10563250230840257,0.19907663896583563
30,0.16883116883116886,0.11908091908091914,0.09330669330669335,0.21338661338661344
31,0.1702013422818792,0.10738255033557045,0.09234899328859059,0.20885906040268454
32,0.16982643524699598,0.04539385847797062,-0.0018691588785046953,0.007743658210947935
33,0.20334528076463557,0.03440860215053758,-0.005017921146953408,0.006451612903225779
34,0.1514500537056928,0.1142857142857143,0.08958109559613323,0.16799140708915145
35,0.12873806998939555,0.10349946977730648,0.09289501590668081,0.17836691410392363
36,0.15041322314049588,0.0330578512396694,0.08732782369146005,0.19366391184573
37,0.18900523560209417,0.0740837696335078,0.08219895287958112,0.2335078534031413
38,0.13720930232558143,0.11441860465116283,0.09232558139534885,0.016046511627907024
39,0.17281746031746031,0.0462301587301587,0.0708333333333333,0.16964285714285715
40,0.1419753086419753,0.08500881834215165,0.09576719576719575,0.01781305114638445
41,0.12639053254437865,0.09041420118343194,0.0035502958579881616,0.010414201183431948
42,0.05701624815361892,0.09394387001477109,0.09512555391432798,0.2029542097488922
43,0.0778675282714055,0.13311793214862683,0.06849757673667208,0.17996768982229405
44,0.12290909090909093,0.08945454545454545,0.0025454545454545617,0.1810909090909091
45,0.11233766233766226,0.048376623376623316,0.07629870129870124,0.17889610389610386
46,0.07370078740157485,0.056692913385826806,0.07968503937007879,0.1634645669291339
47,0.07330173775671404,0.11911532385466031,0.1011058451816745,0.0025276461295418383
48,0.07316103379721668,0.0401590457256461,-0.0043737574552684235,0.003976143141153044
49,0.10100200400801602,0.1731462925851703,0.0004008016032064132,0.06573146292585166
50,0.14812164579606446,0.1445438282647585,0.005008944543828298,0.19713774597495531
51,0.11111111111111116,0.11938997821350768,0.08366013071895431,0.18344226579520703
52,0.12923649906890133,0.08640595903165738,0.0003724394785847407,0.0003724394785847629
53,0.16233009708737867,0.10951456310679612,0.06524271844660197,0.22407766990291264
54,0.2646900269541779,0.07708894878706203,0.05121293800539086,0.007547169811320776
